year,petit_ADJ artisan_NOUN,petit_ADJ partisan_NOUN
1800,1.2576657937302116e-08,6.288328968651058e-09
1801,0.0,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,3.900678446910888e-09
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,6.798221985349073e-09,0.0
1809,0.0,0.0
1810,7.020380277111826e-09,0.0
1811,0.0,0.0
1812,1.8670457180292033e-08,0.0
1813,1.7254450312975678e-08,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,1.556873407970727e-09
1818,0.0,5.960588467246453e-09
1819,0.0,7.24573512300708e-09
1820,4.746592452420373e-09,0.0
1821,0.0,4.930744257336528e-09
1822,1.0025615893027862e-09,1.0025615893027862e-09
1823,2.9648061783404955e-09,2.9648061783404955e-09
1824,1.6842225392110777e-09,1.6842225392110777e-09
1825,2.1133063299316746e-08,0.0
1826,2.025836387531399e-08,4.403992281964975e-09
1827,1.3825909306319772e-08,2.7651818612639545e-09
1828,9.172301251858528e-10,0.0
1829,1.714635211591542e-09,1.2859763920403111e-08
1830,5.218417697960831e-09,4.174734336004349e-09
1831,4.677361609140007e-09,3.1182412207897414e-09
1832,1.3529969367098715e-09,1.3529969367098715e-09
1833,1.1583628500844156e-09,0.0
1834,1.8669061851994684e-09,5.600718555598405e-09
1835,1.285724948729694e-08,2.2689263801112247e-09
1836,4.704525213838906e-09,5.376600054063374e-09
1837,1.3219993100221927e-08,6.957890930081589e-10
1838,0.0,1.2624323808552163e-09
1839,7.690622361167243e-09,6.9914751765765e-10
1840,6.369688665408546e-10,5.732719632334238e-09
1841,0.0,0.0
1842,7.379091560011375e-09,0.0
1843,6.497602011990011e-09,0.0
1844,6.641159444598088e-08,1.6465684371524958e-09
1845,3.348136878855712e-09,0.0
1846,1.6978054517835517e-08,0.0
1847,1.6179670936367074e-09,1.6179670936367074e-09
1848,2.413566457803995e-09,0.0
1849,1.0893239199560867e-08,0.0
1850,1.3577992064028876e-09,0.0
1851,0.0,1.2898877521649865e-09
1852,0.0,9.765818376195057e-09
1853,5.971931837933653e-10,0.0
1854,3.117398783558656e-09,0.0
1855,4.2455496895854594e-09,4.776243400783642e-09
1856,5.177189232874468e-10,0.0
1857,1.0739319655783675e-08,0.0
1858,3.4255731584664773e-09,0.0
1859,2.036869339860914e-09,0.0
1860,1.8308735638683515e-09,1.373155145145688e-09
1861,1.8863854478468056e-08,2.8295783494058924e-09
1862,1.7168348520613108e-08,9.035972525772706e-10
1863,4.994620717013731e-09,1.9978483312144135e-09
1864,1.3904711160250827e-08,3.835782358407869e-09
1865,7.530950973944073e-09,2.8241067262513297e-09
1866,1.0704348518686402e-08,1.4596839292835284e-09
1867,9.7056229719783e-09,2.426405742994575e-09
1868,6.421836395986702e-09,1.4819622196071691e-09
1869,8.30198221279943e-09,3.4184632902167778e-09
1870,1.1468097582678638e-09,2.8670243956696595e-09
1871,2.7615060460561835e-08,0.0
1872,1.4513614310374123e-08,1.2094678591978436e-09
1873,1.5563610844537834e-08,0.0
1874,5.974609251779839e-09,0.0
1875,2.1169650921137873e-08,1.716458086775674e-09
1876,6.04601479992084e-09,6.04601479992084e-10
1877,1.1751150275074451e-08,6.184815992682502e-10
1878,3.6234530931267273e-09,1.8117265465633636e-09
1879,6.720257683667796e-09,7.331190321480108e-09
1880,1.7969970400599777e-08,1.2835692508872398e-09
1881,4.880755410940907e-09,0.0
1882,2.0631693686823382e-08,0.0
1883,6.319338829996468e-09,0.0
1884,1.386356363042296e-08,0.0
1885,1.160214413431504e-08,0.0
1886,2.9040586824180536e-08,0.0
1887,2.285123557044244e-08,1.9586774424595887e-09
1888,1.1413106904001324e-08,0.0
1889,2.1301465480405568e-08,1.2530273485467092e-09
1890,1.5075089621063853e-08,0.0
1891,3.6970476458009216e-08,0.0
1892,2.4447198043731078e-08,0.0
1893,2.0938616174248637e-08,0.0
1894,2.3315696040526745e-08,0.0
1895,4.273216447359118e-08,0.0
1896,3.656158042986135e-08,0.0
1897,2.7385553380554484e-08,0.0
1898,2.4330926606808134e-08,0.0
1899,3.2612710754165164e-08,0.0
1900,7.371295396296773e-08,0.0
1901,4.135666742399735e-08,5.588738916095792e-10
1902,3.1425816615637814e-08,0.0
1903,3.7801541452608944e-08,2.1600881083827517e-09
1904,5.697102523072317e-08,0.0
1905,5.522012003211785e-08,1.0321518084666081e-09
1906,4.578324075410478e-08,0.0
1907,3.394276504309346e-08,1.028568674676933e-09
1908,4.6167055955947944e-08,4.911389073214423e-10
1909,4.400786934866119e-08,0.0
1910,5.237267686197811e-08,3.740905363258662e-09
1911,3.724261943283125e-08,5.320374141248863e-10
1912,5.46989227245831e-08,1.5628263128064646e-09
1913,3.92421242167984e-08,5.30298971401777e-10
1914,6.629776549971211e-08,0.0
1915,2.709575319670421e-08,0.0
1916,3.955486249651585e-08,4.394984820521586e-09
1917,3.728584374584898e-08,0.0
1918,5.283732917860107e-08,0.0
1919,4.235610262526279e-08,0.0
1920,3.8618381381638756e-08,7.572231730534895e-10
1921,2.7261890522822796e-08,7.572747429129834e-10
1922,8.263287448739831e-08,1.4755870969551665e-09
1923,4.140219900250486e-08,0.0
1924,5.801231128810258e-08,0.0
1925,6.818870157410117e-08,8.798542339150117e-09
1926,4.56991671171636e-08,1.1146138456652466e-09
1927,4.1252132376712325e-08,0.0
1928,5.0274582275022794e-08,2.2852082448565625e-09
1929,4.4561623724348465e-08,0.0
1930,8.717990707118872e-08,2.100720708497761e-09
1931,5.474571285191132e-08,2.2810713318222042e-09
1932,5.1509820520045935e-08,0.0
1933,4.9323846118554115e-08,0.0
1934,6.709684718941844e-08,1.1981580172459871e-09
1935,4.6676309040094566e-08,0.0
1936,1.260970350358548e-07,1.2124714565686645e-09
1937,7.680581859403901e-08,0.0
1938,4.797129216083107e-08,1.2965214457594243e-09
1939,7.341143959394003e-08,3.058810094103137e-09
1940,5.0715659227762444e-08,0.0
1941,7.969057236323351e-08,0.0
1942,5.76500234217292e-08,9.102635090130207e-09
1943,7.83873517207212e-08,2.9032352077962287e-09
1944,7.711646787811333e-08,3.2131861615880553e-09
1945,6.099811145077183e-08,0.0
1946,8.770295778504078e-08,1.3921104269343232e-09
1947,7.152522840669917e-08,1.1920870957027319e-09
1948,6.19697573256417e-08,3.2615663503321457e-09
1949,7.068246232755371e-08,9.817008317369869e-10
1950,5.8494489252325366e-08,1.0635361480382244e-09
1951,5.863770979885885e-08,4.264560704569931e-09
1952,7.170466886918803e-08,1.0544803918932644e-09
1953,7.43394120705787e-08,3.232148326759443e-09
1954,7.133951385185355e-08,1.9545072227344917e-09
1955,8.353190850129977e-08,0.0
1956,7.587393469066228e-08,8.72114158667614e-10
1957,7.774833221674271e-08,0.0
1958,8.106798415896677e-08,2.4816730892496253e-09
1959,5.8905683886223414e-08,0.0
1960,6.3671663497189e-08,3.460416619915918e-09
1961,8.059865058696047e-08,2.779263708063695e-09
1962,6.341956437783125e-08,2.5367825617905737e-09
1963,7.953245684255705e-08,0.0
1964,5.840609418328313e-08,0.0
1965,8.098624348917838e-08,5.472043373977442e-10
1966,6.70228071930623e-08,2.769537488234164e-09
1967,7.099683546618607e-08,1.4791006197611978e-09
1968,5.838840563821002e-08,1.7965663401398047e-09
1969,4.814263288022147e-08,1.8167031212712459e-09
1970,6.300253332924832e-08,9.197450023812337e-10
1971,4.7273257530733304e-08,1.541519245584766e-09
1972,5.489257048907348e-08,5.130146862875051e-10
1973,7.773617327622162e-08,5.513203782392395e-10
1974,5.7943387921088885e-08,0.0
1975,5.3687914114419755e-08,1.7134440533084216e-09
1976,4.9707683302813166e-08,0.0
1977,5.5829427136888654e-08,0.0
1978,8.495045578094107e-08,5.940591352171509e-10
1979,6.671249941359036e-08,1.7555920051037788e-09
1980,9.323646787962048e-08,0.0
1981,7.780426042325317e-08,6.325549528618524e-10
1982,6.331652346869276e-08,3.1037510339615437e-09
1983,5.4311718455934965e-08,1.2630632095778083e-09
1984,5.4510680413955015e-08,5.799008495621649e-10
1985,6.436646771135202e-08,3.0077789148208467e-09
1986,6.593933848941802e-08,5.994485463567401e-10
1987,5.7441677636660415e-08,1.2221633705067347e-09
1988,7.795519957332075e-08,1.1993107618124554e-09
1989,5.927171897734951e-08,0.0
1990,4.6858399826987807e-08,5.44865097484859e-10
1991,5.3925479193139836e-08,2.344586080837985e-09
1992,6.777231020826946e-08,1.1019888335184191e-09
1993,6.037736222097578e-08,1.1078414852150331e-09
1994,5.274926451193096e-08,3.6924485691258724e-09
1995,4.337960540778951e-08,1.626735190995987e-09
1996,3.9501883764003765e-08,3.736664311304594e-09
1997,5.1305372616994305e-08,9.58978896292706e-10
1998,5.292623583841305e-08,4.768129224785866e-10
1999,4.753009266722508e-08,0.0
2000,4.815654386369772e-08,0.0
2001,5.476514886026962e-08,4.3812117822561447e-10
2002,5.651775669690551e-08,0.0
2003,4.250261265159594e-08,0.0
2004,4.625030972094102e-08,1.3214374039449694e-09
2005,5.4044996034008363e-08,1.8014998381943315e-09
2006,4.859110197541483e-08,1.6471559671771274e-09
2007,4.473817086236842e-08,1.1983438685803094e-09
2008,3.150505376026125e-08,5.5346713878634546e-09
2009,4.9589202744115823e-08,0.0
2010,4.393127639445993e-08,9.447586046817946e-10
2011,4.5505267110002023e-08,1.911985902935953e-09
2012,4.8340389469103684e-08,2.382976926895708e-09
2013,3.5979713430833726e-08,1.3945624655065103e-09
2014,4.114345744654635e-08,1.5158115873603606e-09
2015,3.746012584848746e-08,1.994917786518613e-09
2016,3.6662719082869444e-08,8.285360175719347e-10
2017,3.647636503956164e-08,7.54683426862357e-10
2018,3.4591653985671655e-08,1.8070267504555204e-09
2019,2.98465569481543e-08,1.02039510174734e-09
