year,grand_ADJ art_NOUN,grand_ADJ part_NOUN
1881,1.579273009255644e-06,4.9504802035471585e-08
1882,1.7210826248614808e-06,5.124646662579835e-08
1883,1.6405004408248658e-06,9.984555759956493e-08
1884,1.5976106162440828e-06,7.327883366770038e-08
1885,1.5901383179084405e-06,4.254119545521462e-08
1886,1.3758785435413756e-06,4.711028722681476e-08
1887,1.2731403158383614e-06,3.9173546184656516e-08
1888,1.3334312649604385e-06,8.306205501185104e-08
1889,1.2392440247310788e-06,6.954302023132186e-08
1890,1.1856884798433498e-06,5.3745967676377404e-08
1891,1.247434870954578e-06,5.609313546983685e-08
1892,1.1496452154702297e-06,5.5162907131034444e-08
1893,1.0851130154421185e-06,7.205347429817266e-08
1894,1.1846893750444565e-06,3.7179081147087345e-08
1895,1.2994188871573442e-06,5.1760085995056215e-08
1896,1.1552279453042047e-06,4.599682768002822e-08
1897,1.0622098791657208e-06,6.642453342919907e-08
1898,1.0032263690895604e-06,3.225262190653666e-08
1899,1.0425012320069982e-06,6.577818112418754e-08
1900,1.2801136701767746e-06,2.0245106924221545e-08
1901,1.1373083541599271e-06,5.02986488015722e-08
1902,9.530860882733805e-07,4.1246384085980026e-08
1903,1.0800440346514506e-06,3.564145245604777e-08
1904,1.1614564883188905e-06,7.578221783433037e-08
1905,1.09459703878656e-06,4.025391930895239e-08
1906,1.014947600630478e-06,4.73264982758792e-08
1907,9.683973978269478e-07,1.491424583832668e-08
1908,1.087381567899115e-06,2.7994918383456024e-08
1909,1.1480553130382987e-06,4.8408654862441836e-08
1910,1.0565386086014428e-06,4.435645095668406e-08
1911,1.0050186620702561e-06,5.586392859413536e-08
1912,1.1476354551120949e-06,4.740573444905749e-08
1913,1.133248865414771e-06,3.075734156254839e-08
1914,9.9714515400251e-07,6.830678245250965e-08
1915,6.114215636010556e-07,1.5314990164938536e-08
1916,8.932806521144698e-07,2.5271162940043723e-08
1917,6.864981809684423e-07,1.5352993543160665e-08
1918,9.154642155451143e-07,5.858051821405752e-08
1919,1.1841292923975288e-06,2.762354434082681e-08
1920,1.0305807904842368e-06,2.7260034229925623e-08
1921,1.14727118827318e-06,1.817459427400081e-08
1922,1.1421044234793953e-06,2.5084981203349344e-08
1923,1.1061817559721021e-06,7.855801698042342e-08
1924,1.1847403342812868e-06,2.707241186783449e-08
1925,1.050326021712067e-06,4.179307566687385e-08
1926,1.1814907026064247e-06,1.5604593173179637e-08
1927,1.1528298529128733e-06,3.9022285847067906e-08
1928,1.1951639038443318e-06,6.170062505361784e-08
1929,1.0850756151370433e-06,3.119313873867213e-08
1930,1.1574971523486965e-06,3.151081173768944e-08
1931,9.238338876116359e-07,2.0529641986399838e-08
1932,8.022380657557449e-07,4.164623845781534e-08
1933,8.47681913995757e-07,6.079451253526713e-08
1934,8.494940484382596e-07,2.2765002327673756e-08
1935,9.407071477340878e-07,2.992070946561398e-08
1936,8.1356833270263e-07,3.15242587589637e-08
1937,7.667990864490548e-07,2.392312481447334e-08
1938,9.140475949465099e-07,4.148868626430158e-08
1939,7.738789706834837e-07,3.976452944698394e-08
1940,6.339457536697068e-07,2.7893612752905028e-08
1941,8.765962817847139e-07,3.246652724442356e-08
1942,1.055905647362465e-06,2.4273694165799498e-08
1943,8.883899509370963e-07,4.935499831049128e-08
1944,8.900525756416755e-07,2.5705489292704442e-08
1945,9.215072167556571e-07,3.267756198965799e-08
1946,9.842220904943133e-07,3.897909195416105e-08
1947,1.040692046316849e-06,6.318061451793255e-08
1948,1.0002137091902341e-06,6.631851334759631e-08
1949,9.306523907071096e-07,4.0249734212238764e-08
1950,7.551106691039422e-07,7.232046073113452e-08
1951,9.040868711451822e-07,2.4521224162299404e-08
1952,7.803155028796027e-07,2.003512733494972e-08
1953,7.918763023084807e-07,3.663101466599983e-08
1954,9.1861840090246e-07,2.052232517257835e-08
1955,9.010183301683128e-07,2.627970197011109e-08
1956,7.927517700068165e-07,3.314033847345854e-08
1957,7.712987697416906e-07,3.445664731316356e-08
1958,7.138946163109949e-07,3.22617488279775e-08
1959,7.766249074947496e-07,1.7826719656000023e-08
1960,9.121658628430396e-07,3.668041514970355e-08
1961,8.240517033186734e-07,6.322824930293791e-08
1962,8.130388362559415e-07,3.170978146727066e-08
1963,8.593384954735939e-07,3.168366191630412e-08
1964,8.255944905499746e-07,4.076258619534201e-08
1965,8.74979727782943e-07,3.939871362490521e-08
1966,8.081510340929299e-07,3.5450078428311826e-08
1967,9.352846674914872e-07,3.5498416650625586e-08
1968,1.1745052308498316e-06,2.919420261093819e-08
1969,7.730072031364443e-07,5.132186231548985e-08
1970,8.663997963509473e-07,6.760125614846402e-08
1971,9.876000035546895e-07,6.98822049116643e-08
1972,1.0403937462655222e-06,3.078088184338412e-08
1973,6.946636901261627e-07,3.748978727458052e-08
1974,6.328767963026394e-07,4.612968851347432e-08
1975,7.447770116186803e-07,6.396857799018107e-08
1976,6.930508353875098e-07,3.370981005446083e-08
1977,6.105976435577531e-07,3.996211717094411e-08
1978,6.938610885853791e-07,2.9108898402796513e-08
1979,7.432006103869071e-07,3.3356247541860284e-08
1980,8.067228982611141e-07,4.946081233470068e-08
1981,7.502101873058109e-07,3.542307780435294e-08
1982,6.797215075238228e-07,4.221101690404794e-08
1983,7.180514565163776e-07,4.0418022706489865e-08
1984,6.953011038035584e-07,2.8415142239168745e-08
1985,6.996094246147777e-07,2.5265343595037848e-08
1986,7.517084883446046e-07,3.7165808208783346e-08
1987,8.280156951201434e-07,2.749867533680117e-08
1988,7.7535441800336e-07,2.4585871116755698e-08
1989,7.968753461540246e-07,2.6342986458871565e-08
1990,7.58997105165804e-07,2.8332985735346483e-08
1991,7.748857164813217e-07,2.6376593353916178e-08
1992,8.286956258984901e-07,3.03046938654461e-08
1993,8.657780945497962e-07,3.655877023334142e-08
1994,7.590619572894752e-07,4.0616935592652226e-08
1995,8.29634984711447e-07,3.470368525881895e-08
1996,7.702867250714007e-07,6.245567618634595e-08
1997,7.278649887254574e-07,1.7741109914481967e-08
1998,8.930706307808123e-07,2.9085589048349902e-08
1999,6.873582716337978e-07,3.8846710737061585e-08
2000,7.983382896981084e-07,4.064589020913445e-08
2001,7.062513187605646e-07,4.1183390919741214e-08
2002,7.009954554604292e-07,3.417352800738627e-08
2003,8.125499402211744e-07,2.875176896566245e-08
2004,7.254691380964573e-07,4.801222530659288e-08
2005,7.976140246057639e-07,3.0625496805214425e-08
2006,7.910466379712489e-07,3.706101026068609e-08
2007,7.61347795474876e-07,3.9545348329284025e-08
2008,7.109924009540691e-07,2.8524846484856425e-08
2009,6.966329433311103e-07,2.1933685090402832e-08
2010,6.48576788719879e-07,2.3618964561933353e-08
2011,7.376442088258273e-07,1.9502257586623273e-08
2012,6.144676216734979e-07,1.736168897537027e-08
2013,6.122129718733049e-07,1.3945625099154313e-08
2014,7.472951164544384e-07,2.5768796874103828e-08
2015,9.107908205407966e-07,9.309617077235544e-09
2016,8.285359909265821e-07,1.2220906064897008e-08
2017,5.300393288720784e-07,9.30776167251679e-09
2018,6.389130211559291e-07,5.421080029321956e-09
2019,6.910625938161274e-07,2.7805766578126168e-08
