year,pouvant_VERB unir_VERB,pouvant_VERB punir_VERB
1975,3.998036124386317e-09,1.1422960355389478e-09
1976,5.142174241967723e-09,0.0
1977,3.526069214387917e-09,2.3507127355770763e-09
1978,8.316828115084718e-09,1.1881182704343018e-09
1979,5.266775904289034e-09,1.1703946700691858e-09
1980,2.2740602734216964e-09,5.685150683554241e-10
1981,3.795329828193417e-09,6.325549528618524e-10
1982,3.1037510339615437e-09,1.2415004579935385e-09
1983,9.47297440490047e-09,6.315316047889041e-10
1984,5.219107812592938e-09,5.799008495621649e-10
1985,3.609334831011779e-09,1.8046674155058895e-09
1986,2.3977941854269602e-09,0.0
1987,3.6664902225425067e-09,1.8332451112712533e-09
1988,7.195864348830128e-09,0.0
1989,7.134558721588746e-09,3.2928733073589456e-09
1990,1.0352437129768077e-08,0.0
1991,4.68917216167597e-09,5.861465202094962e-10
1992,8.264915862810085e-09,0.0
1993,6.093128224193833e-09,2.2156829704300662e-09
1994,1.5824779264761446e-09,0.0
1995,5.4224509327127635e-09,2.1689803286761844e-09
1996,5.3380921904988554e-09,0.0
1997,1.917957792585412e-09,9.58978896292706e-10
1998,7.152193948201102e-09,9.536258449571733e-10
1999,5.941261704833778e-09,9.140402323914998e-10
2000,6.185244316725402e-09,4.4180314962005696e-10
2001,7.448059946568719e-09,8.762423564512289e-10
2002,2.6287327870022636e-09,1.3143663935011318e-09
2003,7.500461585152607e-09,4.1669229178253886e-10
2004,3.9643119897903034e-09,0.0
2005,1.170974872621855e-08,0.0
2006,3.294311934354255e-09,8.235779835885637e-10
2007,6.7906151812735516e-09,1.5977917877663117e-09
2008,4.6831836186811415e-09,2.1287198670449925e-09
2009,3.814554005998616e-09,2.384096253749135e-09
2010,4.2514138876015295e-09,1.4171379625338432e-09
2011,1.1471915639660324e-09,1.529588788962144e-09
2012,5.1063788752969685e-09,1.7021263287730903e-09
2013,5.578249862026041e-09,2.789125042035323e-10
2014,2.3819897165822113e-09,6.496335691608124e-10
2015,2.881548111233201e-09,6.649726325136385e-10
2016,3.1070099826280284e-09,1.4499380585064614e-09
2017,2.0124890642847504e-09,2.0124890642847504e-09
2018,3.614053500911041e-09,2.5814667070633845e-10
2019,1.53059265262101e-09,1.2754939326953263e-09
