year,pouvant_VERB unir_VERB,pouvant_VERB punir_VERB
1800,0.0,0.0
1801,7.143547975374531e-09,2.3811825844433088e-09
1802,0.0,1.5664880947952042e-08
1803,0.0,9.751696339321825e-09
1804,0.0,1.2359254952798437e-08
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,4.518061036407062e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,2.0130190847567064e-08
1814,9.440030979135372e-09,3.1466771410748606e-09
1815,0.0,2.697223555614414e-09
1816,1.3905623319487859e-08,0.0
1817,4.670620334934483e-09,1.556873407970727e-09
1818,2.384235475716423e-09,2.1458118837358597e-08
1819,0.0,3.1053151161586356e-09
1820,0.0,9.493184904840746e-09
1821,2.9584463767662328e-09,9.86148829262845e-10
1822,0.0,1.2030739071633434e-08
1823,0.0,1.087095569118901e-08
1824,0.0,1.0947446504872005e-08
1825,0.0,1.0566531649658373e-08
1826,8.807984341885344e-10,2.642395191543301e-09
1827,9.217273055917019e-10,9.217273166939322e-09
1828,9.172301251858528e-10,1.9261833017480967e-08
1829,0.0,2.571952872898464e-09
1830,0.0,2.400472176589119e-08
1831,0.0,7.795603274018958e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,5.791814139399776e-09
1834,0.0,7.467624740797874e-09
1835,1.5126175867408165e-09,6.050470346963266e-09
1836,4.704525213838906e-09,6.048674894287842e-09
1837,6.957890930081589e-10,1.3915781860163179e-09
1838,0.0,6.312161904276081e-10
1839,6.9914751765765e-10,1.3982950353153e-09
1840,1.9109065441114126e-09,0.0
1841,3.852329122366882e-09,6.420548537278137e-10
1842,0.0,3.3541325272778977e-09
1843,5.906911071384968e-10,1.7720733325177207e-08
1844,2.7442805805577564e-09,1.0428266250528395e-08
1845,2.2320911785556063e-09,6.696273757711424e-09
1846,1.2294452567118697e-08,1.2294452567118697e-08
1847,0.0,1.1325769655456952e-08
1848,4.82713291560799e-09,4.82713291560799e-09
1849,2.513824481908955e-09,0.0
1850,0.0,5.431196825611551e-09
1851,0.0,0.0
1852,3.906327261660181e-09,0.0
1853,8.360704129017904e-09,5.971931837933653e-09
1854,0.0,6.234797567117312e-09
1855,0.0,4.776243400783642e-09
1856,5.177189232874468e-10,2.0708756931497874e-09
1857,6.345961978126979e-09,1.122747050885664e-08
1858,1.9574704079872163e-09,1.4191660291373864e-08
1859,0.0,9.675129142294736e-09
1860,9.154367819341758e-10,2.746310290291376e-09
1861,0.0,4.715963730639317e-10
1862,1.3553959066214816e-09,1.8071945051545413e-09
1863,3.995696662428827e-09,2.9967726078439227e-09
1864,4.794727948009836e-10,3.835782358407869e-09
1865,1.882737743486018e-09,2.8241067262513297e-09
1866,4.865612912574591e-10,4.865612912574591e-10
1867,1.94112459439566e-09,4.85281148598915e-09
1868,4.93987406535723e-10,1.0373735648272486e-08
1869,4.883519144627257e-10,7.813630631403612e-09
1870,4.013834153937523e-09,1.1468097582678638e-09
1871,1.0621177271019633e-09,0.0
1872,1.2094678591978436e-09,1.2094678591978436e-09
1873,2.3944017879529156e-09,4.190203295451056e-09
1874,5.377148060148329e-09,3.5847653734322193e-09
1875,2.8607636259891933e-09,6.865832347102696e-09
1876,7.255217759905008e-09,0.0
1877,1.8554447978047506e-09,1.0514186854493346e-08
1878,1.2078177347163432e-09,4.22736201599605e-09
1879,1.832797580370027e-09,1.832797580370027e-09
1880,0.0,3.2089231272180996e-09
1881,6.972507571312292e-10,0.0
1882,0.0,5.324308105514319e-09
1883,0.0,4.423537092179686e-09
1884,0.0,0.0
1885,3.86738152613475e-09,0.0
1886,0.0,3.2267319927115068e-09
1887,6.528924623161458e-10,1.9586774424595887e-09
1888,0.0,0.0
1889,1.2530273485467092e-09,0.0
1890,6.554386478008212e-10,0.0
1891,2.5496880162734215e-09,5.099376032546843e-09
1892,5.014809900671935e-09,6.268512375839919e-09
1893,3.695050043717174e-09,3.695050043717174e-09
1894,2.520615716150587e-09,0.0
1895,2.4074457982692365e-09,6.018614495673091e-10
1896,5.89702897624278e-10,0.0
1897,2.330685422435863e-09,5.826713556089658e-10
1898,0.0,3.960848538042683e-09
1899,0.0,0.0
1900,5.191053142894475e-10,2.07642125715779e-09
1901,1.117747761014698e-08,2.235495566438317e-09
1902,8.838511256215043e-09,2.9461704187383475e-09
1903,1.0800440541913758e-09,5.400220270956879e-10
1904,1.6123875568041512e-09,3.2247751136083025e-09
1905,4.64468330463319e-09,1.0321518084666081e-09
1906,9.259531807970234e-09,1.5432553013283723e-09
1907,9.771402353919711e-09,1.5428529565042481e-09
1908,1.964555629285769e-09,1.964555629285769e-09
1909,1.6502950117569526e-09,3.850688656825696e-09
1910,3.206490406526541e-09,5.344150677544235e-10
1911,4.788336838146279e-09,1.0640748282497725e-09
1912,0.0,1.0418842455450772e-09
1913,1.060597942803554e-09,0.0
1914,2.678697486047099e-09,1.3393487430235496e-09
1915,1.295883844676382e-08,0.0
1916,5.493730803607377e-09,0.0
1917,9.869782324756216e-09,0.0
1918,0.0,0.0
1919,9.207848372660976e-10,0.0
1920,1.514446346106979e-09,0.0
1921,1.5145494858259667e-09,0.0
1922,7.377935484775833e-10,7.377935484775833e-10
1923,1.0615948120573648e-09,2.1231896241147297e-09
1924,5.156649773851996e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,3.343841648018042e-09,0.0
1927,1.1149224876660924e-09,2.2298449753321847e-09
1928,6.8556245125250825e-09,0.0
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,5.2518016602221e-09,0.0
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,0.0,0.0
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,7.180970484910176e-09,0.0
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,0.0
1938,0.0,0.0
1939,0.0,3.058810094103137e-09
1940,4.564409294971483e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,0.0,0.0
1943,3.193558839598154e-08,8.709705845433291e-09
1944,1.2852744646352221e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,5.568441707737293e-09,2.7842208538686464e-09
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,5.435944139264848e-09,0.0
1949,4.908504269707237e-09,0.0
1950,4.2541445921528975e-09,0.0
1951,3.1984206394497505e-09,0.0
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,8.795282724349818e-09,1.9545072227344917e-09
1955,1.1262729415761896e-08,0.0
1956,6.976913269340912e-09,0.0
1957,4.417518795207798e-09,8.835037701437898e-10
1958,8.272243445794913e-10,0.0
1959,1.3176271629333769e-08,7.750747821333448e-10
1960,4.152500121534786e-09,6.920833350854139e-10
1961,6.25334317660986e-09,1.3896318540318475e-09
1962,6.341956293454132e-09,2.5367825617905737e-09
1963,1.939815863494232e-09,2.5864212993553792e-09
1964,2.4335873316516654e-09,0.0
1965,6.5664522708175355e-09,1.0944086747954884e-09
1966,8.308612464702492e-09,4.431259803538978e-09
1967,3.451234853457663e-09,2.9582012395223956e-09
1968,3.5931326802796093e-09,4.4914158503495116e-10
1969,1.8167031212712459e-09,0.0
1970,2.2993624781975086e-09,4.5987250119061684e-10
1971,2.569198631618974e-09,1.0276794970565106e-09
1972,5.130146973897354e-09,0.0
1973,3.3079223804577396e-09,1.102640756478479e-09
1974,2.812785782069227e-09,0.0
