year,avaient_VERB été_VERB,avaient_VERB eté_VERB,avaient_VERB pété_VERB
1924,3.998079409939237e-05,1.5469948877466777e-08,0.0
1925,3.9290989661822096e-05,1.3197813508725176e-08,0.0
1926,3.8663725717924535e-05,1.2260752413340015e-08,0.0
1927,3.839458440779708e-05,1.4493992672726108e-08,1.1149224876660924e-09
1928,3.918560832971707e-05,1.2568645679778001e-08,0.0
1929,4.014222577097826e-05,7.798284684668033e-09,0.0
1930,4.0385304600931704e-05,1.575540586884472e-08,0.0
1931,3.9657566958339885e-05,1.596749932275543e-08,0.0
1932,3.994093640358187e-05,5.4797681947604815e-09,0.0
1933,4.0997292671818286e-05,1.7205993074753678e-08,0.0
1934,3.8319489249261096e-05,1.1981580172459871e-08,0.0
1935,3.708971416926943e-05,1.0771455727365264e-08,0.0
1936,3.778182144742459e-05,4.849885826274658e-09,0.0
1937,3.987103627878241e-05,1.1332006444320086e-08,0.0
1938,3.6765457480214536e-05,9.075650453382877e-09,0.0
1939,3.6535955587169155e-05,9.176430282309411e-09,0.0
1940,3.75650888599921e-05,1.7750480196809804e-08,0.0
1941,3.534719508024864e-05,5.9030051957620344e-09,0.0
1942,3.723888221429661e-05,1.2136847082899749e-08,0.0
1943,3.758238017326221e-05,5.806470415592457e-09,0.0
1944,3.749788083950989e-05,9.639558484764166e-09,3.2131861615880553e-09
1945,4.38750721514225e-05,1.3071024262956144e-08,0.0
1946,4.1593473724788055e-05,9.744772988540262e-09,0.0
1947,4.1353501728735864e-05,1.7881307101674793e-08,0.0
1948,3.676546475617215e-05,1.195907639583993e-08,0.0
1949,3.841002762783319e-05,2.0615717133409817e-08,0.0
1950,3.547318556229584e-05,8.508289184305795e-09,1.0635361480382244e-09
1951,3.730850949068554e-05,8.529121409139861e-09,1.0661401761424827e-09
1952,3.5414723242865875e-05,1.687168627029223e-08,1.0544803918932644e-09
1953,3.779135295189917e-05,1.6160740301529586e-08,0.0
1954,3.616229150793515e-05,8.795282724349818e-09,1.9545072227344917e-09
1955,3.438042040215805e-05,1.783265446420046e-08,0.0
1956,3.436129918554798e-05,1.2209598665435806e-08,0.0
1957,3.597450631787069e-05,8.835037590415595e-09,0.0
1958,3.466731868684292e-05,1.0753916868111446e-08,0.0
1959,3.5400764318183064e-05,1.2401196514133517e-08,0.0
1960,3.424774331506342e-05,1.2457499920515147e-08,6.920833350854139e-10
1961,3.3576285204617307e-05,1.598076693198891e-08,0.0
1962,3.5613255022326484e-05,1.6489087428794846e-08,0.0
1963,3.5373192076804116e-05,7.759263453976928e-09,0.0
1964,3.401972571737133e-05,4.258777774879263e-09,0.0
1965,3.4798365959431976e-05,1.7510538796727815e-08,1.0944086747954884e-09
1966,3.416944309719838e-05,9.970334780007306e-09,0.0
1967,3.2669882784830406e-05,8.874604162656397e-09,0.0
1968,3.69800727639813e-05,1.122853987567396e-08,1.3474247273492779e-09
1969,3.727375224116258e-05,3.860494146579185e-08,0.0
1970,3.3941349101951346e-05,9.657322941336588e-09,4.5987250119061684e-10
1971,3.207696136087179e-05,1.3359833239690033e-08,0.0
1972,3.226349508622661e-05,1.1799337507056862e-08,0.0
1973,3.238400677219033e-05,1.3783009400469837e-08,1.6539611902288698e-09
1974,3.283533806097694e-05,1.518904291231138e-08,0.0
1975,3.106359872617759e-05,1.2565256390928425e-08,2.2845920710778955e-09
1976,3.192890289938077e-05,1.0284348483935446e-08,0.0
1977,3.055280103581026e-05,1.645498848290572e-08,1.1753563677885381e-09
1978,3.0702165531693026e-05,1.485147826940647e-08,0.0
1979,3.177679900545627e-05,1.580032815695631e-08,0.0
1980,2.9224516765680164e-05,1.3075846183596695e-08,0.0
1981,2.918039172072895e-05,1.3916208629893845e-08,1.2651099057237047e-09
1982,2.9933817131677642e-05,1.738100685599875e-08,1.8622506869903077e-09
1983,3.0237733881222084e-05,1.3893695083311286e-08,0.0
1984,2.994955866597593e-05,6.958810416790584e-09,0.0
1985,3.087966251769103e-05,1.2632671797518924e-08,1.2031116103372597e-09
1986,3.0152861654642038e-05,1.3787316177626963e-08,0.0
1987,2.9568409445346333e-05,1.2221633483022742e-08,0.0
1988,2.998816671606619e-05,5.396898483667201e-09,0.0
1989,3.0455235901172273e-05,1.2073869015694072e-08,0.0
1990,2.8640288292081095e-05,1.689081763345257e-08,0.0
1991,2.9719387384830043e-05,6.4476117778156095e-09,1.1722930404189924e-09
1992,2.985397986776661e-05,6.61193322315512e-09,5.509944167592096e-10
1993,3.024573379661888e-05,8.308811416668505e-09,5.539207426075166e-10
1994,3.0966457416070625e-05,5.802419433820205e-09,1.0549853213248639e-09
1995,2.979528289870359e-05,1.138714633697191e-08,5.422450821690461e-10
1996,2.9357372113736346e-05,9.60856638698715e-09,1.067618438099771e-09
1997,3.001651930389926e-05,5.274384040632185e-09,1.438468344439059e-09
1998,2.9446535336319357e-05,6.198567881199324e-09,4.768129224785866e-10
1999,2.9480996090569533e-05,5.484241505371301e-09,1.3710603763428253e-09
2000,2.8384527468006127e-05,5.3016377954406835e-09,2.2090156370779823e-09
2001,2.8988726626266725e-05,2.6287270138425356e-09,4.3812117822561447e-10
2002,2.8521752028609626e-05,4.81934359086722e-09,0.0
2003,2.9823084332747385e-05,2.5001538617175356e-09,0.0
2004,2.9871973310946487e-05,7.488145215006625e-09,4.845270407116686e-09
2005,2.9380211344687268e-05,3.1526248278623825e-09,9.007499190971657e-10
2006,2.8200132874189876e-05,2.8825228870488218e-09,8.235779835885637e-10
2007,2.895677971537225e-05,3.994479413904628e-09,2.7961355453243186e-09
2008,2.8726222808472812e-05,2.1287198670449925e-09,1.2772318758180745e-09
2009,2.963193219329696e-05,5.245011536203492e-09,3.337734755248789e-09
2010,3.1248837331077084e-05,1.8895172093635892e-09,0.0
2011,3.052103056688793e-05,2.6767803529281764e-09,1.1471915639660324e-09
2012,3.4392825909890234e-05,6.808505426114664e-10,5.446804340891731e-09
2013,3.7764752050861716e-05,8.367375126105969e-10,2.2313000336282585e-09
2014,3.9284208469325677e-05,0.0,2.815078836704288e-09
2015,3.7403380702016875e-05,1.5516027351836215e-09,6.428068743957738e-09
2016,3.918478250852786e-05,8.285360175719347e-10,5.178350193091319e-09
2017,3.534987263265066e-05,0.0,4.024978128569501e-09
2018,3.779241524171084e-05,5.162933414126769e-10,4.64663996169179e-09
2019,3.579112308216281e-05,0.0,4.846876677788714e-09
