year,avaient_VERB été_VERB,avaient_VERB eté_VERB,avaient_VERB pété_VERB
1800,2.0374185623950325e-05,4.4018303668735825e-08,0.0
1801,2.3299871827475727e-05,5.9529565277216534e-08,0.0
1802,1.661148780840449e-05,2.2378401354217203e-08,0.0
1803,1.9520944988471456e-05,5.265916058760922e-08,0.0
1804,2.5657813239376992e-05,3.707776485839531e-08,0.0
1805,2.262077759951353e-05,3.695740957709859e-08,0.0
1806,2.503017822164111e-05,5.4751712497136396e-08,0.0
1807,4.074846947332844e-05,6.263301344233696e-08,0.0
1808,2.463448981870897e-05,1.6995555540688656e-07,2.2660739951163578e-09
1809,3.168742114212364e-05,1.423189246452239e-07,0.0
1810,2.902459164033644e-05,3.510190182964834e-08,0.0
1811,3.531468246364966e-05,9.025476543911282e-08,0.0
1812,4.0112143324222416e-05,8.001624962616916e-08,0.0
1813,4.018273830297403e-05,1.0640243885973177e-07,2.8757416448144113e-09
1814,3.6189932870911434e-05,8.181360300341112e-08,0.0
1815,4.4593198254005983e-05,1.294667271167782e-07,0.0
1816,3.571427441784181e-05,6.952811304472561e-08,0.0
1817,4.010350312455557e-05,8.095742032310227e-08,0.0
1818,4.274815000826493e-05,8.225612191381515e-08,0.0
1819,4.2611132812453434e-05,1.1386155307491208e-07,0.0
1820,4.7081452066777274e-05,9.374520004712394e-08,0.0
1821,4.490132778300904e-05,7.396116075142345e-08,0.0
1822,4.795151835423894e-05,7.519211919770896e-08,0.0
1823,5.3492018196266145e-05,7.115534828017189e-08,0.0
1824,5.432038597064093e-05,7.157945702829238e-08,0.0
1825,5.1538259867811576e-05,1.1887347994843367e-07,8.805443041381977e-10
1826,5.8855832321569324e-05,1.4797413427913853e-07,0.0
1827,6.070035306038335e-05,2.175276421212402e-07,0.0
1828,5.923655771766789e-05,2.2380415032330347e-07,0.0
1829,5.995821993565187e-05,1.0716470200122785e-07,0.0
1830,6.114628922659904e-05,1.356788601469816e-07,1.0436835840010872e-09
1831,5.632011379930191e-05,9.666548095310645e-08,0.0
1832,5.822757520945743e-05,5.953186388296672e-08,0.0
1833,5.909272294957191e-05,6.602667923516492e-08,0.0
1834,5.963178409729153e-05,4.760610750054184e-08,0.0
1835,5.7586865295888856e-05,7.184933537018878e-08,0.0
1836,5.8006120525533333e-05,6.25029770162655e-08,0.0
1837,6.292368925642222e-05,6.54041727443655e-08,0.0
1838,6.294930062722415e-05,5.807189040751837e-08,0.0
1839,6.41348960925825e-05,4.4046291947097416e-08,0.0
1840,6.859008135506883e-05,5.414235459966221e-08,0.0
1841,6.102924089645967e-05,6.099521243640993e-08,0.0
1842,6.88019790686667e-05,6.574099842282521e-08,0.0
1843,6.007919364492409e-05,5.5524964182041003e-08,0.0
1844,6.898902211105451e-05,5.762989374602512e-08,0.0
1845,6.385621964000165e-05,5.022205229465726e-08,0.0
1846,6.189203122630715e-05,7.083946940156238e-08,0.0
1847,6.607292016269639e-05,6.795461615638487e-08,0.0
1848,6.364011642290279e-05,7.803865287314693e-08,0.0
1849,6.624430534429848e-05,1.080944542763973e-07,0.0
1850,6.278938963077962e-05,7.671565782629841e-08,0.0
1851,6.339669198496267e-05,6.06247212431299e-08,0.0
1852,5.8493995311437175e-05,5.208436348880241e-08,0.0
1853,5.8110479585593566e-05,5.6733352238325097e-08,0.0
1854,5.5459560826420784e-05,4.46827144173767e-08,0.0
1855,5.878016600036062e-05,3.92713346286655e-08,0.0
1856,5.625792618957348e-05,4.814786080942213e-08,0.0
1857,5.7617915445007384e-05,3.417056504417815e-08,9.763018171682347e-10
1858,5.761422653449699e-05,3.229826006645453e-08,0.0
1859,5.807623529108241e-05,3.564521477983362e-08,0.0
1860,5.7979188568424433e-05,4.439868561689764e-08,0.0
1861,5.706646334147081e-05,3.065376574795664e-08,0.0
1862,5.885670907446183e-05,2.6656119089807362e-08,0.0
1863,5.626989877782762e-05,3.296449690992631e-08,0.0
1864,5.5285610869759694e-05,2.6371003158942585e-08,0.0
1865,5.7451743487035856e-05,3.3418594114209554e-08,0.0
1866,5.911622429266572e-05,2.6760870852626795e-08,0.0
1867,5.7023447880055755e-05,4.173417877950669e-08,0.0
1868,5.618267095996998e-05,3.556709415875048e-08,0.0
1869,5.482189590111375e-05,3.7603097524652185e-08,0.0
1870,5.951999992248602e-05,3.55511033944822e-08,0.0
1871,6.485078483819962e-05,3.717412155879174e-08,0.0
1872,6.144096550997347e-05,3.38650991693612e-08,0.0
1873,5.689098543371074e-05,3.352162636360845e-08,0.0
1874,5.84788758715149e-05,2.2106053876314036e-08,0.0
1875,5.605093974736519e-05,2.1741803024610817e-08,0.0
1876,5.264083665679209e-05,1.813804395567331e-08,0.0
1877,5.356669134926051e-05,2.2265338017746217e-08,0.0
1878,5.443513873615302e-05,2.294853729267743e-08,0.0
1879,5.166839764569886e-05,1.7717043832021773e-08,0.0
1880,5.165082620806061e-05,2.3104245627791897e-08,0.0
1881,5.477044032886624e-05,2.091752193678076e-08,0.0
1882,5.258286546450108e-05,2.9283693692150337e-08,0.0
1883,5.164795584278181e-05,2.464542170343975e-08,0.0
1884,5.141203655512072e-05,2.706695667598069e-08,0.0
1885,5.101591887068935e-05,2.320428826863008e-08,0.0
1886,5.0700993597274646e-05,2.5813855941692054e-08,0.0
1887,4.726223414763808e-05,2.6768590899450828e-08,0.0
1888,5.0305170589126647e-05,2.599652049184442e-08,0.0
1889,4.997386349714361e-05,2.1301465480405568e-08,0.0
1890,4.8715475713834167e-05,2.2284913470116408e-08,0.0
1891,4.78914262203034e-05,2.6134301833735663e-08,6.374220040683554e-10
1892,4.7063989768503234e-05,1.5044429702015805e-08,0.0
1893,4.804981290362775e-05,2.894455697344256e-08,0.0
1894,4.9406589823774993e-05,3.0877544077156927e-08,0.0
1895,5.087173849460669e-05,2.8287487907618925e-08,0.0
1896,4.927262489218265e-05,2.5946928161602045e-08,0.0
1897,4.7061199438758194e-05,2.7968225069230357e-08,0.0
1898,4.682741200667806e-05,1.9804241802034994e-08,0.0
1899,4.6847333578625694e-05,3.427098604902312e-08,0.0
1900,4.565375638776459e-05,2.4397950326715545e-08,0.0
1901,4.704935781774111e-05,1.620734302321125e-08,0.0
1902,4.050640563946217e-05,2.1114219705964388e-08,0.0
1903,4.5811688323738053e-05,2.7001101798873606e-08,0.0
1904,4.60960109194275e-05,1.9886112312406112e-08,0.0
1905,4.587553485180251e-05,1.7546581076999246e-08,0.0
1906,4.5384054828900844e-05,2.2634411678268407e-08,0.0
1907,4.42968521383591e-05,2.1599941391059474e-08,0.0
1908,4.382530823932029e-05,2.0627833663411366e-08,0.0
1909,4.352268297225237e-05,2.640472018811124e-08,0.0
1910,4.276336039765738e-05,2.5651923252212327e-08,0.0
1911,4.357705620350316e-05,2.181353409014264e-08,0.0
1912,4.3523152271518484e-05,2.031674206648404e-08,0.0
1913,4.099423313164152e-05,2.598464909908671e-08,0.0
1914,4.3571024434641004e-05,1.9420557606508737e-08,0.0
1915,5.062311174697243e-05,4.2410743361642744e-08,0.0
1916,5.012150722905062e-05,3.29623865980011e-08,0.0
1917,4.8245688958559185e-05,1.7546279096336548e-08,0.0
1918,4.682536018663086e-05,1.9526840588923733e-08,0.0
1919,4.640479164663702e-05,3.498982437122322e-08,0.0
1920,4.195016299490817e-05,2.1959472462640406e-08,0.0
1921,4.1756127757253125e-05,2.120369302360814e-08,0.0
1922,4.25765902036801e-05,1.475587119159627e-08,0.0
1923,4.1506234992993996e-05,1.2739137744688378e-08,0.0
