year,tout_ADV eu_VERB,tout_ADV pu_VERB
1800,2.829748035892976e-08,0.0
1801,7.381665767525192e-08,4.7623651688866175e-09
1802,6.265952379180817e-08,8.951360541686881e-09
1803,3.90067853572873e-08,1.1702035562777269e-08
1804,4.9437020477327565e-08,2.4718509461507665e-09
1805,8.24434520652062e-08,0.0
1806,7.204172813857213e-08,0.0
1807,9.394952016350544e-08,2.8469551160981155e-09
1808,8.837688403318111e-08,2.2660739951163578e-09
1809,9.262025146838937e-08,0.0
1810,8.658469141664682e-08,2.3401267590372754e-09
1811,7.521230349638586e-08,0.0
1812,7.468183138570339e-08,2.6672082320544632e-09
1813,1.5241430517676235e-07,5.751483289628823e-09
1814,9.440031245588898e-08,0.0
1815,9.170560044680087e-08,8.091670444798638e-09
1816,8.111613780670268e-08,4.6352077731626196e-09
1817,1.1987925141454525e-07,0.0
1818,9.65615352122029e-08,2.384235475716423e-09
1819,1.0247539350416446e-07,2.070210003424222e-09
1820,1.079849791807419e-07,7.119888678630559e-09
1821,9.17118416765561e-08,7.889190523080458e-09
1822,9.524335098376469e-08,3.0076847679083585e-09
1823,8.696764552951208e-08,3.9530747564242574e-09
1824,1.1284290923896378e-07,1.8526447931321854e-08
1825,1.0038205200402217e-07,1.584979791857677e-08
1826,9.336463513420767e-08,1.7615968683770689e-09
1827,1.0231173064312316e-07,2.7651818612639545e-09
1828,9.630916242286958e-08,9.172301140836225e-09
1829,9.773420917014164e-08,8.57317605795771e-10
1830,1.0541203909752994e-07,1.2524203008013046e-08
1831,1.3252525299378703e-07,1.091384405071949e-08
1832,1.244757150686837e-07,1.3529969367098715e-09
1833,1.0656937909914177e-07,3.4750886612755494e-09
1834,1.092140120562135e-07,6.534171426153534e-09
1835,1.3916081087472776e-07,6.050470346963266e-09
1836,1.1694104973258845e-07,4.032449929525228e-09
1837,1.1897993701381893e-07,3.478945576063097e-09
1838,1.2056229614643144e-07,2.5248647617104325e-09
1839,1.0557127616550588e-07,3.4957374772659477e-09
1840,1.1146955358753985e-07,3.821813088222825e-09
1841,1.1364370866573381e-07,1.926164561183441e-09
1842,1.495943084961482e-07,4.695785538189057e-09
1843,1.4885416543819474e-07,1.7720733769266417e-09
1844,1.5367972050484013e-07,3.841992946007622e-09
1845,1.5289823895869858e-07,2.2320911785556063e-09
1846,1.586569808864624e-07,2.3418005312692003e-09
1847,1.5586416779456158e-07,2.6966118227278457e-09
1848,1.198738033281188e-07,8.045221711050488e-10
1849,1.2904298873905873e-07,2.513824481908955e-09
1850,1.5614690607179682e-07,1.3577992064028876e-09
1851,1.896134946832717e-07,3.8696632564949596e-09
1852,1.5690415011704317e-07,1.9531636308300904e-09
1853,1.8453268779694554e-07,8.360704129017904e-09
1854,1.8600479201325015e-07,9.352196350675968e-09
1855,2.250141406534567e-07,3.1841622671890946e-09
1856,2.0708756842680032e-07,9.3189408967298e-09
1857,2.0355893148860105e-07,2.928905395993553e-09
1858,1.575763679539932e-07,5.3830437884982985e-09
1859,1.751707632280386e-07,3.5645213447565993e-09
1860,1.6157458482268794e-07,5.492620663849479e-09
1861,1.9476930468442788e-07,6.13075279431996e-09
1862,1.6671369174048323e-07,1.3102160245637151e-08
1863,2.002842993675813e-07,2.4973103585068657e-09
1864,1.7117178341408135e-07,2.8768367688059016e-09
1865,1.8921514310932253e-07,6.118897832863013e-09
1866,2.1797945670698482e-07,7.298419202328432e-09
1867,2.149795506056762e-07,2.426405742994575e-09
1868,1.60051925490734e-07,5.433861360870651e-09
1869,1.49435682494925e-07,2.930111597798657e-09
1870,1.3876398696766046e-07,2.8670243956696595e-09
1871,1.5825554111614792e-07,5.310588635509816e-09
1872,1.2638938784448328e-07,1.2094678591978436e-09
1873,1.4605850395810194e-07,9.577607318345116e-09
1874,1.6728905194440813e-07,6.5720701658555924e-09
1875,1.447546420507706e-07,9.154443147973979e-09
1876,1.5961479427062386e-07,3.02300739996042e-09
1877,1.3853987823608804e-07,6.184815992682502e-10
1878,1.50977216506476e-07,6.0390887290928674e-09
1879,1.3623795247497128e-07,1.832797580370027e-09
1880,1.5723723478799911e-07,5.776061628992579e-09
1881,1.9174395227139485e-07,1.3945015142624584e-09
1882,1.7902985760542833e-07,7.320923423037584e-09
1883,1.819969668304111e-07,6.951272890631799e-09
1884,1.6636276622961077e-07,1.4523733327109767e-08
1885,2.1270598349332204e-07,1.4180398189012067e-08
1886,1.8456906758501646e-07,3.872078380151578e-09
1887,2.441817752441011e-07,5.223139698529167e-09
1888,1.864140664054048e-07,9.510921827882157e-09
1889,1.6602611996319183e-07,0.0
1890,1.8548914226812485e-07,3.2771931834929546e-09
1891,1.9441370646688938e-07,6.3742202627281586e-09
1892,1.5545910869718682e-07,6.8953633913793055e-09
1893,1.8352081276873378e-07,5.542574954553459e-09
1894,1.512369420808568e-07,8.192000855444803e-09
1895,1.4745605447785692e-07,7.222337172763105e-09
1896,1.9519166372106156e-07,6.48673198488936e-09
1897,1.613999600635907e-07,2.330685422435863e-09
1898,1.7314565603498977e-07,3.3950129374460403e-09
1899,1.9014869856448513e-07,5.527578395003729e-10
1900,1.5209785964032108e-07,3.114631885736685e-09
1901,1.4642495393957233e-07,3.353243460679778e-09
1902,1.3797897135958692e-07,6.38336894454028e-09
1903,1.5336625036610485e-07,5.400220270956879e-09
1904,1.429650371420621e-07,2.1498500757388683e-09
1905,1.5224239469091572e-07,6.192911072844254e-09
1906,1.3580646651689676e-07,9.773950537805831e-09
1907,1.4039962081824342e-07,2.5714217422034835e-09
1908,1.5618217297230785e-07,6.875944480455587e-09
1909,1.2872301802246966e-07,7.151278680339601e-09
1910,1.106239206905002e-07,2.137660271017694e-09
1911,1.0534340955103971e-07,6.384448858476333e-09
1912,1.0939784367280936e-07,4.688478938419394e-09
1913,1.081809903880071e-07,6.363587878865928e-09
1914,1.1250529485806737e-07,3.348371857558874e-09
1915,1.2251992309586512e-07,4.712304657594757e-09
1916,1.27454559795126e-07,1.0987461607214755e-08
1917,1.5352993898432032e-07,1.315970976634162e-08
1918,1.3898515849319892e-07,4.594550517822427e-09
1919,1.197020296217488e-07,1.749491218561161e-08
1920,1.1964126045427292e-07,1.1358347151713133e-08
1921,1.1889213347160421e-07,4.543648568500203e-09
1922,1.5050987833831186e-07,8.115729421831475e-09
1923,1.475616784318845e-07,6.369568872344189e-09
1924,1.2118126768712045e-07,1.2891624656674594e-08
1925,1.3747722338308677e-07,9.898360353588487e-09
1926,1.1257600007752444e-07,1.560459372829115e-08
1927,9.811317980279455e-08,1.0034302277972529e-08
1928,9.940655854023817e-08,4.570416489713125e-09
1929,1.0360577906709523e-07,5.570202965543558e-09
1930,9.033099068744832e-08,2.100720708497761e-09
1931,9.808606993289004e-08,1.3686427990933225e-08
1932,9.206010798123998e-08,3.287861094491973e-09
1933,9.63535633502488e-08,5.735331320977366e-09
1934,8.866369327620305e-08,4.7926320689839486e-09
1935,6.941604713261995e-08,1.196828414151696e-08
1936,8.972288689790275e-08,2.0612015205756506e-08
1937,9.31742745180486e-08,2.5182236296217297e-09
1938,6.741911340313322e-08,2.5930428915188486e-09
1939,5.964679683501117e-08,4.588215141154706e-09
1940,5.3251442144741645e-08,5.0715658339584024e-09
1941,4.132103814669108e-08,8.854508237732261e-09
1942,5.4615812983271894e-08,1.8205270180260413e-08
1943,6.967764698551093e-08,8.709705845433291e-09
1944,5.462416652335378e-08,1.6065930807940276e-08
1945,7.406914015462007e-08,1.742803235060819e-08
1946,5.0115976257814054e-08,1.3921104269343232e-08
1947,5.722018148190955e-08,9.536696765621855e-09
1948,6.523132833891054e-08,7.610321262063735e-09
1949,5.890205123648684e-08,3.926803215925645e-09
1950,8.614642865722999e-08,1.0635361036293034e-08
1951,6.290226917116115e-08,9.595261474260042e-09
1952,5.377850120780181e-08,9.490323193972472e-09
1953,4.5250076685654506e-08,9.69644453618912e-09
1954,3.8112889733099564e-08,6.840775057526116e-09
1955,4.3173796981932355e-08,6.569925492527773e-09
1956,6.192010415517757e-08,2.616342476002842e-09
1957,5.3893730811438445e-08,9.718541527092839e-09
1958,3.6397871050475317e-08,8.272243445794913e-10
1959,4.417926346977907e-08,3.8753737996444215e-09
1960,3.737250153790228e-08,1.038124963770315e-08
1961,3.821487437605242e-08,4.86371165564492e-09
1962,3.995432679149147e-08,8.244543714397423e-09
1963,3.879631771397385e-08,4.526237162849611e-09
1964,2.7377857980681597e-08,3.0419841645645818e-09
1965,4.1587528087916326e-08,9.302473458205895e-09
1966,2.6033652122947615e-08,4.985167278981351e-09
1967,4.634515526902305e-08,7.395503320850594e-09
1968,4.311759127517689e-08,1.1677681044375277e-08
1969,3.951329308193863e-08,7.72098829315837e-09
1970,1.3244328123107607e-07,5.978342709767048e-09
1971,4.419021726320693e-08,9.24911525146399e-09
1972,3.693705741270037e-08,8.208235147133536e-09
1973,3.032262108071393e-08,4.410563025913916e-09
1974,2.5877630038806387e-08,1.0688586071783135e-08
1975,2.9699696924012642e-08,1.0851811893530794e-08
1976,2.9710340410105118e-08,7.427584769459372e-09
1977,2.7620874920586402e-08,1.057820764316375e-08
1978,3.3267311683182754e-08,7.128709622605811e-09
1979,3.2771050317847994e-08,7.02236779837051e-09
1980,2.5014663673772475e-08,6.253665585376211e-09
1981,2.71998629175485e-08,9.488324403950088e-09
1982,3.662426317774248e-08,1.2415004135846175e-08
1983,2.5261264524623073e-08,8.209910973278056e-09
1984,3.0734745637417404e-08,9.278413592994639e-09
1985,2.9476234120195954e-08,4.812446441349039e-09
1986,2.8174080901610665e-08,7.1933827783254856e-09
1987,2.7498676447024195e-08,8.555143260480236e-09
1988,4.0176910465206106e-08,1.199310784016916e-08
1989,1.9208427959327423e-08,1.0976243913773942e-08
1990,2.996758002860034e-08,5.448650863826288e-09
1991,3.223805933316726e-08,6.4476117778156095e-09
1992,2.2039776725879534e-08,6.060938417817852e-09
1993,2.381859270927933e-08,9.416652346772025e-09
1994,4.008944287647864e-08,7.384897138251745e-09
1995,3.361919603817043e-08,7.0491861237087505e-09
1996,3.149474281372022e-08,6.4057106285986265e-09
1997,3.931813552515706e-08,5.753873377756236e-09
1998,3.385371882824728e-08,1.1920322950942364e-08
1999,3.4276508575903364e-08,8.683381930163492e-09
2000,3.534425063733693e-08,1.1486882112166086e-08
2001,3.548781690732028e-08,1.0076786682855499e-08
2002,3.8554747616714735e-08,1.1391176002462089e-08
2003,3.375207474620723e-08,1.5417614740442787e-08
2004,2.6869227065517975e-08,8.369103465799554e-09
2005,3.693074746013991e-08,1.84653734525142e-08
2006,3.541385246164097e-08,9.882935803062765e-09
2007,3.874645174151148e-08,1.1983438796825396e-08
2008,3.7891212917307016e-08,6.811903485726134e-09
2009,4.482101112479597e-08,1.3827758049700378e-08
2010,5.5740756010891346e-08,7.558068837454357e-09
2011,5.850677184393582e-08,1.1089518636708817e-08
2012,5.685102166808065e-08,7.148930780687124e-09
2013,5.3830113311281735e-08,1.4503449996539075e-08
2014,6.474681316093189e-08,1.407539329534302e-08
2015,5.763095974054e-08,1.219116452233493e-08
2016,6.193306623103467e-08,1.1599504468051691e-08
2017,7.722926770314942e-08,1.1320251402935355e-08
2018,6.660183982099e-08,1.3165480261534412e-08
2019,6.938686369917235e-08,1.3775333762566788e-08
