year,doivent_VERB oser_VERB,doivent_VERB poser_VERB
1800,0.0,4.7162465932615305e-08
1801,0.0,9.524730337773235e-09
1802,0.0,4.475680270843441e-09
1803,0.0,3.315576790896557e-08
1804,2.4718509461507665e-09,1.730295728918918e-08
1805,0.0,1.7057265822018053e-08
1806,5.76333825108577e-09,5.187004603612877e-08
1807,3.701041606518629e-08,0.0
1808,0.0,2.7192887941396293e-08
1809,0.0,1.8072244145628247e-08
1810,0.0,1.6380887757350138e-08
1811,7.521229861140455e-09,5.0141535368197765e-09
1812,0.0,5.601137331723294e-08
1813,0.0,1.7254450312975678e-08
1814,0.0,9.440030979135372e-09
1815,0.0,5.933891955578474e-08
1816,0.0,5.5622493277951435e-08
1817,6.227493631882908e-09,3.269434145636296e-08
1818,5.960588467246453e-09,1.9073883805731384e-08
1819,8.280840013696888e-09,4.140420006848444e-09
1820,2.3732962262101864e-09,1.0679833017945839e-08
1821,1.97229765852569e-09,9.86148829262845e-10
1822,2.0051231786055723e-09,6.015369535816717e-09
1823,9.882686891060644e-10,3.9530747564242574e-09
1824,4.210556348027694e-09,2.189489300974401e-08
1825,3.522177216552791e-09,2.4655239627691117e-08
1826,2.642395191543301e-09,3.5231937367541377e-09
1827,9.217273055917019e-10,1.474763688946723e-08
1828,1.8344602503717056e-09,5.503380862137419e-09
1829,8.57317605795771e-10,1.2002446148073886e-08
1830,1.3567886369969528e-08,5.218417697960831e-09
1831,0.0,1.091384405071949e-08
1832,2.705993873419743e-09,2.841293600397421e-08
1833,0.0,1.7375443306377747e-08
1834,0.0,3.733812370398937e-09
1835,0.0,9.832014313815307e-09
1836,3.36037508930076e-09,1.4785650037651976e-08
1837,0.0,5.5663127440652715e-09
1838,1.8936485712828244e-09,1.2624323808552163e-08
1839,3.4957374772659477e-09,6.9914749545318955e-09
1840,0.0,2.1019973317493168e-08
1841,6.420548537278137e-10,7.704658244733764e-09
1842,0.0,1.341653010911159e-08
1843,2.953455480181333e-09,6.497602011990011e-09
1844,3.841992946007622e-09,6.037417232818143e-09
1845,0.0,1.6182660544927785e-08
1846,5.269050973311096e-09,2.4003455223464698e-08
1847,5.393223645455691e-10,9.168480197274675e-09
1848,0.0,7.24069959545659e-09
1849,0.0,1.256912263158938e-08
1850,6.788996032014438e-10,5.431196825611551e-09
1851,5.159551008659946e-09,1.5478653025979838e-08
1852,6.510545436100301e-10,1.3672145193766028e-08
1853,5.971931837933653e-10,5.3747388761848924e-09
1854,0.0,2.7537021551893304e-08
1855,1.5920811335945473e-09,1.1144567935161831e-08
1856,1.0354378465748937e-09,1.5531567143511893e-08
1857,0.0,6.345961978126979e-09
1858,4.893676019968041e-10,6.8511463169329545e-09
1859,5.092173349652285e-10,6.619825576592575e-09
1860,3.204028820036342e-09,1.373155189554609e-08
1861,3.3011746669586728e-09,1.4147891747029462e-09
1862,4.517986262886353e-10,1.1294965851504912e-08
1863,4.994620828036034e-10,1.0988165932701577e-08
1864,0.0,2.205574922697906e-08
1865,1.882737743486018e-09,6.589582213223366e-09
1866,1.4596839292835284e-09,1.0704348518686402e-08
1867,9.7056229719783e-10,1.1161466417775046e-08
1868,0.0,1.7289560005906424e-08
1869,1.4650557433881772e-09,1.12320943657096e-08
1870,0.0,1.1468097582678638e-08
1871,5.3105884134652115e-09,2.1242353653860846e-08
1872,1.8142017887967654e-09,6.047339518033823e-09
1873,1.7958012854535355e-09,1.5563610844537834e-08
1874,5.974609251779839e-09,1.7923827755339516e-08
1875,1.716458086775674e-09,1.7736734747586524e-08
1876,0.0,3.627608879952504e-09
1877,1.2369631985365004e-09,1.4225077116236662e-08
1878,5.435179861734696e-09,8.4547240319921e-09
1879,0.0,1.9549840857280287e-08
1880,6.417846254436199e-10,1.3477476912271413e-08
1881,2.7890030285249168e-09,1.045876096839038e-08
1882,0.0,3.3276925659464496e-09
1883,0.0,6.319338829996468e-09
1884,1.9805090900604227e-09,6.601696966868076e-09
1885,1.933690763067375e-09,1.933690763067375e-09
1886,0.0,2.5813855497602844e-09
1887,0.0,7.834709769838355e-09
1888,0.0,1.014498351992188e-08
1889,0.0,9.397704836544563e-09
1890,0.0,2.0974036729626278e-08
1891,0.0,6.3742202627281586e-09
1892,0.0,2.2566645441202127e-08
1893,0.0,1.970693297437265e-08
1894,0.0,1.8904617871129403e-09
1895,0.0,6.018614495673091e-09
1896,4.1279202278587945e-09,7.66613794667137e-09
1897,0.0,1.3984112534615178e-08
1898,1.13167097914868e-09,1.810673566637888e-08
1899,0.0,7.738609753005221e-09
1900,0.0,9.34389543516545e-09
1901,1.1177477832191585e-09,6.706486921359556e-09
1902,4.910283846193408e-10,5.892340837476695e-09
1903,0.0,1.0800440541913758e-09
1904,0.0,4.837162670412454e-09
1905,0.0,1.1353670004154992e-08
1906,1.0288369045596824e-09,7.716276506641861e-09
1907,0.0,1.5428529565042481e-09
1908,1.964555629285769e-09,3.929111258571538e-09
1909,0.0,9.351672325408344e-09
1910,0.0,1.2291546447329438e-08
1911,0.0,7.448523575703803e-09
1912,6.251305251225858e-09,1.40654377034366e-08
1913,0.0,1.0075680734189518e-08
1914,0.0,8.036092680185902e-09
1915,1.1780761921542648e-09,7.068456930880984e-09
1916,3.2962386153911893e-09,8.789969641043172e-09
1917,0.0,5.483212106582869e-09
1918,3.44591288836682e-09,6.89182577673364e-09
1919,0.0,5.524709134618888e-09
1920,0.0,8.329454459499175e-09
1921,7.572747429129834e-10,6.058197943303867e-09
1922,0.0,8.853522359686394e-09
1923,0.0,9.554353752605493e-09
1924,0.0,1.2891624656674594e-08
1925,0.0,1.0998178368026856e-08
1926,2.229227691330493e-09,1.5604593173179637e-08
1927,1.1149224876660924e-09,4.4596899506643695e-09
1928,3.4278122562625413e-09,1.3711249025050165e-08
1929,1.1140406375176326e-09,6.684243825105796e-09
1930,0.0,9.453243521306831e-09
1931,0.0,4.5621426636444085e-09
1932,0.0,6.575722188983946e-09
1933,3.4411986593596566e-09,1.4911860191091364e-08
1934,0.0,1.1981580172459871e-08
1935,1.196828414151696e-09,9.574627313213568e-09
1936,1.2124714565686645e-09,2.0612015205756506e-08
1937,6.295559185076627e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,1.4261735792331365e-08
1939,0.0,4.588215141154706e-09
1940,0.0,0.0
1941,0.0,1.4757512545315876e-08
1942,0.0,1.517105907566929e-08
1943,0.0,8.709705845433291e-09
1944,0.0,1.6065930807940276e-08
1945,0.0,6.535512131478072e-09
1946,0.0,2.3665876369705074e-08
1947,0.0,1.1920870957027319e-09
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,9.817008317369869e-10,1.570721330779179e-08
1950,6.381216888229346e-09,1.595304155443955e-08
1951,1.0661401761424827e-09,5.330700769690111e-09
1952,0.0,2.4253049346611988e-08
1953,1.0773827385790469e-09,2.2625037843226892e-08
1954,2.9317608341017376e-09,1.3681550115052232e-08
1955,0.0,8.447047505910632e-09
1956,0.0,1.831439710997529e-08
1957,5.301022731885041e-09,1.767007518083119e-08
1958,8.272243445794913e-10,1.0753916868111446e-08
1959,7.750747821333448e-10,2.1702094343822864e-08
1960,6.920833350854139e-10,1.3841666479663672e-08
1961,0.0,1.042223907177231e-08
1962,0.0,6.976152100435229e-09
1963,1.2932106496776896e-09,9.052474325699222e-09
1964,1.8251904432275978e-09,1.9468698653213323e-08
1965,4.377634699181954e-09,1.586892572902343e-08
1966,1.6617224263271169e-09,1.8278946356531378e-08
1967,3.944268467392931e-09,2.465167803222812e-08
1968,0.0,1.6169096284102125e-08
1969,9.083515606356229e-10,2.043791091921321e-08
1970,9.197450023812337e-10,9.657322941336588e-09
1971,2.0553589941130213e-09,1.1304474689666222e-08
1972,5.130146973897354e-09,1.6929485369132635e-08
1973,1.102640756478479e-09,2.0398854161385316e-08
1974,1.6876715580593782e-09,1.6876715136504572e-08
1975,3.4268881066168433e-09,1.7134439644905797e-08
1976,3.9994687561772935e-09,1.3712464053128315e-08
1977,2.938390863960194e-09,1.1165885105413054e-08
1978,5.940591352171509e-10,1.0099005187669263e-08
1979,2.925986564150662e-09,1.6970723493159312e-08
1980,6.822181042309694e-09,1.989802811408481e-08
1981,3.1627747087981106e-09,1.5181319312773667e-08
1982,6.207502289967692e-10,1.738100685599875e-08
1983,3.157658134966823e-09,2.5261265079734585e-08
1984,1.739702604197646e-09,1.3917620833581168e-08
1985,5.414002135495366e-09,2.045289804186723e-08
1986,1.7983456945813714e-09,2.038125046510686e-08
1987,3.6664902225425067e-09,1.0388388815840699e-08
1988,1.1993107618124554e-09,1.798966131616453e-08
1989,4.390497743145261e-09,1.8659616074501173e-08
1990,3.2691906959314565e-09,1.7980548605578406e-08
1991,5.861465202094962e-10,1.4067516929117119e-08
1992,1.65298330578878e-09,1.597883780846132e-08
1993,1.661762283333701e-09,1.717154241021035e-08
1994,1.5824779264761446e-09,2.320967773528082e-08
1995,4.880205572987961e-09,1.1929391696696712e-08
1996,5.338092190498855e-10,2.081855932090093e-08
1997,1.438468344439059e-09,9.58978851883785e-09
1998,1.9072516899143466e-09,1.954932926651054e-08
1999,5.484241505371301e-09,2.1479944933844308e-08
2000,5.743440834038438e-09,1.0603275590881367e-08
2001,3.943090742808408e-09,1.5334240544007116e-08
2002,5.6955880012310445e-09,1.6648641576466616e-08
2003,7.500461585152607e-09,2.0001230893740285e-08
2004,6.166707589017051e-09,2.5107310008820605e-08
2005,2.251874686720612e-09,1.8014997493764895e-08
2006,3.706100981659688e-09,2.635449547483404e-08
2007,2.7961355453243186e-09,1.997239706952314e-08
2008,3.8316958494988285e-09,1.6178271167177627e-08
2009,2.860915504498962e-09,2.098004614481397e-08
2010,2.3618964561933353e-09,1.5588517143783065e-08
2011,5.353560705856353e-09,2.562061141020422e-08
2012,4.765953853791416e-09,1.9063815415165664e-08
2013,5.578249862026041e-09,1.7850400269026068e-08
2014,4.980523993225461e-09,1.9272462736807938e-08
2015,3.768178213903184e-09,1.8175917659846164e-08
2016,6.628288140575478e-09,1.4706514228635115e-08
2017,5.7859059765519305e-09,1.9621769098421282e-08
2018,6.195520096952123e-09,1.7812119779136992e-08
2019,3.826481798085979e-09,1.7346716063570966e-08
