year,aient_VERB assez_ADV,aient_VERB passé_VERB
1800,2.6096566330124915e-07,2.4524482000742864e-07
1801,1.9049460320275102e-07,1.8811341817581706e-07
1802,1.9469209178168967e-07,2.528759353026544e-07
1803,1.794312112224361e-07,1.735801902214007e-07
1804,1.97748079244775e-07,2.076354803648428e-07
1805,2.1321582721611776e-07,2.302730877090653e-07
1806,1.873084869430386e-07,2.0459850702536642e-07
1807,7.971474502710407e-08,2.2206249639111775e-07
1808,2.741949458595627e-07,2.2887347483901976e-07
1809,2.41716264781644e-07,2.1234886560250743e-07
1810,1.427477371862551e-07,2.0827128821565566e-07
1811,1.42903374467096e-07,1.7549537290051376e-07
1812,1.7870294755084615e-07,2.3471432086807908e-07
1813,1.4378707646756084e-07,2.501895153272926e-07
1814,2.643208745212178e-07,1.950939889638903e-07
1815,1.8880564311984926e-07,1.0788894400093341e-07
1816,2.3176039576355834e-07,1.1356259221884102e-07
1817,1.6502858102285245e-07,2.2574664626517915e-07
1818,2.443841253807477e-07,2.2531025933858473e-07
1819,1.738976465048836e-07,2.0184548077395448e-07
1820,1.874904000942479e-07,9.493184904840746e-08
1821,1.6370070454740926e-07,1.6961759286004963e-07
1822,2.406147814326687e-07,1.6442010064565693e-07
1823,1.5416991061556473e-07,1.3045146829426812e-07
1824,1.7263280938095704e-07,2.501070355265256e-07
1825,1.576174355477633e-07,1.893170207267758e-07
1826,1.9113325322450692e-07,1.6911329225877125e-07
1827,2.037017310385636e-07,2.249014556809925e-07
1828,1.770254129951354e-07,2.1738354405442806e-07
1829,1.2345373079369892e-07,2.6062454594466544e-07
1830,1.8368831433690502e-07,1.7012042974329233e-07
1831,1.4811645598911127e-07,1.4499821077151864e-07
1832,1.2582871988797706e-07,3.1930727573126205e-07
1833,1.7259606011066353e-07,1.7954624809135566e-07
1834,1.736222685622124e-07,2.1936148186796345e-07
1835,1.4218605315363675e-07,1.830267279956388e-07
1836,1.7406742358616611e-07,2.2312890735065594e-07
1837,1.544651837548372e-07,2.2126093313090678e-07
1838,1.5149188925533963e-07,2.0640769093915878e-07
1839,1.3563462175625318e-07,2.1184169440857659e-07
1840,1.0127804728199408e-07,1.5223555749344087e-07
1841,1.4767262257464608e-07,2.112360419914694e-07
1842,1.4825265282070177e-07,1.831356399861761e-07
1843,1.0159887153804448e-07,1.9670014239636657e-07
1844,1.7179196731831325e-07,1.5477742465463962e-07
1845,1.2499710067004344e-07,1.5680440412779717e-07
1846,1.2235908286584163e-07,1.8324588779705664e-07
1847,1.310553301436812e-07,1.5262823183093133e-07
1848,1.504456434986423e-07,1.432049430150073e-07
1849,9.971503800443315e-08,1.843471295615018e-07
1850,9.572484316322516e-08,1.5411021081490617e-07
1851,9.996630012665264e-08,1.7606967617211922e-07
1852,1.1133032984389502e-07,1.6927418755585677e-07
1853,1.1227231766497425e-07,2.4365482431676355e-07
1854,1.288524771325683e-07,1.5846777046135685e-07
1855,1.2524371584277105e-07,1.4647146429069835e-07
1856,1.113095677851561e-07,1.289120064029703e-07
1857,8.298565745690212e-08,1.7817508535244997e-07
1858,1.0912897607795458e-07,1.8351285291373642e-07
1859,9.420520541425503e-08,1.568389365047551e-07
1860,8.010071894659632e-08,1.5699740174568433e-07
1861,8.583054267319312e-08,1.9476929935535736e-07
1862,1.0391368476803109e-07,1.951770087771365e-07
1863,9.589672345100553e-08,1.9179344690201106e-07
1864,9.73329790099342e-08,1.529518272036512e-07
1865,1.0543331541157386e-07,1.4308807294582948e-07
1866,9.196008221579177e-08,1.1044941317095436e-07
1867,7.958610837022206e-08,1.5480468107398337e-07
1868,9.879747864260935e-08,1.33870585727891e-07
1869,7.325278517100742e-08,1.5578426371121168e-07
1870,8.199689460752779e-08,1.5195229252640274e-07
1871,1.0196330180178848e-07,1.6887672416032729e-07
1872,6.47065334646868e-08,1.4332194098187756e-07
1873,6.584605216630735e-08,1.8796053780079092e-07
1874,8.543690910300938e-08,2.0970878722437192e-07
1875,8.124568751100014e-08,1.813724139765327e-07
1876,8.948101992700686e-08,1.831942455510216e-07
1877,9.277223966819292e-08,1.6513459399902786e-07
1878,6.401433694236403e-08,1.3587948899385083e-07
1879,7.147910707772098e-08,1.606752562111069e-07
1880,6.610381575455904e-08,1.6878935582553822e-07
1881,6.554157039317943e-08,1.9523021421719022e-07
1882,8.652000360598322e-08,1.9034401077533403e-07
1883,7.014466518739937e-08,1.668305458224495e-07
1884,5.743476449993068e-08,1.6042123718307266e-07
1885,8.37932674357944e-08,1.8498974441172322e-07
1886,5.8726520535401505e-08,1.490750207722158e-07
1887,6.006610675513002e-08,1.7236361316008697e-07
1888,5.7699594435689505e-08,1.692944096021165e-07
1889,4.448246926358479e-08,1.72917779650561e-07
1890,6.161123167203186e-08,1.4812913207151723e-07
1891,5.418086956865409e-08,1.7592847711966897e-07
1892,7.14610379759506e-08,1.5357855431830103e-07
1893,5.6041589147071136e-08,1.6196635499454715e-07
1894,6.742646974089439e-08,2.2811572364389576e-07
1895,6.801034402315054e-08,1.486597795974376e-07
1896,5.189385632320409e-08,1.3740077520196792e-07
1897,6.409384667449558e-08,1.532425670802695e-07
1898,4.809601605870739e-08,1.5164391697908286e-07
1899,5.251199297617859e-08,1.591942577761074e-07
1900,4.152842336679896e-08,1.3600559611859353e-07
1901,8.494883019238841e-08,1.3971846613003436e-07
1902,5.3031065760933416e-08,1.6645861933284323e-07
1903,5.34621804604285e-08,1.2960528295025142e-07
1904,4.83716249277677e-08,1.5425173671701486e-07
1905,5.3155819301764495e-08,1.723693543453919e-07
1906,6.173021205313489e-08,1.3066228632396815e-07
1907,4.988558188756542e-08,1.614852749298734e-07
1908,6.188350454294778e-08,1.4046572971437854e-07
1909,4.620826032919467e-08,1.4907665502050804e-07
1910,7.749018493541371e-08,1.330693493173385e-07
1911,5.533189195716659e-08,1.2875305799298076e-07
1912,6.147116948795883e-08,1.6670148283992603e-07
1913,4.5075413623862914e-08,1.5113521101284277e-07
1914,5.6252648761301316e-08,1.4264064418512135e-07
1915,7.421880354741006e-08,1.3901299666940758e-07
1916,4.504859418830165e-08,1.3954077360267547e-07
1917,5.263883906536648e-08,1.984922874953554e-07
1918,7.466144325007917e-08,1.803361016072813e-07
1919,5.985101125816072e-08,1.6113735057388112e-07
1920,3.63467123065675e-08,1.4917296198291297e-07
1921,2.7261890522822796e-08,1.4161037142912392e-07
1922,4.721878710256533e-08,1.6379016187784146e-07
1923,4.140219900250486e-08,1.4862327191167424e-07
1924,3.9964035636330664e-08,1.5598865843458043e-07
1925,4.6192347724627325e-08,1.803701223934695e-07
1926,5.015762383209221e-08,1.1369061070354292e-07
1927,4.1252132376712325e-08,1.4716977148054866e-07
1928,2.9707706517001498e-08,1.2797165993561066e-07
1929,6.572840050012019e-08,1.1474618588636076e-07
1930,3.7812974085227324e-08,1.291943192427425e-07
1931,5.7026781519198266e-08,9.124285327288817e-08
1932,6.904507898752854e-08,1.227468118258912e-07
1933,4.01473165823063e-08,9.635355979753513e-08
1934,4.313368862085554e-08,1.2820291317439114e-07
1935,4.787313656606784e-08,1.2566698615046334e-07
1936,5.8198629915295896e-08,1.6610859177035309e-07
1937,6.1696475484041e-08,1.120609525173677e-07
1938,4.148868626430158e-08,1.257625825701325e-07
1939,4.129393715857077e-08,1.5905811778793577e-07
1940,3.0429394115571995e-08,9.382397081481031e-08
1941,4.427253941230447e-08,1.328176182369134e-07
1942,4.5513175450651033e-08,1.061974117533282e-07
1943,3.4838823381733164e-08,1.0161323160673419e-07
1944,2.2492303131116387e-08,1.0924833304670756e-07
1945,5.010559434026618e-08,1.0456819410364915e-07
1946,6.821341003160342e-08,1.2111360092603718e-07
1947,5.006765846360395e-08,1.1444036118746226e-07
1948,4.240036233227329e-08,9.241104947932399e-08
1949,3.6322930441201606e-08,8.344456858822014e-08
1950,2.4461330738745346e-08,7.444752725405124e-08
1951,3.5182626589858046e-08,1.1194472193665206e-07
1952,3.9015773722894664e-08,8.752187596883232e-08
1953,4.740483916521043e-08,8.080370861307529e-08
1954,4.593092128857279e-08,7.329401796596358e-08
1955,4.223523575319632e-08,6.945349895204345e-08
1956,4.7966278060584955e-08,1.0029312846882021e-07
1957,3.975766915687018e-08,8.393286066166183e-08
1958,6.038737865310395e-08,7.279574276708445e-08
1959,4.417926291466756e-08,9.533420097795897e-08
1960,4.221708493901133e-08,9.135499823287319e-08
1961,4.099414141478519e-08,9.032606840264634e-08
1962,5.5175021884679154e-08,1.135210183633717e-07
1963,5.1728427763464424e-08,6.595374202333915e-08
1964,5.77976990712159e-08,9.551830260079441e-08
1965,4.487075599968193e-08,8.80998953789458e-08
1966,5.0405581930590415e-08,1.5730972791061504e-07
1967,4.3879985867079085e-08,7.740626983832044e-08
1968,4.626158300879979e-08,9.162488368019694e-08
1969,5.7226149152711514e-08,1.3125679743097862e-07
1970,5.5184699476740207e-08,8.691590380749403e-08
1971,5.0356295133724416e-08,7.707595983674764e-08
1972,4.2580218462262565e-08,6.66919106606656e-08
1973,3.6387145740945925e-08,6.395316631824244e-08
1974,4.050411561706824e-08,7.482010033754705e-08
1975,3.255543745694922e-08,8.281646302066292e-08
1976,4.1137393935741784e-08,6.684826558966961e-08
1977,3.408533544302372e-08,5.7004783116099134e-08
1978,4.455443658457625e-08,6.178215272711896e-08
1979,4.154901134256761e-08,8.660920514103054e-08
1980,3.183684427199296e-08,5.798853663918635e-08
1981,4.2381181231121445e-08,5.186950602364959e-08
1982,3.47620137119975e-08,7.883527786134437e-08
1983,2.7787390166622572e-08,7.452072736668924e-08
1984,4.001315900836744e-08,4.871167291753409e-08
1985,2.5866899733273385e-08,5.8350913434424e-08
1986,2.937297871596911e-08,7.732886331268674e-08
1987,4.27757171905796e-08,9.471766304613993e-08
1988,3.47800117594943e-08,4.197587699650285e-08
1989,2.4147738031388144e-08,4.225854155492925e-08
1990,2.3429199913493903e-08,4.631353434092489e-08
1991,4.0444110283033297e-08,5.0994746203514296e-08
1992,3.4161654838271716e-08,5.0691486563891885e-08
1993,4.09901339537555e-08,5.040678630052753e-08
1994,3.586950114708998e-08,4.325439917352014e-08
1995,2.548551947256783e-08,4.9344301089604414e-08
1996,4.4839975288368805e-08,4.5373784729463296e-08
1997,2.924885578181602e-08,3.979762297490197e-08
1998,2.6224711291433778e-08,4.5297227302398824e-08
1999,2.8792268125243936e-08,4.433094957789763e-08
2000,1.899753598877396e-08,4.63893314872621e-08
2001,4.249775287235025e-08,5.1698300751468196e-08
2002,4.0745359086713506e-08,4.644094886430139e-08
2003,2.8335076507346457e-08,3.7502307037584615e-08
2004,2.686922684347337e-08,5.1976535075937136e-08
2005,2.9274373147814003e-08,4.864049429897932e-08
2006,2.635449547483404e-08,4.4473210891737835e-08
2007,3.515141955290346e-08,6.43111164322363e-08
2008,2.6396126173722223e-08,4.0871420026178384e-08
2009,3.4807804638603557e-08,6.341696234812844e-08
2010,3.590082542359596e-08,5.337886221923327e-08
2011,4.703485600998647e-08,4.7799648683621854e-08
2012,3.948933269271038e-08,5.54893198057016e-08
2013,4.0442312609911824e-08,7.112269173603636e-08
2014,3.9844191945803686e-08,6.626262205600142e-08
2015,3.901172718201451e-08,8.112665739190561e-08
2016,4.5983750140976554e-08,8.119653216454026e-08
2017,6.037467414898856e-08,8.075112134520168e-08
2018,3.872199982879465e-08,7.331365736717999e-08
2019,4.311169377047008e-08,6.581548461781495e-08
