year,grand_ADJ are_NOUN,grand_ADJ part_NOUN
1849,5.865590679832167e-09,4.1897074254393374e-08
1850,4.073397619208663e-09,1.3917441776811756e-07
1851,4.514607354622058e-09,6.965393595237401e-08
1852,6.510545436100301e-09,6.510545347282459e-08
1853,5.971931837933653e-09,2.006569133072844e-07
1854,2.0782657816909023e-09,1.3560683953528496e-07
1855,4.2455496895854594e-09,6.04990830765928e-08
1856,4.141751386299575e-09,6.005539177067476e-08
1857,2.9289055625270066e-09,1.1276286215888831e-07
1858,1.9574704079872163e-09,6.753273140702731e-08
1859,3.5645213447565993e-09,1.2475824462399032e-07
1860,3.661747127736703e-09,9.154367575092692e-08
1861,4.2443675241088386e-09,7.498382359472089e-08
1862,1.3553959066214816e-09,7.273958146924997e-08
1863,9.489779628779615e-09,9.09020982930997e-08
1864,4.794728170054441e-09,8.966141251676163e-08
1865,4.706844247692743e-09,3.530133341200781e-08
1866,1.9462451650298362e-09,9.828538338751969e-08
1867,8.249779526181555e-09,5.82337378318698e-08
1868,2.9639244392143382e-09,5.433861360870651e-08
1869,3.906815315701806e-09,4.0044856319809696e-08
1870,6.880858549607183e-09,4.300536460277726e-08
1871,1.0621177271019633e-09,5.098165090089424e-08
1872,3.628403577593531e-09,3.084143074261192e-08
1873,3.591602570907071e-09,4.968383748860106e-08
1874,5.974609251779839e-09,3.883495836021211e-08
1875,5.149374260327022e-09,8.181783783811625e-08
1876,6.04601479992084e-09,4.836811839936672e-08
1877,2.4739263970730008e-09,1.0328642474632943e-07
1878,3.0195443923020093e-09,9.904105269242791e-08
1879,6.720257683667796e-09,1.1241158404118323e-07
1880,3.2089231272180996e-09,5.776061584583658e-08
1881,2.091752326904839e-09,4.9504802035471585e-08
1882,2.6621540527571597e-09,5.124646662579835e-08
1883,3.159669414998234e-09,9.984555759956493e-08
1884,4.621187876807653e-09,7.327883366770038e-08
1885,5.156508553483263e-09,4.254119545521462e-08
1886,5.162771099520569e-09,4.711028722681476e-08
1887,3.9173548849191775e-09,3.9173546184656516e-08
1888,2.53624587998047e-09,8.306205501185104e-08
1889,5.012109394186837e-09,6.954302023132186e-08
1890,2.4251230357208442e-08,5.3745967676377404e-08
1891,3.1871101313640793e-09,5.609313546983685e-08
1892,7.522214851007902e-09,5.5162907131034444e-08
1893,3.079208221734575e-09,7.205347429817266e-08
1894,6.301539290376468e-10,3.7179081147087345e-08
1895,2.4074457982692365e-09,5.1760085995056215e-08
1896,6.486732040400511e-09,4.599682768002822e-08
1897,3.4960281336537946e-09,6.642453342919907e-08
1898,5.6583546736987955e-09,3.225262190653666e-08
1899,3.8693048765026106e-09,6.577818112418754e-08
1900,6.748368974740515e-09,2.0245106924221545e-08
1901,3.353243460679778e-09,5.02986488015722e-08
1902,6.38336894454028e-09,4.1246384085980026e-08
1903,2.1600881083827517e-09,3.564145245604777e-08
1904,6.449550227216605e-09,7.578221783433037e-08
1905,4.1286072338664326e-09,4.025391930895239e-08
1906,8.745113966313056e-09,4.73264982758792e-08
1907,5.142843484406967e-09,1.491424583832668e-08
1908,3.929111258571538e-09,2.7994918383456024e-08
1909,7.701377313651392e-09,4.8408654862441836e-08
1910,4.809735720812114e-09,4.435645095668406e-08
1911,5.852411444351446e-09,5.586392859413536e-08
1912,6.772247651554153e-09,4.740573444905749e-08
1913,2.121195885607108e-09,3.075734156254839e-08
1914,7.366418142140674e-09,6.830678245250965e-08
1915,8.246533234057551e-09,1.5314990164938536e-08
1916,2.197492410260793e-09,2.5271162940043723e-08
1917,1.0966424435210342e-09,1.5352993543160665e-08
1918,1.033773866510046e-08,5.858051821405752e-08
1919,4.603924352863942e-09,2.762354434082681e-08
1920,3.028892692213958e-09,2.7260034229925623e-08
1921,6.058197943303867e-09,1.817459427400081e-08
1922,2.951174193910333e-09,2.5084981203349344e-08
1923,8.492758496458919e-09,7.855801698042342e-08
1924,2.578324886925998e-09,2.707241186783449e-08
1925,5.499089184013428e-09,4.179307566687385e-08
1926,4.458455382660986e-09,1.5604593173179637e-08
1927,2.2298449753321847e-09,3.9022285847067906e-08
1928,4.570416489713125e-09,6.170062505361784e-08
1929,2.2280812750352652e-09,3.119313873867213e-08
1930,8.402882833991043e-09,3.151081173768944e-08
1931,3.4216069977333063e-09,2.0529641986399838e-08
1932,0.0,4.164623845781534e-08
1933,3.4411986593596566e-09,6.079451253526713e-08
1934,1.1981580172459871e-09,2.2765002327673756e-08
1935,1.196828414151696e-09,2.992070946561398e-08
1936,0.0,3.15242587589637e-08
1937,3.777335333410292e-09,2.392312481447334e-08
1938,2.5930428915188486e-09,4.148868626430158e-08
1939,1.5294050470515685e-09,3.976452944698394e-08
1940,5.0715658339584024e-09,2.7893612752905028e-08
1941,1.1806010391524069e-08,3.246652724442356e-08
1942,3.034211770724937e-09,2.4273694165799498e-08
1943,5.806470415592457e-09,4.935499831049128e-08
1944,1.2852744646352221e-08,2.5705489292704442e-08
1945,6.535512131478072e-09,3.267756198965799e-08
1946,0.0,3.897909195416105e-08
1947,1.1920870957027319e-09,6.318061451793255e-08
1948,0.0,6.631851334759631e-08
1949,0.0,4.0249734212238764e-08
1950,2.1270722960764488e-09,7.232046073113452e-08
1951,2.1322803522849654e-09,2.4521224162299404e-08
1952,4.2179215675730575e-09,2.003512733494972e-08
1953,3.232148326759443e-09,3.663101466599983e-08
1954,9.772536113672459e-10,2.052232517257835e-08
1955,1.8771215692936494e-09,2.627970197011109e-08
1956,2.616342476002842e-09,3.314033847345854e-08
1957,0.0,3.445664731316356e-08
1958,2.4816730892496253e-09,3.22617488279775e-08
1959,4.650448914844674e-09,1.7826719656000023e-08
1960,6.920833350854139e-10,3.668041514970355e-08
1961,1.3896318540318475e-09,6.322824930293791e-08
1962,6.341956404476434e-10,3.170978146727066e-08
1963,3.2330267352165265e-09,3.168366191630412e-08
1964,2.4335873316516654e-09,4.076258619534201e-08
1965,1.0944086747954884e-09,3.939871362490521e-08
1966,5.539074754423723e-10,3.5450078428311826e-08
1967,0.0,3.5498416650625586e-08
1968,4.042274071025531e-09,2.919420261093819e-08
1969,4.5417578031781147e-10,5.132186231548985e-08
1970,4.5987250119061684e-10,6.760125614846402e-08
1971,0.0,6.98822049116643e-08
1972,1.0260293725750103e-09,3.078088184338412e-08
1973,4.410563025913916e-09,3.748978727458052e-08
1974,1.1251143350321513e-09,4.612968851347432e-08
1975,0.0,6.396857799018107e-08
1976,2.285410749536254e-09,3.370981005446083e-08
1977,0.0,3.996211717094411e-08
1978,5.940591352171509e-10,2.9108898402796513e-08
1979,1.1703946700691858e-09,3.3356247541860284e-08
1980,5.685150683554241e-10,4.946081233470068e-08
1981,1.2651099057237047e-09,3.542307780435294e-08
1982,6.207502289967692e-10,4.221101690404794e-08
1983,1.2630632095778083e-09,4.0418022706489865e-08
1984,0.0,2.8415142239168745e-08
1985,1.2031116103372597e-09,2.5265343595037848e-08
1986,0.0,3.7165808208783346e-08
1987,0.0,2.749867533680117e-08
1988,0.0,2.4585871116755698e-08
1989,5.488122178931576e-10,2.6342986458871565e-08
1990,0.0,2.8332985735346483e-08
1991,0.0,2.6376593353916178e-08
1992,1.1019888335184191e-09,3.03046938654461e-08
1993,0.0,3.655877023334142e-08
1994,0.0,4.0616935592652226e-08
1995,0.0,3.470368525881895e-08
1996,5.338092190498855e-10,6.245567618634595e-08
1997,0.0,1.7741109914481967e-08
1998,0.0,2.9085589048349902e-08
1999,4.570201161957499e-10,3.8846710737061585e-08
2000,4.4180314962005696e-10,4.064589020913445e-08
2001,0.0,4.1183390919741214e-08
2002,0.0,3.417352800738627e-08
2003,4.1669229178253886e-10,2.875176896566245e-08
2004,8.809582507929292e-10,4.801222530659288e-08
2005,0.0,3.0625496805214425e-08
2006,0.0,3.706101026068609e-08
2007,0.0,3.9545348329284025e-08
2008,8.514879357157668e-10,2.8524846484856425e-08
2009,4.76819250749827e-10,2.1933685090402832e-08
2010,4.723793023408973e-10,2.3618964561933353e-08
2011,3.82397197240536e-10,1.9502257586623273e-08
2012,6.808505426114664e-10,1.736168897537027e-08
2013,0.0,1.3945625099154313e-08
2014,0.0,2.5768796874103828e-08
2015,4.433150790905671e-10,9.309617077235544e-09
2016,4.1426800878596737e-10,1.2220906064897008e-08
2017,0.0,9.30776167251679e-09
2018,0.0,5.421080029321956e-09
2019,0.0,2.7805766578126168e-08
