year,étant_VERB heureux_ADJ,étant_VERB peureux_ADJ
1863,6.99246927027275e-09,0.0
1864,1.0068928801842958e-08,0.0
1865,9.88437331983505e-09,0.0
1866,3.4059290943133647e-09,0.0
1867,4.367530337390235e-09,0.0
1868,6.421836395986702e-09,0.0
1869,7.325278494896281e-09,0.0
1870,5.734048791339319e-10,0.0
1871,8.496941816815706e-09,0.0
1872,7.861540751719076e-09,0.0
1873,5.9860045809045914e-09,0.0
1874,5.377148060148329e-09,0.0
1875,4.577221712764867e-09,0.0
1876,7.859819461941697e-09,0.0
1877,3.0924081073635534e-09,0.0
1878,9.662541877730746e-09,0.0
1879,6.10932526790009e-10,0.0
1880,9.626769603698904e-09,0.0
1881,1.324776466304911e-08,0.0
1882,5.324308105514319e-09,0.0
1883,1.8958017378167824e-09,0.0
1884,7.2618666635548834e-09,0.0
1885,2.7716232864349877e-08,6.445635691854079e-10
1886,1.4842966855610484e-08,0.0
1887,6.528924567650307e-09,0.0
1888,1.268122939990235e-08,0.0
1889,3.759081934617825e-09,0.0
1890,4.5880703680722945e-09,0.0
1891,3.1871101313640793e-09,1.9122659011827636e-09
1892,9.402768341715273e-09,0.0
1893,6.15841644346915e-09,0.0
1894,1.0082462864602348e-08,0.0
1895,1.8657704714541978e-08,0.0
1896,8.845543852942228e-09,0.0
1897,2.5637540090883704e-08,0.0
1898,1.640922953072277e-08,0.0
1899,2.7637891975018647e-09,0.0
1900,5.710158568206225e-09,0.0
1901,1.0059729937950124e-08,5.029864968975062e-09
1902,1.1293653123800595e-08,0.0
1903,1.674068350610014e-08,2.1600881083827517e-09
1904,1.3436562973367927e-08,0.0
1905,1.4450125540577119e-08,0.0
1906,9.773950537805831e-09,0.0
1907,1.0799970695529737e-08,0.0
1908,1.0313916831705683e-08,0.0
1909,9.351672325408344e-09,0.0
1910,1.60324518105881e-08,0.0
1911,1.5961123089880402e-08,0.0
1912,1.0939784855779067e-08,0.0
1913,1.2727175757731857e-08,0.0
1914,1.5402510822326576e-08,0.0
1915,1.1780761921542648e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,9.869781991689308e-09,9.869782324756216e-09
1918,1.033773866510046e-08,0.0
1919,1.1049418269237776e-08,0.0
1920,2.2716694303426266e-08,0.0
1921,1.5902769323616894e-08,0.0
1922,9.591316185719734e-09,0.0
1923,3.1847844361720945e-09,0.0
1924,1.5469948877466777e-08,0.0
1925,1.2097995494286806e-08,0.0
1926,8.916910765321973e-09,4.458455382660986e-09
1927,1.3379070296082318e-08,0.0
1928,1.0283437212876834e-08,0.0
1929,1.0026365515614089e-08,0.0
1930,8.402882833991043e-09,0.0
1931,1.3686427990933225e-08,0.0
1932,4.383814644626227e-09,0.0
1933,1.7205993074753678e-08,0.0
1934,1.1981580172459871e-08,0.0
1935,1.196828414151696e-08,0.0
1936,1.9399543305098632e-08,0.0
1937,1.76275650742852e-08,0.0
1938,3.8895642262559704e-09,0.0
1939,1.5294050470515685e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,1.2136847082899749e-08,0.0
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,8.714016175304096e-09,0.0
1946,1.1136883415474585e-08,0.0
1947,8.344609447874518e-09,0.0
1948,4.348755133776194e-09,0.0
1949,5.890204768377316e-09,0.0
1950,2.1270722960764488e-09,0.0
1951,1.0661401539380222e-08,0.0
1952,5.272402070488624e-09,0.0
1953,5.386913581872932e-09,0.0
1954,1.3681550781186047e-08,0.0
1955,1.3139850985055546e-08,0.0
1956,1.0465369904011368e-08,0.0
1957,8.835037590415595e-09,0.0
1958,1.6544486891589827e-09,0.0
1959,1.1626121843022474e-08,0.0
1960,4.152500121534786e-09,0.0
1961,4.86371165564492e-09,0.0
1962,8.24454354786397e-09,0.0
1963,1.1638896069143811e-08,0.0
1964,8.517555494247375e-09,0.0
1965,1.2038495533772675e-08,0.0
1966,6.6468897053084675e-09,5.539074754423723e-10
1967,8.874604162656397e-09,0.0
1968,9.881114537702018e-09,0.0
1969,8.629339909305145e-09,0.0
1970,5.058597540852361e-09,4.5987250119061684e-10
1971,7.707596338946132e-09,0.0
1972,7.69522046084603e-09,0.0
1973,1.7642252103655665e-08,0.0
1974,8.438357568252286e-09,0.0
1975,9.709516746170266e-09,0.0
1976,1.199840671262109e-08,0.0
1977,4.11374712072643e-09,0.0
1978,2.3762365408686037e-09,1.1881182704343018e-09
1979,1.1118749476679568e-08,0.0
1980,6.253665585376211e-09,0.0
1981,2.5302198114474095e-09,0.0
1982,1.2415004135846175e-08,0.0
1983,8.841442022955448e-09,0.0
1984,5.799008384599347e-09,0.0
1985,9.02333674446254e-09,0.0
1986,6.593933843390687e-09,0.0
1987,6.110816741511371e-09,6.110816852533674e-10
1988,5.396898483667201e-09,0.0
1989,8.780995153223614e-09,0.0
1990,7.628111475810329e-09,0.0
1991,5.2753188484189195e-09,0.0
1992,7.162927584403178e-09,0.0
1993,7.754890063438324e-09,0.0
1994,1.1077346151466827e-08,0.0
1995,4.880205572987961e-09,5.422450821690461e-10
1996,8.007137841659073e-09,5.338092190498855e-10
1997,7.192341611172992e-09,0.0
1998,1.2397135762398648e-08,4.768129224785866e-10
1999,1.1882523409667556e-08,4.570201161957499e-10
2000,7.95245647111642e-09,8.836062992401139e-10
2001,9.20054432640427e-09,0.0
2002,9.63868718173444e-09,8.76244299341522e-10
2003,6.667076668520622e-09,0.0
2004,7.488145215006625e-09,0.0
2005,1.3961624079072976e-08,4.5037495954858286e-10
2006,1.317724729332781e-08,0.0
2007,1.2382886716011399e-08,7.988958938831558e-10
2008,1.4475295184723791e-08,8.514879357157668e-10
2009,1.5735034608610476e-08,0.0
2010,1.511613750837526e-08,9.447586046817946e-10
2011,1.4531093661673822e-08,0.0
2012,2.4170194345973783e-08,0.0
2013,2.370756213565528e-08,2.789125042035323e-10
2014,2.4686075406066266e-08,4.330890368553497e-10
2015,1.884089151360513e-08,0.0
2016,2.2577607339258066e-08,2.0713400439298368e-10
2017,2.2892062745416553e-08,7.54683426862357e-10
2018,3.175204038585733e-08,0.0
2019,2.8571061960747102e-08,2.55098775436835e-10
