year,est_VERB heureux_ADJ,est_VERB peureux_ADJ
1800,2.4713133370823925e-06,2.5153315874604232e-08
1801,2.7359787964087445e-06,1.904946067554647e-08
1802,2.2825970518169925e-06,1.7902721083373763e-08
1803,2.455476987961447e-06,1.950339223455444e-09
1804,3.0552077987522352e-06,0.0
1805,2.4050746105785947e-06,2.842877711017877e-09
1806,3.0977942060417263e-06,2.0171682990621775e-08
1807,2.146604174413369e-06,0.0
1808,2.18222930925549e-06,1.5862518409903714e-08
1809,2.1370428839873057e-06,0.0
1810,3.0047226573515218e-06,2.106114038724627e-08
1811,2.324060233149794e-06,1.504245972228091e-08
1812,2.157771405109088e-06,2.6672082320544632e-09
1813,2.6140492082049605e-06,2.5881675469463516e-08
1814,1.9855533537338488e-06,9.440030979135372e-09
1815,1.8341120266995858e-06,2.4275012222574333e-08
1816,1.9815513496723725e-06,6.952811659743929e-09
1817,2.0472884898481425e-06,0.0
1818,2.9302254915819503e-06,3.457141417584353e-08
1819,2.422145598757197e-06,3.1053151161586356e-09
1820,2.6058792172989342e-06,7.119888678630559e-09
1821,2.903222139138961e-06,8.875339574387908e-09
1822,2.5866088435577694e-06,1.0025615893027862e-08
1823,2.349114765820559e-06,1.680056804787e-08
1824,2.1179098439461086e-06,1.6842225392110777e-08
1825,2.3158315798355034e-06,2.993850500843109e-08
1826,2.0593067802110454e-06,1.4092774947016551e-08
1827,1.9614356006059097e-06,1.1060727445055818e-08
1828,2.1903456399741117e-06,1.1006761724274838e-08
1829,2.0241268430254422e-06,5.143905745796928e-09
1830,2.4129965368047124e-06,1.7742621594152297e-08
1831,2.2123922462924384e-06,1.2472964883158966e-08
1832,2.3447437342838384e-06,1.0823975493678972e-08
1833,2.5159640699712327e-06,9.266902800675325e-09
1834,2.680877287275507e-06,1.5868701908061666e-08
1835,2.0571599179675104e-06,1.285724948729694e-08
1836,2.304545205333852e-06,9.409050427677812e-09
1837,1.974649421754293e-06,4.174734336004349e-09
1838,1.8084343764712685e-06,3.029837714052519e-08
1839,1.764648345670139e-06,1.3982949909063791e-08
1840,1.8981671701112646e-06,1.0191501864653674e-08
1841,2.1714295144192874e-06,0.0
1842,1.963509248525952e-06,1.2745703159566801e-08
1843,2.0786419554497115e-06,5.31621990873532e-09
1844,2.1520647806028137e-06,6.586273748609983e-09
1845,2.0406894236657536e-06,7.254296274794569e-09
1846,1.9706251350726234e-06,3.5127007969038004e-09
1847,1.5990908650564961e-06,1.6718992412734224e-08
1848,1.8906271179730538e-06,1.769948809737798e-08
1849,1.9490519207465695e-06,5.865590679832167e-09
1850,1.7583499811735237e-06,8.146795238417326e-09
1851,1.8703372006712016e-06,1.2898877521649865e-08
1852,2.0710044736915734e-06,2.6042181744401205e-09
1853,2.2794863525632536e-06,1.1346670270029335e-08
1854,2.1915311663178727e-06,8.313063126763609e-09
1855,2.3132938622438814e-06,8.491099379170919e-09
1856,2.2960834940022323e-06,4.659470143053568e-09
1857,2.2635558707406744e-06,8.298565390418844e-09
1858,2.541775302233873e-06,1.3212924976357954e-08
1859,2.5099323011090746e-06,3.5645213447565993e-09
1860,2.6511049782129703e-06,1.6935580049448618e-08
1861,2.5428475964872632e-06,7.545541969022906e-09
1862,2.8214824396854965e-06,2.710791813242963e-09
1863,2.6246732431900455e-06,1.3485475847119233e-08
1864,2.7334745027474128e-06,8.151037178549814e-09
1865,2.71396652351541e-06,5.6482134525026595e-09
1866,2.677060138012166e-06,3.4059290943133647e-09
1867,2.5443291633564513e-06,1.94112459439566e-09
1868,2.504516260160017e-06,4.44588676984381e-09
1869,2.558964069976355e-06,4.883519366671862e-09
1870,2.5419037683604984e-06,9.747882501187632e-09
1871,2.404634642516612e-06,7.434824311758348e-09
1872,2.5011795514728874e-06,3.0236697590169115e-09
1873,2.137003548341454e-06,7.781805422268917e-09
1874,2.1347277652239427e-06,2.9873046258899194e-09
1875,2.618742882987135e-06,5.149374260327022e-09
1876,2.389989731454989e-06,1.1487427897804992e-08
1877,2.4665046112204436e-06,1.9172929910382663e-08
1878,2.391479029029142e-06,4.831270938865373e-09
1879,2.4822188606776763e-06,8.55305515301552e-09
1880,2.532482085371157e-06,7.701415505323439e-09
1881,2.443863877488184e-06,1.3945014920579979e-08
1882,2.4212290554714855e-06,9.983077475794744e-09
1883,2.424098511255579e-06,5.0554711528150165e-09
1884,2.321156671314384e-06,4.621187876807653e-09
1885,2.341699428143329e-06,2.320428826863008e-08
1886,2.207084662586567e-06,3.872078213618124e-09
1887,2.2413798888010206e-06,9.140494583448344e-09
1888,2.1570772332779597e-06,6.340614699951175e-09
1889,2.464078306729789e-06,1.1903759755682586e-08
1890,2.3563020477013197e-06,7.865263995654459e-09
1891,2.4394139472860843e-06,1.211101796627645e-08
1892,2.2886338229000103e-06,1.3790726782758611e-08
1893,2.3562101887364406e-06,1.7243566574620672e-08
1894,2.419160864519654e-06,6.9316934414587195e-09
1895,2.5055492187675554e-06,1.3240951446391591e-08
1896,2.276253098898451e-06,7.076434549446731e-09
1897,2.358071014896268e-06,9.905413378419325e-09
1898,2.4183809728128836e-06,1.0750873968845553e-08
1899,2.263543365188525e-06,6.633094074004475e-09
1900,2.4636738089611754e-06,3.633737311048435e-09
1901,2.432219162074034e-06,1.2854099118442264e-08
1902,2.213555944763357e-06,4.910283735171106e-09
1903,2.360436383241904e-06,7.560307935250421e-09
1904,2.2326194084598683e-06,5.374625189347171e-09
1905,2.3502095700678183e-06,5.160758931310738e-09
1906,2.27064310820424e-06,7.716276506641861e-09
1907,2.368279410802643e-06,1.6457098794830927e-08
1908,2.4355579171242425e-06,1.1787333775714615e-08
1909,2.505147904230398e-06,8.251475058784763e-09
1910,2.576414999566623e-06,8.550641084070776e-09
1911,2.488871132300119e-06,1.2236860413850081e-08
1912,2.5166714294755366e-06,5.730363294986773e-09
1913,2.5915710466506425e-06,7.954484182448596e-09
1914,2.4911887521739118e-06,1.6072185360371805e-08
1915,2.2996048301138217e-06,2.3561523843085297e-09
1916,2.6282009457645472e-06,1.0987461607214755e-08
1917,2.4817018129397184e-06,2.4126133979507358e-08
1918,2.5109218313446036e-06,1.378365155346728e-08
1919,2.574514383013593e-06,4.603924352863942e-09
1920,2.67148334387457e-06,1.2115570768855832e-08
1921,2.60881142821745e-06,4.543648568500203e-09
1922,2.4443099846394034e-06,3.6889677978990676e-09
1923,2.6890197659668047e-06,5.307974060286824e-09
1924,2.5564090719853994e-06,7.734974438733389e-09
1925,2.4877879241103074e-06,5.499089184013428e-09
1926,2.476671852491563e-06,7.802296586589819e-09
1927,2.6367915779701434e-06,4.4596899506643695e-09
1928,2.661125108716078e-06,1.2568645679778001e-08
1929,2.4430910343653522e-06,3.342121912552898e-09
1930,2.4557425604143646e-06,1.1553964007759987e-08
1931,2.474962457199581e-06,9.124285327288817e-09
1932,2.474663460816373e-06,1.0959536389520963e-08
1933,2.3927800612000283e-06,2.2941324395731044e-09
1934,2.292076260346221e-06,1.4377896206951846e-08
1935,2.4271680558740627e-06,9.574627313213568e-09
1936,2.406755811534822e-06,1.091224355320719e-08
1937,2.3092111405276228e-06,1.3850230295986421e-08
1938,2.318180349902832e-06,9.075650453382877e-09
1939,2.2696369796904037e-06,1.6823456405745674e-08
1940,2.0311620119173313e-06,5.0715658339584024e-09
1941,2.122130354109686e-06,5.9030051957620344e-09
1942,2.11484552892216e-06,3.034211770724937e-09
1943,2.2238782548811287e-06,2.0322646676618206e-08
1944,2.133555653927033e-06,9.639558484764166e-09
1945,2.570634705989505e-06,1.089252066321933e-08
1946,2.603246457510977e-06,1.1136883415474585e-08
1947,2.452123226248659e-06,2.3841742802233057e-08
1948,2.486400717316428e-06,8.697510267552389e-09
1949,1.968310243682936e-06,5.890204768377316e-09
1950,2.344033646295429e-06,5.317680518146517e-09
1951,2.139743401130545e-06,5.330700769690111e-09
1952,2.107906311721308e-06,5.272402070488624e-09
1953,2.3109860194381326e-06,8.619061908632375e-09
1954,2.2418198568630032e-06,1.4658803948464083e-08
1955,2.184969616791932e-06,9.385607846468247e-09
1956,2.210809498137678e-06,6.976913269340912e-09
1957,1.9640287973743398e-06,7.951533653738352e-09
1958,2.0027100617880933e-06,8.272243334772611e-09
1959,2.2267897747951793e-06,6.200598257066758e-09
1960,2.161376187359565e-06,1.1073333361366622e-08
1961,2.2345279830915388e-06,1.876002997391879e-08
1962,2.219050657004118e-06,9.512934440181198e-09
1963,1.998010475290357e-06,9.69907976156037e-09
1964,2.0886263882857747e-06,1.4601523545820783e-08
1965,2.148871544704889e-06,9.849678406226303e-09
1966,2.0500115169852506e-06,7.200797291773142e-09
1967,2.1313840079528745e-06,3.944268467392931e-09
1968,2.2740039185009664e-06,8.084548142051062e-09
1969,2.0746749669342535e-06,1.0446043141598693e-08
1970,2.1508237750822445e-06,8.7375777724219e-09
1971,2.092355543936719e-06,1.1818314327172175e-08
1972,1.969463482964784e-06,6.669190977248718e-09
1973,1.8149466995964758e-06,1.2129047988196362e-08
1974,1.5357810525529203e-06,1.1813700240281833e-08
1975,1.6648964447085746e-06,1.028066431985053e-08
1976,1.7414829471817939e-06,8.570290255249802e-09
1977,1.7048544123099418e-06,6.464460078348111e-09
1978,1.7708903214952443e-06,9.504946163474415e-09
1979,1.7813406429922907e-06,5.851973128301324e-09
1980,1.6458511709060986e-06,7.95921106799824e-09
1981,1.6851264490469475e-06,9.488323904349727e-09
1982,1.6834745792948524e-06,7.449002747961231e-09
1983,1.6988200286505162e-06,5.68378455412244e-09
1984,1.6672149740770692e-06,9.278413592994639e-09
1985,1.52434245137556e-06,6.617113967877231e-09
1986,1.6029254084060085e-06,7.792831269171074e-09
1987,1.6077559621408e-06,9.777306964053878e-09
1988,1.6808340888019302e-06,8.994830658082265e-09
1989,1.5580778836010722e-06,6.036934507847036e-09
1990,1.681453682067513e-06,6.538381391862913e-09
1991,1.544496058158984e-06,6.4476117778156095e-09
1992,1.4077907053433591e-06,4.4079553340736766e-09
1993,1.5077722537171212e-06,8.308811416668505e-09
1994,1.5534658359683817e-06,1.3714808844156323e-08
1995,1.4890049442328745e-06,1.138714633697191e-08
1996,1.4701105328640551e-06,7.473328622609188e-09
1997,1.4849788385618012e-06,6.233362714880286e-09
1998,1.5978000647010049e-06,1.382757464085671e-08
1999,1.4574371789422003e-06,8.226361813967742e-09
2000,1.5202446093098843e-06,1.1045078629479121e-08
2001,1.4138170172373066e-06,8.762423675534592e-09
2002,1.5255412790793343e-06,7.448076377869484e-09
2003,1.4250875892685144e-06,4.166922806803086e-09
2004,1.4020450862517464e-06,6.607186797680242e-09
2005,1.4808329069637693e-06,1.3511249008502091e-08
2006,1.6401555740230833e-06,1.070651389767363e-08
2007,1.579017748554179e-06,6.391167151065247e-09
2008,1.5535397324129008e-06,1.4049550856043425e-08
2009,1.662191948526015e-06,1.0966842545201416e-08
2010,1.7076512222047313e-06,1.0864724231396394e-08
2011,1.7158162108898978e-06,1.0707121411712706e-08
2012,1.9615304154285695e-06,1.4297861561374248e-08
2013,1.851142314990284e-06,1.310888730898796e-08
2014,2.2252115741139278e-06,1.6890473020225727e-08
2015,2.1580578959401464e-06,1.0639562120218216e-08
2016,2.2751598862669198e-06,1.2428039930512114e-08
2017,2.0446889266168e-06,1.2326495379966218e-08
2018,2.2417457330448087e-06,1.3165480261534412e-08
2019,2.2405324671126436e-06,1.2499840273960672e-08
