year,soient_VERB à_ADP,soient_VERB a_ADP,soient_VERB pas_ADV
1839,1.6346068605344044e-06,1.747868783041895e-08,6.850247245893115e-06
1840,1.428721134288935e-06,1.9746035029299946e-08,6.684988420602167e-06
1841,1.5345110568887321e-06,2.8892467529573196e-08,6.972073606448248e-06
1842,1.4107481547398493e-06,2.0795621225033756e-08,7.165097940742271e-06
1843,1.687013764239964e-06,8.860366718099755e-09,6.911676791787613e-06
1844,1.556555957904493e-06,1.5367971228918975e-08,7.221849045890849e-06
1845,1.2934968935951474e-06,4.296775513168427e-08,7.150504188757623e-06
1846,1.4999232007539831e-06,3.1028856151138484e-08,7.336861017392948e-06
1847,1.5041700862639118e-06,3.937053172364813e-08,7.224223281809827e-06
1848,1.3049349263383192e-06,2.4940186749145e-08,7.029914740996901e-06
1849,1.3147301842764136e-06,2.178647862116634e-08,6.850171757832868e-06
1850,1.329964334217948e-06,4.0055075700706766e-08,6.634885721723549e-06
1851,1.3156854947737884e-06,3.611685550630739e-08,6.4416994973726105e-06
1852,1.330104396402021e-06,3.645905466420629e-08,7.05026968716993e-06
1853,1.4601373550249264e-06,2.6276500530997282e-08,6.554792435053969e-06
1854,1.3716554576603812e-06,3.3252252062965226e-08,6.4867872424656525e-06
1855,1.3389402511165827e-06,4.086341576226005e-08,6.442621725000208e-06
1856,1.4532370187225752e-06,7.765784149071919e-08,6.4937485149130225e-06
1857,1.1608228760451311e-06,3.661131797727535e-08,5.701602731278399e-06
1858,1.4137830248728278e-06,4.0128144362938656e-08,5.7799206842901185e-06
1859,1.2878106190328253e-06,3.462677744536791e-08,5.814752967125969e-06
1860,1.4184693100105505e-06,3.570203349623213e-08,5.796545792691177e-06
1861,1.4058288115847972e-06,4.197207764677913e-08,6.26421478955308e-06
1862,1.3761786021859734e-06,3.975828111180135e-08,6.322018180071609e-06
1863,1.4124788094704854e-06,6.792684248413394e-08,6.485515314125223e-06
1864,1.3391675111051882e-06,2.0137857159596706e-08,6.410071819118457e-06
1865,1.3023837936998461e-06,3.4359963985153286e-08,6.4154287429118995e-06
1866,1.2635996426979546e-06,4.281739340861179e-08,6.032386863807915e-06
1867,1.5014599057394662e-06,3.930777303651212e-08,6.0737788771803025e-06
1868,1.6948707752817427e-06,4.2482917628205996e-08,6.42183613308589e-06
1869,1.388872874485969e-06,2.392924380867356e-08,6.231370207387954e-06
1870,1.2374076732157846e-06,5.67670848106161e-08,6.183598088682629e-06
1871,1.3021563063375652e-06,4.460894498237167e-08,5.999902896292042e-06
1872,1.2312382295931457e-06,4.3540841376810135e-08,6.349101568048354e-06
1873,1.3061461459074053e-06,4.489503541149631e-08,6.317030511127086e-06
1874,1.4189696457833634e-06,6.213593550796759e-08,6.089321686886251e-06
1875,1.3233892559583182e-06,7.552415892675413e-08,6.026484697940759e-06
1876,1.4722046444148873e-06,5.320493179361563e-08,6.082895652070874e-06
1877,1.319839725510974e-06,4.7004601100297805e-08,5.919487193750683e-06
1878,1.1727910305125988e-06,2.657198927558113e-08,6.100083282944979e-06
1879,1.8315756733500166e-06,3.299035677972739e-08,6.624952220590785e-06
1880,1.3002556897845352e-06,4.299957057085635e-08,6.134177510830341e-06
1881,1.2543540606202441e-06,3.904604173321502e-08,6.0465586102509405e-06
1882,1.3344047147256788e-06,3.7270156738600235e-08,6.166879757074639e-06
1883,1.3580258837464498e-06,6.256145435035165e-08,5.963559942756547e-06
1884,1.2107511793146841e-06,5.743476183539542e-08,6.021407898515463e-06
1885,1.255609845429717e-06,6.767917432037862e-08,6.100794053054415e-06
1886,1.3274775483296253e-06,5.4854442987917196e-08,5.604833404504461e-06
1887,1.2953386203662376e-06,3.3297515411589984e-08,6.054924597265199e-06
1888,1.2503692232712638e-06,4.3750240097395476e-08,5.671679900842719e-06
1889,1.419679961145448e-06,8.269980583675007e-08,6.109135028964374e-06
1890,1.2636857036341098e-06,3.4082809463598096e-08,6.640904302912531e-06
1891,1.2627330079340027e-06,5.864282570655632e-08,6.2257008721644524e-06
1892,1.2436728411557851e-06,4.1999032029949035e-08,6.136246611276874e-06
1893,1.319132820754021e-06,6.158416487878071e-08,6.319767180684721e-06
1894,1.3069392252873513e-06,5.671385583383426e-08,5.6978519751282874e-06
1895,1.1784446769524948e-06,3.791727021251745e-08,5.9072699514217675e-06
1896,1.2478113831093651e-06,5.3662962296030514e-08,6.099886832089396e-06
1897,1.2853730595452362e-06,4.89443928719524e-08,6.088333066145424e-06
1898,1.2504964388426743e-06,4.243766027478557e-08,6.143276095826877e-06
1899,1.204459294967819e-06,4.200959757838518e-08,6.481638592958916e-06
1900,1.2925722785439575e-06,4.6719480062407115e-08,6.12180883763358e-06
1901,1.2233749657752924e-06,4.6945406895204655e-08,6.119669251347659e-06
1902,1.3920654282628675e-06,4.1246384085980026e-08,6.079913418943761e-06
1903,1.1783280342569924e-06,5.346218090451771e-08,6.560187557624886e-06
1904,1.2125154853492859e-06,4.40719265526468e-08,6.375918019330129e-06
1905,1.1807816235887003e-06,4.541468001661997e-08,6.403985935321543e-06
1906,1.2536377198557602e-06,2.7264177138164314e-08,6.537743956869235e-06
1907,1.3237678331279312e-06,3.394276593127188e-08,6.4285541157005355e-06
1908,1.4066217772779055e-06,3.339744591990268e-08,6.476648650277639e-06
1909,1.3251869859232102e-06,3.3005900901272867e-08,6.466406375693623e-06
1910,1.3381753660723916e-06,4.595969627096963e-08,6.372365078277653e-06
1911,1.3380740710999817e-06,3.830669426108102e-08,6.322732588159852e-06
1912,1.2242139746376779e-06,5.0010445118431335e-08,6.439886419684626e-06
1913,1.2106725080229808e-06,6.310557776334491e-08,6.079347258491907e-06
1914,1.2141196066295379e-06,3.214436905540907e-08,6.2962785705167335e-06
1915,1.2782127214450156e-06,6.008188691009053e-08,7.02604620528291e-06
1916,1.5547258271908504e-06,7.36159972980488e-08,6.655105607933365e-06
1917,1.4212486121323309e-06,5.5928764064461234e-08,6.807956197008025e-06
1918,1.3841083728038939e-06,5.168869243732388e-08,6.87459623804898e-06
1919,1.2614751767614507e-06,6.445493916373835e-08,6.135189323686063e-06
1920,1.4069206599742756e-06,5.149117532354808e-08,6.4341252254962455e-06
1921,1.2101249922125135e-06,5.6038330420449256e-08,6.429262612073217e-06
1922,1.1295619515294675e-06,4.72187856592754e-08,6.225502147572115e-06
1923,1.215526026498992e-06,3.503262968607146e-08,6.0404745454434305e-06
1924,1.1177038459209143e-06,3.609654875003088e-08,6.100316568335984e-06
1925,1.1834039241875871e-06,4.839198353145946e-08,6.138082881079754e-06
1926,1.1748029464797582e-06,4.681378085180654e-08,5.91748494116473e-06
1927,1.0736703188740648e-06,4.236705530846763e-08,6.085247150622308e-06
1928,1.1071833796449937e-06,4.456156044163606e-08,6.091222530812956e-06
1929,1.1775409802794456e-06,3.342121868143977e-08,6.129451776359929e-06
1930,1.2520295058493502e-06,3.9913695237814295e-08,6.252795174077619e-06
1931,1.1542221045601764e-06,2.9653928201867075e-08,6.380156719387742e-06
1932,1.1737663498934126e-06,4.60300545457315e-08,6.1033661040710285e-06
1933,1.1275660654064268e-06,4.129438258004825e-08,6.100098289607558e-06
1934,1.2305082464081352e-06,4.912447870708547e-08,5.947656518401345e-06
1935,1.2183713806734886e-06,3.4708024898577605e-08,6.205555109772831e-06
1936,1.1191111752850702e-06,4.849885737456816e-08,6.162992576719262e-06
1937,1.1621601743172505e-06,4.155068900058012e-08,6.167129868117627e-06
1938,1.1435319038355374e-06,7.649476252424847e-08,6.0780926105508115e-06
1939,1.2357593277556589e-06,1.9423443831101395e-07,5.947856152488384e-06
1940,1.0168489552597748e-06,2.3253129322053923e-06,5.5964728744584136e-06
1941,9.680928769739694e-07,4.427253985639368e-08,5.300898465065984e-06
1942,1.2288558082218515e-06,7.58552971547033e-08,5.334144134394592e-06
1943,1.2077458677595132e-06,2.322588166236983e-08,5.414533461589599e-06
1944,1.304553620684601e-06,8.354284020128944e-08,5.825506377732381e-06
1945,1.2461042615541373e-06,4.1391578164962084e-08,6.27627014182508e-06
1946,1.2445467518773512e-06,3.062642850437669e-08,6.161480541777564e-06
1947,1.1944712241529487e-06,5.9604353452868963e-08,6.298988409980666e-06
1948,1.1948204701184295e-06,9.7846991842232e-08,6.572056008735672e-06
1949,1.3704543562198523e-06,3.043272556180199e-08,6.598992968065431e-06
1950,1.2549726307042874e-06,6.700277843663116e-08,6.51415894026286e-06
1951,1.1524974752319395e-06,9.488647334521261e-08,6.508785645564785e-06
1952,1.270648908757721e-06,7.592258810529273e-08,6.340590516629163e-06
1953,1.2206746760057285e-06,5.171437011952662e-08,6.498772563645616e-06
1954,1.1902949381692451e-06,3.9090145342868254e-08,6.5241451920883264e-06
1955,1.25391716210288e-06,6.382213513234092e-08,6.267709068197291e-06
1956,1.2706702818832127e-06,1.2209598176937675e-07,6.3446304920944385e-06
1957,1.2148176438131486e-06,7.333081236682304e-08,6.249905709410086e-06
1958,1.283024971598934e-06,7.94135385229211e-08,6.612004199268995e-06
1959,1.31917727230757e-06,1.1471106953209187e-07,6.78112928653718e-06
1960,1.1827704611278023e-06,6.367166666132462e-08,6.605243470403366e-06
1961,1.1797974366345443e-06,2.119188626803492e-07,6.437469437514665e-06
1962,1.2829777915612794e-06,1.2747332578388892e-07,6.676177690678742e-06
1963,1.2421288602126879e-06,1.4289977778858542e-07,6.494503850262845e-06
1964,1.3323890470928745e-06,3.57737343692488e-07,6.893136287544621e-06
1965,1.352689082523284e-06,1.411787187155511e-07,6.853734248579713e-06
1966,1.2507231303970912e-06,2.4925836572542437e-07,6.488472081400687e-06
1967,1.3336557458387688e-06,2.4750284866037475e-07,6.503112672362477e-06
1968,1.2827483715227572e-06,1.7561435450286211e-07,6.498180482594762e-06
1969,1.455633423574909e-06,1.8303284038401202e-07,6.966602086322382e-06
1970,1.2858034779128502e-06,3.30188468927739e-07,6.992361250013346e-06
1971,1.3087498018649057e-06,2.749042611327468e-07,6.715371455356944e-06
1972,1.2635551911444054e-06,2.534292574685182e-07,6.546580607391661e-06
1973,1.149502963926352e-06,1.8138441038040298e-07,6.4024834500742145e-06
1974,1.2348129985184642e-06,1.7045482275657164e-07,6.868260243209079e-06
1975,1.2114049923184211e-06,1.1365845198341162e-07,6.566488536918769e-06
1976,1.2009833199044806e-06,1.405527596531897e-07,6.3517277339997236e-06
1977,1.2499914419095148e-06,1.7924185247153446e-07,6.218810540303821e-06
1978,1.2291083066884312e-06,1.0574252506945214e-07,6.2019771576160565e-06
1979,1.1780022077800822e-06,1.1235789176833322e-07,6.403814495570259e-06
1980,1.1899020364580792e-06,1.216622266264622e-07,6.143373866507318e-06
1981,1.1430267932155402e-06,9.108791193535026e-08,6.152862169983564e-06
1982,1.2371551747492049e-06,7.94560310879433e-08,6.218055204953998e-06
1983,1.2592739722094848e-06,5.115406098710196e-08,5.9616581893351395e-06
1984,1.310575953539228e-06,3.59538514516089e-08,6.087219389883103e-06
1985,1.1525809213708271e-06,3.8258950363356803e-07,6.028792085999157e-06
1986,1.1473445056253695e-06,3.237022144775281e-08,5.951924777036766e-06
1987,1.1830541097879177e-06,5.133086161679401e-08,5.904271347390022e-06
1988,1.1861183111250284e-06,2.698449275140291e-08,6.127278538770042e-06
1989,1.3835556273988914e-06,1.811080274638499e-08,6.285546533035813e-06
1990,1.1725496733561158e-06,4.685839899432054e-08,5.945567863818724e-06
1991,1.1336073839629535e-06,1.52398094144246e-08,5.804022748634452e-06
1992,1.156537337010377e-06,9.366905251440016e-09,5.670834525517421e-06
1993,1.1676648909997311e-06,1.2186256392876516e-08,5.738618710893206e-06
1994,1.1356917184457416e-06,2.1627199309204315e-08,5.901060376345413e-06
1995,1.1571510185603984e-06,2.2774293062521878e-08,5.7548472796042915e-06
1996,1.1690422070387285e-06,3.0427125041754266e-08,5.68773702980252e-06
1997,1.1066616707466892e-06,1.917957836994333e-08,6.01807187194936e-06
1998,1.1915554978259024e-06,2.7655150058869538e-08,5.9344138207961805e-06
1999,1.169971483250265e-06,1.645272384998009e-08,5.958171186648542e-06
2000,1.2233529105287744e-06,9.719669402663556e-09,5.917953330936143e-06
2001,1.1658404446279746e-06,1.2705514140787244e-08,6.016280167386867e-06
2002,1.1513850495248334e-06,7.886198694073698e-09,6.150358785816934e-06
2003,1.1684052196869743e-06,1.3334153559085848e-08,6.014536666043568e-06
2004,1.2104366078347084e-06,1.321437362311606e-08,6.0072543419664726e-06
2005,1.1417005225666799e-06,1.3511249230546696e-08,5.941796644037822e-06
2006,1.2328962384344777e-06,1.2888995504223288e-07,5.8568748499965295e-06
2007,1.0940879064946785e-06,1.0026143684727096e-07,5.6246267376991455e-06
2008,1.1418453595979372e-06,3.0653565546989725e-08,5.621097443508916e-06
2009,1.1453198567323852e-06,1.6688673776243945e-08,5.635050001728814e-06
2010,1.1398512924643e-06,2.0312310056169736e-08,5.554235940508079e-06
2011,1.0737713864727993e-06,1.185431283690086e-08,5.131388206791598e-06
2012,1.0842544497791096e-06,4.1872308231827304e-08,4.69650694867596e-06
2013,1.0991941508109448e-06,3.5979714319012146e-08,4.968826488038758e-06
2014,1.05738683942036e-06,3.0316233134985993e-09,4.648344656743575e-06
2015,1.069054292202054e-06,5.763095889399494e-09,4.7527810238534585e-06
2016,1.1069241736549884e-06,9.94243232188552e-09,4.646637080440996e-06
2017,1.1466156593087362e-06,4.779661388898404e-09,4.669729150919011e-06
2018,1.0547872761890176e-06,1.1874746963513871e-08,4.513694420893444e-06
2019,1.0232012073174701e-06,9.693753355577428e-09,4.486677426029928e-06
