year,tout_ADV été_VERB,tout_ADV pété_VERB
1888,5.3895225393674195e-08,0.0
1889,3.821733329800736e-08,0.0
1890,4.653614293914643e-08,0.0
1891,3.952016558450566e-08,0.0
1892,4.0745330665004076e-08,0.0
1893,4.249307417047987e-08,0.0
1894,2.0795080546420763e-08,0.0
1895,4.1528441130367355e-08,0.0
1896,5.2483556389759656e-08,0.0
1897,3.379494017963225e-08,0.0
1898,6.054439627423136e-08,0.0
1899,4.864268987603282e-08,0.0
1900,3.1146318635322245e-08,0.0
1901,2.682594613112599e-08,0.0
1902,1.7185993794743837e-08,0.0
1903,5.562226990107888e-08,0.0
1904,4.46093881834031e-08,0.0
1905,4.1802148964542596e-08,0.0
1906,1.7490227044447693e-08,0.0
1907,4.319988339274161e-08,0.0
1908,3.437972395659017e-08,4.911389073214423e-10
1909,3.5756393401698006e-08,1.1001967115120692e-09
1910,5.985448714440622e-08,0.0
1911,4.5755217059628706e-08,0.0
1912,3.854971808436858e-08,0.0
1913,5.992378349084504e-08,0.0
1914,3.348371946376716e-08,0.0
1915,4.123266683642157e-08,0.0
1916,8.789969840883316e-08,0.0
1917,3.9479127189601115e-08,0.0
1918,3.9053679401490626e-08,0.0
1919,3.6831394822911534e-08,0.0
1920,3.634671053021066e-08,0.0
1921,3.559191302793252e-08,0.0
1922,4.5743200949299734e-08,0.0
1923,4.777176698667063e-08,0.0
1924,3.867487263775615e-08,0.0
1925,4.069325920674771e-08,0.0
1926,6.35329865383838e-08,0.0
1927,2.0068604555945058e-08,0.0
1928,5.5987602110008083e-08,0.0
1929,4.567566591617833e-08,0.0
1930,6.827342424742255e-08,0.0
1931,3.649714130915527e-08,0.0
1932,5.150982218538047e-08,0.0
1933,4.12943848004943e-08,0.0
1934,3.714289675826876e-08,0.0
1935,6.702238852795972e-08,0.0
1936,5.456121598967911e-08,0.0
1937,5.28826951118333e-08,0.0
1938,4.019216603978748e-08,0.0
1939,4.129393715857077e-08,0.0
1940,5.325144059042941e-08,2.5357829169792012e-09
1941,5.017554371988808e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,6.387117679196308e-08,0.0
1944,4.819779242382083e-08,0.0
1945,4.7927089408261736e-08,0.0
1946,5.986074658181906e-08,0.0
1947,4.291513522325374e-08,0.0
1948,4.67491183542279e-08,0.0
1949,4.7121639701330764e-08,0.0
1950,3.93508372553697e-08,0.0
1951,3.944718685033877e-08,0.0
1952,3.690681538159879e-08,0.0
1953,4.201792691560513e-08,0.0
1954,4.88626810124515e-08,0.0
1955,5.255940394022218e-08,0.0
1956,3.8373023869553435e-08,0.0
1957,4.8592706747285774e-08,0.0
1958,6.86596237642334e-08,0.0
1959,5.658045820755575e-08,0.0
1960,7.266874746392205e-08,0.0
1961,5.4890457679146465e-08,0.0
1962,5.58092175251268e-08,0.0
1963,6.595374202333915e-08,0.0
1964,6.874883951013544e-08,0.0
1965,7.168376470190196e-08,0.0
1966,5.594465368741197e-08,0.0
1967,7.29689681455703e-08,0.0
1968,7.725235290356736e-08,0.0
1969,7.675570568022039e-08,0.0
1970,9.427386515881153e-08,0.0
1971,7.86174788602878e-08,0.0
1972,7.130904150498552e-08,0.0
1973,6.340184199871146e-08,0.0
1974,6.525663320822161e-08,0.0
1975,7.310694627449266e-08,5.711480177694739e-10
1976,9.427319541677193e-08,0.0
1977,8.227494668888724e-08,0.0
1978,9.504946085758803e-08,0.0
1979,8.075723345601915e-08,0.0
1980,1.017641946265968e-07,0.0
1981,9.108791509948588e-08,0.0
1982,1.0614828949151445e-07,0.0
1983,9.8518928126623e-08,6.315316047889041e-10
1984,1.1424046419961087e-07,0.0
1985,1.0707693187672618e-07,0.0
1986,1.186908127892572e-07,5.994485463567401e-10
1987,1.1243903302871061e-07,0.0
1988,1.0613900502942641e-07,0.0
1989,1.1525056464734007e-07,0.0
1990,8.554381697445379e-08,1.089730194969718e-09
1991,1.230907627491895e-07,0.0
1992,1.019339705976563e-07,0.0
1993,1.0469102146304365e-07,0.0
1994,1.0233357267130927e-07,5.274926606624319e-10
1995,9.977309645137211e-08,0.0
1996,1.1690421786170191e-07,0.0
1997,1.0548768103468831e-07,1.438468344439059e-09
1998,1.230177275601818e-07,9.536258449571733e-10
1999,1.0145846829345828e-07,1.3710603763428253e-09
2000,1.139852126019747e-07,4.4180314962005696e-10
2001,1.3757005645764764e-07,4.3812117822561447e-10
2002,1.458946771171199e-07,8.76244299341522e-10
2003,1.429254597451468e-07,4.1669229178253886e-10
2004,1.422747567814131e-07,1.3214374039449694e-09
2005,1.324102402167071e-07,0.0
2006,1.4083182975355157e-07,4.1178899179428186e-10
2007,1.4180402274632797e-07,3.1955835755326234e-09
2008,1.2176276892317262e-07,8.514879357157668e-10
2009,1.401848663817873e-07,9.53638501499654e-10
2010,1.3462809844710932e-07,2.8342759250676863e-09
2011,1.22367097787901e-07,2.2943831279320648e-09
2012,1.511488150474083e-07,3.744677901096338e-09
2013,1.6260598401096615e-07,4.183687618564136e-09
2014,1.6392419817379267e-07,2.3819897165822113e-09
2015,1.5582524444390788e-07,3.103205470367243e-09
2016,1.4271532960963285e-07,2.0713399884186856e-09
2017,1.7735060056645047e-07,5.534344982294215e-09
2018,1.7373270511100714e-07,5.6792268665617485e-09
2019,1.762732603216577e-07,3.826481798085979e-09
