year,était_VERB à_ADP,était_VERB a_ADP,était_VERB pas_ADV,etait_VERB à_ADP,etait_VERB a_ADP,etait_VERB pas_ADV
1817,2.2764603272662498e-05,5.495762991358788e-07,6.954553555260645e-06,6.538868224659211e-08,3.113746815941454e-09,6.383181272440197e-08
1818,2.2199616068974137e-05,6.032115784648795e-07,8.566557880840264e-06,6.437435939865566e-08,8.344824387052086e-09,6.437435473571895e-08
1819,2.0202143787173554e-05,4.492355651919411e-07,7.914412890386302e-06,5.693077564927762e-08,6.210630232317271e-09,7.763287612760905e-08
1820,2.500860864529386e-05,6.728294863478368e-07,7.970715159899555e-06,3.9159388620646496e-08,1.0679833017945839e-08,8.187871713971617e-08
1821,2.4615261281724088e-05,5.295618947798175e-07,9.48280739976326e-06,7.691960568489975e-08,4.930744257336528e-09,1.0058717947458717e-07
1822,2.5179333533742465e-05,4.792244254758771e-07,9.567444976710249e-06,7.318699601910339e-08,6.015369535816717e-09,6.917674966189225e-08
1823,2.7584555937210098e-05,4.911695370424241e-07,8.899359272618312e-06,6.81905421018314e-08,2.9648061783404955e-09,5.731958552246397e-08
1824,2.5249864847864956e-05,3.621078583648796e-07,1.1223659384995699e-05,4.0421339164709025e-08,4.210556348027694e-09,5.810567671460376e-08
1825,2.531388781790156e-05,2.6944655928673455e-07,9.948389561031945e-06,6.780191186273044e-08,3.522177216552791e-09,5.547429182684027e-08
1826,2.478038368280977e-05,2.0170283487885854e-07,8.982382496469654e-06,5.2847905607222856e-08,5.284790383086602e-09,1.0305341646699162e-07
1827,2.6658197384676896e-05,2.378056453977706e-07,1.1301298400212545e-05,9.217272878281335e-08,2.7651818612639545e-09,8.019027575301152e-08
1828,2.7902140573132783e-05,2.632450417650034e-07,1.1333295333315618e-05,9.539193013274883e-08,1.8344602503717056e-09,1.2932945026022935e-07
1829,3.269723674748093e-05,2.992038483640158e-07,1.3371583008847665e-05,6.429881960201556e-08,5.143905745796928e-09,6.77280880267972e-08
1830,2.8384018150973134e-05,5.06186523807628e-07,1.1571320101211313e-05,6.57520660141131e-08,3.1310507520032616e-09,8.453837097022188e-08
1831,2.749665145529434e-05,7.203137322164821e-07,1.080314632417867e-05,3.897801348351493e-08,6.236482441579483e-09,6.392394169552063e-08
1832,2.7306185074849054e-05,4.0184009542088006e-07,1.1380057003407273e-05,6.764984583629285e-08,2.705993873419743e-09,6.900284432731496e-08
1833,2.891621261369437e-05,3.787846472036449e-07,1.2600670743267983e-05,3.243415958031903e-08,3.4750886612755494e-09,5.560141858040879e-08
1834,2.7361376851331443e-05,4.3125531679066853e-07,1.1347989129717462e-05,2.7070139907436896e-08,1.8669061851994684e-09,6.067445212920575e-08
1835,2.8314689188846387e-05,3.4260789760764965e-07,1.0753198694146704e-05,5.52105419160398e-08,8.31939672707449e-09,6.050470346963266e-08
1836,2.690114706638269e-05,3.3267712051809895e-07,9.8821910796687e-06,4.973355127724233e-08,2.688300027031687e-09,4.5029025841358816e-08
1837,2.7091244191979058e-05,4.02861878967542e-07,1.0707498404372018e-05,3.5485242300126174e-08,3.478945576063097e-09,5.0096815584765864e-08
1838,2.8660371754085645e-05,4.2670215094631203e-07,1.0318491149519105e-05,3.7241754569095065e-08,2.5248647617104325e-09,4.670999942391063e-08
1839,2.777083864202723e-05,3.789379636742751e-07,9.756603503774386e-06,2.6567605448946097e-08,1.11863602825224e-08,3.5656523067473245e-08
1840,3.096751606790349e-05,3.7644858785768065e-07,1.2452104783733375e-05,3.439631934831766e-08,1.7198159341091923e-08,4.0766007458614695e-08
1841,2.8174650651635602e-05,3.83306748119594e-07,1.0629218195390422e-05,3.723918240439161e-08,1.219904177673925e-08,4.8796167106957e-08
1842,3.0420640541706234e-05,4.74945169415264e-07,1.0944534551526885e-05,5.63494273464471e-08,9.391571076378114e-09,5.567860128508073e-08
1843,2.6402711228001863e-05,5.044502158213504e-07,1.0834456588781904e-05,3.6032158812204784e-08,1.2404512972352677e-08,4.666459574309556e-08
1844,2.825840601872187e-05,5.323904588294681e-07,1.1708747479133308e-05,2.744280647171138e-08,3.2931368743049916e-09,4.555505839221041e-08
1845,2.909307659137994e-05,4.586947284224152e-07,1.1864680345752276e-05,2.901718476611137e-08,4.464182357111213e-09,4.296775557577348e-08
1846,2.7921287255594507e-05,5.479813180997439e-07,1.1759351764339954e-05,4.27378594736183e-08,3.5127007969038004e-09,4.27378594736183e-08
1847,2.8390468287398107e-05,4.940192965818824e-07,1.133871319325408e-05,3.9909856752728956e-08,2.588747349818732e-08,4.7460368080010085e-08
1848,2.626684363349341e-05,5.004128116326001e-07,1.0343741450924426e-05,2.7353753262460145e-08,5.63165514222419e-09,3.539897619475596e-08
1849,2.6685922421165742e-05,4.3991928144748726e-07,1.1914689821423963e-05,5.027649052635752e-08,8.379414939696517e-10,3.100383594301093e-08
1850,2.6927194994641468e-05,5.831747387219366e-07,1.200633960252162e-05,2.7155984128057753e-08,6.788996032014438e-09,4.752297400045791e-08
1851,2.6867071937886067e-05,6.068922075996852e-07,1.3401288924796972e-05,2.9022474423712197e-08,5.159551008659946e-09,4.9660677348128957e-08
1852,2.474853681633249e-05,5.748811577888091e-07,1.185244764201343e-05,2.799534604136511e-08,5.859490670445666e-09,5.0131198747749295e-08
1853,2.8235293939360417e-05,5.954016089049219e-07,1.1863242434628773e-05,3.94147496862729e-08,1.7915795513800958e-09,5.5538965426649156e-08
1854,2.5671777621028014e-05,6.780342225454206e-07,1.1337459000060335e-05,2.4419623656513068e-08,1.558699302961486e-08,5.0397943596180994e-08
1855,2.678198870853521e-05,6.357710411464268e-07,1.1458738299552351e-05,2.9718847827098216e-08,8.491099379170919e-09,4.404757802944914e-08
1856,2.6929667001240887e-05,6.383474531190814e-07,1.284564223169582e-05,2.2779631847491544e-08,1.5531567143511893e-09,3.727576114442854e-08
1857,2.792320810840465e-05,7.341789709514046e-07,1.2349241842457559e-05,2.29430919262974e-08,6.8341128311999455e-09,3.417056504417815e-08
1858,2.7681078790919855e-05,6.660292957150205e-07,1.2221956239955034e-05,1.8106601329392902e-08,6.851146261421803e-09,4.1106879677954566e-08
1859,2.8702035706373863e-05,6.43650686527053e-07,1.2909677934658248e-05,2.7497736532211547e-08,4.073738679721828e-09,4.786642904264227e-08
1860,3.0035938834771514e-05,6.138003838529471e-07,1.3214329555921722e-05,3.661747172145624e-08,6.865775947773045e-09,5.2179895959625355e-08
1861,2.6888539650826715e-05,5.65444043587604e-07,1.2776960829796735e-05,2.546620425647461e-08,1.3676294763342867e-08,3.914249901981748e-08
1862,2.8459247914724983e-05,6.740835738483497e-07,1.2885297110187821e-05,2.123453612945525e-08,2.710791813242963e-09,2.755971628687348e-08
1863,2.730459345912095e-05,6.687797231563763e-07,1.2468071872717701e-05,2.7969877358646755e-08,4.495158911765884e-09,4.295374012031061e-08
1864,2.5146429834421724e-05,5.672163290171284e-07,1.2503212019510102e-05,2.3014694150447212e-08,7.192091699970149e-09,4.554991406280351e-08
1865,2.6837014956981875e-05,5.963572018430341e-07,1.2245326615811791e-05,1.8827376768726367e-08,6.118897832863013e-09,4.330296832222302e-08
1866,2.832419158949051e-05,7.098929186710734e-07,1.3445634976960719e-05,2.6274308950746672e-08,2.919367858567057e-09,4.281739407474561e-08
1867,2.743051663856022e-05,5.702053673672935e-07,1.416438590240432e-05,1.8925964795357686e-08,3.396968040192405e-09,5.532205094027631e-08
1868,2.6924783014692366e-05,6.09580485644301e-07,1.2558642083604354e-05,2.371139573575931e-08,4.939874287401835e-09,3.457912001181285e-08
1869,2.762313852144871e-05,5.420706195025105e-07,1.3066832252661698e-05,2.9789467337337783e-08,2.0510780629479086e-08,3.857980246380066e-08
1870,2.8303264116402715e-05,6.175570348432302e-07,1.3446344382828102e-05,3.096386391732153e-08,7.454262984651905e-09,2.981705193860762e-08
1871,2.765966928564012e-05,6.786932340574481e-07,1.3609976122097578e-05,2.442870705721134e-08,1.0621176826930423e-08,2.973929724703339e-08
1872,2.9184458981035277e-05,6.978629389919888e-07,1.5018566955404822e-05,3.084143029852271e-08,7.256807155187062e-09,2.8422494580127022e-08
1873,2.63318343058927e-05,5.908186651026881e-07,1.3686400961887557e-05,2.8732821455434987e-08,7.183205141814142e-09,2.1549615425442425e-08
1874,2.8965501769562252e-05,5.879015176901703e-07,1.3694999324798118e-05,1.3741600746186577e-08,5.377148060148329e-09,2.0911132381229436e-08
1875,2.713949106691871e-05,5.795906758976344e-07,1.3798035070067272e-05,2.8607635371713513e-08,4.005069165202713e-09,2.1169650921137873e-08
1876,2.6512983822613023e-05,5.175388562150829e-07,1.3887090972275473e-05,1.813804439976252e-08,7.255217537860403e-09,1.209202959984168e-08
1877,2.551112811488565e-05,5.80754194956512e-07,1.3404352102952544e-05,9.895705588292003e-09,4.947852683123699e-09,1.2369632429454214e-08
1878,2.6007335691247135e-05,5.803564313566767e-07,1.5896088370936923e-05,1.6305539585204087e-08,1.0266450800600069e-08,1.69094480639842e-08
1879,2.5472219931543805e-05,6.237620873150718e-07,1.711527511361055e-05,2.3826368877877258e-08,1.221865053580018e-09,7.94212251520321e-09
1880,2.522726936149411e-05,6.546203081825297e-07,1.3240016414783895e-05,1.5402831010646878e-08,1.2835692508872398e-09,2.2462462112571302e-08
1881,2.5051522243302315e-05,7.223518023735664e-07,1.498322126280982e-05,1.6036767247484818e-08,2.091752326904839e-09,1.743126887276958e-08
1882,2.562656118243467e-05,7.434065043554483e-07,1.5121700926101767e-05,1.8635078369300118e-08,9.983077475794744e-09,1.6638463051776853e-08
1883,2.491588929842692e-05,6.698499293023019e-07,1.4369545169756748e-05,1.7062215640351042e-08,0.0,3.033282780506852e-08
1884,2.5278557586716488e-05,7.407104192225233e-07,1.3744733223575167e-05,1.2543224237049344e-08,3.300848483434038e-09,1.0562715146988921e-08
1885,2.5316523533547297e-05,8.637151669432797e-07,1.3912260328652337e-05,1.8047779715146817e-08,2.5782542767416317e-09,2.0626034213933053e-08
1886,2.4425715309916995e-05,8.13136420418914e-07,1.4472538168774918e-05,1.2261581083805595e-08,2.5813855497602844e-09,2.3877817056927597e-08
1887,2.3570722987642512e-05,7.364627157002701e-07,1.4393014680535998e-05,2.415702127223085e-08,2.6115698492645834e-09,2.285123557044244e-08
1888,2.3912360120448284e-05,7.481925177188486e-07,1.4238484254747164e-05,2.5996521157978236e-08,6.974675947901687e-09,2.2192152115962926e-08
1889,2.3654651158722118e-05,7.179846956972824e-07,1.3941808902018238e-05,1.6289355420084917e-08,4.385595886446936e-09,1.2530273707511697e-08
1890,2.281254273839295e-05,6.967312842220963e-07,1.4480606296274345e-05,1.7041405619977468e-08,7.865263829121005e-09,2.6217545467943637e-08
1891,2.3225107725011185e-05,6.705679620466753e-07,1.3583462532551493e-05,2.2309770031370135e-08,4.461953917456185e-09,1.529812720946211e-08
1892,2.2725864255335182e-05,7.478335373178879e-07,1.2840420822612941e-05,2.2566644553023707e-08,7.522214851007902e-09,2.820830502514582e-08
1893,2.3308990421355702e-05,7.833505728527257e-07,1.4399609426618554e-05,1.8475249996541265e-08,6.15841644346915e-09,2.155445777418663e-08
1894,2.3492139007430524e-05,7.278277713851367e-07,1.3957909686723724e-05,2.142523447545841e-08,1.2603078580752936e-08,1.764431090123253e-08
1895,2.3978762328624725e-05,7.342709906765776e-07,1.3351694178709295e-05,2.166701218442313e-08,5.416753268150387e-09,1.9861428057765806e-08
1896,2.3677750505157746e-05,8.01995913235487e-07,1.2424450687831268e-05,2.5357223876198987e-08,6.486732040400511e-09,3.125425251937486e-08
1897,2.2079748305259272e-05,6.601666573402554e-07,1.2483151294873096e-05,1.5149454912766203e-08,1.1653426668090106e-08,2.5637540090883704e-08
1898,2.218188274127897e-05,7.542587301401227e-07,1.3360507182369474e-05,1.3580051527739556e-08,3.3950129374460403e-09,3.1120951149432585e-08
1899,2.2866486688144505e-05,7.722026769130252e-07,1.2916844752908219e-05,2.3768587098516036e-08,7.185851913504848e-09,3.8693048765026106e-08
1900,2.2044327124604024e-05,7.231137093555162e-07,1.188128226203844e-05,1.349673839357024e-08,4.15284251431558e-09,2.2321527737290126e-08
1901,2.1312096578185447e-05,7.321247785796459e-07,1.1997904948657379e-05,2.0678334156087885e-08,1.900171220370339e-08,3.63268028991115e-08
1902,1.9765857359743677e-05,6.736909465843155e-07,1.010781943477923e-05,2.1605248257117182e-08,1.0311596021495006e-08,2.3078333910575566e-08
1903,2.146209590137005e-05,7.160692057084361e-07,1.221205820911564e-05,2.8081145408975772e-08,1.296052865029651e-08,2.4841012802312434e-08
1904,2.1027146431151778e-05,6.933266263331461e-07,1.194779179058969e-05,1.827372564378038e-08,5.374625189347171e-09,2.7948050984605288e-08
1905,2.130206485162489e-05,7.849514753743847e-07,1.2261447409400716e-05,2.477164318115399e-08,6.192911072844254e-09,2.5287718585786934e-08
1906,2.1174491848796606e-05,6.471384104145272e-07,1.1843456377391703e-05,2.983627034325309e-08,4.629765903985117e-09,2.7264178470431943e-08
1907,2.0638744899770245e-05,6.325697103903849e-07,1.2211681678309105e-05,2.7257070378539083e-08,4.114274698707732e-09,2.3657079850636364e-08
1908,2.129529275407549e-05,5.829818707780987e-07,1.2170422451163176e-05,1.9154418051670064e-08,7.367083831866239e-09,2.6521501439447093e-08
1909,2.1187588572502136e-05,6.887231549512762e-07,1.0543185453570914e-05,1.980354147335106e-08,2.2003934230241384e-09,1.925344328412848e-08
1910,2.080370904877782e-05,6.541240473723064e-07,1.0212672350462526e-05,1.9238941995070036e-08,3.206490406526541e-09,2.404867771588215e-08
1911,2.142674202332273e-05,6.038624782433999e-07,1.021565003611613e-05,2.3941684190731394e-08,5.3203743632934675e-09,1.649316061502759e-08
1912,2.0874151232419536e-05,6.756619121972562e-07,1.0041680070571601e-05,2.1879569267468923e-08,6.251305251225858e-09,1.7712032729377825e-08
1913,2.032689008046873e-05,5.859803895447158e-07,9.756440704222769e-06,1.7499866444836698e-08,5.833288518886093e-09,2.2802856491921375e-08
1914,2.0524850697256625e-05,6.522628153149412e-07,9.039265023602638e-06,1.6741859454327823e-08,4.018046340092951e-09,1.9420557606508737e-08
1915,1.9922446881537326e-05,6.220242401155929e-07,9.467020390729886e-06,4.2410742473464325e-08,0.0,1.5314990164938536e-08
1916,2.004992165893782e-05,7.218762281269164e-07,8.642738066555467e-06,1.4283700222605944e-08,4.394984820521586e-09,1.648119329900055e-08
1917,2.05872693186393e-05,6.700485126742706e-07,1.014723238768056e-05,3.3995915416085154e-08,1.4256351654751143e-08,1.315970976634162e-08
1918,2.0767367459484376e-05,6.501289036009439e-07,1.0027606549556367e-05,3.445912799548978e-08,1.1486376294556067e-09,1.722956355365568e-08
1919,2.0146771930740215e-05,5.506293589974121e-07,9.902119927573949e-06,1.7494911519477796e-08,4.603924352863942e-09,1.8415697411455767e-08
1920,2.0074743588338606e-05,4.90680617915018e-07,1.0208882486040238e-05,5.7548959375708364e-08,1.514446346106979e-09,1.9687803387569147e-08
1921,1.9997354684164748e-05,3.8166647264858966e-07,1.0149753506993875e-05,1.9689143648804475e-08,7.572747762196741e-09,2.120369302360814e-08
1922,2.0415485778357834e-05,4.1832895014692895e-07,1.08868816823815e-05,1.5493664462518097e-08,4.426761179843197e-09,2.5084981203349344e-08
1923,1.9554576283553615e-05,2.515979726780415e-07,1.1011922651960049e-05,1.4862327368803108e-08,1.0615948120573648e-09,2.3355084977083607e-08
1924,2.0732310076709837e-05,2.475191944739663e-07,9.573320312483702e-06,1.160246199116699e-08,1.1602462102189293e-08,1.675911143195208e-08
1925,1.9878107195836492e-05,2.177639188971625e-07,9.165881238004658e-06,1.4297631079074336e-08,3.299453510408057e-08,4.3992713472107425e-08
1926,2.0614783352357335e-05,2.3629814194237042e-07,1.0437243872729596e-05,2.0063048999929833e-08,1.1146138456652466e-09,2.5636119005412183e-08
1927,2.2273921786108986e-05,1.7727266943268205e-07,9.642964869271964e-06,1.2264147475349318e-08,1.4493992672726108e-08,2.0068604555945058e-08
1928,2.0092693375772797e-05,2.0109832199466382e-07,9.116838555200957e-06,1.1426041002238208e-08,2.2852082448565625e-09,2.0566874425753667e-08
1929,2.0903858967358246e-05,1.8604478224659715e-07,9.615284398023505e-06,1.8938691281888964e-08,1.4482528065684619e-08,1.5596569369336066e-08
1930,2.0131206838414073e-05,2.2477712180446474e-07,9.583487553754821e-06,1.3654684938302353e-08,9.453243521306831e-09,2.10072066408884e-08
1931,2.005289752560202e-05,1.9389106142853052e-07,8.28599149826914e-06,2.623232031595535e-08,1.710803587684495e-08,1.710803587684495e-08
1932,2.010307798627764e-05,2.443976736543618e-07,9.437257176614366e-06,8.767629289252454e-09,1.0959536611565568e-09,1.0959536389520963e-08
1933,1.975248051167e-05,2.374427072737717e-07,9.182264875562396e-06,1.7205993962932098e-08,2.064719240024715e-08,2.7529589274877253e-08
1934,1.9713294022949412e-05,2.1207397082889656e-07,7.792819815222174e-06,2.875579241390369e-08,4.7926320689839486e-09,1.5576054224197833e-08
1935,1.851254273788072e-05,1.879020663508868e-07,7.721936526650097e-06,2.0346083040578833e-08,5.98414207075848e-09,1.555876849579363e-08
1936,1.8328930309507996e-05,1.6489612164605205e-07,8.201156560971867e-06,2.182448666232517e-08,6.0623572828433225e-09,2.424942913137329e-08
1937,1.883001641544979e-05,1.6494365162600388e-07,7.958845344546717e-06,1.510934177773038e-08,2.1404900962807005e-08,1.510934133364117e-08
1938,1.8150003597838804e-05,1.4261736236420575e-07,8.077328857325483e-06,1.2965214235549638e-08,1.1668692678767911e-08,3.1116513810047763e-08
1939,1.8164742868975736e-05,1.804697919993714e-07,8.038552550715394e-06,1.6823455517567254e-08,1.2235240376412548e-08,3.6705721129237645e-08
1940,1.7157106412923895e-05,2.865434716170512e-07,6.795898116251919e-06,3.296517814277422e-08,7.607348528892999e-09,1.5214697057785997e-08
1941,1.8379007087787613e-05,3.0400477157854766e-07,7.653246029803995e-06,2.9515025978810172e-08,3.5418032950929046e-08,4.7224041566096275e-08
1942,1.8341810573474504e-05,2.2453167058955614e-07,7.785787602188066e-06,1.5171058853624686e-08,3.034211815133858e-08,3.6410540360520827e-08
1943,2.0732002667500637e-05,2.4387175479034795e-07,8.547124707547482e-06,1.7419411246777372e-08,1.7419411690866582e-08,3.4838823381733164e-08
1944,2.0442290406208485e-05,2.056439125652787e-07,8.318938853335567e-06,3.534504777746861e-08,6.4263723231761105e-09,2.8918675454292497e-08
1945,2.208785190305207e-05,1.6992331097753777e-07,8.700944817974232e-06,8.714016175304096e-09,1.5249527862692958e-08,2.3963544037997053e-08
1946,1.9394881746848114e-05,2.046402283184534e-07,8.990248716145288e-06,3.062642850437669e-08,2.3665876369705074e-08,3.480275978517966e-08
1947,2.0385881725815125e-05,1.7046845002255395e-07,8.933500794228166e-06,1.907339353124371e-08,4.7683483828109274e-09,1.907339353124371e-08
1948,1.8240853023598902e-05,2.0112993226462095e-07,8.18218268250348e-06,9.784699273041042e-09,4.348755133776194e-09,1.9569398546082084e-08
1949,1.7092394045903347e-05,1.7179764899566408e-07,7.63272419135319e-06,9.817008539414473e-09,5.890204768377316e-09,1.3743811422273211e-08
1950,1.7406895494787022e-05,1.5846688583565083e-07,7.521327461290639e-06,1.808011429460521e-08,1.1698897850465073e-08,1.0635361036293034e-08
1951,1.9034867364098318e-05,2.0469891204299984e-07,8.625073860457633e-06,2.0256663013640264e-08,4.264560704569931e-09,1.3859822622919182e-08
1952,1.7930384274222888e-05,1.5079069015655477e-07,7.570114576083142e-06,7.381362854275153e-09,1.0544804140977249e-08,1.5817205323287453e-08
1953,1.725967194943223e-05,1.6160740656800954e-07,7.547066161350813e-06,1.939288951646745e-08,1.2928592529881655e-08,1.508335856215126e-08
1954,1.7496748114353977e-05,1.8763269515886805e-07,8.221634743676987e-06,1.4658804170508688e-08,3.9090144454689835e-09,1.7590565448699635e-08
1955,1.6841535398270935e-05,1.5861677304940258e-07,7.77222157921642e-06,1.6894094123642844e-08,7.508486277174597e-09,2.2525458831523792e-08
1956,1.6950411009020172e-05,1.5610843728808277e-07,7.303955953830155e-06,1.744228317335228e-08,1.4825940919394043e-08,1.831439710997529e-08
1957,1.7230089724762365e-05,1.572636723068399e-07,7.453237685695058e-06,1.6786571244153947e-08,1.678657179926546e-08,2.47381048978923e-08
1958,1.6877858797670342e-05,1.2325642817501148e-07,8.22012862045085e-06,1.2408365002158916e-08,8.272243334772611e-09,1.5717262158432277e-08
1959,1.599134338903241e-05,1.5889033733174074e-07,7.434517101501115e-06,1.4726420971555854e-08,4.650448914844674e-09,1.2401196514133517e-08
1960,1.7315924196736887e-05,1.6610000486139143e-07,7.40044697522535e-06,1.5225833038812198e-08,8.997083078554624e-09,2.0070416439921246e-08
1961,1.7116790331783704e-05,1.7092471793489494e-07,7.54848042561207e-06,3.682524418735511e-08,9.032606995695858e-09,1.320150300188061e-08
1962,1.7928710803971626e-05,1.439624055521449e-07,7.668059879506472e-06,1.9660064687343493e-08,8.244543714397423e-09,2.219684702708946e-08
1963,1.79672224476235e-05,1.5389206708960046e-07,7.714001185377128e-06,1.4871922360271128e-08,7.759263787043835e-09,2.7804029301137234e-08
1964,1.710203468974214e-05,1.74609889214139e-07,7.81972448749002e-06,2.1902286206909594e-08,1.3993127545575135e-08,2.251068309533366e-08
1965,1.6446772860945202e-05,2.3584507591323245e-07,7.040878244879423e-06,1.8604947360501e-08,8.755269398363907e-09,1.91521518644322e-08
1966,1.7270835087401792e-05,1.6284879222894233e-07,7.515970537497196e-06,1.273987226824147e-08,1.4401594583546284e-08,1.9940669560014612e-08
1967,1.753276592353359e-05,1.5924984531068276e-07,7.406842996715568e-06,1.7749207437134373e-08,7.395503320850594e-09,1.6763140209263838e-08
1968,1.7920749087352306e-05,2.3490105505175052e-07,7.98753353592474e-06,2.1558796081677656e-08,2.1109654885220763e-08,2.2906220920049236e-08
1969,1.6570149455219507e-05,1.6350327847192148e-07,6.699092864437262e-06,2.0892085395018967e-08,9.991866889436096e-09,2.043791091921321e-08
1970,1.5578640159219503e-05,1.701528216102588e-07,6.838304216216784e-06,2.115413577641334e-08,1.0577067222072856e-08,1.3336302728816918e-08
1971,1.5319617887143977e-05,1.870376671320173e-07,6.419913916033693e-06,1.7984391753600448e-08,1.2845993935250988e-08,1.6956711590410123e-08
1972,1.4956943232391495e-05,2.7907997779408333e-07,6.393701823981246e-06,1.898154300405963e-08,1.1799337507056862e-08,2.4111690422046195e-08
1973,1.5245662325469311e-05,1.4279197646516195e-07,6.3947650232876185e-06,1.8193571982294543e-08,1.2129047988196362e-08,2.866866033457427e-08
1974,1.4327206372399814e-05,1.642666935808279e-07,6.323705292743398e-06,1.2938814908380891e-08,1.1813700462326437e-08,3.431598827319249e-08
1975,1.411763696523849e-05,1.3536207355002716e-07,5.900530140934279e-06,1.3707552870556583e-08,1.3707551982378163e-08,3.198428899509054e-08
1976,1.468033588025719e-05,1.4683764248957232e-07,5.958065685263136e-06,1.9425991037991253e-08,1.3141111976366915e-08,4.056603941648973e-08
1977,1.4318778994493186e-05,1.5749774995299504e-07,6.024876711308025e-06,1.1753563899929986e-08,1.1753563899929986e-08,2.703319701424789e-08
1978,1.5937417629174888e-05,1.3841577839457386e-07,6.48177910989034e-06,1.900989232694883e-08,1.7227715254364284e-08,2.5544542481270582e-08
1979,1.523502760392148e-05,1.4161775041543478e-07,6.454726644733455e-06,2.1067104061245345e-08,1.462993370893173e-08,2.808947208166046e-08
1980,1.4600035683542956e-05,1.3360103690018832e-07,6.361683517752681e-06,1.8760996756128634e-08,1.3644361640530178e-08,4.036456857647863e-08
1981,1.4748018656973727e-05,1.1385989129308882e-07,6.350851890601916e-06,1.5181318868684457e-08,1.2018544381930951e-08,3.0362638625547334e-08
1982,1.5033328963909298e-05,1.2787455094809275e-07,6.310546723398147e-06,1.6760255849845862e-08,6.2075020679230875e-09,4.779776929808577e-08
1983,1.4609851859859191e-05,1.1872793859168951e-07,6.155538358143531e-06,1.5788290674834116e-08,8.209910418166544e-09,3.915495838668903e-08
1984,1.4866338460706174e-05,1.2873798738155529e-07,6.001394012855599e-06,2.8995041922996734e-08,1.5077422532705498e-08,3.653375202361531e-08
1985,1.4967309653002303e-05,1.4858428709629834e-07,6.134064733487321e-06,9.624892882698077e-09,1.5640450934384376e-08,3.0679345286444004e-08
1986,1.556168353999965e-05,1.3547537225377937e-07,6.447069154091878e-06,2.038125046510686e-08,1.3787316177626963e-08,4.555808885697843e-08
1987,1.4749067304364871e-05,1.2160525209026218e-07,6.3485276768915355e-06,1.7721369260925712e-08,1.588812459374367e-08,3.116516467116526e-08
1988,1.5173679457802791e-05,1.5471108660847221e-07,9.11476217879681e-06,1.9788627181327456e-08,2.098793827620682e-08,3.537966719591168e-08
1989,1.5612609786330722e-05,1.9043784149630483e-07,6.731181656505214e-06,1.6464366758839333e-08,2.030605195102453e-08,3.018467253923518e-08
1990,1.4693921912112273e-05,1.4438925255433332e-07,6.336236310744425e-06,2.0704873815446945e-08,1.0352436741190019e-08,4.195461400513523e-08
1991,1.5120821444725152e-05,1.2719379594017255e-07,6.3473808040726e-06,1.1136783939491579e-08,8.20605094986604e-09,3.04796188288492e-08
