year,petit_ADJ air_NOUN,petit_ADJ père_NOUN
1800,3.5529058095562505e-07,7.231578269539796e-08
1801,3.119349116786907e-07,1.4287095506659853e-08
1802,1.4769744893783354e-07,1.3427040812530322e-08
1803,1.8138155155611457e-07,1.950339179046523e-08
1804,3.6583392670763715e-07,4.943701981119375e-08
1805,2.75759134638065e-07,4.264316633140197e-08
1806,3.4580028795971884e-07,3.1698359492793315e-08
1807,2.8469551693888207e-07,1.1103125174827255e-07
1808,2.01680592226694e-07,3.399110859447774e-08
1809,1.6942729530455836e-07,4.969867051229926e-08
1810,4.7504573785772664e-07,8.658468830802235e-08
1811,3.685402987230191e-07,7.270522495161913e-08
1812,3.040617286842462e-07,2.400487453257938e-08
1813,4.256097554389271e-07,8.627224623580787e-08
1814,2.454408161156607e-07,6.608022040666128e-08
1815,1.3755840200246894e-07,4.585280133362346e-08
1816,1.9004352225238108e-07,6.952811659743929e-09
1817,2.2574664626517915e-07,2.6466848823680778e-08
1818,2.8253191430849256e-07,2.980294233623226e-08
1819,1.72862542058283e-07,6.210630043579357e-08
1820,3.2395493576586887e-07,4.9839220750413915e-08
1821,3.885426451688545e-07,6.409967545639716e-08
1822,4.541603857433074e-07,5.3135764233047666e-08
1823,4.733807088541653e-07,1.6998221497033228e-07
1824,3.023179431238532e-07,4.6316120716483056e-08
1825,3.96244928424494e-07,1.8491431275080572e-08
1826,1.7263648999232828e-07,5.372870282016606e-08
1827,1.5485018423078145e-07,4.4242909946756726e-08
1828,1.8894940012614825e-07,5.870272795638343e-08
1829,1.997550072019294e-07,6.944272379350025e-08
1830,2.3065406651312514e-07,6.470838043171057e-08
1831,2.463410453401593e-07,1.4032085271509231e-08
1832,3.0577731990888424e-07,6.223785764536416e-08
1833,3.0349107760230254e-07,5.79181431703546e-08
1834,2.529657763261639e-07,3.4537764426190165e-08
1835,3.910116390670737e-07,3.1764969321557146e-08
1836,2.2380098130270198e-07,3.2931674887048956e-08
1837,2.539630088449485e-07,8.210311386314117e-08
1838,1.944145822108112e-07,7.511472777110839e-08
1839,2.663751956788474e-07,6.15249812208063e-08
1840,2.2039122882233642e-07,4.586175750276311e-08
1841,2.7544152203518024e-07,3.024078298885513e-07
1842,4.534787194643286e-07,6.037438549100216e-08
1843,3.177918017627235e-07,1.3467757420393411e-07
1844,2.848563269708393e-07,5.5983324087627295e-08
1845,2.7454720452624315e-07,2.2041901104330464e-07
1846,2.3418004957420635e-07,1.129918747455605e-07
1847,1.623360361691084e-07,5.986478157637976e-08
1848,1.7860392631519062e-07,6.516629480479708e-08
1849,1.893747736403384e-07,9.384944377188731e-08
1850,2.3489926093134272e-07,1.0414320117391185e-06
1851,1.683303452182372e-07,1.534966467264809e-07
1852,2.897192814543814e-07,1.5039359757551551e-07
1853,2.9441625315485e-07,1.295909228815617e-07
1854,2.8472240387600323e-07,1.2729378068288e-07
1855,4.410064775584033e-07,1.698219840307047e-07
1856,3.753462181066425e-07,1.4030182676760816e-07
1857,3.7148285514376767e-07,1.659713135815366e-07
1858,4.507075743731548e-07,2.530030469571898e-07
1859,3.966802921695489e-07,1.1559233303870542e-07
1860,4.0004587731345964e-07,1.7713702238353335e-07
1861,3.5605526704785007e-07,1.5562679589464778e-07
1862,3.0767486691729573e-07,2.539108290289249e-07
1863,3.2864605259419477e-07,1.6482248332838623e-07
1864,3.332336007133563e-07,2.0281699075752613e-07
1865,3.1818268553251983e-07,1.948633543968903e-07
1866,4.0579212168267986e-07,3.0556048891128285e-07
1867,4.67325747877112e-07,2.261410152470944e-07
1868,3.1960985324985813e-07,1.9018515151625337e-07
1869,4.6002750764273515e-07,2.8959267339701e-07
1870,4.0826427039064583e-07,2.465640971394123e-07
1871,3.1651109111408005e-07,1.8693271464087502e-07
1872,4.317800232911395e-07,2.5822138871589573e-07
1873,3.0229321623664873e-07,2.4782058793970663e-07
1874,4.463032894364005e-07,2.144884634347477e-07
1875,3.7704865007981425e-07,2.191344954383112e-07
1876,4.927501890961139e-07,3.01696151394637e-07
1877,5.127212716615759e-07,2.2389034115555262e-07
1878,3.7744302971987054e-07,1.7030230770043175e-07
1879,5.34565970156109e-07,2.6331191982365e-07
1880,4.0239896748062165e-07,3.4335477039348916e-07
1881,4.176532115707232e-07,2.914508221985024e-07
1882,4.944951115248841e-07,3.2411725969794247e-07
1883,4.278192591300467e-07,2.546693509408726e-07
1884,4.984281076758634e-07,2.231373592564978e-07
1885,4.350804090336169e-07,2.1012771811435016e-07
1886,3.872078195854556e-07,3.1299298552944776e-07
1887,4.563718221106683e-07,3.871652203280007e-07
1888,4.894954486189818e-07,2.8659578577006073e-07
1889,4.335474557137786e-07,2.455933548750622e-07
1890,4.679831988596561e-07,3.074007124403977e-07
1891,4.066752410381014e-07,2.5815591264688464e-07
1892,3.87394067047353e-07,4.04945893706099e-07
1893,3.1777429398971435e-07,2.64196063470834e-07
1894,4.26614207071907e-07,2.2937603638695236e-07
1895,4.122750851820456e-07,2.0583660997886e-07
1896,4.3107280589538277e-07,2.6713541112499684e-07
1897,3.8689378811795905e-07,2.756035382134314e-07
1898,4.3173247377126245e-07,2.642451697454362e-07
1899,4.3778419467344065e-07,2.3768587631423088e-07
1900,3.763513518606487e-07,2.1750512413376555e-07
1901,4.06301325028835e-07,3.319710977223167e-07
1902,3.928226988136885e-07,2.582809348616877e-07
1903,4.3039756292273523e-07,3.466941480567698e-07
1904,3.568751196780795e-07,2.4347051308382106e-07
1905,3.27192111626573e-07,3.633174294748187e-07
1906,3.600929119329521e-07,2.489785249082388e-07
1907,4.253131464793114e-07,2.0057089145097962e-07
1908,4.204148922326567e-07,3.3790356646079545e-07
1909,4.2962682300640154e-07,3.487623505549209e-07
1910,4.3661711401909997e-07,2.276608137563585e-07
1911,3.692339589633775e-07,2.1707126407477517e-07
1912,4.573871876800695e-07,2.052511920425104e-07
1913,4.6613280346718966e-07,2.0734689787360594e-07
1914,3.6631189459512825e-07,2.3438603635739241e-07
1915,4.3117589143548685e-07,1.8260181011697796e-07
1916,3.230313723179279e-07,2.1205802003265717e-07
1917,3.728584374584898e-07,3.936946475491254e-07
1918,3.9742860735714203e-07,2.6763257299222687e-07
1919,4.649963329939055e-07,2.2835463830972458e-07
1920,4.5054778752273705e-07,2.657853368503993e-07
1921,4.657239571770333e-07,2.037069020133231e-07
1922,5.016996169615595e-07,3.224157687498064e-07
1923,5.881234983462491e-07,3.428951278472425e-07
1924,5.504723503690911e-07,2.0884431606305043e-07
1925,6.092990361139528e-07,4.34428026885314e-07
1926,6.409029538190225e-07,4.179802015613632e-07
1927,6.834474675088131e-07,2.965693877143849e-07
1928,5.107440301799215e-07,2.5822852722789946e-07
1929,5.837572985001316e-07,2.116677260133315e-07
1930,5.272809175949078e-07,3.518707174521296e-07
1931,4.790250045516586e-07,2.0187481997169243e-07
1932,4.975629508408019e-07,3.4193753517541836e-07
1933,4.680030087911291e-07,2.0761898422705372e-07
1934,4.00184774207446e-07,2.576039719315304e-07
1935,4.595821110342513e-07,2.872388176200502e-07
1936,4.4861442916044325e-07,1.770208317708466e-07
1937,4.1298866904071474e-07,2.455268113266129e-07
1938,4.0710773419050383e-07,2.230016851179073e-07
1939,3.93057092651361e-07,2.844693502979112e-07
1940,5.375860041567648e-07,2.0539842182643042e-07
1941,4.810949008060561e-07,2.4202321036170815e-07
1942,6.341502398754528e-07,2.609422118382554e-07
1943,5.05162915942492e-07,2.612911660371253e-07
1944,4.884042823505297e-07,3.084658803942375e-07
1945,6.949427984181966e-07,2.0042236670292368e-07
1946,5.763337185271666e-07,3.730855855366144e-07
1947,6.067723461455898e-07,3.790836951012011e-07
1948,5.490303465194302e-07,3.0332566680613127e-07
1949,5.340452275959251e-07,3.5243061091705385e-07
1950,5.860084115738573e-07,3.8606360774906534e-07
1951,4.925567509417306e-07,2.1536032179803044e-07
1952,6.284703317760432e-07,3.100172243364341e-07
1953,5.45155671716202e-07,2.7150044656920613e-07
1954,5.453075004879793e-07,3.3812974931102247e-07
1955,4.786659815181338e-07,2.712440654306647e-07
1956,5.939097604823473e-07,2.659948203920237e-07
1957,4.5500445366997155e-07,2.624006185669714e-07
1958,5.037796313445142e-07,3.060729945048024e-07
1959,4.642697888357361e-07,3.19330808018492e-07
1960,5.30135821463773e-07,3.7926167451018955e-07
1961,4.995726499146258e-07,2.9946566204586134e-07
1962,5.12430062826752e-07,3.938355064292409e-07
1963,5.619000376100303e-07,3.3946778277282874e-07
1964,5.262632498670428e-07,3.303594935388787e-07
1965,4.4925477027391025e-07,2.768853910595226e-07
1966,5.450449407362612e-07,2.730763926095392e-07
1967,4.881032396042428e-07,2.6574509259802426e-07
1968,5.308853587848716e-07,3.179922547502656e-07
1969,4.051248083669634e-07,2.602427189302148e-07
1970,4.115858871500677e-07,2.6902541128137614e-07
1971,5.503223974301363e-07,3.920597198003861e-07
1972,4.663303627694404e-07,2.8677521513031934e-07
1973,3.5284503496768593e-07,2.3375983548845625e-07
1974,3.707251607920625e-07,1.721425002543242e-07
1975,3.3697733670123853e-07,2.832894141491238e-07
1976,3.548100266925758e-07,2.816768756019883e-07
1977,3.196969373675529e-07,2.7855945461396914e-07
1978,4.199998215881351e-07,2.483167138578324e-07
1979,3.979342011461995e-07,2.7621313769543576e-07
1980,4.2922889065266645e-07,3.2462209276218346e-07
1981,4.611325721270987e-07,2.4922665620152884e-07
1982,3.929349077225197e-07,2.886488523756725e-07
1983,4.117586058782763e-07,2.620856145441053e-07
1984,4.2564721525195637e-07,2.7139359670691476e-07
1985,3.9221438896674954e-07,2.9416078284327796e-07
1986,4.615753823600244e-07,2.9253088218439416e-07
1987,3.941476904856245e-07,2.413772719478402e-07
1988,3.747846051282977e-07,2.644480279201389e-07
1989,3.7154586607357487e-07,3.01846717398746e-07
1990,4.5278289917405345e-07,3.552520579930274e-07
1991,3.9330430467998667e-07,3.006931557081316e-07
1992,4.176537800049118e-07,3.305966433941876e-07
1993,4.292885762424703e-07,3.1462698757422913e-07
1994,4.436213316694193e-07,3.5658504504709754e-07
1995,4.408452412008046e-07,3.242625510324615e-07
1996,4.4359546791383764e-07,3.1441363379514087e-07
1997,3.8263257806647744e-07,2.805013270545942e-07
1998,3.943242745663156e-07,2.746442486767364e-07
1999,3.3453872561040043e-07,2.8883671898682906e-07
2000,3.591859467633185e-07,2.8142861019375687e-07
2001,3.456776198618172e-07,2.593677388418314e-07
2002,4.0219612174041686e-07,2.865318844413878e-07
2003,3.8544035874110705e-07,2.766836777468029e-07
