year,grand_ADJ arc_NOUN,grand_ADJ parc_NOUN
1800,2.4524482000742864e-07,3.99308899723394e-07
1801,2.5954889792956237e-07,1.6668277891263017e-07
1802,4.498058672197658e-07,2.439245747609675e-07
1803,3.237563248603692e-07,2.515937467251206e-07
1804,4.0785539567878004e-07,1.656140113936999e-07
1805,5.68575558190787e-07,2.9850214677829e-07
1806,3.054569219784753e-07,6.022688623374961e-07
1807,2.135216305987342e-07,1.537355793779227e-07
1808,2.583324487659411e-07,2.583324314464619e-07
1809,2.6656559271032165e-07,2.4397530040687343e-07
1810,6.482151206910203e-07,1.6848913109157593e-07
1811,3.434695088344597e-07,1.9805906781300564e-07
1812,3.947468201204174e-07,4.5342539500836665e-07
1813,2.415623043816595e-07,1.6104153144347322e-07
1814,3.4613449884091096e-07,1.3845379243093703e-07
1815,5.151696882421675e-07,1.6722785622924619e-07
1816,4.658383829792001e-07,1.83090712368994e-07
1817,4.3436767782623065e-07,5.293369804704184e-07
1818,3.445220215780864e-07,3.326008481963072e-07
1819,3.5090059213871427e-07,2.805134560190936e-07
1820,3.168350417581678e-07,3.6667426961400906e-07
1821,2.9485849495358707e-07,3.333182974074589e-07
1822,1.8246620925310708e-07,4.551629615434649e-07
1823,1.6504086564061993e-07,3.8344825004088534e-07
1824,2.7537038249647594e-07,3.309497174086573e-07
1825,3.029072388471832e-07,3.8655895173711485e-07
1826,3.091602422955475e-07,5.117439155766235e-07
1827,2.6453574264451163e-07,3.0877864065637084e-07
1828,2.7975517458145305e-07,2.8342410490767023e-07
1829,2.63196511696151e-07,2.246172153275161e-07
1830,4.1121134586319386e-07,2.243919681177431e-07
1831,3.5392037034398527e-07,3.882210444228207e-07
1832,4.1807604134191934e-07,2.232444941130396e-07
1833,2.872739912618272e-07,3.115996207725402e-07
1834,2.64167226760037e-07,2.7163484617176437e-07
1835,2.3143049077134492e-07,2.442877331532145e-07
1836,2.6546962317297584e-07,2.9504092696752693e-07
1837,2.024746237339059e-07,2.5117986146572235e-07
1838,2.5374890810780926e-07,3.2318269904685337e-07
1839,2.3141782889979368e-07,1.6849455264367208e-07
1840,3.643462022639987e-07,2.1593245230766556e-07
1841,3.2937413152467343e-07,1.7207070301950012e-07
1842,2.851012652627105e-07,2.643056404849631e-07
1843,2.4690888267286937e-07,1.7543525221430656e-07
1844,2.4698525180610886e-07,1.7782938610544363e-07
1845,3.180730061558279e-07,2.2265108801100553e-07
1846,3.2726663334869954e-07,1.5514428342022768e-07
1847,2.588747269882674e-07,2.7397574964282967e-07
1848,2.2124359588815423e-07,1.8906271348484438e-07
1849,3.9550837982460507e-07,2.1954066653506743e-07
1850,2.8106444460718194e-07,2.2471576599514265e-07
1851,4.966067876921443e-07,2.5991237229128217e-07
1852,3.0859985145070823e-07,1.5820625454132653e-07
1853,3.5114959473503404e-07,2.2693341095170183e-07
1854,2.441962294597033e-07,6.364688923676809e-07
1855,3.226617657503539e-07,2.1705373498548397e-07
1856,2.630012261306547e-07,2.536822678034234e-07
1857,2.7922231993215973e-07,4.359187500968531e-07
1858,3.366849057329091e-07,3.6947254988817235e-07
1859,2.8668935669884377e-07,5.270399605628029e-07
1860,3.4191563713648065e-07,3.492391402459827e-07
1861,3.2775948410890265e-07,2.4523011082910884e-07
1862,2.882475200749468e-07,3.162590338501303e-07
1863,3.646073309937492e-07,3.181573504651425e-07
1864,5.125564257468795e-07,1.5391077134996323e-07
1865,3.9113875438534507e-07,2.0663046385038797e-07
1866,4.2768738239828963e-07,2.3841502744259557e-07
1867,6.002927648296463e-07,3.1057994576144665e-07
1868,6.955342541914433e-07,2.114266033359513e-07
1869,2.8959267650563447e-07,3.281724827441934e-07
1870,4.254664092151472e-07,2.316555711701085e-07
1871,3.1438685255125165e-07,4.089153358144415e-07
1872,2.951101691905933e-07,3.265563268683991e-07
1873,2.9511002708204614e-07,3.160610372310302e-07
1874,4.0029880254977e-07,5.054519289782178e-07
1875,4.4170189522629855e-07,3.667498782444767e-07
1876,3.083467425835096e-07,2.763028770225162e-07
1877,2.7707974936674873e-07,2.6409164011198527e-07
1878,2.6571989386603434e-07,2.838371749858126e-07
1879,3.3479101246847165e-07,3.103537213888785e-07
1880,2.612063383367058e-07,2.284753228831704e-07
1881,3.430473607402007e-07,3.772126509482554e-07
1882,2.6754648274618376e-07,4.212858908392292e-07
1883,2.3191973608227556e-07,3.671535895866107e-07
1884,3.386670446303697e-07,3.228229914498115e-07
1885,2.481569651990867e-07,3.6353385485243805e-07
1886,3.362254687999666e-07,3.4848705632306576e-07
1887,2.5136358772215317e-07,4.779172944058274e-07
1888,3.740962721821006e-07,3.379547761639401e-07
1889,3.195219866469756e-07,4.147520494268697e-07
1890,2.5824282356978756e-07,4.961670607706026e-07
1891,2.8875216706580886e-07,2.9576382121199174e-07
1892,2.776950898120134e-07,3.4727557451930124e-07
1893,3.245485518110769e-07,2.5126340180703366e-07
1894,2.1992372611912003e-07,3.358720521706715e-07
1895,2.046328930749297e-07,3.4185731556668486e-07
1896,3.579496679062544e-07,3.131322374727574e-07
1897,2.4646998830757383e-07,2.680288254675034e-07
1898,2.387825759342377e-07,3.643980641676592e-07
1899,3.510012138718821e-07,3.156247281310698e-07
1900,3.4520502367740846e-07,3.3378471353540107e-07
1901,3.034685107650148e-07,3.638268979422321e-07
1902,3.0345555046551453e-07,5.057592313839621e-07
1903,2.8243151950491097e-07,4.843997469805572e-07
1904,2.907672342900014e-07,4.5469330345326853e-07
1905,2.4100745577015914e-07,4.825309734002303e-07
1906,2.97848271380019e-07,3.132808372718898e-07
1907,2.406850732050714e-07,3.800561136912961e-07
1908,2.1610112077574684e-07,4.734579128751193e-07
1909,3.674656907648455e-07,3.5921422547602333e-07
1910,3.425600475503998e-07,4.435644929134952e-07
1911,2.5005759352048074e-07,4.3839882390983576e-07
1912,2.662014315646388e-07,3.6570138206570846e-07
1913,3.547700191397496e-07,3.712092668806122e-07
1914,2.2099254692875547e-07,5.02925443512936e-07
1915,2.203002420486655e-07,3.439982565467403e-07
1916,2.6260032925939925e-07,3.845611789010661e-07
1917,2.2261842080872896e-07,4.068543462132368e-07
1918,2.6992984203388914e-07,4.950628120781175e-07
1919,2.6426525678857615e-07,4.58550835524818e-07
1920,2.082363721456204e-07,3.4377931257267846e-07
1921,2.907934919527122e-07,4.982867887193265e-07
1922,2.530631775243819e-07,3.364338647671161e-07
1923,2.6327551116978043e-07,3.3546395927785966e-07
1924,2.3204923826902757e-07,4.16399481117935e-07
1925,4.575242025239845e-07,3.7723749723994615e-07
1926,3.577910376861837e-07,4.369286248362414e-07
1927,3.066036837751085e-07,3.355916686764715e-07
1928,2.9707707849269127e-07,3.0279008811362473e-07
1929,3.2418582862625556e-07,2.751680296952941e-07
1930,2.6784189266493286e-07,3.487196278406657e-07
1931,2.7030694571550384e-07,3.6040926154612407e-07
1932,3.441294609274337e-07,4.055028632876656e-07
1933,3.487081414732529e-07,3.292080013039822e-07
1934,3.28295302054471e-07,3.594473980683688e-07
1935,3.5186755464877706e-07,3.69819975531982e-07
1936,3.2736729949078835e-07,2.594688859325345e-07
1937,2.7070903474424313e-07,3.978793481351772e-07
1938,3.189442665529896e-07,3.085721180795531e-07
1939,2.967045835688964e-07,2.798811227222586e-07
1940,2.5357828858929565e-07,2.63721427806729e-07
1941,2.508777274812246e-07,2.5973223483077845e-07
1942,3.580369805078476e-07,2.0632640040929573e-07
1943,7.287120524779311e-07,3.3096882146033124e-07
1944,3.084658715124533e-07,4.112878215778437e-07
1945,2.67955999611047e-07,3.5291766309342165e-07
1946,2.422272036284312e-07,2.867747435075785e-07
1947,1.7046845002255395e-07,3.1351891327524584e-07
1948,2.2069932370527567e-07,2.5548936477548523e-07
1949,2.817481319361548e-07,2.640775302875653e-07
1950,2.4142269694493734e-07,1.9781772531146657e-07
1951,2.3881540145431757e-07,2.569397772322901e-07
1952,2.920910624482076e-07,2.4780289409331857e-07
1953,1.9716104304734472e-07,2.3055990983067431e-07
1954,2.4626790029458334e-07,3.088121540706368e-07
1955,2.4121011765743106e-07,2.515342938380627e-07
1956,3.532062446964801e-07,2.5640156064987707e-07
1957,2.350119991945121e-07,2.323614912147498e-07
1958,2.216961294543296e-07,2.2665947474465042e-07
1959,2.5499961342489996e-07,2.596500463525331e-07
1960,2.2215875272735275e-07,2.4361333994527e-07
1961,1.8829512349327615e-07,2.6611450021363225e-07
1962,2.0928455635171872e-07,2.1626070711988632e-07
1963,2.541159006552718e-07,2.592887400343358e-07
1964,2.050297388533906e-07,3.3035947732962256e-07
1965,2.8290464459956866e-07,2.834518382233142e-07
1966,2.1713172593251784e-07,2.7529202029086264e-07
1967,2.57363528599619e-07,2.2876757022061156e-07
1968,2.4343474325227987e-07,2.973317245746898e-07
1969,1.9029965248051894e-07,3.4063184806143454e-07
1970,1.558967830384006e-07,2.3591458919725028e-07
1971,2.0913277543055386e-07,3.1190073901399273e-07
1972,1.9186749100619238e-07,2.667676337608782e-07
1973,2.0343721507387613e-07,2.547100215188891e-07
1974,1.918319880722663e-07,2.289607650141079e-07
1975,1.9933065598110034e-07,2.3531297932422035e-07
1976,1.7026310272783007e-07,2.39968134696511e-07
1977,1.357536643098456e-07,2.244930668027223e-07
1978,1.8356427222698812e-07,2.9405927381986885e-07
1979,2.071598519393092e-07,2.1359702351286813e-07
1980,1.7680819230925238e-07,2.6379099549167506e-07
1981,1.986222528671533e-07,2.397383223051719e-07
1982,1.924325727653553e-07,2.5450758855960487e-07
1983,1.8503876120234963e-07,3.0313516852231714e-07
1984,2.0934421307572393e-07,2.661744880061434e-07
1985,2.0452896665190679e-07,3.1581678916481337e-07
1986,1.8822684078045882e-07,2.5656397451001567e-07
1987,2.0837885239544107e-07,2.927081258485842e-07
1988,1.870924815072783e-07,2.362642254616354e-07
1989,1.5202098779809603e-07,3.303849419600269e-07
1990,1.8361953735279712e-07,2.7079795295037457e-07
1991,1.8170542182005534e-07,2.696274058466841e-07
1992,1.493194810020526e-07,2.9974096471541145e-07
1993,1.6728406793120598e-07,2.575731476994747e-07
1994,1.6616019116177938e-07,2.764061669546791e-07
1995,2.0822211044269068e-07,2.619043732998705e-07
1996,1.6921752532539358e-07,3.170826672338478e-07
1997,1.3090061434795075e-07,2.85296208435426e-07
1998,1.3779892960030793e-07,2.636775466857699e-07
1999,1.6681234704662984e-07,3.5876078485763685e-07
2000,1.4535324055486853e-07,3.3444498193091476e-07
2001,1.542186596203976e-07,3.1544724166110427e-07
2002,1.5378087958595188e-07,4.3549342043647243e-07
2003,1.58759756452298e-07,3.087689917080638e-07
2004,1.506438636056373e-07,3.9026449449863776e-07
2005,1.4592149177872216e-07,3.3688045819602053e-07
2006,1.2683100347743448e-07,4.1384794702281624e-07
2007,1.3741009685652728e-07,5.296679632671442e-07
2008,1.4049551388950476e-07,6.633091063079632e-07
2009,1.3160211675966593e-07,6.584873926129831e-07
2010,1.336833435061635e-07,6.840052049206236e-07
2011,1.2810305483057505e-07,1.2011095971153907e-06
2012,1.943828333850206e-07,1.1162544693021914e-06
2013,1.7069445590323085e-07,7.695195747281502e-07
2014,1.4075393617307697e-07,7.414484286538681e-07
2015,2.1811101191815396e-07,8.810886980015198e-07
2016,2.500107392222617e-07,8.457281395202187e-07
2017,1.3131491027884579e-07,6.99843047513582e-07
2018,1.801863791506264e-07,7.945754523230875e-07
2019,1.4795729197381036e-07,9.175903046276801e-07
