year,tout_DET or_NOUN,tout_DET porc_NOUN
1892,3.949162885596991e-08,1.8805537127519756e-09
1893,2.2786141251618375e-08,8.005941742883493e-09
1894,3.465846609707057e-08,0.0
1895,3.4306102847381226e-08,4.213030146971164e-09
1896,1.6511681522057842e-08,4.717623180994224e-09
1897,1.8062812245922544e-08,1.3984112534615178e-08
1898,2.2067583871354657e-08,3.96084842702038e-09
1899,1.4371703827009696e-08,6.080336234504102e-09
1900,2.1283317441778138e-08,2.07642125715779e-09
1901,2.2913829722526202e-08,2.235495566438317e-09
1902,3.338992993207057e-08,4.910283846193408e-10
1903,2.8621168546294484e-08,1.6200660812870638e-09
1904,8.599400302955473e-09,3.7622376325430196e-09
1905,2.8384175565498992e-08,0.0
1906,2.1605575106775632e-08,1.0288369045596824e-09
1907,2.674278520853335e-08,0.0
1908,3.3397447030125704e-08,4.911389073214423e-09
1909,1.9253442284927758e-08,4.400786735025974e-09
1910,1.8704527149360217e-08,4.275320542035388e-09
1911,2.6601871261355825e-08,1.5961122423746588e-09
1912,2.7088990162127402e-08,0.0
1913,3.6590627860988434e-08,0.0
1914,1.9420556107707654e-08,1.3393487430235496e-09
1915,9.424609426211816e-09,2.3561523843085297e-09
1916,1.7579939504130948e-08,1.0987461607214755e-08
1917,1.5352993543160665e-08,2.1932848870420685e-09
1918,1.1486376294556067e-08,1.1486376294556067e-09
1919,1.2890987610703064e-08,0.0
1920,2.1202248845497706e-08,7.572231730534895e-10
1921,2.9533714807072897e-08,3.786373770076068e-09
1922,3.09873291470808e-08,7.377935484775833e-10
1923,3.1847843917631735e-08,0.0
1924,1.160246199116699e-08,1.289162443462999e-09
1925,4.069325765243548e-08,2.1996355847875293e-09
1926,1.4489979549558996e-08,0.0
1927,4.5711820995109065e-08,0.0
1928,1.8281665736807895e-08,1.1426041224282812e-09
1929,1.7824650200282122e-08,2.2280811862174232e-08
1930,2.520864939015155e-08,2.100720708497761e-09
1931,2.737285598186645e-08,6.843213995466613e-09
1932,1.0959536833610173e-08,3.287861094491973e-09
1933,1.9500125736371388e-08,6.882397540763918e-09
1934,2.6359476379411717e-08,2.3963160344919743e-09
1935,2.5133397585364037e-08,9.574627313213568e-09
1936,1.9399543305098632e-08,7.274828739411987e-09
1937,1.3850229851897211e-08,3.777335333410292e-09
1938,3.630259959308546e-08,1.6854778683850213e-08
1939,1.6823455517567254e-08,5.199977159975333e-08
1940,2.7893612308815818e-08,2.5357829169792012e-09
1941,3.246652813260198e-08,5.9030051957620344e-09
1942,1.2136847082899749e-08,1.2136847082899749e-08
1943,8.709705623388686e-09,0.0
1944,3.855823393905666e-08,0.0
1945,1.9606535950345005e-08,0.0
1946,3.062642850437669e-08,2.7842208538686464e-09
1947,3.337843845763189e-08,3.5762612871081956e-09
1948,3.37028520647209e-08,2.174377566888097e-09
1949,1.3743811755340118e-08,9.817008317369869e-10
1950,1.5953042220573366e-08,1.0635361480382244e-09
1951,4.0513328247726577e-08,2.1322803522849654e-09
1952,2.10896083929768e-08,0.0
1953,1.7238123595220145e-08,2.1547654771580937e-09
1954,1.5636057337786724e-08,9.772536113672459e-10
1955,2.627970330237872e-08,9.385607846468247e-10
1956,2.703553958482985e-08,3.488456634670456e-09
1957,1.855357939506419e-08,8.835037701437898e-10
1958,1.4062814079895958e-08,2.4816730892496253e-09
1959,1.8601794327111065e-08,3.1002992395556817e-09
1960,1.7994166823243063e-08,1.3841666701708277e-09
1961,2.0844478365589225e-08,6.948159270159238e-10
1962,2.5367825173816527e-08,3.805173953708163e-09
1963,1.9398158968009227e-08,3.233026624194224e-09
1964,2.8594651091395917e-08,1.825190498738749e-09
1965,2.188817349590977e-08,2.7360217424998723e-09
1966,1.9940669560014612e-08,3.877352328096606e-09
1967,4.240088674611897e-08,9.860671168482327e-10
1968,2.470278670507753e-08,3.1439910119779313e-09
1969,1.4533625192214572e-08,9.083515606356229e-10
1970,1.6095537624938316e-08,1.3796175313274261e-09
1971,2.1067429578636165e-08,2.0553589941130213e-09
1972,2.872882304272295e-08,1.0260293725750103e-09
1973,3.08739407373082e-08,1.6539611902288698e-09
1974,1.4626486244395664e-08,1.012602890426706e-08
1975,1.3707552870556583e-08,7.4249242310031605e-09
1976,1.9997343725375316e-08,0.0
1977,1.469195476389018e-08,4.113747342771035e-09
1978,5.04950251611902e-08,1.7821774056514528e-09
1979,1.287434114871644e-08,3.5111840102075575e-09
1980,9.096241204709088e-09,0.0
1981,8.855769562110538e-09,6.325549528618524e-10
1982,1.80017563078394e-08,1.2415004579935385e-09
1983,1.8945948587756334e-08,1.2630632095778083e-09
1984,1.7976925670293298e-08,5.219107812592938e-09
1985,1.564045115642898e-08,2.4062232206745193e-09
1986,1.3187867797803676e-08,4.7955883708539204e-09
1987,1.466596055710312e-08,2.4443267965246207e-09
1988,1.9188972077976985e-08,7.195864348830128e-09
1989,9.329807593161377e-09,5.488122178931576e-10
1990,1.6345952813523468e-08,1.1987032311200352e-08
1991,1.875668864670388e-08,1.7584395606284886e-09
1992,1.9284805363728452e-08,5.509944167592096e-10
1993,1.8833305692744773e-08,2.2156829704300662e-09
1994,1.5297287436766283e-08,2.1099705871385765e-09
1995,1.7894087323000463e-08,1.0844901643380922e-09
1996,2.5622842514394506e-08,2.6690460952494277e-09
1997,1.438468300030138e-08,2.876936688878118e-09
1998,1.287394890692184e-08,2.3840646123929332e-09
1999,7.769341975327748e-09,4.570201161957499e-10
2000,1.5904913719388958e-08,1.3254094488601709e-09
2001,1.6648604495017594e-08,0.0
2002,1.1391175447350577e-08,8.76244299341522e-10
2003,1.1667383725821878e-08,5.000307501390466e-09
2004,1.8940602419803554e-08,4.404791253964646e-10
2005,1.1709748504173945e-08,4.5037495954858286e-10
2006,1.8530504686253835e-08,1.2353669753828456e-09
2007,1.3980677865399471e-08,1.1983438685803094e-09
2008,1.5326782676350348e-08,0.0
2009,1.3350938576905946e-08,9.53638501499654e-10
2010,1.2754240996670774e-08,1.417137907022692e-09
2011,9.942326711920302e-09,3.82397197240536e-10
2012,9.19148274158843e-09,1.0212758139171996e-09
2013,1.171432484348145e-08,5.578250084070646e-10
2014,1.0827226060161621e-08,1.0827225782605865e-09
2015,1.551602757388082e-08,6.649726186358507e-10
2016,1.1806638028355465e-08,2.0713400439298368e-10
2017,7.0437116417298995e-09,2.515611330355938e-10
2018,1.110030711792831e-08,2.5814667070633845e-10
2019,1.0714148235280163e-08,2.55098775436835e-10
