year,fût_VERB heureux_ADJ,fût_VERB peureux_ADJ
1800,6.288328791015374e-08,0.0
1801,4.524246932646747e-08,0.0
1802,3.3567602031325805e-08,0.0
1803,3.705644502360883e-08,1.950339223455444e-09
1804,6.179627121127851e-08,0.0
1805,1.3077237781544682e-07,0.0
1806,3.1698359492793315e-08,0.0
1807,8.54086508184082e-08,0.0
1808,2.945896149242344e-08,0.0
1809,6.325285539787728e-08,0.0
1810,8.424456154898508e-08,0.0
1811,3.008491944456182e-08,0.0
1812,3.467370746079723e-08,0.0
1813,6.039057609541487e-08,0.0
1814,4.090680150170556e-08,0.0
1815,2.1577788444915313e-08,0.0
1816,2.0858434979231788e-08,0.0
1817,6.85024303948012e-08,0.0
1818,4.887682791832049e-08,0.0
1819,6.003609342997152e-08,0.0
1820,6.882559233645225e-08,0.0
1821,7.001656854299654e-08,0.0
1822,7.418955760840618e-08,0.0
1823,4.15072847204101e-08,0.0
1824,7.494790565942822e-08,0.0
1825,8.541280038798504e-08,0.0
1826,4.932471142637951e-08,0.0
1827,6.544264152807955e-08,0.0
1828,6.970948618345574e-08,0.0
1829,5.744027831156018e-08,0.0
1830,6.78394300734908e-08,0.0
1831,4.677361786775691e-08,0.0
1832,7.441482807735156e-08,0.0
1833,6.139323005527331e-08,0.0
1834,6.254136053485126e-08,0.0
1835,4.386591001548368e-08,0.0
1836,4.9061476659062464e-08,6.720750067579218e-10
1837,3.2006298056330706e-08,0.0
1838,8.521418237705802e-08,0.0
1839,5.453350482298447e-08,6.9914751765765e-10
1840,7.006657654073933e-08,0.0
1841,5.072233477676491e-08,0.0
1842,6.641182181965632e-08,0.0
1843,6.202256486176339e-08,5.906911071384968e-10
1844,4.006649589882727e-08,0.0
1845,5.6918324276011845e-08,0.0
1846,3.1614305839866574e-08,0.0
1847,4.260646591092154e-08,0.0
1848,7.482056219032529e-08,0.0
1849,5.027649052635752e-08,0.0
1850,5.159636984330973e-08,0.0
1851,4.127640806927957e-08,0.0
1852,6.575650957074686e-08,0.0
1853,6.449686651421871e-08,0.0
1854,4.052618152172727e-08,0.0
1855,6.739810487488285e-08,0.0
1856,7.040977578753882e-08,5.177189232874468e-10
1857,6.394776619345066e-08,0.0
1858,7.29157747514364e-08,0.0
1859,6.416138376152958e-08,0.0
1860,6.133426211363258e-08,0.0
1861,5.1875602480322414e-08,0.0
1862,6.370360949858878e-08,0.0
1863,4.345320192555846e-08,0.0
1864,6.616724590458034e-08,0.0
1865,4.283228349777346e-08,0.0
1866,3.0166798836717135e-08,0.0
1867,4.173417877950669e-08,0.0
1868,5.4832600682175325e-08,0.0
1869,8.25314714347769e-08,0.0
1870,5.9060702994884196e-08,0.0
1871,9.559059321873065e-08,0.0
1872,3.62840353318461e-08,0.0
1873,3.052862140862089e-08,0.0
1874,5.974609251779839e-08,0.0
1875,5.0921592276154115e-08,0.0
1876,4.6554312405078235e-08,0.0
1877,5.257093604882357e-08,0.0
1878,4.287753085918666e-08,1.2078177347163432e-09
1879,7.086817532808709e-08,0.0
1880,4.8775632421893533e-08,2.5671385017744797e-09
1881,4.8807553554297556e-08,0.0
1882,5.523969548448804e-08,0.0
1883,3.4756364897248204e-08,0.0
1884,3.4328824227713994e-08,0.0
1885,4.5119449509911647e-08,0.0
1886,4.4528899678653033e-08,0.0
1887,2.546280519766242e-08,6.528924623161458e-10
1888,2.8532765483646472e-08,0.0
1889,3.195219733242993e-08,0.0
1890,3.47382496102e-08,6.554386478008212e-10
1891,3.505821055682645e-08,0.0
1892,2.0686091062316336e-08,0.0
1893,2.771287377356657e-08,6.158416554491453e-10
1894,3.528862180246506e-08,0.0
1895,4.513960760732516e-08,0.0
1896,3.597187614445829e-08,0.0
1897,3.787363667129284e-08,0.0
1898,4.2437662273187016e-08,0.0
1899,3.2612710754165164e-08,0.0
1900,3.4780054392058446e-08,0.0
1901,2.6825947685438223e-08,0.0
1902,4.370152595356558e-08,0.0
1903,2.430099144135056e-08,0.0
1904,1.7736262236667244e-08,0.0
1905,4.025391930895239e-08,0.0
1906,3.4980455865252225e-08,0.0
1907,3.085705913008496e-08,0.0
1908,2.161011281032188e-08,0.0
1909,2.53045246978445e-08,0.0
1910,2.8858414324872683e-08,0.0
1911,4.62872549178428e-08,0.0
1912,3.542406545875565e-08,3.646594803896619e-09
1913,3.8711824856818566e-08,0.0
1914,3.214437072074361e-08,0.0
1915,4.123266705846618e-08,1.1780761921542648e-09
1916,3.625862632361532e-08,0.0
1917,4.605898240583883e-08,0.0
1918,5.283732917860107e-08,0.0
1919,1.3811772170413406e-08,0.0
1920,5.2248399384779987e-08,7.572231730534895e-10
1921,3.180553775905537e-08,1.5145494858259667e-09
