year,fût_VERB heureux_ADJ,fût_VERB peureux_ADJ
1922,7.673052948575787e-08,7.377935484775833e-10
1923,4.0340601970001444e-08,0.0
1924,3.609654797287476e-08,0.0
1925,4.6192347724627325e-08,0.0
1926,3.232380052509143e-08,0.0
1927,6.243566019747959e-08,1.1149224876660924e-09
1928,2.170947865920425e-08,2.2852082448565625e-09
1929,4.3447585085232276e-08,0.0
1930,4.7266215830177316e-08,0.0
1931,2.6232321204133768e-08,1.1405356659111021e-09
1932,2.849479585620429e-08,6.575722188983946e-09
1933,3.4411986149507356e-08,0.0
1934,2.875579241390369e-08,0.0
1935,4.0692164304800826e-08,0.0
1936,3.758661648589623e-08,0.0
1937,2.0145789036973838e-08,2.5182236296217297e-09
1938,4.2785206488815675e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,2.5357829169792012e-09,0.0
1941,2.3612020783048138e-08,0.0
1942,4.5513175450651033e-08,0.0
1943,5.516146828199453e-08,2.9032352077962287e-09
1944,3.213186161588055e-08,0.0
1945,3.267756198965799e-08,0.0
1946,2.7842208538686464e-08,0.0
1947,5.1259746669529704e-08,0.0
1948,3.152847583010043e-08,0.0
1949,2.3560819073509265e-08,0.0
1950,4.892266147749069e-08,1.0635361480382244e-09
1951,3.3050344683260846e-08,0.0
1952,3.1634410646574906e-08,0.0
1953,1.8315507332999914e-08,0.0
1954,1.3681550115052232e-08,2.9317608341017376e-09
1955,2.440258128899586e-08,0.0
1956,3.1396108823855684e-08,1.744228317335228e-09
1957,2.5621609722747962e-08,0.0
1958,3.391619785020339e-08,8.272243445794913e-10
1959,2.712761748568937e-08,1.5501495642666896e-09
1960,2.6991250123842292e-08,1.3841666701708277e-09
1961,3.61304266505158e-08,6.948159270159238e-10
1962,3.361236977639237e-08,6.341956404476434e-10
1963,3.427008365974871e-08,0.0
1964,3.1636634645337836e-08,1.8251904432275978e-09
1965,3.009623839034248e-08,5.472043373977442e-10
1966,3.101881773659443e-08,5.539074754423723e-10
1967,4.092178684800274e-08,4.930335584241163e-10
1968,3.0092486724697665e-08,4.4914158503495116e-10
1969,2.815889921237158e-08,0.0
1970,2.115413444414571e-08,1.3796175313274261e-09
1971,1.9525909777939887e-08,0.0
1972,1.7955514408640738e-08,5.130146862875051e-10
1973,1.3231689521830958e-08,5.513203782392395e-10
1974,6.1881286761433785e-09,0.0
1975,1.599214449754527e-08,0.0
1976,1.314111219841152e-08,0.0
1977,1.5279633558407113e-08,0.0
1978,1.7227714366185864e-08,0.0
1979,1.8726314721106974e-08,0.0
1980,1.762396628635088e-08,0.0
1981,1.771153890217647e-08,0.0
1982,1.2415004135846175e-08,0.0
1983,9.47297440490047e-09,0.0
1984,1.797692661398287e-08,0.0
1985,2.1054452403745927e-08,0.0
1986,1.558566253834215e-08,0.0
1987,2.0776777631681398e-08,6.110816852533674e-10
1988,1.3192418713003917e-08,0.0
1989,1.2073869015694072e-08,0.0
1990,8.717841559757744e-09,0.0
1991,1.1136783939491579e-08,0.0
1992,1.2672871640972971e-08,0.0
1993,1.827938511667071e-08,0.0
1994,1.318731612798274e-08,5.274926606624319e-10
1995,9.21816667442954e-09,0.0
1996,6.4057106285986265e-09,0.0
1997,1.2946214766884623e-08,0.0
1998,7.629006759657386e-09,0.0
1999,1.1425503210205079e-08,0.0
2000,1.0603275590881367e-08,0.0
2001,1.1829271784336015e-08,4.3812117822561447e-10
2002,9.63868718173444e-09,0.0
2003,9.58392298855415e-09,8.333845835650777e-10
2004,8.369103632333008e-09,0.0
2005,8.106749049829887e-09,0.0
2006,1.070651389767363e-08,0.0
2007,1.4380126422963713e-08,0.0
2008,1.3198063086861112e-08,0.0
2009,9.53638501499654e-09,0.0
2010,2.172944846279279e-08,0.0
2011,1.3766299211681599e-08,0.0
2012,2.3148919225945974e-08,3.404252713057332e-10
2013,2.398647502843687e-08,0.0
2014,2.7717698358742382e-08,8.661780737106994e-10
2015,3.546520588315616e-08,6.649726325136385e-10
2016,4.349814020088161e-08,0.0
2017,1.33327402451755e-08,0.0
2018,2.6072813241739823e-08,0.0
2019,2.5764975930542278e-08,5.1019755087367e-10
