year,long_ADJ are_NOUN,long_ADJ dard_NOUN
1800,0.0,5.0306631749208464e-08
1801,0.0,1.4287095950749062e-08
1802,0.0,1.7902721083373763e-08
1803,0.0,1.950339223455444e-09
1804,0.0,7.4155526164076946e-09
1805,0.0,7.675770063997334e-08
1806,0.0,5.76333825108577e-08
1807,0.0,1.1387820464392462e-08
1808,0.0,5.211970233176544e-08
1809,0.0,1.581321384946932e-08
1810,4.680253518074551e-09,1.6380887757350138e-08
1811,0.0,2.757784400841956e-08
1812,0.0,9.601949813031752e-08
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,5.394447111228828e-09
1816,0.0,2.3176038865813098e-09
1817,0.0,9.341240669868967e-09
1818,0.0,1.9073883805731384e-08
1819,0.0,1.7596784473994376e-08
1820,0.0,2.966620371580575e-08
1821,0.0,7.88919063410276e-09
1822,0.0,9.023054303725075e-09
1823,0.0,2.9648061783404955e-09
1824,8.421112696055388e-10,3.115811608722652e-08
1825,0.0,1.3208164340028361e-08
1826,0.0,1.4092774947016551e-08
1827,0.0,1.6591091167583727e-08
1828,0.0,1.9261833017480967e-08
1829,0.0,1.800366966620004e-08
1830,0.0,1.0436835395921662e-08
1831,1.5591206103948707e-09,1.5591206548037917e-08
1832,0.0,9.470978667991403e-09
1833,0.0,2.7800709290204395e-08
1834,0.0,1.6802156110884425e-08
1835,0.0,1.739510224751939e-08
1836,0.0,1.68018754465038e-08
1837,0.0,1.6003149028165353e-08
1838,0.0,1.4517972601879592e-08
1839,0.0,7.690622361167243e-09
1840,0.0,7.64362617644565e-09
1841,0.0,3.852329122366882e-09
1842,0.0,6.037438549100216e-09
1843,0.0,1.8902115428431898e-08
1844,0.0,1.866110821424627e-08
1845,0.0,1.5066614622583074e-08
1846,0.0,5.269050973311096e-09
1847,0.0,2.6966118227278457e-09
1848,0.0,8.84974404868899e-09
1849,0.0,2.513824481908955e-09
1850,0.0,1.0183494048021657e-08
1851,0.0,1.1608989325395669e-08
1852,6.510545436100301e-10,3.059956199535918e-08
1853,0.0,1.0152284346531815e-08
1854,0.0,8.832629738719788e-09
1855,0.0,4.2455496895854594e-09
1856,0.0,2.5885946719483854e-09
1857,0.0,1.2203773103180993e-08
1858,0.0,7.34051397444091e-09
1859,0.0,5.601390462572908e-09
1860,0.0,1.1900677776566226e-08
1861,0.0,1.6034276129062164e-08
1862,4.517986262886353e-10,5.873382225018986e-09
1863,0.0,4.495158911765884e-09
1864,0.0,6.712618905169165e-09
1865,0.0,1.0355057256106193e-08
1866,4.865612912574591e-10,8.75810357570117e-09
1867,0.0,3.88224918879132e-09
1868,4.93987406535723e-10,5.9278488784286765e-09
1869,0.0,3.906815315701806e-09
1870,0.0,4.587239033071455e-09
1871,0.0,3.18635318130589e-09
1872,0.0,6.652073114565837e-09
1873,0.0,2.3944017879529156e-09
1874,0.0,4.182226565063729e-09
1875,0.0,1.8881038954532414e-08
1876,0.0,3.627608879952504e-09
1877,0.0,6.184815992682502e-10
1878,0.0,4.831270938865373e-09
1879,0.0,4.887460214320072e-09
1880,6.417846254436199e-10,1.0268554007097919e-08
1881,0.0,5.5780060570498335e-09
1882,0.0,3.9932310791357395e-09
1883,0.0,4.423537092179686e-09
1884,0.0,9.242375753615306e-09
1885,0.0,5.156508553483263e-09
1886,0.0,3.2267319927115068e-09
1887,0.0,7.1818169189441505e-09
1888,0.0,3.804368819970705e-09
1889,6.265136742733546e-10,2.5060546970934183e-09
1890,0.0,9.176140736144589e-09
1891,0.0,3.824531802365527e-09
1892,0.0,3.761107425503951e-09
1893,6.158416554491453e-10,8.005941687372342e-09
1894,0.0,5.041231432301174e-09
1895,0.0,4.814891596538473e-09
1896,0.0,5.89702897624278e-10
1897,0.0,0.0
1898,0.0,1.13167097914868e-09
1899,0.0,5.527578395003729e-10
1900,0.0,6.748368974740515e-09
1901,0.0,3.912117296778206e-09
1902,4.910283846193408e-10,6.38336894454028e-09
1903,0.0,1.1340462791054051e-08
1904,0.0,1.6123875568041512e-09
1905,5.160759042333041e-10,1.5482277682110634e-09
1906,0.0,7.201858220895474e-09
1907,1.5428529565042481e-09,4.114274698707732e-09
1908,0.0,2.4556945366072114e-09
1909,0.0,3.850688656825696e-09
1910,0.0,6.947395991829808e-09
1911,0.0,1.5961122423746588e-09
1912,5.209421227725386e-10,7.814131564032323e-09
1913,0.0,6.363587878865928e-09
1914,0.0,1.2723813114234872e-08
1915,0.0,4.712304768617059e-09
1916,0.0,1.0987461607214755e-08
1917,0.0,2.1932848870420685e-09
1918,0.0,0.0
1919,0.0,1.8415696745321952e-09
1920,0.0,3.028892692213958e-09
1921,0.0,6.815472630705699e-09
1922,0.0,5.902348387820666e-09
1923,0.0,7.431163684401554e-09
1924,0.0,0.0
1925,0.0,8.798542339150117e-09
1926,0.0,1.1146138456652466e-09
1927,0.0,7.804457524684949e-09
1928,0.0,1.1426041224282812e-09
1929,0.0,5.570202965543558e-09
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,0.0,2.2810713318222042e-09
1932,0.0,9.863582839386709e-09
1933,0.0,0.0
1934,0.0,7.188948103475923e-09
1935,2.393656828303392e-09,7.180970484910176e-09
1936,0.0,3.6374143697059935e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,0.0
1941,0.0,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,0.0,1.1136883415474585e-08
1947,0.0,3.5762612871081956e-09
1948,0.0,8.697510267552389e-09
1949,0.0,2.945102384188658e-09
1950,1.0635361480382244e-09,9.571825110299415e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,0.0
1954,0.0,2.9317608341017376e-09
1955,0.0,3.754243138587299e-09
1956,0.0,2.616342476002842e-09
1957,8.835037701437898e-10,7.068030161150318e-09
1958,0.0,2.4816730892496253e-09
1959,0.0,2.325224457422337e-09
1960,0.0,2.7683333403416555e-09
1961,0.0,2.779263708063695e-09
1962,2.5367825617905737e-09,3.805173953708163e-09
1963,0.0,3.879631726988464e-09
1964,0.0,1.034274621503073e-08
1965,0.0,3.830430195250756e-09
1966,5.539074754423723e-10,1.6617224263271169e-09
1967,4.930335584241163e-10,5.423369309198733e-09
1968,0.0,5.838840522187638e-09
1969,0.0,3.1792304344691047e-09
1970,3.6789800095249348e-09,5.518470125309705e-09
1971,5.138397485282553e-10,5.138397263237948e-09
1972,0.0,2.0520587451500205e-09
1973,0.0,2.205281512956958e-09
1974,5.625571675160757e-10,4.500457340128605e-09
1975,0.0,1.1422960355389478e-09
1976,1.142705374768127e-09,5.713526873840635e-10
1977,0.0,4.7014254711541525e-09
1978,0.0,1.7821774056514528e-09
1979,0.0,4.681578680276743e-09
1980,0.0,2.8425752862659692e-09
1981,6.325549528618524e-10,2.5302198114474095e-09
1982,1.2415004579935385e-09,4.966001831974154e-09
1983,1.2630632095778083e-09,6.315316269933646e-09
1984,1.1598016991243298e-09,6.958810416790584e-09
1985,0.0,7.820225356169885e-09
1986,1.1988970927134801e-09,6.593933843390687e-09
1987,6.110816852533674e-10,3.6664902225425067e-09
1988,0.0,4.197587610832443e-09
1989,1.6464366536794728e-09,2.1952488715726304e-09
1990,0.0,5.448650863826288e-09
1991,1.1722930404189924e-09,3.5168792322792797e-09
1992,0.0,8.264915862810085e-09
1993,1.661762283333701e-09,4.4313659408601325e-09
1994,1.0549853213248639e-09,9.494868002946077e-09
1995,1.0844901643380922e-09,5.4224509327127635e-09
1996,1.067618438099771e-09,4.804283193493575e-09
1997,9.58978896292706e-10,5.753873377756236e-09
1998,0.0,4.291316191284977e-09
1999,2.285100553223174e-09,1.0511462811280126e-08
2000,4.4180314962005696e-10,3.5344251969604557e-09
2001,8.762423564512289e-10,6.571817756650944e-09
2002,1.752488598683044e-09,4.381221607729913e-09
2003,1.2500769308587678e-09,5.8336921959778465e-09
2004,8.809582507929292e-10,6.166707589017051e-09
2005,9.007499190971657e-10,4.954124666056714e-09
2006,1.6471559671771274e-09,3.294311934354255e-09
2007,1.5977917877663117e-09,6.7906151812735516e-09
2008,4.257439678578834e-10,8.51487946817997e-09
2009,9.53638501499654e-10,6.198650481792356e-09
