year,long_ADJ essai_NOUN
1990,4.794812968889062e-08
1991,5.5683919697457895e-08
1992,6.171137251209657e-08
1993,5.705383721021917e-08
1994,5.5386727981776573e-08
1995,5.856247042856921e-08
1996,6.085424764101788e-08
1997,4.698996491914187e-08
1998,7.772050913956718e-08
1999,4.478797133167234e-08
2000,5.61089985584573e-08
2001,5.3012664258389464e-08
2002,5.169841238439332e-08
2003,4.4169382817926817e-08
2004,5.990516066534113e-08
2005,4.773974737748432e-08
2006,5.7238671025139354e-08
2007,5.033044062074943e-08
2008,3.916844448781376e-08
2009,3.814554005998616e-08
2010,3.967986084152386e-08
2011,2.370862617340208e-08
2012,2.4510618923390126e-08
2013,2.2034088553724018e-08
2014,2.6634976404982247e-08
2015,2.2830725934785967e-08
2016,2.0091998509386144e-08
2017,2.2388941062212453e-08
2018,1.7037679711506826e-08
2019,1.5561024468979667e-08
