year,en_ADP elles_PRON,en_ADP telle_DET
1800,4.747688514328274e-06,7.294461541462738e-07
1801,4.448049160998835e-06,1.1334428908771343e-06
1802,3.6073982698781037e-06,1.445644699060722e-06
1803,4.286845401324513e-06,6.299595938230595e-07
1804,4.355401558964189e-06,9.763811235075082e-07
1805,3.7412271467474056e-06,1.2650805700786805e-06
1806,2.81250900791008e-06,9.365424489260477e-07
1807,3.917410140275024e-06,5.893197299045028e-07
1808,3.018410461130827e-06,5.642524110172076e-07
1809,3.221377539830428e-06,8.177690276056637e-07
1810,3.7465428874838835e-06,5.639705591420352e-07
1811,2.2112417901176684e-06,1.052972206760927e-06
1812,2.9632682334579385e-06,7.014757770207325e-07
1813,3.332984650938897e-06,4.486156843785949e-07
1814,2.835156010405626e-06,1.0667236018946369e-06
1815,3.7194712410038022e-06,7.012781502169219e-07
1816,5.13581025352039e-06,7.787149272076022e-07
1817,4.244036704292853e-06,7.535267130265311e-07
1818,4.587269099687319e-06,7.593789703719267e-07
1819,3.8754329034773605e-06,1.8021178505023272e-06
1820,4.397717869863982e-06,2.5738397368968435e-06
1821,4.721680387120841e-06,2.3519649197112358e-06
1822,3.9490902565830766e-06,2.7189469591348825e-06
1823,3.85227154353629e-06,3.859189291688381e-06
1824,3.847606230067413e-06,3.6025520273597067e-06
1825,3.387453835657084e-06,2.7464176497460357e-06
1826,3.453610695203224e-06,3.8173803034169396e-06
1827,3.0002223403435835e-06,2.0130524660544324e-06
1828,3.953262023514981e-06,1.8051088890302935e-06
1829,3.541578946553159e-06,1.057929895686982e-06
1830,4.1747342827136436e-06,1.2691192523561767e-06
1831,3.590654691798534e-06,8.310112811216186e-07
1832,3.7045056053841563e-06,6.710864628445279e-07
1833,3.936117174418996e-06,1.034418044554286e-06
1834,3.697407598757252e-06,1.161215612555111e-06
1835,3.969108604451321e-06,2.3483387394662714e-06
1836,4.292543087203171e-06,4.712589827704505e-06
1837,4.103068285132849e-06,4.347986191532982e-06
1838,3.803708876759515e-06,4.361703659583327e-06
1839,4.1179787526601785e-06,2.0946460068671513e-06
1840,4.456871280922314e-06,1.6790499515195734e-06
1841,4.63948819984239e-06,1.6128418192096206e-06
1842,5.2720253158611285e-06,1.8119024147722484e-06
1843,5.304996907540271e-06,1.4637325822519642e-06
1844,4.93641219279084e-06,1.5126474508520005e-06
1845,5.2230935558839064e-06,1.2148155690283602e-06
1846,4.5530457892795084e-06,1.7709866781956407e-06
1847,4.565363866504413e-06,1.1875878733746958e-06
1848,4.141680104652323e-06,1.3242435477067716e-06
1849,4.191383535356863e-06,1.0206126859202413e-06
1850,4.32051705168135e-06,1.7827903207034979e-06
1851,4.217933172512289e-06,1.3498675173195807e-06
1852,4.553475573487731e-06,1.2285399684230924e-06
1853,4.645565638838889e-06,1.9002687032809717e-06
1854,4.687008893000666e-06,2.6014692089404434e-06
1855,4.8839740287576205e-06,1.3771501947701381e-06
1856,5.0632910166825695e-06,1.2647873077753502e-06
1857,4.408978977465949e-06,2.1996080050712408e-06
1858,4.848164767423668e-06,1.8199581148792277e-06
1859,4.664939822873748e-06,1.6121820998193925e-06
1860,4.188123121195986e-06,1.1809134630169638e-06
1861,5.041836750763196e-06,1.369515908677954e-06
1862,4.254135918202451e-06,1.3793411888229912e-06
1863,4.406254646482921e-06,1.3825110904974736e-06
1864,5.1639220330912394e-06,1.4038962952156453e-06
1865,4.809453761467353e-06,1.569261961265056e-06
1866,4.255951395748525e-06,1.6100312869582467e-06
1867,3.986099502029106e-06,1.6451031115138903e-06
1868,4.3930300890338e-06,1.651893853704678e-06
1869,4.851776452596823e-06,1.3297823073799009e-06
1870,4.348129293063607e-06,1.7374167455841416e-06
1871,3.313807358296117e-06,1.2309944210642243e-06
1872,3.993058069085009e-06,1.5940786965984444e-06
1873,3.503608461130625e-06,1.4138942017183354e-06
1874,3.357132957404474e-06,1.5432415860772153e-06
1875,3.990765005568164e-06,1.756508780204058e-06
1876,3.8011295906414944e-06,1.802921595128737e-06
1877,3.279807966549697e-06,1.512806012016199e-06
1878,3.3160635055651255e-06,1.5363441221438734e-06
1879,3.3723476562386168e-06,1.7961416780565287e-06
1880,3.009969830713999e-06,1.759131709633266e-06
1881,2.9319393650695247e-06,1.6190163165674676e-06
1882,3.1653010879040266e-06,1.4262490353189605e-06
1883,3.1046912241095015e-06,1.499579134645046e-06
1884,2.968783103796113e-06,1.6510844389472368e-06
1885,3.0584540535727456e-06,1.5624220779386633e-06
1886,2.7975766005994274e-06,1.3074717664096625e-06
1887,3.0561895059122435e-06,1.7490989314694616e-06
1888,3.127191256169226e-06,1.33723561646093e-06
1889,3.054254108292298e-06,1.4766927023401877e-06
1890,3.1775666649025425e-06,1.0585334564439108e-06
1891,3.162250614252571e-06,1.0874419871242935e-06
1892,3.4144587495177348e-06,1.3753116370196494e-06
1893,3.20176070900402e-06,9.619446377229224e-07
1894,3.39274868110806e-06,1.0681108797427896e-06
1895,3.553991948734847e-06,1.2073341046914265e-06
1896,3.452120779456891e-06,9.9482883086921e-07
1897,3.313069317556483e-06,1.084934117656644e-06
1898,3.7871369649167264e-06,9.619203247268615e-07
1899,3.425992982641901e-06,1.0822998675052986e-06
1900,3.5486038214571636e-06,7.973457414323093e-07
1901,3.5538790044142843e-06,8.997869667126679e-07
1902,3.170570391120009e-06,8.264007789193784e-07
1903,3.6554090172558062e-06,8.829360087503346e-07
1904,3.6047612184120226e-06,9.249729977511834e-07
1905,3.554730916732751e-06,1.076534292820952e-06
1906,3.502160893731343e-06,8.873718435609135e-07
1907,3.598447538166738e-06,8.984547257284703e-07
1908,3.819587234943356e-06,9.061512962205143e-07
1909,3.808330831134299e-06,1.0358352540151827e-06
1910,3.6313503883889098e-06,9.010238208873034e-07
1911,3.6747824161409426e-06,1.0608826315205988e-06
1912,3.8033984637309004e-06,8.480937871979677e-07
1913,3.915197225978773e-06,8.362814689633069e-07
1914,3.772945373015091e-06,7.975821638694924e-07
1915,3.1513537699368044e-06,6.938868839512224e-07
1916,3.5071979098688644e-06,6.163966084216099e-07
1917,3.7077480108393956e-06,6.864981454413055e-07
1918,3.5251689354254268e-06,7.489117592740513e-07
1919,3.506348654980229e-06,8.434389116018792e-07
1920,3.777786304226538e-06,8.261304600409858e-07
1921,3.477405662977162e-06,6.777609051766831e-07
1922,3.735448654396123e-06,7.488604776284546e-07
1923,4.192237859967918e-06,8.938628468513343e-07
1924,4.142078708468944e-06,7.348225832259914e-07
1925,3.833964768773512e-06,9.282462194448726e-07
1926,3.959108433093661e-06,8.43762663294001e-07
1927,3.7450247418746585e-06,7.626070015476216e-07
1928,3.732887776664029e-06,8.306732013352303e-07
1929,3.6874744964165984e-06,8.444428090115252e-07
1930,3.701469804440194e-06,7.037414491151139e-07
1931,3.535660560771703e-06,9.648931964534313e-07
1932,3.5256829242769072e-06,1.1003374726925585e-06
1933,3.551317114158792e-06,8.247406100281296e-07
1934,3.429128270227011e-06,7.764064111626112e-07
1935,3.345135382915032e-06,9.359197967739874e-07
1936,3.815647666272071e-06,6.620093948583872e-07
1937,3.4537436306436575e-06,7.466533205047199e-07
1938,3.4824566697011505e-06,6.793772300284218e-07
1939,3.542102184894702e-06,8.029376434848245e-07
1940,3.0074386003775544e-06,1.1689958974159254e-06
1941,3.5565606637533165e-06,1.3901577524677577e-06
1942,3.929304213556861e-06,9.588109435298975e-07
1943,3.925173992058717e-06,1.0248420796443725e-06
1944,3.939366017391421e-06,7.711646752284196e-07
1945,4.389685805961108e-06,6.143381421352956e-07
1946,4.330855460921157e-06,7.573081006739812e-07
1947,4.459597832351392e-06,6.461112000977209e-07
1948,4.051952714689833e-06,6.631851601213157e-07
1949,3.5547387255974172e-06,5.036125152457771e-07
1950,3.770235604605432e-06,7.317128414285889e-07
1951,3.978835060536312e-06,7.324383268780821e-07
1952,3.3585201464347847e-06,6.284702926961927e-07
1953,3.5068807520133305e-06,5.096020458950079e-07
1954,3.6656782995692083e-06,5.756023639946761e-07
1955,3.637861496486039e-06,7.067362801649324e-07
1956,3.335836552764704e-06,5.433271148547192e-07
1957,3.3193237101158957e-06,6.361227171680639e-07
1958,3.2815989570167403e-06,5.674758991602857e-07
1959,3.435906407389666e-06,6.324610115626683e-07
1960,3.409202570026082e-06,7.426053940662314e-07
1961,3.5442561241438852e-06,1.5390173331297774e-06
1962,3.5407141538712494e-06,6.988835732357757e-07
1963,3.289281316654069e-06,5.690126752000424e-07
1964,3.73251462093549e-06,9.570082291077142e-07
1965,4.000610893228895e-06,8.229953216698505e-07
1966,3.3239987686783934e-06,7.30603943566166e-07
1967,3.7440968085888926e-06,1.039807738578702e-06
1968,3.7570694431110496e-06,8.07107415567998e-07
1969,3.286416045966689e-06,7.621069464391894e-07
1970,3.339134309499059e-06,7.624686304552597e-07
1971,3.570158590093797e-06,8.277958585267697e-07
1972,3.0688537648870806e-06,5.689332844838191e-07
1973,3.012965812843049e-06,5.9542603025875e-07
1974,3.0451218364646593e-06,6.086868573618176e-07
1975,2.7283740777761523e-06,5.540135745718544e-07
1976,2.985317728132486e-06,5.382142340693008e-07
1977,2.9383910273850233e-06,5.865028107621129e-07
1978,3.0689095567026925e-06,5.500987718676242e-07
1979,2.9722172030233196e-06,7.291558858923963e-07
1980,2.98868365433691e-06,4.258177996874224e-07
