year,en_ADP elles_PRON,en_ADP telle_DET
1981,3.176058413600913e-06,4.699883229264401e-07
1982,3.7418823666257595e-06,5.537092189200621e-07
1983,3.2403886933707327e-06,4.4080906747012705e-07
1984,3.3216721107010017e-06,5.07993156872999e-07
1985,3.184034930825419e-06,4.3191707455036976e-07
1986,3.238820426076927e-06,5.233185547126595e-07
1987,3.268675932588394e-06,6.947998514306164e-07
1988,3.3172934976732904e-06,4.53939136058068e-07
1989,3.0909104253851183e-06,4.3959857443098826e-07
1990,3.220152834160217e-06,3.3182285275046297e-07
1991,3.2314258433530085e-06,5.621145362511015e-07
1992,3.1715238435481297e-06,4.82120125155916e-07
1993,3.2620393213278476e-06,5.123766673165164e-07
1994,3.157571178746821e-06,5.401524951764713e-07
1995,3.1314652986225155e-06,5.411605652483331e-07
1996,3.2626419823600372e-06,5.695744604850006e-07
1997,3.2542948815716954e-06,5.423025513096036e-07
1998,3.250910523888706e-06,4.520186571710383e-07
1999,3.1342438617798507e-06,5.004370162708938e-07
2000,3.11913017014831e-06,5.730186876107268e-07
2001,3.059838391550329e-06,5.41079678839651e-07
2002,3.1619274665217745e-06,4.41627122427235e-07
2003,3.273534531444966e-06,3.80856754134129e-07
2004,3.1798187265508204e-06,4.87169907970042e-07
2005,3.1215487972247047e-06,5.48106331876852e-07
2006,3.2691926961092577e-06,5.18030573104511e-07
2007,3.073751976501171e-06,5.116928338821936e-07
2008,2.971267043960779e-06,4.385162846176627e-07
2009,3.011113612672034e-06,3.847931484557421e-07
2010,2.782786495458822e-06,2.5414007787105675e-07
2011,2.483287399712708e-06,2.393806468603543e-07
2012,2.4381257723860017e-06,2.3523386527557477e-07
2013,2.6519000932978543e-06,2.535314704843472e-07
2014,2.6977115190618406e-06,2.804251622023912e-07
2015,2.7693891873070697e-06,2.883764484984397e-07
2016,2.9993003956008124e-06,3.376284345435465e-07
2017,2.5724640977387025e-06,2.2791438469838e-07
2018,2.555910167956199e-06,2.0729178240586066e-07
2019,2.4247137595523327e-06,2.635170477383042e-07
