year,aucun_DET acte_NOUN,aucun_DET tact_NOUN
1942,8.647503477732243e-07,1.2136847082899749e-08
1943,8.216155364948463e-07,5.806470415592457e-09
1944,9.896613306636937e-07,0.0
1945,1.045681912614782e-06,1.089252066321933e-08
1946,8.798138111387743e-07,9.744772988540262e-09
1947,9.04794120515362e-07,9.53669698766646e-09
1948,8.197403147391924e-07,7.610321262063735e-09
1949,9.453779270529594e-07,1.0798709482173763e-08
1950,9.125140394417031e-07,0.0
1951,8.038697174583831e-07,9.595261474260042e-09
1952,7.412996936295713e-07,5.272402070488624e-09
1953,8.845312038374686e-07,2.1547654771580937e-09
1954,8.248020613166318e-07,4.886268278880834e-09
1955,8.221792597851163e-07,6.569925492527773e-09
1956,8.354853378023108e-07,6.104799332717903e-09
1957,8.198915182333621e-07,2.6505113659425206e-09
1958,7.006590081459763e-07,3.3088973783179654e-09
1959,7.92126421345074e-07,7.750747599288843e-09
1960,8.436495591013227e-07,5.536666680683311e-09
1961,7.406737694282128e-07,9.727423089245235e-09
1962,6.830286949366382e-07,5.7077609305622445e-09
1963,6.084556147811782e-07,3.2330267352165265e-09
1964,7.099990853021154e-07,5.475571551727398e-09
1965,7.321594068798731e-07,6.019247544841733e-09
1966,6.220381081334381e-07,4.431259803538978e-09
1967,7.168707796267881e-07,1.9721342336964653e-09
1968,6.795512206281273e-07,5.838840466676487e-09
1969,9.451398170767789e-07,6.812636621500445e-09
1970,9.022698463923007e-07,5.9783426265003214e-09
1971,5.86291150739271e-07,2.569198631618974e-09
1972,5.997141840907716e-07,5.130146862875051e-10
1973,5.832969378616326e-07,3.307922213924286e-09
1974,6.430028669512922e-07,2.812785782069227e-09
1975,5.859978600142313e-07,2.2845920710778955e-09
1976,5.873505344311525e-07,3.9994687561772935e-09
1977,5.959056892379522e-07,2.938390863960194e-09
1978,6.04752216304405e-07,1.1881182704343018e-09
1979,6.437170583240004e-07,1.1703946700691858e-09
1980,5.025673317504697e-07,2.8425752862659692e-09
1981,4.902300929643388e-07,2.5302198114474095e-09
1982,6.058522465934857e-07,2.483000915987077e-09
1983,5.064883517036378e-07,6.315316047889041e-10
1984,5.317690785489049e-07,7.538710988796993e-09
1985,5.371893365690994e-07,6.015558051686298e-10
1986,5.21520245655438e-07,1.1988970927134801e-09
1987,5.20641588508397e-07,2.4443267410134695e-09
1988,4.91717422335114e-07,1.798966087207532e-09
1989,5.971076717514734e-07,3.2928733073589456e-09
1990,5.786467482948865e-07,4.903785877363731e-09
1991,5.691482556358096e-07,4.68917216167597e-09
1992,5.868090724447939e-07,6.060938473329003e-09
1993,5.201315786962368e-07,3.877445031719162e-09
1994,5.069204505048219e-07,3.164955852952289e-09
1995,5.460408232238478e-07,4.337960657352369e-09
1996,5.674392227206226e-07,4.270473752399084e-09
1997,5.13533208845729e-07,2.397447240731765e-09
1998,6.184263483532959e-07,2.86087753487152e-09
1999,5.589355751567382e-07,3.1991407301035224e-09
2000,5.522539581193087e-07,3.976228457602815e-09
2001,5.818249420030952e-07,8.762423564512289e-10
2002,5.822643132091798e-07,1.3143663935011318e-09
2003,5.950365995488482e-07,5.416999737661854e-09
2004,5.492774732829275e-07,7.488145215006625e-09
2005,5.535108513754494e-07,1.8014998381943315e-09
2006,5.765046040551169e-07,5.353256948836815e-09
2007,5.096955888461707e-07,6.790615292295854e-09
2008,5.283482522600025e-07,6.811903568992861e-09
2009,4.811106251167985e-07,8.105927262747059e-09
2010,4.213623370219466e-07,9.919965127114239e-09
2011,3.552470033696409e-07,8.795135231220996e-09
2012,3.5914866813868684e-07,1.4638286249812893e-08
2013,4.6215803095606134e-07,1.9802788187028852e-08
2014,4.922056788814189e-07,1.667392812709778e-08
2015,5.060441594650911e-07,1.795426118889054e-08
2016,5.669257490126256e-07,2.4234678486223515e-08
2017,4.749474200593795e-07,2.4149868438350097e-08
2018,4.3084680356741956e-07,2.9945014023979866e-08
2019,4.4030048229615204e-07,3.290774275299668e-08
