year,aucun_DET acte_NOUN,aucun_DET tact_NOUN
1800,1.8047504397600278e-06,0.0
1801,1.4477590610795232e-06,2.3811825844433088e-09
1802,1.7499909574780759e-06,2.2378401354217203e-09
1803,1.3632871542768044e-06,0.0
1804,1.750070438788498e-06,0.0
1805,1.62612604270862e-06,0.0
1806,2.558922247430928e-06,0.0
1807,4.6092201415603995e-06,0.0
1808,2.9073728313733227e-06,0.0
1809,2.9841792184015503e-06,0.0
1810,2.653703731425594e-06,0.0
1811,2.587303200130009e-06,0.0
1812,3.09129430320354e-06,0.0
1813,2.116545793739988e-06,0.0
1814,2.2844875466887515e-06,0.0
1815,3.244760037546257e-06,0.0
1816,2.0186329550142545e-06,0.0
1817,2.0675279515103284e-06,0.0
1818,2.286481887381342e-06,0.0
1819,2.7761515042357132e-06,7.24573512300708e-09
1820,2.3044705415031785e-06,0.0
1821,2.2020703482894532e-06,9.86148829262845e-10
1822,2.1384637989285693e-06,0.0
1823,2.833366245624802e-06,0.0
1824,2.2459107356098684e-06,3.3684450784221553e-09
1825,2.1450058440564135e-06,1.0566531649658373e-08
1826,3.039635430468479e-06,8.807984341885344e-10
1827,3.505328855624157e-06,0.0
1828,2.953480894518634e-06,0.0
1829,3.1154922623954917e-06,1.714635211591542e-09
1830,3.0319007606749437e-06,2.0873671680021744e-09
1831,2.581903771670113e-06,0.0
1832,2.88729537345489e-06,2.705993873419743e-09
1833,2.393177588544404e-06,1.1583628500844156e-09
1834,2.943177690895027e-06,9.334530925997342e-10
1835,2.3407757154814135e-06,3.025235173481633e-09
1836,2.511544217043138e-06,0.0
1837,2.2028681598840194e-06,0.0
1838,2.513502835199688e-06,0.0
1839,2.7084974050239907e-06,0.0
1840,2.660618982019969e-06,0.0
1841,2.6664539092280393e-06,1.2841097074556274e-09
1842,2.8449752278447704e-06,2.683306021822318e-09
1843,2.2387193325812405e-06,0.0
1844,2.4956488147154232e-06,1.0977122377742177e-08
1845,2.7700250484485878e-06,2.7901139176833567e-09
1846,2.619303863582445e-06,5.854501328173001e-10
1847,2.686904082338515e-06,5.393223645455691e-10
1848,2.754683947614467e-06,1.206783295515379e-08
1849,3.3534418832914525e-06,5.865590457787562e-09
1850,2.779414977283068e-06,6.788996032014438e-10
1851,2.9003126087445708e-06,0.0
1852,2.862686919513635e-06,0.0
1853,2.433562293902014e-06,0.0
1854,2.475214621711075e-06,6.754363734984281e-09
1855,2.6200348628435677e-06,1.0613874223963649e-09
1856,2.756335483411476e-06,5.177189232874468e-10
1857,2.2689253782459673e-06,1.9526036343364694e-09
1858,2.2437504867411917e-06,4.893676019968041e-10
1859,2.449335340770631e-06,5.092173349652285e-09
1860,1.9947367349004708e-06,0.0
1861,2.2721514056911474e-06,2.357981809808507e-09
1862,2.2815831357547722e-06,1.8071945051545413e-09
1863,2.3479711686036353e-06,4.994620717013731e-09
1864,2.28133150415033e-06,1.2466292886870178e-08
1865,2.115726644547067e-06,0.0
1866,2.0192293206378054e-06,0.0
1867,1.9323895799061575e-06,1.455843445796745e-09
1868,2.0139867586976834e-06,0.0
1869,2.146306727013325e-06,3.4184632902167778e-09
1870,2.0430414977568034e-06,2.2936195165357276e-09
1871,2.070067388615371e-06,1.0621177271019633e-09
1872,2.166761575495002e-06,0.0
1873,1.7946041239724764e-06,3.591602570907071e-09
1874,1.7165051744427728e-06,0.0
1875,1.8028532196012748e-06,1.1443054281912168e-09
1876,1.755158038463378e-06,3.02300739996042e-09
1877,1.5932085588588052e-06,2.4739263970730008e-09
1878,1.8902347918015039e-06,1.8117265465633636e-09
1879,1.9091641760837774e-06,1.832797580370027e-09
1880,2.103128124986142e-06,2.5671385017744797e-09
1881,1.9188340871778564e-06,0.0
1882,1.6838124636819884e-06,0.0
1883,1.910968094875898e-06,6.319338941018771e-10
1884,1.8161267902883083e-06,7.2618666635548834e-09
1885,2.0174839931996758e-06,0.0
1886,2.0902769364283813e-06,4.5174246565693466e-09
1887,2.520165011787867e-06,5.223139698529167e-09
1888,2.106352177122517e-06,3.1703073499755874e-09
1889,1.937806771934447e-06,0.0
1890,2.0023650719735997e-06,1.3108772956016423e-09
1891,1.8695587584716122e-06,1.9122659011827636e-09
1892,1.7815111661434457e-06,8.775916882086676e-09
1893,1.9171150213992405e-06,1.847525021858587e-09
1894,1.8576937677039496e-06,4.411077725308132e-09
1895,1.9686888492742582e-06,4.814891596538473e-09
1896,1.8728963624425887e-06,2.358811590497112e-09
1897,1.804533170002287e-06,1.1070755867592652e-08
1898,1.778420994469343e-06,1.13167097914868e-09
1899,1.6997303262655805e-06,5.527578395003729e-09
1900,1.5189021524975033e-06,5.19105292084987e-09
1901,1.8124279890230355e-06,6.147612696683069e-09
1902,1.6189205425121145e-06,6.874397495693074e-09
1903,1.8009734361612573e-06,3.7801539676252105e-09
1904,1.6209869144745426e-06,0.0
1905,1.7484651948507235e-06,4.1286072338664326e-09
1906,1.5946972311553509e-06,1.1317205839134203e-08
1907,1.6976526282519444e-06,2.057137349353866e-09
1908,1.604550838862906e-06,0.0
1909,1.6161889817567499e-06,1.1001967115120692e-09
1910,1.5802654047547549e-06,1.068830135508847e-09
1911,1.5588696342661024e-06,5.852411444351446e-09
1912,1.6190880884892067e-06,5.209421227725386e-10
1913,1.4206709124664485e-06,4.242391771214216e-09
1914,1.93268022741222e-06,0.0
1915,2.4456861211774594e-06,8.246533234057551e-09
1916,2.0425691218406428e-06,5.493731025651982e-09
1917,1.5495557477152033e-06,8.773139548168274e-09
1918,1.3071496027805551e-06,5.743188147278033e-09
1919,1.3360587729494e-06,1.5653341733923298e-08
1920,1.213828795698646e-06,6.057785384427916e-09
1921,1.3297744985152349e-06,4.543648568500203e-09
1922,1.2306396683925414e-06,5.90234855435412e-09
1923,1.3567181369467107e-06,8.492758496458919e-09
1924,1.242752574626138e-06,3.867487219366694e-09
1925,1.2427940632164791e-06,1.0998178368026856e-08
1926,1.0678000492703177e-06,8.916910765321973e-09
1927,1.3512860874698163e-06,5.574612327308159e-09
1928,1.3162799774590894e-06,4.570416489713125e-09
1929,1.1329793210279604e-06,6.684243825105796e-09
1930,1.2961446671511112e-06,6.302162347537887e-09
1931,1.0971952661975592e-06,2.2810713318222042e-09
1932,1.2899374368657845e-06,6.575722188983946e-09
1933,1.4292444916463865e-06,0.0
1934,1.1885727744243013e-06,3.5944740517379614e-09
1935,1.0280755873282033e-06,7.180970484910176e-09
1936,1.0233258720404592e-06,9.699771652549316e-09
1937,1.0966864323336267e-06,1.2591118148108649e-09
1938,1.0125832332619211e-06,1.1668692678767911e-08
1939,1.039995439100494e-06,1.5294050470515685e-09
1940,9.154176083825405e-07,5.0715658339584024e-09
1941,8.323237139507e-07,0.0
