year,en_ADP est_NOUN,en_ADP tests_NOUN
1800,7.671761068195337e-06,0.0
1801,7.376903607081431e-06,0.0
1802,6.917163801745119e-06,0.0
1803,8.140715650029051e-06,0.0
1804,8.216432204832813e-06,0.0
1805,7.650183903029628e-06,0.0
1806,6.140837092161178e-06,0.0
1807,9.070398920840717e-06,0.0
1808,7.006700907474794e-06,0.0
1809,7.99470866130747e-06,0.0
1810,8.880780999032112e-06,0.0
1811,5.593288370686622e-06,0.0
1812,8.90047399604299e-06,0.0
1813,7.448170994184267e-06,0.0
1814,6.3814613948665055e-06,0.0
1815,7.3337510133608674e-06,0.0
1816,7.261053015739094e-06,0.0
1817,7.558620296110874e-06,0.0
1818,6.324184543160527e-06,0.0
1819,6.584303017476145e-06,0.0
1820,5.691164250087866e-06,0.0
1821,6.425745994853571e-06,0.0
1822,6.3612530709633575e-06,0.0
1823,5.118243690205304e-06,0.0
1824,6.258571062289775e-06,8.421112696055388e-10
1825,6.044936586846461e-06,0.0
1826,5.6776266390556884e-06,0.0
1827,6.2308767585506075e-06,0.0
1828,6.092242679223148e-06,0.0
1829,6.360439297914411e-06,0.0
1830,6.376906505067836e-06,0.0
1831,5.584769975364168e-06,0.0
1832,6.410499479692078e-06,0.0
1833,6.1983998165260346e-06,0.0
1834,6.069311909051578e-06,0.0
1835,5.575508595256906e-06,0.0
1836,5.732127556612454e-06,0.0
1837,5.791052836379151e-06,0.0
1838,5.3583940471391145e-06,0.0
1839,6.016164573630078e-06,6.9914751765765e-10
1840,5.924447250116316e-06,1.2739377330817092e-09
1841,6.1033734368720616e-06,1.926164561183441e-09
1842,5.7899037875230874e-06,0.0
1843,5.697215518463139e-06,5.906911071384968e-10
1844,5.5900995432622835e-06,0.0
1845,5.5199613924195035e-06,5.580227946389016e-10
1846,6.106244716086451e-06,0.0
1847,5.266482881793877e-06,0.0
1848,5.960704608121148e-06,0.0
1849,5.6921367361795205e-06,0.0
1850,5.484830118973605e-06,0.0
1851,5.522009659308935e-06,6.449438760824933e-10
1852,5.548286861944973e-06,6.510545436100301e-10
1853,5.751567631051557e-06,1.1943863675867306e-09
1854,5.859150829401472e-06,0.0
1855,5.671523567229997e-06,1.0613874223963649e-09
1856,5.3594262636735834e-06,0.0
1857,5.472171627829425e-06,0.0
1858,5.095295311008385e-06,0.0
1859,5.1512426244570975e-06,0.0
1860,5.508640911422447e-06,9.154367819341758e-10
1861,5.627559509502333e-06,0.0
1862,5.425197764807876e-06,0.0
1863,5.027585551431457e-06,2.4973103585068657e-09
1864,5.589214267409659e-06,4.794727948009836e-10
1865,5.540426435857171e-06,9.41368871743009e-10
1866,5.330279148729744e-06,1.4596839292835284e-09
1867,5.2211399470536435e-06,0.0
1868,5.38989651488464e-06,9.87974813071446e-10
1869,5.617023622228601e-06,9.767038289254515e-10
1870,5.319477018872476e-06,1.1468097582678638e-09
1871,5.048245764971426e-06,0.0
1872,5.227924735340395e-06,0.0
1873,4.991130389875309e-06,0.0
1874,4.672741666489344e-06,1.1949218281515073e-09
1875,5.210022460566677e-06,5.721527140956084e-10
1876,5.2817985238817755e-06,1.209202959984168e-09
1877,5.211944323235684e-06,0.0
1878,4.8650896449231595e-06,1.2078177347163432e-09
1879,5.131833077598458e-06,1.832797580370027e-09
1880,4.717758740113709e-06,6.417846254436199e-10
1881,4.736424620510604e-06,2.7890030285249168e-09
1882,4.91899516585903e-06,0.0
1883,4.8564117527405415e-06,3.159669414998234e-09
1884,4.786890647423547e-06,6.601696966868076e-10
1885,4.875478878840767e-06,5.80107206715752e-09
1886,4.712319532362841e-06,6.453463874400711e-10
1887,5.174825525422477e-06,0.0
1888,4.497398049529977e-06,0.0
1889,4.858613501745879e-06,6.265136742733546e-10
1890,4.7329226937620206e-06,0.0
1891,4.712460902389637e-06,0.0
1892,4.50580691691016e-06,0.0
