year,en_PRON irons_VERB,en_PRON tirons_VERB
1851,2.257303499675345e-08,1.0190112931240947e-07
1852,4.427170807730363e-08,1.2239824798143673e-07
1853,4.359510086260343e-08,1.2421618578173366e-07
1854,3.740878540270387e-08,8.520889593910397e-08
1855,5.943769565419643e-08,8.650307847801741e-08
1856,4.193523395201737e-08,9.9919752472033e-08
1857,2.6848299583548396e-08,1.0983395526409367e-07
1858,4.3553715300959084e-08,8.025628517316363e-08
1859,4.7357211485632433e-08,1.2068450416791165e-07
1860,3.8906062371779626e-08,1.0664838612228777e-07
1861,2.4051415081771665e-08,9.384768162590262e-08
1862,5.828202276347838e-08,1.1701584412548982e-07
1863,3.646073309937492e-08,9.839403247724476e-08
1864,2.828889478223573e-08,1.299371206187061e-07
1865,1.4591217123438582e-08,8.84886759422443e-08
1866,3.113992264047738e-08,1.1434190128056798e-07
1867,5.338092634588065e-08,1.1549691691925545e-07
1868,3.309715523869272e-08,6.86642493974432e-08
1869,5.518376511304268e-08,1.040189587797613e-07
1870,6.192772872282148e-08,8.199689460752779e-08
1871,4.354682658913589e-08,1.1683295042530517e-07
1872,4.112190765681589e-08,1.0764264146700953e-07
1873,4.908523720814628e-08,7.542365665358375e-08
1874,7.05003913026303e-08,1.009708938681797e-07
1875,7.724061390490533e-08,1.2873435650817555e-07
1876,5.441413364337677e-08,7.85981910667033e-08
1877,2.3502300550148902e-08,7.916564470633602e-08
1878,4.408534692856847e-08,1.0447623566278708e-07
1879,4.459807456669296e-08,1.1180065229154934e-07
1880,6.225310755780811e-08,8.279021557200394e-08
1881,4.811030152040985e-08,8.645909588267386e-08
1882,9.517200538766701e-08,9.184431348785438e-08
1883,7.330433504648681e-08,8.088753844504026e-08
1884,4.621188054443337e-08,1.023263038746336e-07
1885,4.7697703564608673e-08,8.05704445383526e-08
1886,6.324394519197085e-08,1.1616234729672215e-07
1887,4.113222473733913e-08,7.116528166761782e-08
1888,5.960177773545183e-08,1.11594815166427e-07
1889,4.761503902273034e-08,8.583237587345138e-08
1890,3.867087983167039e-08,7.865263995654459e-08
1891,2.6134301833735663e-08,7.585321526448752e-08
1892,3.8864776286118285e-08,8.901287884555131e-08
1893,3.202376674948937e-08,7.082179109829667e-08
1894,4.159015887239548e-08,7.309785843290229e-08
1895,3.972285611553161e-08,1.023164486468886e-07
1896,2.6536630670648265e-08,8.019959096827733e-08
1897,3.612562338162206e-08,7.574727334258569e-08
1898,2.8291774256672397e-08,1.0977208830809104e-07
1899,2.4874102777516782e-08,5.859233098703953e-08
1900,3.945200433008722e-08,7.319385275650347e-08
1901,4.247441509619421e-08,1.095392860861466e-07
1902,5.646826295446772e-08,7.66004291108402e-08
1903,3.348136701220028e-08,1.06924360920857e-07
1904,3.6009989656804464e-08,8.00819179858081e-08
1905,8.102392001774206e-08,1.0269910433180485e-07
1906,4.0639058340730116e-08,1.039125265833718e-07
1907,2.982849167665336e-08,1.2342823652033985e-07
1908,3.3397444809679655e-08,1.1001511524000307e-07
1909,3.4106097501762633e-08,1.1332026161881004e-07
1910,3.366815093386322e-08,8.176550636562752e-08
1911,4.256299490634774e-08,8.885024982419054e-08
1912,3.80287765722187e-08,8.856016364688912e-08
1913,3.7651226136858895e-08,1.108324880760847e-07
1914,4.955590426902745e-08,1.1317496984020181e-07
1915,1.767114277129167e-08,8.835571208010151e-08
1916,2.6369908923129515e-08,1.0438088793307543e-07
1917,4.496234140560773e-08,8.992468281121546e-08
1918,3.445912710731136e-08,1.1601240146319469e-07
1919,5.616787390749778e-08,1.1233574781499556e-07
1920,3.33178178379967e-08,1.6356020182684006e-07
1921,3.180553775905537e-08,1.0223209301329916e-07
1922,3.6889677090812256e-08,1.0033992481339737e-07
1923,5.4141334970836397e-08,9.978991499792755e-08
1924,2.3204924204378585e-08,7.992807127266133e-08
1925,6.048998102414771e-08,9.348450902280092e-08
1926,4.458455293843144e-08,7.57937428375044e-08
1927,5.1286434654684854e-08,7.804457169413581e-08
1928,3.884854038460617e-08,7.998228568339982e-08
1929,2.2280811862174232e-08,8.800920880958074e-08
1930,3.571225093423891e-08,1.0923747595370514e-07
1931,2.2810713318222042e-08,8.782124893969012e-08
1932,2.301502632917618e-08,1.2932252957398305e-07
1933,2.867665571670841e-08,9.291236580111217e-08
1934,2.6359476379411717e-08,1.3539185772515339e-07
1935,1.9149254626427137e-08,1.1728918281050937e-07
1936,1.6974599503782883e-08,1.0548501450102776e-07
1937,2.6441348666139675e-08,1.0702450481403503e-07
1938,2.852347158466273e-08,1.283556230191607e-07
1939,4.435274547631707e-08,1.1317597170545923e-07
1940,1.0143131667916805e-08,1.52146981236001e-07
1941,1.4757512545315876e-08,1.0035108743977617e-07
1942,2.1239483061208375e-08,1.365395263519531e-07
1943,3.4838823381733164e-08,1.5096823346993915e-07
1944,3.855823393905666e-08,1.6708568750800623e-07
1945,1.3071024262956144e-08,1.524952892850706e-07
1946,2.0881657292193267e-08,1.4617160104535287e-07
1947,3.695469885656166e-08,1.418583650547589e-07
1948,3.261566305923225e-08,9.567261116671943e-08
1949,3.239612667016445e-08,9.227987618487532e-08
1950,3.084254984742074e-08,1.1805251176610909e-07
1951,2.0256663901818683e-08,8.635735326834038e-08
1952,2.1089608281954497e-08,9.068531170441929e-08
1953,3.232148060305917e-08,1.0558350993505883e-07
1954,3.127211556375187e-08,1.2411121019795246e-07
1955,2.0648336374051723e-08,7.133061785680184e-08
1956,4.186147961604547e-08,1.1250272535789918e-07
1957,2.8272120644601273e-08,1.007194327939942e-07
1958,1.8198935691771112e-08,1.0340304612554974e-07
1959,4.107896245386655e-08,8.370807336177677e-08
1960,2.0070416439921246e-08,9.135499823287319e-08
1961,3.61304266505158e-08,8.268309414916075e-08
1962,3.99543260698465e-08,1.2493654821810196e-07
1963,2.8450633848819962e-08,9.957722113540513e-08
1964,4.076258619534201e-08,1.0160226793232141e-07
1965,2.407699106754535e-08,1.017800101976718e-07
1966,3.8773524835278295e-08,9.194864247774603e-08
1967,3.254021407883556e-08,8.23366050894947e-08
1968,2.784677910483424e-08,9.656544364133879e-08
1969,2.679637134406221e-08,9.128932987323424e-08
1970,3.311081897550139e-08,9.05948809304391e-08
1971,2.4150468291850302e-08,8.581123722706252e-08
1972,2.205963234302999e-08,7.233506948978174e-08
1973,1.8193572870472963e-08,8.655729999418327e-08
1974,1.8564387360697765e-08,9.563471792262135e-08
1975,8.567219822452898e-09,8.224531455880424e-08
1976,2.4568166168137395e-08,6.799096752274636e-08
1977,1.23412418062685e-08,8.462566114531e-08
1978,1.9603952239322098e-08,7.366332965830225e-08
1979,1.1703946256602649e-08,9.538716483348253e-08
1980,1.989802811408481e-08,8.584577670944782e-08
1981,1.707898356073656e-08,7.27438163039551e-08
1982,1.3656505259973528e-08,1.0180303888773778e-07
1983,1.7682884490000106e-08,7.767838638983449e-08
1984,1.1598016769198694e-08,7.132780410756823e-08
1985,2.8273122509858695e-08,7.699914306158462e-08
1986,1.6185110141009318e-08,7.792831269171074e-08
1987,1.711028652096047e-08,7.088547704370285e-08
1988,1.3792074149421296e-08,6.716140177331908e-08
1989,2.140367705294466e-08,8.561470821177863e-08
1990,1.689081763345257e-08,5.1762185648840386e-08
1991,1.1722930182145319e-08,6.388997064732393e-08
1992,1.3774860363469088e-08,7.052728534517883e-08
1993,7.754890063438324e-09,5.151462900698789e-08
1994,1.3714808844156323e-08,7.437646587504787e-08
1995,1.3013881527967897e-08,7.266083912327304e-08
1996,9.60856638698715e-09,5.765139476920922e-08
1997,5.753873377756236e-09,7.575933125281153e-08
1998,1.0489884516573511e-08,7.581325434102837e-08
1999,1.279656292041409e-08,8.043554089454119e-08
2000,1.5463109903635086e-08,7.113030875416371e-08
2001,1.1829271784336015e-08,6.790878614992835e-08
2002,1.1391176002462089e-08,6.440395594609072e-08
2003,1.3334153337041244e-08,7.000430457537732e-08
2004,1.0571499231559756e-08,5.4619412992451544e-08
2005,1.4862373554080932e-08,6.305249655724765e-08
2006,9.882935358973555e-09,7.823990699762362e-08
2007,1.1583990655594789e-08,5.7121056329378916e-08
2008,1.4901038625225738e-08,7.02477578329308e-08
2009,1.4781396551200032e-08,6.198650481792356e-08
2010,8.97520635589899e-09,7.132927493103125e-08
2011,2.1796640936599943e-08,5.009403380995536e-08
2012,3.4042528795907856e-08,5.344676878848986e-08
2013,3.932666459149914e-08,6.331313784357917e-08
2014,3.009968807532459e-08,6.041592115479943e-08
2015,5.120289259252786e-08,6.272908592563908e-08
2016,4.515521467851613e-08,6.856135570387778e-08
2017,1.9621769098421282e-08,5.7859061541876144e-08
2018,3.8205708818850326e-08,5.421080118139798e-08
2019,4.1326000399521945e-08,6.122370876937566e-08
