year,en_ADP huile_NOUN,en_ADP tuiles_NOUN
1845,3.2644334169162903e-07,4.977563321517664e-07
1846,2.933105065494601e-07,5.23977860211744e-07
1847,3.3384054631824256e-07,4.913226803182624e-07
1848,3.282450506958412e-07,2.5640122203185456e-06
1849,3.2176953368434624e-07,5.941005269960442e-07
1850,3.3673421739877085e-07,5.566976710724703e-07
1851,3.1989216608963034e-07,5.024112965656968e-07
1852,3.339909824262577e-07,3.6459053376347583e-07
1853,3.0994326039035514e-07,4.3654821979544067e-07
1854,2.758897892363166e-07,4.437097516074573e-07
1855,3.210697059330414e-07,5.375927116801904e-07
1856,2.386684343491652e-07,4.4730916215485195e-07
1857,2.69947463493736e-07,3.9247333916136995e-07
1858,2.1287490881150006e-07,4.6294175604089105e-07
1859,2.1234362179711752e-07,3.915881165994506e-07
1860,2.2702832325194322e-07,3.606820939694444e-07
1861,3.013500702309102e-07,3.796350824813999e-07
1862,2.552662294874608e-07,3.9532380924356403e-07
1863,3.3513904895698943e-07,3.651067856935697e-07
1864,3.0110891202639323e-07,4.056339832914091e-07
1865,2.8241066729606246e-07,4.212625697164185e-07
1866,2.6517591322772205e-07,3.537300585776393e-07
1867,2.994184740146011e-07,5.046923661211622e-07
1868,2.899706146308745e-07,4.850956543123175e-07
1869,2.627333230975637e-07,3.242656703150715e-07
1870,2.534449663471605e-07,4.4324195869194227e-07
1871,2.1029930508120742e-07,3.9404568497047876e-07
1872,2.6245453454976087e-07,3.852155145978031e-07
1873,3.9028748233249644e-07,3.352162423198024e-07
1874,2.3061991782924451e-07,4.4690077061204647e-07
1875,2.6376238793091034e-07,4.0680058077668946e-07
1876,2.436543979911221e-07,4.068967882631114e-07
1877,2.5048504426194995e-07,3.8655099388051894e-07
1878,2.6149254495067e-07,3.9012513752822997e-07
1879,2.7614149189503223e-07,3.6411577752915036e-07
1880,2.9201200391071325e-07,3.7095151128596626e-07
1881,2.726250443174649e-07,4.2044220549541933e-07
1882,2.682120339159155e-07,4.771911221723713e-07
1883,2.5024581873367424e-07,5.213454414843e-07
1884,3.287645142791007e-07,4.152467454332509e-07
1885,2.6556020316093054e-07,4.2412281686665665e-07
1886,3.052488466437353e-07,5.240212885837536e-07
1887,2.8923136596858967e-07,5.882561140424514e-07
1888,2.6313551870771335e-07,4.2799149468919495e-07
1889,2.2617143713432597e-07,4.272823161954875e-07
1890,3.349291546328459e-07,4.994442406314192e-07
1891,2.721791929616302e-07,3.7671640029657283e-07
1892,3.742301828424388e-07,4.4569122792381677e-07
1893,5.166911591913959e-07,3.233168683891563e-07
1894,2.9869295303797117e-07,4.990819206796004e-07
1895,3.0935677841625875e-07,4.267197653007315e-07
1896,3.0074846790739684e-07,4.6881379489605024e-07
1897,3.163905546443857e-07,4.92357287384948e-07
1898,4.3060080656687205e-07,4.962377033734811e-07
1899,3.3165468948936905e-07,5.068789619144809e-07
1900,4.827679163099674e-07,4.0126840872289904e-07
1901,4.247441438565147e-07,4.4821686628893076e-07
1902,4.777706408276572e-07,5.057592602497607e-07
1903,3.672149659905699e-07,5.05460604927066e-07
1904,4.0739658402344503e-07,4.417941852352669e-07
1905,3.9428198306268314e-07,4.5621109734383936e-07
1906,4.0793383959680796e-07,3.9404454810210154e-07
1907,3.774846959458955e-07,5.826841515954584e-07
1908,4.140300973176636e-07,5.854375899616571e-07
1909,4.2907672082037607e-07,4.670335158607486e-07
1910,4.11499598840237e-07,5.050222284808115e-07
1911,4.320143887071026e-07,4.6766089667471533e-07
1912,4.433217384303134e-07,4.1727463440111023e-07
1913,4.427996316280769e-07,4.915871727462218e-07
1914,4.821655466002994e-07,4.078316919731151e-07
1915,4.830112629861105e-07,3.0629979619334335e-07
1916,3.757712079277553e-07,3.4720380881481105e-07
1917,1.323647438766784e-06,4.156274826527806e-07
1918,1.0475574754309491e-06,3.7905041949670704e-07
1919,7.762216114315379e-07,4.410559313328122e-07
1920,7.413215143969865e-07,3.914843773600296e-07
1921,8.133130791065923e-07,5.778006197942887e-07
1922,1.083080974240147e-06,4.441517091891001e-07
1923,7.707178610871779e-07,3.1635525488127314e-07
1924,9.823418167798081e-07,3.919053881418222e-07
1925,7.940684554341715e-07,3.4094352940883255e-07
1926,6.219545412022853e-07,3.0428958552874974e-07
1927,6.968265324758249e-07,3.233275265301927e-07
1928,1.0477680234544096e-06,2.947918744666822e-07
1929,7.285825631697662e-07,2.617995562559372e-07
1930,7.972234925546218e-07,2.688922506877134e-07
1931,7.367860348495014e-07,3.216310631160013e-07
1932,6.531884082505712e-07,3.4632134315870644e-07
1933,6.630043003497121e-07,2.959430958071607e-07
1934,9.022130029734399e-07,3.2949344586086227e-07
1935,7.551987550868944e-07,2.9441977744681935e-07
1936,8.438801160082221e-07,3.3464212378930824e-07
1937,1.179787773253338e-06,2.7700460236701474e-07
1938,7.999537388059252e-07,2.437460295823257e-07
1939,7.52467258280376e-07,3.823512599865353e-07
1940,1.4251099855755456e-06,2.4343515292457596e-07
1941,1.582005438649503e-06,3.8664683188471827e-07
1942,1.4928322116247728e-06,4.2782386344697443e-07
1943,1.5271017446139012e-06,5.109694143357046e-07
1944,1.3463250070344657e-06,3.984350769314915e-07
1945,6.644437462455244e-07,2.9191954808993614e-07
1946,7.976792630870477e-07,2.2969821600327123e-07
1947,8.654552061670984e-07,2.408015973287547e-07
1948,8.686638466315344e-07,2.3157120665473485e-07
1949,9.767923074832652e-07,2.493520128155069e-07
1950,7.444753009622218e-07,2.2653320286281087e-07
1951,8.774333650762856e-07,3.1557749480271013e-07
1952,1.0281183904226054e-06,2.583476828021958e-07
1953,9.071562772078323e-07,3.0705407993991685e-07
1954,6.567144055225071e-07,2.970851085137838e-07
1955,8.005923746168264e-07,2.524728586195124e-07
1956,7.290874464160879e-07,1.848882078547831e-07
1957,1.0752240768852062e-06,3.0392530447898025e-07
1958,5.972559620204265e-07,1.8116213595931185e-07
1959,5.882817504243576e-07,2.1004527184231847e-07
1960,6.491741828540398e-07,1.584870830129148e-07
1961,5.106896878714906e-07,1.6953508463757316e-07
1962,4.6740217385377036e-07,1.9469806034067005e-07
1963,5.573737666964007e-07,2.1337976363611233e-07
1964,5.682426262865192e-07,2.5491826249890437e-07
1965,6.303794179984834e-07,2.3146743899360445e-07
1966,5.699707799067255e-07,2.1823954909905297e-07
1967,4.940196163261135e-07,2.0707409476017347e-07
1968,5.609778668258514e-07,2.1873195521493471e-07
1969,5.368357847146399e-07,3.120187557215104e-07
1970,4.014686965092551e-07,2.391336977325409e-07
1971,4.788986416315311e-07,3.7407534136946197e-07
1972,5.253270387584053e-07,2.2726550241713994e-07
1973,4.868159066973021e-07,2.46440208684362e-07
1974,4.809863867194508e-07,2.492128317044262e-07
1975,4.889026854471012e-07,4.632010472960246e-07
1976,5.193596166463976e-07,2.2625566487022297e-07
1977,4.0726098404775257e-07,2.2449306413818704e-07
1978,6.487125574494712e-07,4.6990078317321604e-07
1979,4.465055667424167e-07,2.5514603407827963e-07
1980,4.877859396401618e-07,4.0137163637155027e-07
1981,5.269182565825759e-07,2.3657555914269324e-07
1982,4.5563066919385165e-07,2.439548438815109e-07
1983,2.9366219678195193e-07,2.2861443937927106e-07
1984,5.201710564506357e-07,1.9600648215600813e-07
1985,3.8258949075498094e-07,3.0137945827846124e-07
1986,6.05443005952111e-07,2.643567995619378e-07
1987,4.931429202770232e-07,2.560432221798692e-07
1988,4.407467031342094e-07,2.356645580903205e-07
1989,6.475984264397994e-07,2.5574649953341577e-07
1990,3.1656662713430705e-07,2.1467684518938768e-07
1991,3.182775571985985e-07,2.1746035372416372e-07
1992,3.438205169459252e-07,2.363766071766804e-07
1993,2.963475935757742e-07,2.6311235501452757e-07
1994,3.5764003314397996e-07,1.999197252189333e-07
1995,2.700380434816907e-07,2.0930660582507699e-07
1996,2.669046068604075e-07,2.268689200946028e-07
1997,3.188604864590161e-07,2.028240402296433e-07
1998,2.436514137116319e-07,2.374528378368268e-07
1999,2.4313470703418716e-07,2.9157882863728446e-07
2000,2.4431713541162026e-07,2.323884586985514e-07
2001,2.3220422917802352e-07,2.440334867515048e-07
2002,2.5454897922827513e-07,1.8664003675894492e-07
2003,2.300141517252996e-07,2.4959868483165337e-07
2004,2.4798976028250763e-07,1.783940462019018e-07
2005,2.4320246438946924e-07,2.278897284213599e-07
2006,2.800165077587735e-07,1.8406967683404218e-07
2007,2.2289195555913466e-07,1.9533004547156452e-07
2008,2.328819448393915e-07,1.8562437276159471e-07
2009,2.2696596602145291e-07,1.9358861891305423e-07
2010,2.0926403010435024e-07,1.7761462345333712e-07
2011,2.045825056029571e-07,2.091712616447694e-07
2012,2.3727641007553757e-07,1.9948920737533626e-07
2013,2.1002111338930263e-07,1.9914352833438898e-07
2014,1.5937676778321475e-07,1.541797018944635e-07
2015,1.813158689856209e-07,2.2010593170307402e-07
2016,2.216333854221375e-07,2.580889599812508e-07
2017,2.1885819023736985e-07,1.70558450918179e-07
2018,2.096150950592346e-07,2.0909880049657659e-07
2019,1.8060993056678853e-07,2.1708905251216493e-07
