year,en_ADP humeurs_NOUN,en_ADP tumeurs_NOUN
1800,5.973912209356058e-08,1.5720821977538435e-08
1801,6.905429472681135e-08,4.7623651688866175e-09
1802,4.699464284385613e-08,1.1189200677108602e-08
1803,7.801356893821776e-09,1.8723255834629526e-07
1804,2.7190360185613827e-08,2.2246657849223084e-08
1805,1.421438877713399e-08,1.421438877713399e-08
1806,1.4408345627714425e-08,3.1698359492793315e-08
1807,1.4234775136401367e-08,8.540865792383556e-09
1808,9.064295980465431e-09,0.0
1809,1.581321384946932e-08,5.1957702140725814e-08
1810,2.3401267590372754e-09,9.360507036149102e-09
1811,3.008491944456182e-08,5.0141535368197765e-09
1812,2.6672082320544632e-09,5.601137331723294e-08
1813,2.8757416004054903e-08,2.300593315851529e-08
1814,9.440030979135372e-09,0.0
1815,5.394447111228828e-09,2.697223555614414e-09
1816,2.5493642752394408e-08,3.9399267848239106e-08
1817,3.113746815941454e-09,1.0898113522728181e-08
1818,2.5034472272977837e-08,1.0729059418679299e-08
1819,1.8631890696951814e-08,5.072014630513877e-08
1820,9.730514705097448e-08,3.085285271708926e-08
1821,2.859831660373402e-08,3.0570614484304315e-08
1822,1.2030739071633434e-08,1.7043547018147365e-08
1823,2.174191138237802e-08,1.2847492847356534e-08
1824,4.210556348027694e-09,2.0210670470532932e-08
1825,9.68598712347557e-09,1.8491430608946757e-08
1826,4.403992281964975e-09,2.8185549894033102e-08
1827,1.8434546333878643e-08,7.373818444733615e-09
1828,2.384798314380987e-08,2.2013523448549677e-08
1829,1.2002446148073886e-08,1.628903412154159e-08
1830,7.305785310052215e-09,1.2524203008013046e-08
1831,1.2472964883158966e-08,4.677361609140007e-09
1832,2.705993829010822e-08,2.0294953273491956e-08
1833,1.2741991461950875e-08,1.6217079235048004e-08
1834,1.8669062740173104e-08,2.0535967593104942e-08
1835,3.025235173481633e-08,1.8907719834260206e-08
1836,2.8227150394855016e-08,1.8818100855355624e-08
1837,4.5226290268374214e-08,3.478945487245255e-08
1838,8.837027110075724e-09,2.4617431648721322e-08
1839,1.677954131196202e-08,1.677954131196202e-08
1840,7.0066574764382494e-09,3.694419348221345e-08
1841,2.8250413564023802e-08,2.43980835534785e-08
1842,4.024959032733477e-09,2.1466448174578545e-08
1843,7.678984559333912e-09,1.8902115428431898e-08
1844,5.488561161115513e-09,3.2931367854871496e-08
1845,5.580227835366713e-09,2.9575208060350633e-08
1846,2.517435504501009e-08,2.6345256642912318e-08
1847,3.235934187273415e-09,1.5640349459999925e-08
1848,4.34441957963827e-08,3.378993085334514e-08
1849,8.379414939696517e-10,1.4245005175439474e-08
1850,3.394498016007219e-09,4.1412874907109654e-08
1851,6.449438760824933e-09,1.0319102017319892e-08
1852,1.1718981340891332e-08,2.6042181744401205e-08
1853,2.8068079416243563e-08,3.58315901394235e-08
1854,1.0391328686409906e-08,2.5978321716024766e-08
1855,8.491099379170919e-09,2.600399184871094e-08
1856,3.1063134287023786e-09,2.1226476576430287e-08
1857,1.610898081594314e-08,2.245494101771328e-08
1858,1.2234189661342043e-08,1.1255455234504552e-08
1859,9.675129142294736e-09,1.476730293603623e-08
1860,4.57718396518203e-09,3.204028686809579e-08
1861,2.357981898626349e-08,2.0278644541349422e-08
1862,5.421583626485926e-09,2.2589931703009825e-08
1863,7.491931519609807e-09,1.4983863039219614e-08
1864,2.3973640850272204e-09,1.4384183621984903e-08
1865,8.001635798393636e-09,8.001635798393636e-09
1866,4.865612801552288e-09,3.795178216137174e-08
1867,1.844068364675877e-08,2.620518202434141e-08
1868,1.0867722721741302e-08,1.531360993567432e-08
1869,4.883519366671862e-09,4.785848872757015e-08
1870,1.9495765002375265e-08,2.8670243068518175e-08
1871,8.496941816815706e-09,1.805600113868877e-08
1872,1.2094679036067646e-08,3.4469834986339265e-08
1873,1.0176207432266438e-08,5.447263973223926e-08
1874,1.6131444624534197e-08,2.3898437007119355e-08
1875,5.721527251978387e-09,6.293679888358383e-08
1876,1.813804439976252e-09,5.622793608495158e-08
1877,1.7317484335421796e-08,4.4530676035492434e-08
1878,2.4156354694326865e-09,4.3481438893877566e-08
1879,1.221865053580018e-09,3.726688291294522e-08
1880,3.8507077526617195e-09,4.4924924225142604e-08
1881,7.669758161910067e-09,3.6257038260600893e-08
1882,3.3276925659464496e-09,2.1297232422057277e-08
1883,1.0110942305630033e-08,3.159669503816076e-08
1884,1.3203393933736152e-09,4.687204935294176e-08
1885,3.2228177904158883e-09,7.21911206369441e-08
1886,1.936039106809062e-09,6.130790808356323e-08
1887,1.3057849246322917e-09,4.7661149693567495e-08
1888,5.706553452000662e-09,6.086990111953128e-08
1889,2.5060546970934183e-09,8.959145247899869e-08
1890,1.9663159989136147e-09,4.129263331265065e-08
1891,2.5496880162734215e-09,5.864282570655632e-08
1892,1.3163876211308434e-08,5.140180192597654e-08
1893,1.2316833108982905e-09,7.390099909798664e-08
1894,1.2603078580752936e-09,2.7726773765834878e-08
1895,9.027921521465032e-09,5.537125247201402e-08
1896,4.1279202278587945e-09,2.889544248318998e-08
1897,2.330685422435863e-09,5.010973680441566e-08
1898,5.092519295146758e-09,4.413516663248629e-08
1899,7.185851913504848e-09,5.693405569218157e-08
1900,2.07642125715779e-09,4.983411017178696e-08
1901,1.676621730339889e-09,6.371162442064815e-08
1902,1.9641135384773634e-09,1.9641134940684424e-08
1903,4.320176216765503e-09,4.104167317109386e-08
1904,4.837162670412454e-09,5.320879026271541e-08
1905,1.5482277682110634e-09,2.838417501038748e-08
1906,1.0288369045596824e-09,4.989858837234351e-08
1907,1.028568674676933e-09,3.291419758966185e-08
1908,4.4202499438483756e-09,5.893667065492991e-08
1909,3.850688656825696e-09,6.60118004702781e-08
1910,1.6032452032632705e-09,4.3287620599130605e-08
1911,2.6601871816467337e-09,3.8838731342139e-08
1912,1.5628263128064646e-09,3.80287765722187e-08
1913,2.121195885607108e-09,3.340883480973389e-08
1914,0.0,2.5447626228469744e-08
1915,0.0,1.8849219074468238e-08
1916,0.0,3.5159878564172686e-08
1917,1.0966424435210342e-09,3.5092558192673096e-08
1918,0.0,2.1824114071478107e-08
1919,1.1970202606903513e-08,1.5653341733923298e-08
1920,2.2716695191604686e-09,3.63467123065675e-08
1921,0.0,4.543648302046677e-08
1922,2.951174193910333e-09,3.6151885041135756e-08
1923,0.0,2.3355084977083607e-08
1924,7.734974438733389e-09,3.867487308184536e-08
1925,1.0998177923937646e-09,4.7292164850887275e-08
1926,3.343841648018042e-09,3.343841470382358e-08
1927,2.2298449753321847e-09,5.1286434654684854e-08
1928,4.570416489713125e-09,4.227635130860108e-08
1929,0.0,3.230717737778832e-08
1930,2.100720708497761e-09,2.3107928015519974e-08
1931,5.7026783295555106e-09,2.2810713318222042e-08
1932,0.0,3.9454331357546835e-08
1933,2.2941324395731044e-09,3.670611903316967e-08
1934,0.0,3.1152108448395666e-08
1935,5.98414207075848e-09,1.9149254626427137e-08
1936,1.2124714565686645e-08,2.9099314957647948e-08
1937,0.0,2.392312481447334e-08
1938,1.2965214457594243e-09,1.8151300906765755e-08
1939,1.5294050470515685e-09,3.058810094103137e-08
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,8.854508237732261e-09,1.4757512545315876e-08
1942,1.2136847082899749e-08,2.4273694165799498e-08
1943,2.9032352077962287e-09,3.4838823381733164e-08
1944,0.0,2.5705489292704442e-08
1945,4.357008087652048e-09,2.3963544037997053e-08
1946,4.1763312808029696e-09,3.062643116891195e-08
1947,3.5762612871081956e-09,1.907339353124371e-08
1948,5.435944139264848e-09,1.3046265401328583e-08
1949,0.0,3.9268034157657894e-08
1950,3.190608444114673e-09,2.4461330738745346e-08
1951,3.1984206394497505e-09,2.5587365115598004e-08
1952,3.1634410646574906e-09,1.0544804140977249e-08
1953,1.0773827385790469e-09,1.4005975934594517e-08
1954,6.840775057526116e-09,3.8112890621277984e-08
1955,0.0,3.191106756617046e-08
1956,1.744228317335228e-09,2.1802854632824165e-08
1957,2.6505113659425206e-09,1.4136060322300636e-08
1958,8.272243445794913e-10,3.887954491688106e-08
1959,4.650448914844674e-09,1.3176271629333769e-08
1960,4.152500121534786e-09,2.0070416439921246e-08
1961,9.03260666262895e-09,1.945484662257968e-08
1962,0.0,1.2049716779927166e-08
1963,5.1728425987107585e-09,1.2932106940866106e-08
1964,6.6923653285755336e-09,7.909158661334459e-09
1965,7.1136563306595235e-09,1.2585699593614663e-08
1966,4.431259803538978e-09,1.38476865529924e-08
1967,3.944268467392931e-09,1.5284040699725665e-08
1968,2.6948494546985557e-09,3.5931326802796093e-09
1969,6.8126366770115965e-09,7.2668124850849836e-09
1970,4.598724956395017e-09,8.277704743875347e-09
1971,2.569198631618974e-09,1.0790635052160269e-08
1972,3.0780880067027283e-09,1.1799337507056862e-08
1973,5.513203671370093e-09,9.37244681864513e-09
1974,4.500457340128605e-09,7.313243344242437e-09
1975,1.1422960355389478e-09,1.028066431985053e-08
1976,4.570821499072508e-09,3.9994687561772935e-09
1977,8.22749424145286e-09,7.052138428775834e-09
1978,5.346532105932056e-09,8.910887139279566e-09
1979,3.5111840102075575e-09,5.266775904289034e-09
1980,4.548120546843393e-09,4.548120546843393e-09
1981,2.5302198114474095e-09,4.427884725544118e-09
1982,2.483000915987077e-09,6.828252629986764e-09
1983,5.052252838311233e-09,8.841442245000053e-09
1984,5.799008384599347e-09,2.8995041922996734e-09
1985,6.617113967877231e-09,6.617113967877231e-09
1986,7.1933827783254856e-09,1.7983456945813714e-09
1987,6.110816741511371e-09,5.49973533381376e-09
1988,4.797243047249822e-09,6.596209356501959e-09
1989,5.488122178931576e-10,3.841685636274406e-09
1990,4.358920779878872e-09,5.448650863826288e-09
1991,7.6199047072123e-09,3.5168792322792797e-09
1992,2.2039776670368383e-09,2.2039776670368383e-09
1993,7.200969598386564e-09,9.416652346772025e-09
1994,1.5824779264761446e-09,3.164955852952289e-09
1995,4.337960657352369e-09,4.880205572987961e-09
1996,9.60856638698715e-09,2.6690460952494277e-09
1997,1.006927874414032e-08,2.876936688878118e-09
1998,3.814503379828693e-09,1.9072516899143466e-09
1999,4.570201161957499e-10,2.285100553223174e-09
2000,7.068850393920911e-09,1.3254094488601709e-09
2001,3.943090742808408e-09,2.6287270138425356e-09
2002,7.448076377869484e-09,2.1906108038649563e-09
2003,6.667076668520622e-09,4.166922806803086e-09
2004,6.607186797680242e-09,7.928623979580607e-09
2005,5.404499514582994e-09,5.854874363109275e-09
2006,7.412201963319376e-09,4.941467679486777e-09
2007,3.994479413904628e-09,7.190063211481856e-09
2008,4.257439734089985e-09,4.6831836186811415e-09
2009,5.721831008997924e-09,8.582746957586096e-09
2010,2.3618964561933353e-09,3.3066551718974324e-09
2011,4.971163480860241e-09,1.606068167347985e-08
