year,en_ADP humeur_NOUN,en_ADP tumeur_NOUN
1923,1.5499284700126736e-07,1.1677542488541803e-08
1924,1.9208520996016887e-07,2.4494086758863887e-08
1925,1.627730341624556e-07,3.299453510408057e-08
1926,1.6273362746233033e-07,2.3406890647947876e-08
1927,1.6277869008263224e-07,1.5608915049369898e-08
1928,1.5539416153842467e-07,2.9707706517001498e-08
1929,1.9384306426672993e-07,2.5622934884950155e-08
1930,1.5335261593918403e-07,3.886333388436469e-08
1931,1.368642870147596e-07,2.3951248095954725e-08
1932,1.2822657424749195e-07,1.6439305028370654e-08
1933,1.307655423943288e-07,2.1794258842078307e-08
1934,1.2700475338078832e-07,2.036868629318178e-08
1935,1.1609235883724978e-07,1.0771455727365264e-08
1936,1.600462269379932e-07,1.33371855781661e-08
1937,1.2968851592631836e-07,1.888667711114067e-08
1938,1.4391387992418458e-07,1.5558256905023882e-08
1939,1.1164657109929976e-07,1.8352860564618823e-08
1940,5.5787225505810056e-08,5.0715658339584024e-09
1941,1.1806010036252701e-07,2.9515025978810172e-09
1942,1.5777901296587515e-07,1.517105907566929e-08
1943,1.5096823346993915e-07,1.1612940831184915e-08
1944,8.354284375400312e-08,3.855823393905666e-08
1945,9.149717072887142e-08,1.089252066321933e-08
1946,1.4477947729574225e-07,1.8097434661967782e-08
1947,1.5973967038007686e-07,8.344609447874518e-09
1948,1.0763169200345146e-07,1.6307831529616124e-08
1949,9.718838356320703e-08,1.1780409536754632e-08
1950,1.2337019938968297e-07,5.317680518146517e-09
1951,1.7697927034987515e-07,1.1727541604500402e-08
1952,8.014050933979888e-08,1.2653764258629963e-08
1953,8.188109035245361e-08,4.3095309543161875e-09
1954,1.2117945402678743e-07,9.772536557761669e-09
1955,9.291751723594643e-08,9.385607846468247e-09
1956,9.767678932348645e-08,1.1337483840634377e-08
1957,7.686482916824389e-08,7.068030161150318e-09
1958,1.2821976724808337e-07,1.2408365002158916e-08
1959,1.030849432481773e-07,7.750747599288843e-09
1960,8.651041838447782e-08,1.5225833038812198e-08
1961,1.3548910260396951e-07,8.33779090214648e-09
1962,1.2747332789331267e-07,1.0781326054143392e-08
1963,1.1380253539527985e-07,5.819448034571906e-09
1964,1.0281906526188322e-07,7.909158661334459e-09
1965,1.0561043950474414e-07,2.73602163147757e-09
1966,1.0358069602034448e-07,8.308612464702492e-09
1967,1.0205794609419172e-07,4.930335695263466e-09
1968,9.836200831614406e-08,7.635406973349745e-09
1969,8.038911403218663e-08,5.450109252791435e-09
1970,8.691590380749403e-08,7.817832603507213e-09
1971,1.0071259026744883e-07,6.679916619845017e-09
1972,1.2517558900526637e-07,3.0780880067027283e-09
1973,9.207050055692889e-08,4.410563025913916e-09
1974,4.2754344065087935e-08,4.500457340128605e-09
1975,4.9118728639996334e-08,5.140332159925265e-09
1976,6.342014557958464e-08,5.142174241967723e-09
1977,4.7014253823363106e-08,6.464460078348111e-09
1978,6.59405614555908e-08,5.346532105932056e-09
1979,1.0006874617829453e-07,5.266775904289034e-09
1980,6.083111259158613e-08,5.685150683554241e-10
1981,5.69299452024552e-08,4.427884725544118e-09
1982,4.717701784784367e-08,6.828252629986764e-09
1983,6.504775740268087e-08,4.4207211225000265e-09
1984,4.755186822080759e-08,5.219107812592938e-09
1985,5.414002401948892e-08,6.015557829641693e-09
1986,4.555808885697843e-08,2.3977941854269602e-09
1987,6.477466030219148e-08,9.166225112267057e-09
1988,5.336933028843305e-08,5.99655392008458e-09
1989,4.445378820605583e-08,3.841685636274406e-09
1990,5.285191306825254e-08,2.724325431913144e-09
1991,5.0994746203514296e-08,6.4476117778156095e-09
1992,5.179347439820958e-08,3.856960972825618e-09
1993,6.14852027069901e-08,1.661762283333701e-09
1994,4.483687732204089e-08,3.164955852952289e-09
1995,4.825981392286849e-08,4.337960657352369e-09
1996,5.4448541675355955e-08,4.270473752399084e-09
1997,5.370281996874837e-08,4.315404922294874e-09
1998,6.15088637800909e-08,7.152193948201102e-09
1999,5.072923414672914e-08,2.7421207526856506e-09
2000,5.1249166688194236e-08,5.3016377954406835e-09
2001,5.827011761994072e-08,4.381211837767296e-09
2002,4.381221430094229e-08,2.6287327870022636e-09
2003,3.62522278862798e-08,2.5001538617175356e-09
2004,5.5059889092490266e-08,7.047666006343434e-09
2005,4.3235996116663955e-08,5.854874363109275e-09
2006,7.165128579345037e-08,6.1768350434476815e-09
2007,4.6335962622379157e-08,7.988958827809256e-09
2008,5.704969296971285e-08,7.663391698997657e-09
2009,4.196009228962794e-08,5.721831008997924e-09
2010,4.2986517456711226e-08,8.030448306328708e-09
2011,4.5505267110002023e-08,9.177532511728259e-09
2012,6.536165386705761e-08,9.531907707582832e-09
2013,9.98506735072624e-08,9.483025031897796e-09
2014,9.159833069816159e-08,8.445236510112863e-09
2015,1.2146833228143805e-07,5.984753581600444e-09
2016,1.507935536437799e-07,5.59261792432153e-09
2017,4.603568726224694e-08,8.301517695485927e-09
2018,8.931874617701396e-08,8.518839855753413e-09
2019,8.265200079904389e-08,8.418259866971312e-09
