year,en_ADP air_NOUN,en_ADP terres_NOUN
1859,9.522363986214089e-08,7.378559097048765e-07
1860,2.2016254042078742e-07,9.035361214770887e-07
1861,1.787350306092783e-07,8.394415536017164e-07
1862,2.466820419877447e-07,9.447109410309906e-07
1863,1.4883970733681195e-07,8.161210409696196e-07
1864,9.829192038068868e-08,7.48457054555729e-07
1865,8.425251213362017e-08,7.055559914093124e-07
1866,1.7954111974916032e-07,7.376269396397461e-07
1867,1.465549051005155e-07,9.841501711349565e-07
1868,1.1262912769094413e-07,8.792975734195352e-07
1869,1.3771524309813543e-07,8.282448398233555e-07
1870,1.2614906896857292e-07,7.746699886013175e-07
1871,1.115223595693493e-07,7.201158416236808e-07
1872,1.5420715726577328e-07,9.361281438913238e-07
1873,7.302925214558442e-08,8.17688237120251e-07
1874,1.69081439682639e-07,8.770726003248797e-07
1875,1.0241533254795598e-07,8.22183466198112e-07
1876,1.6566080840441089e-07,8.627663055094104e-07
1877,1.0699732011509866e-07,8.089739100825e-07
1878,1.6547102504871347e-07,7.651525231189282e-07
1879,6.659164597522249e-08,8.748553677051518e-07
1880,1.1167052460514526e-07,7.810518778406106e-07
1881,1.1713813058422673e-07,1.1058397113572482e-06
1882,1.0715170062347568e-07,9.051323601738659e-07
1883,1.131161653233903e-07,1.0319480274745274e-06
1884,1.7296446674919252e-07,8.258722958842668e-07
1885,1.4180398011376383e-07,7.831447406125847e-07
1886,1.0906354014350583e-07,8.667002244777677e-07
1887,8.161155939934162e-08,8.317849764516438e-07
1888,1.0715638998348709e-07,8.743707853309246e-07
1889,8.645888804892365e-08,8.5331160271096e-07
1890,1.7238036653655087e-07,8.206092036999735e-07
1891,2.42220368873447e-07,8.79004948384221e-07
1892,1.1847488301519604e-07,8.669352826728982e-07
1893,1.422594238520425e-07,8.375446336472692e-07
1894,1.9282710761459043e-07,8.021859549955934e-07
1895,1.0352017021375559e-07,7.836235873526221e-07
1896,7.194375445385148e-08,8.886822486786627e-07
1897,1.1070755412401212e-07,7.394099585944502e-07
1898,1.9181822974445595e-07,8.776108506580726e-07
1899,1.0060192678906787e-07,6.892890205278945e-07
1900,1.3496738171525635e-07,7.822917007516139e-07
1901,1.279821263411307e-07,1.307764961655522e-06
1902,2.533706344731712e-07,6.466843871510974e-07
1903,1.3608554705335507e-07,6.879880354304646e-07
1904,1.4135264425618743e-07,6.825774274688001e-07
1905,1.475977098319703e-07,7.292152375271144e-07
1906,2.052529679552606e-07,9.141215713270867e-07
1907,2.2062798410438234e-07,7.493122851087719e-07
1908,2.3329098763902323e-07,8.221665437346815e-07
1909,3.15206349466024e-07,8.262477049214567e-07
1910,3.6340225884057276e-07,7.572661679944304e-07
1911,3.9902805815117404e-07,9.241489937750202e-07
1912,4.625965921434272e-07,7.001462316580387e-07
1913,5.09087001221431e-07,7.466609694972703e-07
1914,3.0202313938687553e-07,6.643169738751453e-07
1915,1.8377989163820274e-07,8.18762934784445e-07
1916,1.50528225217883e-07,9.152556117442145e-07
1917,1.381769423325352e-07,6.65661961107844e-07
1918,2.6303800471083605e-07,7.856681278894939e-07
1919,2.642652502382603e-07,6.850639073796572e-07
1920,2.854731246948461e-07,6.663563869580003e-07
1921,2.6504616346123555e-07,6.633726696847475e-07
1922,2.751969887526684e-07,7.267266504129566e-07
1923,2.558443532585386e-07,5.902467350438201e-07
1924,2.2947091282699006e-07,6.342679252924199e-07
1925,3.277457034656095e-07,7.368779044725215e-07
1926,2.920288224572687e-07,7.211551356078871e-07
1927,2.129501930347999e-07,8.150083594671287e-07
1928,2.31948637186008e-07,7.941098889574505e-07
1929,2.551153110985638e-07,7.408370414907495e-07
1930,2.468346705919444e-07,8.182307382753606e-07
1931,4.573547949249246e-07,7.230996246221366e-07
1932,3.9563927378694075e-07,6.509964993739459e-07
1933,3.8082598163846626e-07,7.455930610689165e-07
1934,3.774197683270586e-07,6.529961122936356e-07
1935,5.732808050495919e-07,8.114496896638457e-07
1936,4.692264652383926e-07,6.911087346850309e-07
1937,4.293571240765459e-07,6.774021734656799e-07
1938,4.2914859399445504e-07,7.182728758436951e-07
1939,4.909389987872714e-07,6.958792990729989e-07
1940,6.187310546135194e-07,8.342725763554881e-07
1941,4.574829119974311e-07,7.526331491369831e-07
1942,4.247896423503761e-07,1.110521516523022e-06
1943,9.929064368474627e-07,9.69680543860818e-07
1944,4.6269882147953467e-07,7.872306344580693e-07
1945,9.389352637612092e-07,5.79482096085826e-07
1946,4.134568101221703e-07,8.519715848365195e-07
1947,5.161737379744125e-07,7.712803320458761e-07
1948,4.435730192042797e-07,5.827331674979064e-07
1949,4.7317980900185574e-07,9.453779057366773e-07
1950,5.221962715573625e-07,8.487018696712312e-07
1951,4.659032604159563e-07,7.388351228598822e-07
1952,5.388395063476992e-07,8.087864706851633e-07
1953,5.289949411846351e-07,7.358524234390984e-07
1954,6.74304979852991e-07,7.710531058080505e-07
1955,5.406109884198429e-07,6.560539826949707e-07
1956,5.843164938568179e-07,7.796700671747203e-07
1957,5.009466179650701e-07,6.785309185630695e-07
1958,6.444077458311881e-07,7.205124266107532e-07
1959,4.7512084933032384e-07,7.9600182800732e-07
1960,5.294437523950535e-07,6.803179060099751e-07
1961,4.3703921681625957e-07,7.378944975044988e-07
1962,4.7564672556177356e-07,6.836629022899388e-07
1963,4.4615768057809646e-07,9.809002694538549e-07
1964,4.7637472228023725e-07,8.82175382521666e-07
1965,4.5801002546141945e-07,6.894774386978497e-07
1966,5.383980679063427e-07,6.851835401278095e-07
1967,5.166991521310393e-07,6.867957722533902e-07
1968,4.051256959902716e-07,6.543992934204823e-07
1969,4.514507359054676e-07,7.230478367148407e-07
1970,3.7893495408169997e-07,6.208278926500554e-07
1971,4.3933299265219716e-07,6.464103829983969e-07
1972,3.729616903092037e-07,6.746143155211826e-07
1973,4.1018235097389777e-07,6.213380645547772e-07
1974,4.0672883683257055e-07,7.217608235521311e-07
1975,4.1065541767082436e-07,6.231224887187636e-07
1976,4.079458255645818e-07,6.924794564433512e-07
1977,4.01384201875743e-07,7.169673645890384e-07
1978,3.386137139571588e-07,8.56039207075554e-07
1979,3.440960313350061e-07,7.31496652583985e-07
1980,3.2234804003827833e-07,8.857464832701112e-07
1981,2.859148393596911e-07,8.197911935958757e-07
1982,3.0478835211233957e-07,7.852490186976979e-07
1983,2.7345319608684804e-07,7.376289175020645e-07
1984,2.52836773739773e-07,7.817063227832932e-07
1985,3.0739501566401373e-07,6.562973555723772e-07
1986,2.673540528963514e-07,7.217360344924373e-07
1987,3.611492629396196e-07,7.241318042972011e-07
1988,2.5065594289053195e-07,7.933440562268856e-07
1989,1.909866496063728e-07,7.826062331517392e-07
1990,2.2557414969259781e-07,6.821710778481815e-07
1991,2.3035557727979494e-07,7.344415839938279e-07
1992,1.630943504693505e-07,1.4144026616591532e-06
1993,2.2046045700108152e-07,7.378224275988998e-07
1994,1.524453796530878e-07,6.630582864985968e-07
1995,2.125600774283143e-07,7.716147543135321e-07
1996,2.0605035411236372e-07,7.286495558034289e-07
1997,1.0980308384755944e-07,6.741621527694974e-07
1998,1.316003657159115e-07,7.49073111983023e-07
1999,1.6955446535682483e-07,9.876204973835456e-07
2000,1.9483518709506598e-07,6.697735850380582e-07
2001,1.296838689768265e-07,7.535684005688381e-07
2002,1.305603966050839e-07,7.040622751475212e-07
2003,1.5042591949843143e-07,7.300449222924499e-07
2004,1.700249482594618e-07,6.325280366148434e-07
2005,1.5763123639711552e-07,6.980812079504517e-07
2006,2.2442499875152677e-07,7.819872953618301e-07
2007,1.6417310089167358e-07,6.443095621477823e-07
2008,1.4092124867026712e-07,8.003986415872077e-07
2009,2.5891284249901503e-07,7.347784709565985e-07
2010,2.116259318896141e-07,6.263749776636018e-07
2011,2.2255517517777434e-07,5.865972885210624e-07
2012,2.291062098924712e-07,5.140421333038603e-07
2013,1.5284404897286663e-07,5.932468942759783e-07
2014,1.4768336260850834e-07,4.772641251094001e-07
2015,2.0569820136095984e-07,4.7013564952180786e-07
2016,1.6715714334925025e-07,4.74958281593274e-07
2017,1.4439609019589739e-07,4.855129960290583e-07
2018,1.3449441449431276e-07,4.6879435533497826e-07
2019,1.9004859225235649e-07,4.63514475246285e-07
