year,en_ADP erreurs_NOUN,en_ADP terreurs_NOUN
1881,5.9266312746331096e-08,2.091752326904839e-09
1882,5.590523599607877e-08,2.6621540527571597e-09
1883,3.6020232130340446e-08,1.8958017378167824e-09
1884,3.762967182296961e-08,0.0
1885,6.123353557541122e-08,6.445635580831777e-09
1886,5.420909587883216e-08,2.5813855497602844e-09
1887,5.288428894800745e-08,5.876032105334161e-09
1888,5.389522428345117e-08,6.340614699951175e-09
1889,3.821733329800736e-08,2.5060546970934183e-09
1890,3.342736931699619e-08,2.6217545912032847e-09
1891,5.099376210182527e-08,0.0
1892,3.2596265242545996e-08,9.402768341715273e-09
1893,5.173069794750518e-08,1.2316833108982905e-09
1894,3.969969597505951e-08,3.780923574225881e-09
1895,4.8750777636996645e-08,4.213029924926559e-09
1896,4.540712339462516e-08,5.89702897624278e-10
1897,3.903898004864459e-08,2.330685422435863e-09
1898,4.413516663248629e-08,4.52668391659472e-09
1899,3.703477347016815e-08,1.6582735185011188e-09
1900,3.8932899570909285e-08,2.07642125715779e-09
1901,4.359216276839106e-08,8.38310842965484e-09
1902,3.289890315727462e-08,3.437198747846537e-09
1903,2.4841012802312434e-08,4.860198465905796e-09
1904,4.460938995975994e-08,3.2247751136083025e-09
1905,5.1091515018697464e-08,5.160759042333041e-10
1906,5.19562632916859e-08,5.144184522798412e-10
1907,4.217131532868734e-08,5.142843373384665e-10
1908,2.553922229253658e-08,3.437972351250096e-09
1909,4.8958753495753626e-08,1.6502950117569526e-09
1910,5.237267686197811e-08,1.068830135508847e-09
1911,4.0434844805758985e-08,1.0108711201439746e-08
1912,5.0010442009806866e-08,2.0837684910901544e-09
1913,5.3560196278112926e-08,6.363587878865928e-09
1914,4.085013571852869e-08,2.0090231700464756e-09
1915,3.534228554258334e-08,0.0
1916,5.7134801778602196e-08,0.0
1917,2.52227767560953e-08,1.0966424435210342e-09
1918,2.5270027848023346e-08,2.2972752589112133e-09
1919,4.235610262526279e-08,4.603924352863942e-09
1920,5.4520068459851245e-08,7.572231730534895e-09
1921,4.770830841493989e-08,2.2718242842501013e-09
1922,4.721878710256533e-08,0.0
1923,4.564857647437748e-08,0.0
1924,6.187979550986711e-08,2.578324886925998e-09
1925,6.048998102414771e-08,4.399271169575059e-09
1926,6.464760105018286e-08,2.229227691330493e-09
1927,6.020581366783517e-08,2.2298449753321847e-09
1928,6.284322751071159e-08,3.4278122562625413e-09
1929,2.4508894469477127e-08,2.2280812750352652e-09
1930,4.7266215830177316e-08,4.201441416995522e-09
1931,5.018356930008849e-08,0.0
1932,4.4934100884574946e-08,0.0
1933,4.817677989876756e-08,3.4411986593596566e-09
1934,3.714289675826876e-08,0.0
1935,3.8298509252854274e-08,1.196828414151696e-09
1936,4.849885826274658e-08,2.424942913137329e-09
1937,5.414180748175568e-08,0.0
1938,3.759912203804561e-08,5.186085783037697e-09
1939,4.435274547631707e-08,1.5294050470515685e-09
1940,4.057252667166722e-08,2.5357829169792012e-09
1941,2.9515025090631752e-08,0.0
1942,3.944475324146879e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,3.213186161588055e-08,0.0
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,4.872386583087973e-08,1.3921104269343232e-09
1947,5.006765846360395e-08,0.0
1948,4.892349636520521e-08,5.435944139264848e-09
1949,5.3011845579931105e-08,2.945102384188658e-09
1950,4.1477910883713776e-08,0.0
1951,4.584402901741669e-08,1.0661401761424827e-09
1952,4.2179216563908994e-08,3.1634410646574906e-09
1953,3.98631598841348e-08,0.0
1954,2.9317607896928166e-08,2.9317608341017376e-09
1955,3.003394510869839e-08,9.385607846468247e-10
1956,3.750090726839517e-08,8.72114158667614e-10
1957,4.59421976017893e-08,5.301022731885041e-09
1958,3.8052320405768114e-08,1.6544486891589827e-09
1959,3.720359131875739e-08,0.0
1960,3.5296249478733444e-08,2.076250060767393e-09
1961,5.558527504945232e-08,2.779263708063695e-09
1962,4.5662087444497956e-08,2.5367825617905737e-09
1963,3.0390449268224984e-08,3.879631726988464e-09
1964,4.1979379972190145e-08,3.041984220075733e-09
1965,4.2134733035936733e-08,3.830430195250756e-09
1966,6.203763547318886e-08,2.769537488234164e-09
1967,5.768492528090974e-08,4.437302081328198e-09
1968,4.177016776907294e-08,5.838840522187638e-09
1969,4.178417256639477e-08,3.1792304344691047e-09
1970,3.54101814536989e-08,5.518470125309705e-09
1971,4.1107178105903586e-08,5.138397485282553e-10
1972,2.924183739594355e-08,1.0260293725750103e-09
1973,5.072147502005464e-08,3.859242703185828e-09
1974,2.306484425673716e-08,2.2502286700643026e-09
1975,3.1413140533231854e-08,5.711480177694739e-10
1976,2.9138986334942274e-08,3.9994687561772935e-09
1977,3.761140376923322e-08,5.876781838942691e-10
1978,4.633661276898238e-08,5.346532105932056e-09
1979,2.925986741786346e-08,2.3407893401383717e-09
1980,2.8994268319593175e-08,5.685150683554241e-10
1981,2.340453342242199e-08,2.5302198114474095e-09
1982,2.9796010991844923e-08,6.207502289967692e-10
1983,2.9681984869966982e-08,1.2630632095778083e-09
1984,3.36342509399401e-08,2.3196033982486597e-09
1985,2.8273122509858695e-08,1.8046674155058895e-09
1986,3.476801424540099e-08,1.1988970927134801e-09
1987,3.727598141267663e-08,6.721898593298192e-09
1988,2.5185526553173077e-08,2.99827696004229e-09
1989,2.8538234886354985e-08,3.841685636274406e-09
1990,2.8332985735346483e-08,5.44865097484859e-10
1991,2.3445860364290638e-08,3.5168792322792797e-09
1992,1.5427843891302473e-08,0.0
1993,1.938722604677423e-08,1.1078414852150331e-09
1994,2.7429617688312646e-08,5.802419433820205e-09
1995,2.8196744494835002e-08,5.422450821690461e-10
1996,2.028474987980644e-08,1.6014276571496566e-09
1997,1.8220598363427598e-08,0.0
1998,1.8118891276230897e-08,1.9072516899143466e-09
1999,2.3308025731694215e-08,1.8280804647829996e-09
2000,2.5182780305499364e-08,3.092622158362701e-09
2001,2.4096664219541708e-08,3.943090742808408e-09
2002,2.7601695151702188e-08,4.81934359086722e-09
2003,2.083461403401543e-08,1.2500769308587678e-09
2004,2.95121012072741e-08,4.404791253964646e-10
2005,2.477062288619436e-08,2.702249757291497e-09
2006,3.911995349881181e-08,8.235779835885637e-10
2007,1.7176262190332636e-08,1.997239706952314e-09
2008,2.426740586258802e-08,2.9802078582719105e-09
2009,1.5735034608610476e-08,4.76819250749827e-10
2010,2.5980861906305108e-08,2.3618964561933353e-09
2011,2.6767803973370974e-08,3.82397197240536e-10
2012,1.9404239992582006e-08,2.7234021704458655e-09
2013,2.370756213565528e-08,3.3469500504423877e-09
2014,1.8406284496563785e-08,3.2481677347817595e-09
2015,2.3717356967267733e-08,6.206410940734486e-09
2016,2.4856079861024227e-08,5.3854840587064245e-09
2017,1.685459594114036e-08,2.264050280587071e-09
2018,1.9360999914397325e-08,3.3559066636712487e-09
2019,2.1683396411731337e-08,3.06118530524202e-09
