year,en_PRON ira_VERB,en_PRON tira_VERB
1872,5.200711683528425e-08,8.35137541344011e-07
1873,4.2500630570430076e-08,8.380406484320702e-07
1874,4.182226476245887e-08,9.708739980851533e-07
1875,7.209124230911357e-08,9.46340605878504e-07
1876,5.9250943706956605e-08,1.009079824143555e-06
1877,6.865145829593189e-08,7.576399525532906e-07
1878,8.998242151392333e-08,7.204632765933638e-07
1879,5.437299321897626e-08,9.402251635037828e-07
1880,5.519347934246355e-08,8.734688776712574e-07
1881,5.647731171620762e-08,8.394899282393453e-07
1882,8.119570082953942e-08,8.638689905637875e-07
1883,4.9922778799782463e-08,7.614803507749457e-07
1884,6.733731083841121e-08,8.555799126952479e-07
1885,5.607703146282006e-08,6.832373742327036e-07
1886,5.162771188338411e-08,7.95066739556205e-07
1887,6.528924956228366e-08,7.28627981061436e-07
1888,5.57974075832135e-08,8.540807812096318e-07
1889,6.703696442400542e-08,7.179846761573572e-07
1890,5.309053108248918e-08,6.685474431833427e-07
1891,5.354345000707639e-08,6.654685762441659e-07
1892,6.33119758841616e-08,6.29358623882581e-07
1893,5.234653960295432e-08,5.758119527854433e-07
1894,6.679631781025819e-08,6.793059128540335e-07
1895,7.52326840824935e-08,6.343619816107093e-07
1896,5.661147717272996e-08,6.769789138161286e-07
1897,6.584186573732609e-08,5.756792802458222e-07
1898,6.224190607362345e-08,6.258140388126776e-07
1899,6.080336412139786e-08,6.843142159596027e-07
1900,6.229263915802363e-08,7.194799422904907e-07
1901,6.818261510943557e-08,6.270565222621372e-07
1902,6.039648853262136e-08,4.664769619466824e-07
1903,8.586350475070503e-08,6.296656920312671e-07
1904,8.223176539701171e-08,5.745474140894657e-07
1905,8.515252308827215e-08,5.392993216446484e-07
1906,6.327346796508593e-08,6.286193752202962e-07
1907,4.937129460813594e-08,5.348557010620425e-07
1908,8.39847562605911e-08,6.291489285104035e-07
1909,7.536347590431092e-08,7.261298264893412e-07
1910,6.680188302521373e-08,6.295409775702865e-07
1911,5.001151603956089e-08,6.560021574841812e-07
1912,6.095022753171975e-08,6.147117233012978e-07
1913,6.628736987090988e-08,6.119649924585246e-07
1914,6.227971438566016e-08,6.134217187536706e-07
1915,1.2251992442813275e-07,5.501615873981791e-07
1916,8.899844061716067e-08,5.724467655454646e-07
1917,7.566833204464274e-08,5.132286560183275e-07
1918,9.074237539152818e-08,5.031033083469083e-07
1919,8.194984779663628e-08,4.86174371872039e-07
1920,7.7993985936331e-08,6.231946940715716e-07
1921,8.02711213054863e-08,5.641696816383046e-07
1922,9.59131600808405e-08,6.322890726551122e-07
1923,8.386599281706708e-08,6.581888101209188e-07
1924,1.0055467170033694e-07,6.445812346100865e-07
1925,1.1218141215962874e-07,7.951682619022904e-07
1926,7.913758537370086e-08,7.579374141641892e-07
1927,8.696395070728613e-08,7.325040769501356e-07
1928,6.855624690160766e-08,6.94703317094536e-07
1929,8.578112642432245e-08,7.519774385400524e-07
1930,1.3549648780752932e-07,6.648780868090398e-07
1931,9.466446204697831e-08,6.489647716989566e-07
1932,1.2493872081353885e-07,6.137340733403107e-07
1933,9.291236580111217e-08,5.999156087455049e-07
1934,9.465448158607614e-08,5.763139938608219e-07
1935,9.813993262497434e-08,4.763377035033045e-07
1936,1.1033490476819452e-07,5.540994720831804e-07
1937,9.821071955684602e-08,5.326043037712225e-07
1938,1.2316954212110431e-07,5.419459512268077e-07
1939,1.4682288451695058e-07,6.454089316321188e-07
1940,1.4453962648985907e-07,5.122281550029584e-07
1941,1.151085982087352e-07,5.578339710154978e-07
1942,1.0012898843392293e-07,5.916713234910276e-07
1943,2.032264641016468e-07,6.096793754295504e-07
1944,1.4138019288623127e-07,7.518855795751733e-07
1945,8.278315277721049e-08,7.559409027635411e-07
1946,1.3781893137831958e-07,5.986074711472611e-07
1947,1.2516914682514368e-07,7.319414976336702e-07
1948,1.3154984257468527e-07,6.599236144211318e-07
1949,1.3449300850787438e-07,5.752767151534499e-07
1950,1.4995859642930043e-07,5.381492655942566e-07
1951,1.4712734675015327e-07,6.823296985203342e-07
1952,1.6555341808555113e-07,5.778552463198139e-07
1953,1.7022647313957862e-07,6.388879683072446e-07
1954,1.5440607459282774e-07,6.635552267653111e-07
1955,2.3370163670932698e-07,6.588696805920335e-07
1956,1.500036395096771e-07,5.939097604823473e-07
1957,1.5196264380179514e-07,6.829484391346341e-07
1958,1.5220927718218036e-07,6.592978252228932e-07
1959,2.8987796341084504e-07,5.805310365758487e-07
1960,2.0139624923309896e-07,6.353325261443388e-07
1961,1.889899334805989e-07,6.322824788185244e-07
1962,2.0611357953725928e-07,6.836629040662956e-07
1963,2.036806767691246e-07,6.705297437292757e-07
1964,2.0685491808336565e-07,5.408647894000751e-07
1965,1.9206871826327188e-07,5.800366125185974e-07
1966,2.1934736693651757e-07,7.162023507589765e-07
1967,2.1742780464961697e-07,7.213080834844732e-07
1968,2.1648624048964393e-07,6.364336400110915e-07
1969,1.9892899194573488e-07,5.740781716667698e-07
1970,2.474114046968623e-07,4.952826770932006e-07
1971,2.2865868976040815e-07,4.855785391555401e-07
1972,2.082839585249019e-07,4.868509222433204e-07
1973,1.9020552510795596e-07,4.93431741688255e-07
1974,2.1995985743927804e-07,4.061662650656217e-07
1975,2.1360936441894296e-07,4.29503302257217e-07
1976,2.5482330467951897e-07,4.3422804196779907e-07
1977,2.327205583796399e-07,4.1842687892312824e-07
1978,2.8990084421920415e-07,5.132670821694774e-07
1979,2.867466890599246e-07,4.804469995178806e-07
1980,2.6094841354407095e-07,4.542435476651008e-07
1981,2.6820329779297936e-07,4.3140246930306603e-07
1982,3.0168460751767157e-07,4.525269048372138e-07
1983,2.45034254664489e-07,3.707090456828155e-07
1984,2.5399656333746634e-07,4.2796682464540936e-07
1985,2.7972343552562506e-07,4.271046236681286e-07
1986,2.9073253093869766e-07,4.53183105264543e-07
1987,2.9515246646738547e-07,3.715376521995495e-07
1988,3.2741183897400106e-07,3.891763356023148e-07
1989,2.9526097655718786e-07,4.593558173837664e-07
1990,2.8823363207308716e-07,3.890336870426836e-07
1991,3.2413903827688273e-07,3.827536829703604e-07
1992,3.2233173907769697e-07,4.2316372628192767e-07
1993,2.708672450779659e-07,4.375973787773546e-07
1994,2.774611398415061e-07,4.35181448210642e-07
1995,3.334807354704594e-07,4.01803617933183e-07
1996,2.941288776980855e-07,3.8541026015082025e-07
1997,3.207784522452073e-07,3.701658499721816e-07
1998,3.471197995708053e-07,3.957547392019478e-07
1999,3.158008983206173e-07,3.386519153991685e-07
2000,3.1588926141523643e-07,3.4725727005024964e-07
2001,2.768925961849078e-07,3.614499632931256e-07
2002,2.98361175765649e-07,3.9387180095218355e-07
2003,2.966849095287216e-07,4.071083594681113e-07
2004,3.206688110601874e-07,4.078836752796633e-07
2005,3.049038377334057e-07,4.4001632204526686e-07
2006,2.7878113817436656e-07,4.599683052219916e-07
2007,2.548477837649443e-07,5.536348339774122e-07
2008,2.6481274506551244e-07,5.734771093557356e-07
2009,2.6654196738640223e-07,6.265404977057187e-07
2010,2.390239330907207e-07,7.336050771300506e-07
2011,2.573533053329413e-07,8.971038027993927e-07
2012,1.9336155498983487e-07,1.255828806279169e-06
2013,2.3707562668562332e-07,1.3242765817267355e-06
2014,2.4317948987828686e-07,1.3583837699115975e-06
2015,2.4448825541867336e-07,1.41528335007024e-06
2016,2.1210522405112897e-07,1.391319074173225e-06
2017,2.731953898660322e-07,1.0610848448777688e-06
2018,2.0264513134193862e-07,1.2693071766989306e-06
2019,2.3162968298962028e-07,1.2652899386011995e-06
