year,en_ADP elles_PRON,en_ADP tels_ADJ
1800,4.747688514328274e-06,7.231578402766559e-08
1801,4.448049160998835e-06,7.143547975374531e-08
1802,3.6073982698781037e-06,2.9315705774024536e-07
1803,4.286845401324513e-06,1.2872238985828233e-07
1804,4.355401558964189e-06,2.2741028260497842e-07
1805,3.7412271467474056e-06,1.7910129201936797e-07
1806,2.81250900791008e-06,2.535868759423465e-07
1807,3.917410140275024e-06,2.93236372961303e-07
1808,3.018410461130827e-06,2.0168058911806952e-07
1809,3.221377539830428e-06,1.2424667783506038e-07
1810,3.7465428874838835e-06,1.9189039335287816e-07
1811,2.2112417901176684e-06,1.579458341893769e-07
1812,2.9632682334579385e-06,1.8937179069311583e-07
1813,3.332984650938897e-06,1.121539270343419e-07
1814,2.835156010405626e-06,7.552024783308298e-08
1815,3.7194712410038022e-06,3.506390555685357e-08
1816,5.13581025352039e-06,9.038654980031424e-08
1817,4.244036704292853e-06,1.338911126413933e-07
1818,4.587269099687319e-06,1.2517236047671076e-07
1819,3.8754329034773605e-06,2.1944225903069992e-07
1820,4.397717869863982e-06,3.1327510896517197e-07
1821,4.721680387120841e-06,3.0373382964299367e-07
1822,3.9490902565830766e-06,5.453935045807157e-07
1823,3.85227154353629e-06,7.619551496418353e-07
1824,3.847606230067413e-06,9.7432273804543e-07
1825,3.387453835657084e-06,3.011461604529586e-07
1826,3.453610695203224e-06,2.880210939748551e-07
1827,3.0002223403435835e-06,4.5717675334344676e-07
1828,3.953262023514981e-06,3.0452041244188877e-07
1829,3.541578946553159e-06,3.360684956987825e-07
1830,4.1747342827136436e-06,1.8473198948321112e-07
1831,3.590654691798534e-06,1.356434902177739e-07
1832,3.7045056053841563e-06,5.276687886635045e-08
1833,3.936117174418996e-06,1.679626198125561e-07
1834,3.697407598757252e-06,1.7175537170288635e-07
1835,3.969108604451321e-06,3.463894415745017e-07
1836,4.292543087203171e-06,6.169648703036046e-07
1837,4.103068285132849e-06,4.251271299438031e-07
1838,3.803708876759515e-06,6.760325632626518e-07
1839,4.1179787526601785e-06,2.4749822191694193e-07
1840,4.456871280922314e-06,2.573354320745125e-07
1841,4.63948819984239e-06,2.7544152647607234e-07
1842,5.2720253158611285e-06,2.9918863031497267e-07
1843,5.304996907540271e-06,1.8783976951652903e-07
1844,4.93641219279084e-06,2.2777529729012258e-07
1845,5.2230935558839064e-06,1.6684882186979166e-07
1846,4.5530457892795084e-06,2.347655070344956e-07
1847,4.565363866504413e-06,1.9361672887185932e-07
1848,4.141680104652323e-06,2.469883106925863e-07
1849,4.191383535356863e-06,1.7931948392835295e-07
1850,4.32051705168135e-06,3.285874079494988e-07
1851,4.217933172512289e-06,1.3543821264505596e-07
1852,4.553475573487731e-06,2.0638429454322704e-07
1853,4.645565638838889e-06,3.338309859657329e-07
1854,4.687008893000666e-06,2.977115647340156e-07
1855,4.8839740287576205e-06,2.2023788304181835e-07
1856,5.0632910166825695e-06,1.3926638597894225e-07
1857,4.408978977465949e-06,2.8898532811183486e-07
1858,4.848164767423668e-06,2.6279039433418916e-07
1859,4.664939822873748e-06,2.3780449653898472e-07
1860,4.188123121195986e-06,2.3069006260811875e-07
1861,5.041836750763196e-06,1.414789121412241e-07
1862,4.254135918202451e-06,1.8297844750492231e-07
1863,4.406254646482921e-06,1.7930689200085226e-07
1864,5.1639220330912394e-06,2.2391380039010755e-07
1865,4.809453761467353e-06,1.2426068840554194e-07
1866,4.255951395748525e-06,2.1700634178500877e-07
1867,3.986099502029106e-06,2.1400898475576469e-07
1868,4.3930300890338e-06,1.8771522025673448e-07
1869,4.851776452596823e-06,2.446643101450263e-07
1870,4.348129293063607e-06,1.8463637552201817e-07
1871,3.313807358296117e-06,1.752494229734225e-07
1872,3.993058069085009e-06,2.086332049344719e-07
1873,3.503608461130625e-06,2.328555792630027e-07
1874,3.357132957404474e-06,1.9596717704128963e-07
1875,3.990765005568164e-06,2.5289150096252655e-07
1876,3.8011295906414944e-06,1.4631355527150447e-07
1877,3.279807966549697e-06,1.7317484868328847e-07
1878,3.3160635055651255e-06,1.588280280628851e-07
1879,3.3723476562386168e-06,2.2848876968240006e-07
1880,3.009969830713999e-06,1.694311344557775e-07
1881,2.9319393650695247e-06,2.0289996705002977e-07
1882,3.1653010879040266e-06,2.0165816394523972e-07
1883,3.1046912241095015e-06,2.243365369025696e-07
1884,2.968783103796113e-06,1.907890379015953e-07
1885,3.0584540535727456e-06,2.0754947538392798e-07
1886,2.7975766005994274e-06,1.606912474194644e-07
1887,3.0561895059122435e-06,2.1480161804809939e-07
1888,3.127191256169226e-06,1.3442103363736635e-07
1889,3.054254108292298e-06,1.5976098488579282e-07
1890,3.1775666649025425e-06,1.6713685480063134e-07
1891,3.162250614252571e-06,1.1346111494781042e-07
1892,3.4144587495177348e-06,1.4229522582454024e-07
1893,3.20176070900402e-06,1.0900397073854151e-07
1894,3.39274868110806e-06,1.5123694385721365e-07
1895,3.553991948734847e-06,1.5588211788042372e-07
1896,3.452120779456891e-06,1.2737582655297786e-07
1897,3.313069317556483e-06,1.217783154316976e-07
1898,3.7871369649167264e-06,8.713866461729225e-08
1899,3.425992982641901e-06,1.3266187792737583e-07
1900,3.5486038214571636e-06,1.380820071616995e-07
1901,3.5538790044142843e-06,1.1233365215801427e-07
1902,3.170570391120009e-06,9.575053505628262e-08
1903,3.6554090172558062e-06,1.0422424967515553e-07
1904,3.6047612184120226e-06,1.3060339210113625e-07
1905,3.554730916732751e-06,8.82489818998522e-08
1906,3.502160893731343e-06,1.7387343742569783e-07
1907,3.598447538166738e-06,9.154261348953696e-08
1908,3.819587234943356e-06,9.970119618785134e-08
1909,3.808330831134299e-06,1.1332025939836399e-07
1910,3.6313503883889098e-06,8.443757837373056e-08
1911,3.6747824161409426e-06,9.629877417705046e-08
1912,3.8033984637309004e-06,1.1043973335844726e-07
1913,3.915197225978773e-06,8.96205238909431e-08
1914,3.772945373015091e-06,1.359439010251151e-07
1915,3.1513537699368044e-06,9.188994365416647e-08
1916,3.5071979098688644e-06,7.58134857115067e-08
1917,3.7077480108393956e-06,1.1734074267799599e-07
1918,3.5251689354254268e-06,1.0108010961573655e-07
1919,3.506348654980229e-06,1.0865261323989017e-07
1920,3.777786304226538e-06,1.1812681588452278e-07
1921,3.477405662977162e-06,8.330022072122745e-08
1922,3.735448654396123e-06,1.5715001921989824e-07
1923,4.192237859967918e-06,1.3906891460635507e-07
1924,4.142078708468944e-06,1.3407289767286557e-07
1925,3.833964768773512e-06,1.1878032468715105e-07
1926,3.959108433093661e-06,8.916910410050605e-08
1927,3.7450247418746585e-06,1.0926240268105403e-07
1928,3.732887776664029e-06,1.1426041179873891e-07
1929,3.6874744964165984e-06,9.135133538507034e-08
1930,3.701469804440194e-06,1.2499288448708512e-07
1931,3.535660560771703e-06,8.896178105288755e-08
1932,3.5256829242769072e-06,1.2274680916135594e-07
1933,3.551317114158792e-06,1.0438302422421941e-07
1934,3.429128270227011e-06,8.147474694908396e-08
1935,3.345135382915032e-06,1.0053358945327773e-07
1936,3.815647666272071e-06,9.093536146309589e-08
1937,3.4537436306436575e-06,8.058315614789535e-08
1938,3.4824566697011505e-06,9.464606787190633e-08
1939,3.542102184894702e-06,7.341144225847529e-08
1940,3.0074386003775544e-06,1.343964912692286e-07
1941,3.5565606637533165e-06,1.0920559478933001e-07
1942,3.929304213556861e-06,7.888950426249153e-08
1943,3.925173992058717e-06,5.516146828199453e-08
1944,3.939366017391421e-06,1.542329375325835e-07
1945,4.389685805961108e-06,2.0913638243413857e-07
1946,4.330855460921157e-06,1.225057113529715e-07
1947,4.459597832351392e-06,8.46381809083141e-08
1948,4.051952714689833e-06,6.631851645622078e-08
1949,3.5547387255974172e-06,7.657266820615405e-08
1950,3.770235604605432e-06,1.1911604658187969e-07
1951,3.978835060536312e-06,6.929911144926137e-08
1952,3.3585201464347847e-06,8.857635158676658e-08
1953,3.5068807520133305e-06,8.295847309103266e-08
1954,3.6656782995692083e-06,6.352148784749545e-08
1955,3.637861496486039e-06,5.349796383669059e-08
1956,3.335836552764704e-06,6.802490748469836e-08
1957,3.3193237101158957e-06,6.449577583111932e-08
1958,3.2815989570167403e-06,7.693186709900601e-08
1959,3.435906407389666e-06,9.533419653706687e-08
1960,3.409202570026082e-06,7.474500218762614e-08
1961,3.5442561241438852e-06,8.059864997633781e-08
1962,3.5407141538712494e-06,7.990864858697933e-08
1963,3.289281316654069e-06,8.535189977010305e-08
1964,3.73251462093549e-06,1.0038548081681142e-07
1965,4.000610893228895e-06,1.2421538642115593e-07
1966,3.3239987686783934e-06,8.530175366061599e-08
1967,3.7440968085888926e-06,1.6861747909047153e-07
1968,3.7570694431110496e-06,9.342144835500221e-08
1969,3.286416045966689e-06,1.3852361124833124e-07
1970,3.339134309499059e-06,1.2554519557284038e-07
1971,3.570158590093797e-06,1.037956258720385e-07
1972,3.0688537648870806e-06,7.643918698008179e-08
1973,3.012965812843049e-06,7.442825333825454e-08
1974,3.0451218364646593e-06,6.750685921375066e-08
1975,2.7283740777761523e-06,7.253579559218792e-08
1976,2.985317728132486e-06,5.884932674504739e-08
1977,2.9383910273850233e-06,7.87488740883191e-08
1978,3.0689095567026925e-06,5.1089087182987214e-08
1979,2.9722172030233196e-06,5.325295626690263e-08
1980,2.98868365433691e-06,6.196814217318547e-08
1981,3.176058413600913e-06,6.515316330890641e-08
1982,3.7418823666257595e-06,5.959202153960064e-08
1983,3.2403886933707327e-06,3.410270710269003e-08
1984,3.3216721107010017e-06,5.741018416216548e-08
1985,3.184034930825419e-06,4.331201797214135e-08
1986,3.238820426076927e-06,5.574871497771028e-08
1987,3.268675932588394e-06,5.010869941202145e-08
1988,3.3172934976732904e-06,3.6578978013235286e-08
1989,3.0909104253851183e-06,4.939309983242879e-08
1990,3.220152834160217e-06,3.432650075296806e-08
1991,3.2314258433530085e-06,5.0994746203514296e-08
1992,3.1715238435481297e-06,4.738552050742584e-08
1993,3.2620393213278476e-06,5.151463078334473e-08
1994,3.157571178746821e-06,4.114442742064739e-08
1995,3.1314652986225155e-06,4.609083192885777e-08
1996,3.2626419823600372e-06,6.459091217436708e-08
1997,3.2542948815716954e-06,5.4661797865840356e-08
1998,3.250910523888706e-06,4.863491809281584e-08
1999,3.1342438617798507e-06,3.244842938787684e-08
2000,3.11913017014831e-06,4.8156542753474696e-08
2001,3.059838391550329e-06,5.3888905782173424e-08
2002,3.1619274665217745e-06,3.329728293088863e-08
2003,3.273534531444966e-06,3.5418845856227676e-08
2004,3.1798187265508204e-06,4.140503906402415e-08
2005,3.1215487972247047e-06,5.314424400548745e-08
2006,3.2691926961092577e-06,3.911995560823556e-08
2007,3.073751976501171e-06,4.553706478560571e-08
2008,2.971267043960779e-06,2.6396126839856038e-08
2009,3.011113612672034e-06,2.5748239984579868e-08
2010,2.782786495458822e-06,3.023227468368361e-08
2011,2.483287399712708e-06,1.682547690062819e-08
2012,2.4381257723860017e-06,1.6680837655602687e-08
2013,2.6519000932978543e-06,2.6775601014161765e-08
2014,2.6977115190618406e-06,2.6418430776331547e-08
2015,2.7693891873070697e-06,3.945504345459483e-08
2016,2.9993003956008124e-06,3.7076987702278075e-08
2017,2.5724640977387025e-06,1.5345229087415646e-08
2018,2.555910167956199e-06,2.7621693321489005e-08
2019,2.4247137595523327e-06,3.6989322771407984e-08
