year,en_ADP as_NOUN,en_ADP tasses_NOUN
1928,3.8734279761420964e-07,0.0
1929,4.3670392324557383e-07,1.1140406375176326e-09
1930,3.382160305154258e-07,0.0
1931,3.3189588410920123e-07,1.1405356659111021e-09
1932,3.704323338071802e-07,1.0959536611565568e-09
1933,3.005313560233702e-07,0.0
1934,3.2350267531455756e-07,4.7926320689839486e-09
1935,4.057248297328897e-07,0.0
1936,3.297922339662307e-07,3.6374143697059935e-09
1937,3.9536109475157843e-07,0.0
1938,3.721016561542001e-07,6.482607339819424e-09
1939,3.869394795685821e-07,1.6823456405745674e-08
1940,2.865434600707317e-07,0.0
1941,3.984528449407776e-07,0.0
1942,5.643633826935002e-07,6.068423541449874e-09
1943,5.458082172893342e-07,5.806470415592457e-09
1944,4.7555155546774586e-07,6.4263723231761105e-09
1945,5.969101186664716e-07,4.357008087652048e-09
1946,5.33178296180381e-07,4.1763312808029696e-09
1947,5.364392037243704e-07,3.5762612871081956e-09
1948,5.131530942392715e-07,8.697510267552389e-09
1949,4.476555710564156e-07,6.8719057111366055e-09
1950,5.455940654819358e-07,4.2541445921528975e-09
1951,4.2112536879912454e-07,2.1322803522849654e-09
1952,3.9964806997083713e-07,5.272402070488624e-09
1953,4.6650671969850066e-07,4.3095309543161875e-09
1954,4.944903166936854e-07,1.3681550115052232e-08
1955,3.819942366867224e-07,9.385607846468247e-10
1956,4.6134837927702677e-07,8.72114158667614e-10
1957,5.16849691933885e-07,8.835037701437898e-10
1958,4.988162860541934e-07,4.1361216673863055e-09
1959,4.402424780280967e-07,2.325224457422337e-09
1960,5.003762590938265e-07,8.305000243069571e-09
1961,4.967934006394614e-07,6.94815938118154e-09
1962,5.098932955860391e-07,5.0735651235811474e-09
1963,5.347425994228772e-07,2.5864212993553792e-09
1964,4.404793096934867e-07,3.041984220075733e-09
1965,4.985031392124029e-07,2.188817349590977e-09
1966,4.913159239450238e-07,8.862519607077957e-09
1967,4.7380523993112433e-07,7.888536934785861e-09
1968,4.540821489928959e-07,3.1439910674890825e-09
1969,4.446380916789394e-07,3.1792304344691047e-09
1970,3.8583302530703634e-07,6.438214850135182e-09
1971,4.377914790687498e-07,6.166076982339064e-09
1972,3.457718964483547e-07,2.0520587451500205e-09
1973,4.377483728834619e-07,8.269805285010534e-09
1974,3.5159821631935984e-07,7.313243344242437e-09
1975,3.7410196407350327e-07,5.711480177694739e-09
1976,3.982328118379286e-07,5.142174241967723e-09
1977,3.9668278306592697e-07,2.3507127355770763e-09
1978,4.877225388000284e-07,3.5643548113029055e-09
1979,4.3889798639895616e-07,1.1703946700691858e-09
1980,4.178585761849263e-07,7.95921106799824e-09
1981,4.0989559701998246e-07,5.060439622894819e-09
1982,4.475609056697749e-07,2.483000915987077e-09
1983,4.319676154551644e-07,3.157658134966823e-09
1984,4.4884324790217534e-07,5.219107812592938e-09
1985,4.511668638684796e-07,2.4062232206745193e-09
1986,4.6577151557869456e-07,2.3977941854269602e-09
1987,4.3203475463826635e-07,6.721898593298192e-09
1988,4.779253419684437e-07,4.197587610832443e-09
1989,4.4289146305942495e-07,3.841685636274406e-09
1990,4.544174814213875e-07,1.6345953479657283e-09
1991,3.974073312651427e-07,0.0
1992,4.3142863326295355e-07,2.7549720282848966e-09
1993,3.894062734488557e-07,1.661762283333701e-09
1994,4.293790212273052e-07,4.747434001473039e-09
1995,4.370495325645152e-07,3.795715741716776e-09
1996,4.099654749012416e-07,2.6690460952494277e-09
1997,4.809279241513309e-07,4.315404922294874e-09
1998,4.4105196650434664e-07,5.72175506974304e-09
1999,4.935817319307034e-07,3.1991407301035224e-09
2000,3.8348513342612023e-07,0.0
2001,4.0920518795672933e-07,2.190605918883648e-09
2002,4.937636735036222e-07,3.504977197366088e-09
2003,4.891967542164366e-07,3.7502307925763034e-09
2004,4.695507432317392e-07,1.3214374039449694e-09
2005,4.6793958929924884e-07,2.702249757291497e-09
2006,4.7891058541083e-07,2.0589450144825605e-09
2007,7.661411516313166e-07,0.0
2008,8.872504198009779e-07,1.7029758714315335e-09
2009,9.007115471248994e-07,3.337734755248789e-09
2010,1.3127420475100848e-06,9.447586046817946e-10
2011,1.4397254788356406e-06,3.059177577924288e-09
2012,1.8437432953710697e-06,3.4042526575461807e-09
2013,1.957129092566845e-06,1.9523875849358774e-09
2014,2.121486572193021e-06,3.4647122948427977e-09
2015,2.1358920470060383e-06,4.876465897751814e-09
2016,2.1204307736333305e-06,4.556948152156792e-09
2017,2.478631914076823e-06,3.018733707449428e-09
2018,2.6754321372779444e-06,3.614053500911041e-09
2019,2.4678255622356815e-06,6.632568272380013e-09
