year,en_ADP issue_NOUN,en_ADP tissu_NOUN
1894,1.2603078580752936e-09,5.079040761302167e-07
1895,6.018614495673091e-10,5.838056154061633e-07
1896,0.0,5.277840955386637e-07
1897,2.9133566670225264e-09,7.149377552195801e-07
1898,0.0,7.084260573719803e-07
1899,0.0,8.611967245997221e-07
1900,2.595526460424935e-09,6.795088438593666e-07
1901,0.0,6.35998503639712e-07
1902,1.4730852093691738e-09,1.8663988612388493e-06
1903,5.400220270956879e-10,6.447863256653363e-07
1904,1.0749250378694342e-09,6.379680144164013e-07
1905,1.5482277682110634e-09,6.218714929673297e-07
1906,2.572092316910357e-09,9.789382602320984e-07
1907,1.5428529565042481e-09,6.269125947255816e-07
1908,0.0,6.743337053194409e-07
1909,2.7504918342913243e-09,8.11395068467391e-07
1910,5.344150677544235e-10,7.369583840954874e-07
1911,1.0640748282497725e-09,6.980330908845644e-07
1912,5.209421227725386e-10,6.855598257970996e-07
1913,5.30298971401777e-10,6.506768386316253e-07
1914,6.696743715117748e-10,8.277175425064343e-07
1915,0.0,1.0013648079620907e-06
1916,0.0,9.899703172777663e-07
1917,0.0,1.0571633310973994e-06
1918,0.0,8.132354309964285e-07
1919,0.0,7.624098543601576e-07
1920,0.0,8.094715440165601e-07
1921,7.572747429129834e-10,7.269837283274683e-07
1922,7.377935484775833e-10,6.352402692755277e-07
1923,2.1231896241147297e-09,4.5754737243441923e-07
1924,2.578324886925998e-09,5.491831984727469e-07
1925,0.0,5.411103529695538e-07
1926,4.458455382660986e-09,6.409029538190225e-07
1927,0.0,6.143222890386824e-07
1928,0.0,7.244109951898281e-07
1929,1.1140406375176326e-09,6.138363914942602e-07
1930,1.0503603542488804e-09,5.482880851559457e-07
1931,0.0,6.854619414298213e-07
1932,0.0,5.118103558743314e-07
1933,0.0,6.664454872407077e-07
1934,1.1981580172459871e-09,7.069132266224187e-07
1935,0.0,7.911035595498106e-07
1936,1.2124714565686645e-09,6.971710604375403e-07
1937,0.0,8.033133553908556e-07
1938,0.0,8.660763342049904e-07
1939,1.5294050470515685e-09,7.371732522187813e-07
1940,0.0,5.477290869748686e-07
1941,0.0,7.172151299528196e-07
1942,0.0,5.400896725404891e-07
1943,2.9032352077962287e-09,4.616144053670723e-07
1944,3.2131861615880553e-09,6.844086328783305e-07
1945,0.0,4.07380269962232e-07
1946,2.7842208538686464e-09,5.248256229606341e-07
1947,0.0,4.887556883659272e-07
1948,0.0,6.055641392777034e-07
1949,0.0,5.350269702830701e-07
1950,3.190608444114673e-09,5.381492655942566e-07
1951,0.0,5.170779786567437e-07
1952,5.272402070488624e-09,6.474509746112744e-07
1953,4.3095309543161875e-09,1.006275510917476e-06
1954,4.886268278880834e-09,9.518450383438903e-07
1955,9.385607846468247e-10,1.1412898857088294e-06
1956,8.72114158667614e-10,7.072845846778364e-07
1957,0.0,6.891329462632712e-07
1958,0.0,6.00564874275733e-07
1959,0.0,6.843910114184837e-07
1960,6.920833350854139e-10,6.685525022476213e-07
1961,1.3896318540318475e-09,5.558527504945232e-07
1962,6.341956404476434e-10,4.5091309175404604e-07
1963,1.939815863494232e-09,6.647102850365627e-07
1964,2.4335873316516654e-09,4.952350423081953e-07
1965,1.0944086747954884e-09,5.526763970920001e-07
1966,3.8773522170743036e-09,5.400597729021683e-07
1967,1.9721342336964653e-09,6.197431616783433e-07
1968,8.982831700699023e-10,5.304362389324524e-07
1969,4.5417578031781147e-10,4.914181772619486e-07
1970,0.0,4.879247512690199e-07
1971,0.0,5.749867000304221e-07
1972,5.130146862875051e-10,6.751273531335755e-07
1973,0.0,4.802000717063493e-07
1974,5.625571675160757e-10,6.480658498730918e-07
1975,5.711480177694739e-10,7.270714377227705e-07
1976,0.0,5.627824180010066e-07
1977,4.7014254711541525e-09,5.865028356311086e-07
1978,1.1881182704343018e-09,5.934650744165992e-07
1979,0.0,5.266775815471192e-07
1980,0.0,5.20759783739777e-07
1981,1.2651099057237047e-09,5.066765424999176e-07
1982,6.207502289967692e-10,5.506054776560632e-07
1983,6.315316047889041e-10,5.923766366322525e-07
1984,0.0,5.706224328605458e-07
1985,1.8046674155058895e-09,6.147900535324879e-07
1986,1.1988970927134801e-09,5.353075493985671e-07
1987,3.6664902225425067e-09,6.098595122239203e-07
1988,3.597932174415064e-09,6.272395012274501e-07
1989,5.488122178931576e-10,5.060048806626583e-07
1990,5.448650863826288e-09,5.083591076981975e-07
1991,1.7584396161396398e-09,6.078339538362343e-07
1992,2.2039776670368383e-09,6.01685883339087e-07
1993,2.7696036575264316e-09,7.123420573407202e-07
1994,2.637463358823311e-09,6.134739578556037e-07
1995,1.0844901643380922e-09,7.28235136193689e-07
1996,4.804283193493575e-09,8.669061912769394e-07
1997,3.835915585170824e-09,1.096592313842848e-06
1998,1.43043876743576e-09,1.1839265425805934e-06
1999,1.8280804647829996e-09,8.217221534323471e-07
2000,1.3254094488601709e-09,7.859678134991555e-07
2001,1.7524847129024579e-09,6.273895110098238e-07
2002,6.133709984368352e-09,5.279371748656558e-07
2003,2.9168460979889232e-09,4.804462037100166e-07
2004,3.523833003171717e-09,5.215272835812357e-07
2005,4.5037495954858286e-10,4.963131914337282e-07
2006,4.529678854225949e-09,5.83916801133455e-07
2007,2.7961355453243186e-09,6.283316338340228e-07
2008,1.7029758714315335e-09,7.693193424529454e-07
2009,2.860915504498962e-09,7.338248337873665e-07
2010,5.196172381261022e-09,9.268081839763909e-07
2011,3.823971805871906e-09,1.1108638773293933e-06
2012,2.382976926895708e-09,1.2405097322698566e-06
2013,2.5102124823206395e-09,1.1505140946610481e-06
2014,2.165445156521173e-09,1.1736713076970773e-06
2015,3.546520632724537e-09,1.1213654715902521e-06
2016,4.1426800878596737e-10,1.0996744777003187e-06
2017,1.7609279590047322e-09,1.3141553836248931e-06
2018,2.581466596041082e-09,1.374372914142441e-06
2019,2.5509878653906526e-09,1.3571254839916946e-06
