year,en_ADP elles_PRON,en_ADP tel_ADJ
1800,4.747688514328274e-06,1.2765307744189158e-06
1801,4.448049160998835e-06,1.8739907048370696e-06
1802,3.6073982698781037e-06,2.5690403617772972e-06
1803,4.286845401324513e-06,1.199458615097626e-06
1804,4.355401558964189e-06,1.480638673001522e-06
1805,3.7412271467474056e-06,1.782484311263488e-06
1806,2.81250900791008e-06,2.1093817395012593e-06
1807,3.917410140275024e-06,1.8049695320598858e-06
1808,3.018410461130827e-06,4.681708958287345e-06
1809,3.221377539830428e-06,1.4390024247745714e-06
1810,3.7465428874838835e-06,1.2753690352695912e-06
1811,2.2112417901176684e-06,3.1413672232361023e-06
1812,2.9632682334579385e-06,1.3229353328370053e-06
1813,3.332984650938897e-06,1.4148648475043046e-06
1814,2.835156010405626e-06,3.9616666072106455e-06
1815,3.7194712410038022e-06,1.2218422256182748e-06
1816,5.13581025352039e-06,1.2074715947107961e-06
1817,4.244036704292853e-06,1.2423849646836516e-06
1818,4.587269099687319e-06,2.0039500299162682e-06
1819,3.8754329034773605e-06,2.623991274930404e-06
1820,4.397717869863982e-06,4.166321332377265e-06
1821,4.721680387120841e-06,2.5136932606528717e-06
1822,3.9490902565830766e-06,3.0969128346214347e-06
1823,3.85227154353629e-06,5.260554047481492e-06
1824,3.847606230067413e-06,6.386572010796954e-06
1825,3.387453835657084e-06,4.776072259460307e-06
1826,3.453610695203224e-06,5.046094173621896e-06
1827,3.0002223403435835e-06,3.738525894192435e-06
1828,3.953262023514981e-06,4.607247149124305e-06
1829,3.541578946553159e-06,2.337047888545385e-06
1830,4.1747342827136436e-06,2.0884108593577366e-06
1831,3.590654691798534e-06,1.3501984028607694e-06
1832,3.7045056053841563e-06,1.324583998041362e-06
1833,3.936117174418996e-06,1.4549037068434245e-06
1834,3.697407598757252e-06,2.172145308065865e-06
1835,3.969108604451321e-06,4.40171722004834e-06
1836,4.292543087203171e-06,5.4343984885463215e-06
1837,4.103068285132849e-06,4.49966800886159e-06
1838,3.803708876759515e-06,5.25929344519227e-06
1839,4.1179787526601785e-06,3.7844855427238144e-06
1840,4.456871280922314e-06,4.084244210389443e-06
1841,4.63948819984239e-06,3.2475134261744643e-06
1842,5.2720253158611285e-06,5.753678706810206e-06
1843,5.304996907540271e-06,2.278295532676111e-06
1844,4.93641219279084e-06,2.7700767724070374e-06
1845,5.2230935558839064e-06,2.140575414699697e-06
1846,4.5530457892795084e-06,2.7276122409602976e-06
1847,4.565363866504413e-06,2.601691171832954e-06
1848,4.141680104652323e-06,2.243812225799502e-06
1849,4.191383535356863e-06,2.3663467629830848e-06
1850,4.32051705168135e-06,3.896204873399256e-06
1851,4.217933172512289e-06,2.212802549195203e-06
1852,4.553475573487731e-06,2.0000394584940295e-06
1853,4.645565638838889e-06,2.6969244260044434e-06
1854,4.687008893000666e-06,2.9734787858615164e-06
1855,4.8839740287576205e-06,2.259163125017949e-06
1856,5.0632910166825695e-06,2.302295968092949e-06
1857,4.408978977465949e-06,2.713142706056715e-06
1858,4.848164767423668e-06,2.8383319943259266e-06
1859,4.664939822873748e-06,2.48243461697939e-06
1860,4.188123121195986e-06,1.8954118594649572e-06
1861,5.041836750763196e-06,2.01277340750039e-06
1862,4.254135918202451e-06,2.208391759239703e-06
1863,4.406254646482921e-06,2.7825033441786218e-06
1864,5.1639220330912394e-06,2.287085273167122e-06
1865,4.809453761467353e-06,2.2668161676620002e-06
1866,4.255951395748525e-06,2.3311152190785833e-06
1867,3.986099502029106e-06,3.244104576083373e-06
1868,4.3930300890338e-06,3.0765535967702817e-06
1869,4.851776452596823e-06,2.831952670589999e-06
1870,4.348129293063607e-06,2.3802037105724594e-06
1871,3.313807358296117e-06,2.6308654952345023e-06
1872,3.993058069085009e-06,2.4872705779444004e-06
1873,3.503608461130625e-06,2.6697578903167596e-06
1874,3.357132957404474e-06,3.1121738999217996e-06
1875,3.990765005568164e-06,2.446525094512708e-06
1876,3.8011295906414944e-06,2.7122422210368313e-06
1877,3.279807966549697e-06,2.618651166130803e-06
1878,3.3160635055651255e-06,3.1306636572026036e-06
1879,3.3723476562386168e-06,2.791961748016547e-06
1880,3.009969830713999e-06,2.502318352526345e-06
1881,2.9319393650695247e-06,2.487790780492105e-06
1882,3.1653010879040266e-06,2.3759724001592986e-06
1883,3.1046912241095015e-06,2.5302633162027632e-06
1884,2.968783103796113e-06,2.435366027953023e-06
1885,3.0584540535727456e-06,2.6504454240239284e-06
1886,2.7975766005994274e-06,3.5636027462260245e-06
1887,3.0561895059122435e-06,2.037024408707566e-06
1888,3.127191256169226e-06,2.16531987007329e-06
1889,3.054254108292298e-06,2.1514480437190286e-06
1890,3.1775666649025425e-06,1.9512409039634804e-06
1891,3.162250614252571e-06,1.8740207394785102e-06
1892,3.4144587495177348e-06,2.1864570847185405e-06
1893,3.20176070900402e-06,1.7212773926189584e-06
1894,3.39274868110806e-06,1.989395904899993e-06
1895,3.553991948734847e-06,1.6153961794884708e-06
1896,3.452120779456891e-06,1.9542754117196637e-06
1897,3.313069317556483e-06,1.953114349362295e-06
1898,3.7871369649167264e-06,1.5475600854131244e-06
1899,3.425992982641901e-06,2.1181679699111555e-06
1900,3.5486038214571636e-06,1.859435268869447e-06
1901,3.5538790044142843e-06,1.5262846204677771e-06
1902,3.170570391120009e-06,1.6798081112767704e-06
1903,3.6554090172558062e-06,1.4677798816364884e-06
1904,3.6047612184120226e-06,1.455448554565919e-06
1905,3.554730916732751e-06,1.5079738417966837e-06
1906,3.502160893731343e-06,1.4377995505299168e-06
1907,3.598447538166738e-06,1.4523389708642753e-06
1908,3.819587234943356e-06,1.4856951864317125e-06
1909,3.808330831134299e-06,1.5897842402523565e-06
1910,3.6313503883889098e-06,1.5444595362623659e-06
1911,3.6747824161409426e-06,1.6924110397553704e-06
1912,3.8033984637309004e-06,1.3284024404924821e-06
1913,3.915197225978773e-06,1.5330943767821736e-06
1914,3.772945373015091e-06,1.222825371627323e-06
1915,3.1513537699368044e-06,1.1038574321275973e-06
1916,3.5071979098688644e-06,1.1525847902760233e-06
1917,3.7077480108393956e-06,1.0209741532207772e-06
1918,3.5251689354254268e-06,9.866797441304698e-07
1919,3.506348654980229e-06,1.229247807543743e-06
1920,3.777786304226538e-06,1.683307147004598e-06
1921,3.477405662977162e-06,1.1987659007672846e-06
1922,3.735448654396123e-06,1.449764347682958e-06
1923,4.192237859967918e-06,1.7463235195691595e-06
1924,4.142078708468944e-06,1.2749816704626937e-06
1925,3.833964768773512e-06,1.5958356200940216e-06
1926,3.959108433093661e-06,1.5080725290772534e-06
1927,3.7450247418746585e-06,1.5631213301503522e-06
1928,3.732887776664029e-06,1.4453942256409391e-06
1929,3.6874744964165984e-06,1.1363214227344542e-06
1930,3.701469804440194e-06,1.2992957039159592e-06
1931,3.535660560771703e-06,1.6081552942637245e-06
1932,3.5256829242769072e-06,1.759005606061237e-06
1933,3.551317114158792e-06,1.1183895480826322e-06
1934,3.429128270227011e-06,1.3000014575936802e-06
1935,3.345135382915032e-06,1.4864609312326138e-06
1936,3.815647666272071e-06,1.1239610344659923e-06
1937,3.4537436306436575e-06,1.2968851734740383e-06
1938,3.4824566697011505e-06,1.2174335921599777e-06
1939,3.542102184894702e-06,1.0675247779090569e-06
1940,3.0074386003775544e-06,2.0742704300857895e-06
1941,3.5565606637533165e-06,2.0867122998424747e-06
1942,3.929304213556861e-06,1.4624900472881563e-06
1943,3.925173992058717e-06,1.808715502704672e-06
1944,3.939366017391421e-06,9.22184426599415e-07
1945,4.389685805961108e-06,1.07618098965645e-06
1946,4.330855460921157e-06,1.064964450847583e-06
1947,4.459597832351392e-06,9.500934297079766e-07
1948,4.051952714689833e-06,1.4568330080066971e-06
1949,3.5547387255974172e-06,1.16429720975475e-06
1950,3.770235604605432e-06,1.1922240190642697e-06
1951,3.978835060536312e-06,1.1972754165867627e-06
1952,3.3585201464347847e-06,1.1124768377612781e-06
1953,3.5068807520133305e-06,8.82376451016853e-07
1954,3.6656782995692083e-06,8.980960792825954e-07
1955,3.637861496486039e-06,8.043465840046338e-07
1956,3.335836552764704e-06,8.346132460701483e-07
1957,3.3193237101158957e-06,8.552316721477382e-07
1958,3.2815989570167403e-06,9.546169010832273e-07
1959,3.435906407389666e-06,1.034724839144019e-06
1960,3.409202570026082e-06,1.0941837587097325e-06
1961,3.5442561241438852e-06,1.0998936232908818e-06
1962,3.5407141538712494e-06,9.988580842446027e-07
1963,3.289281316654069e-06,1.0759512960589745e-06
1964,3.73251462093549e-06,1.2259195898423059e-06
1965,4.000610893228895e-06,1.8687028386921156e-06
1966,3.3239987686783934e-06,1.4944424151508429e-06
1967,3.7440968085888926e-06,2.2280186584566763e-06
1968,3.7570694431110496e-06,1.3146374442385422e-06
1969,3.286416045966689e-06,1.3616189917797783e-06
1970,3.339134309499059e-06,1.5911588917560948e-06
1971,3.570158590093797e-06,1.0749527952214066e-06
1972,3.0688537648870806e-06,1.1024685839799986e-06
1973,3.012965812843049e-06,1.0011978162083324e-06
1974,3.0451218364646593e-06,1.1971216409278895e-06
1975,2.7283740777761523e-06,1.0149300706530084e-06
1976,2.985317728132486e-06,1.271831116866906e-06
1977,2.9383910273850233e-06,1.117763943625505e-06
1978,3.0689095567026925e-06,1.063365893116952e-06
1979,2.9722172030233196e-06,9.345601164056916e-07
1980,2.98868365433691e-06,8.954112153958249e-07
1981,3.176058413600913e-06,7.584333694410361e-07
1982,3.7418823666257595e-06,1.2011516687948642e-06
1983,3.2403886933707327e-06,7.344712429357969e-07
1984,3.3216721107010017e-06,8.779698994487717e-07
1985,3.184034930825419e-06,8.319516808796834e-07
1986,3.238820426076927e-06,7.678935745047966e-07
1987,3.268675932588394e-06,1.817356917399593e-06
1988,3.3172934976732904e-06,7.327788704714067e-07
1989,3.0909104253851183e-06,9.845691124610312e-07
1990,3.220152834160217e-06,6.560175620506925e-07
1991,3.2314258433530085e-06,1.1265735864185444e-06
1992,3.1715238435481297e-06,8.281445857960534e-07
1993,3.2620393213278476e-06,7.566557549409936e-07
1994,3.157571178746821e-06,9.099248288180206e-07
1995,3.1314652986225155e-06,8.811482459236686e-07
1996,3.2626419823600372e-06,1.0056965606963786e-06
1997,3.2542948815716954e-06,9.6904814483878e-07
1998,3.250910523888706e-06,7.958007408603862e-07
1999,3.1342438617798507e-06,7.924729032993127e-07
2000,3.11913017014831e-06,7.077686383638593e-07
2001,3.059838391550329e-06,8.416307863967631e-07
2002,3.1619274665217745e-06,6.484208086021681e-07
2003,3.273534531444966e-06,6.596238755207651e-07
2004,3.1798187265508204e-06,6.527900637820494e-07
2005,3.1215487972247047e-06,6.107084224993287e-07
2006,3.2691926961092577e-06,8.206954866807337e-07
2007,3.073751976501171e-06,7.082212292175427e-07
2008,2.971267043960779e-06,7.407945261661553e-07
2009,3.011113612672034e-06,6.584873801784852e-07
2010,2.782786495458822e-06,5.26702912395649e-07
2011,2.483287399712708e-06,3.1280091761232143e-07
2012,2.4381257723860017e-06,3.560848345074419e-07
2013,2.6519000932978543e-06,3.826679595420046e-07
2014,2.6977115190618406e-06,3.96709546990337e-07
2015,2.7693891873070697e-06,5.126938997790376e-07
2016,2.9993003956008124e-06,4.971216007731982e-07
2017,2.5724640977387025e-06,3.6853706930628505e-07
2018,2.555910167956199e-06,3.959969845368505e-07
2019,2.4247137595523327e-06,3.4999551612457935e-07
