year,en_ADP huiles_NOUN,en_ADP tuiles_NOUN
1800,1.8550569791386806e-07,5.376521130529e-07
1801,8.096020565062645e-08,2.7383600809116615e-07
1802,6.042168365638645e-08,2.64065135979763e-07
1803,5.851017590430274e-07,2.515937467251206e-07
1804,1.878606781247072e-07,2.793191526961891e-07
1805,3.3830244206001225e-07,3.297738260243932e-07
1806,3.1698359492793315e-08,2.795219131712656e-07
1807,2.9608333784736374e-07,2.0213381901612593e-07
1808,1.3369836437959748e-07,5.461238288262393e-07
1809,2.259030529305761e-07,2.8915590633005195e-07
1810,4.914266327205041e-08,3.2293749541167927e-07
1811,2.5070768572277302e-08,3.008492228673276e-07
1812,5.3344164641089264e-09,5.467776986733952e-07
1813,1.7254450312975678e-08,2.7894694198948855e-07
1814,8.810695817373926e-08,4.845882699555659e-07
1815,7.552225866902518e-08,5.259585691419488e-07
1816,2.3176038865813098e-08,4.2875672079389915e-07
1817,5.60474440192138e-08,7.286167829079204e-07
1818,6.199012148044858e-08,3.2425603535557457e-07
1819,7.03871378959775e-08,3.322687120999035e-07
1820,7.475883023744245e-08,2.895421289395017e-07
1821,6.7058117281249e-08,2.445649158744345e-07
1822,2.4061478143266868e-08,1.8948414037822658e-07
1823,8.103803139647425e-08,2.174191138237802e-07
1824,9.347434826167955e-08,3.326339594877936e-07
1825,4.57883047033647e-08,4.561219384413562e-07
1826,2.6423952803611428e-08,2.9594826855827705e-07
1827,8.756409641819118e-08,4.101686386093206e-07
1828,7.704733206992387e-08,4.1642246628725843e-07
1829,7.801590129474789e-08,3.8407827673836437e-07
1830,7.931995327226105e-08,7.608453529428516e-07
1831,8.107426907599802e-08,4.1784431914493325e-07
1832,1.0688675899928057e-07,7.549722909061529e-07
1833,6.139323005527331e-08,1.2429233038346865e-06
1834,4.760610750054184e-08,5.358020871426561e-07
1835,4.764745398233572e-08,5.816014549964166e-07
1836,6.183090306421946e-08,3.326771320644184e-07
1837,4.1051556820548285e-08,4.5087134026289277e-07
1838,5.1759727615063866e-08,4.936110826747608e-07
1839,1.0137639350205063e-07,3.6495501376521133e-07
1840,6.942960339983983e-08,3.3759349093998026e-07
1841,6.869986890478685e-08,5.16212082857237e-07
1842,9.726984240288061e-08,3.025427588454477e-07
1843,1.0573371156397116e-07,3.898561260484712e-07
1844,8.507269844137966e-08,4.0560468050898635e-07
1845,4.1293688468613254e-08,4.977563321517664e-07
1846,7.025401771443285e-08,5.23977860211744e-07
1847,3.3977309854549276e-08,4.913226803182624e-07
1848,4.5053243136194965e-08,2.5640122203185456e-06
1849,2.6814127807028854e-08,5.941005269960442e-07
1850,7.060555873295016e-08,5.566976710724703e-07
1851,5.804495017969202e-08,5.024112965656968e-07
1852,5.7943854159248076e-08,3.6459053376347583e-07
1853,6.330247592778449e-08,4.3654821979544067e-07
1854,4.72805474771576e-08,4.437097516074573e-07
1855,7.429711956774554e-08,5.375927116801904e-07
1856,5.694908011832922e-08,4.4730916215485195e-07
1857,7.46870886247919e-08,3.9247333916136995e-07
1858,5.529853908115001e-08,4.6294175604089105e-07
1859,3.971895168319861e-08,3.915881165994506e-07
1860,4.8060429858054476e-08,3.606820939694444e-07
1861,5.7063161307269183e-08,3.796350824813999e-07
1862,9.487771285288105e-08,3.9532380924356403e-07
1863,6.343168479361339e-08,3.651067856935697e-07
1864,8.96614110734717e-08,4.056339832914091e-07
1865,6.871992752621736e-08,4.212625697164185e-07
1866,4.184427027098536e-08,3.537300585776393e-07
1867,1.014237582808164e-07,5.046923661211622e-07
1868,9.533957268104132e-08,4.850956543123175e-07
1869,5.567211702750541e-08,3.242656703150715e-07
1870,7.0528798801206e-08,4.4324195869194227e-07
1871,8.92178886324757e-08,3.9404568497047876e-07
1872,4.9588182116089286e-08,3.852155145978031e-07
1873,1.3229070372489105e-07,3.352162423198024e-07
1874,8.304706788919702e-08,4.4690077061204647e-07
1875,6.179249589788327e-08,4.0680058077668946e-07
1876,1.0459605848112119e-07,4.068967882631114e-07
1877,5.99927165723102e-08,3.8655099388051894e-07
1878,5.737134367578278e-08,3.9012513752822997e-07
1879,3.84887507420828e-08,3.6411577752915036e-07
1880,7.508879917850209e-08,3.7095151128596626e-07
1881,6.135806984719494e-08,4.2044220549541933e-07
1882,3.394246306243076e-08,4.771911221723713e-07
1883,6.761692772361272e-08,5.213454414843e-07
1884,7.261866841190567e-08,4.152467454332509e-07
1885,8.830520670244368e-08,4.2412281686665665e-07
1886,5.808117314876071e-08,5.240212885837536e-07
1887,5.3537181798901656e-08,5.882561140424514e-07
1888,7.101488264105171e-08,4.2799149468919495e-07
1889,6.766347837583453e-08,4.272823161954875e-07
1890,4.9813337454907014e-08,4.994442406314192e-07
1891,1.3895799710894607e-07,3.7671640029657283e-07
1892,7.835640225550833e-08,4.4569122792381677e-07
1893,7.328515749804865e-08,3.233168683891563e-07
1894,8.002954965391496e-08,4.990819206796004e-07
1895,1.2217787315194073e-07,4.267197653007315e-07
1896,1.6157859050736079e-07,4.6881379489605024e-07
1897,1.1303824543063001e-07,4.92357287384948e-07
1898,9.958704527690543e-08,4.962377033734811e-07
1899,1.017074460207823e-07,5.068789619144809e-07
1900,1.2718079478446498e-07,4.0126840872289904e-07
1901,9.389081601085536e-08,4.4821686628893076e-07
1902,1.3061354664500868e-07,5.057592602497607e-07
1903,1.0854442722418867e-07,5.05460604927066e-07
1904,5.8045952933127865e-08,4.417941852352669e-07
1905,7.225062592652876e-08,4.5621109734383936e-07
1906,9.413857560147676e-08,3.9404454810210154e-07
1907,1.1005684896758794e-07,5.826841515954584e-07
1908,9.577208914812729e-08,5.854375899616571e-07
1909,7.536347695902279e-08,4.670335158607486e-07
1910,1.0260769300884931e-07,5.050222284808115e-07
1911,1.1066378113877562e-07,4.6766089667471533e-07
1912,4.167537132060417e-08,4.1727463440111023e-07
1913,1.1083248768750664e-07,4.915871727462218e-07
1914,1.2054138665007486e-07,4.078316919731151e-07
1915,8.364341030908662e-08,3.0629979619334335e-07
1916,1.0657838345196069e-07,3.4720380881481105e-07
1917,2.544210446764339e-07,4.156274826527806e-07
1918,2.45808450927143e-07,3.7905041949670704e-07
1919,2.9649272825782447e-07,4.410559313328122e-07
1920,2.1656582660511958e-07,3.914843773600296e-07
1921,2.2112422559672495e-07,5.778006197942887e-07
1922,2.4420966227012286e-07,4.441517091891001e-07
1923,2.7601463825632777e-07,3.1635525488127314e-07
1924,2.462300228156522e-07,3.919053881418222e-07
1925,1.550743036204949e-07,3.4094352940883255e-07
1926,1.7610898306319456e-07,3.0428958552874974e-07
1927,1.5274437714651867e-07,3.233275265301927e-07
1928,1.8624447761794727e-07,2.947918744666822e-07
1929,1.1251810150270103e-07,2.617995562559372e-07
1930,1.5755404858541766e-07,2.688922506877134e-07
1931,1.2089678680382576e-07,3.216310631160013e-07
1932,1.4028206374305796e-07,3.4632134315870644e-07
1933,1.766482000675751e-07,2.959430958071607e-07
1934,1.0423974572404404e-07,3.2949344586086227e-07
1935,2.14232287021332e-07,2.9441977744681935e-07
1936,1.2973444674102552e-07,3.3464212378930824e-07
1937,1.3598408088455471e-07,2.7700460236701474e-07
1938,1.45210401369944e-07,2.437460295823257e-07
1939,1.6211693321110943e-07,3.823512599865353e-07
1940,2.3582781238928874e-07,2.4343515292457596e-07
1941,2.1841119535181974e-07,3.8664683188471827e-07
1942,1.608132293995368e-07,4.2782386344697443e-07
1943,1.4806499848418753e-07,5.109694143357046e-07
1944,1.2531425852557732e-07,3.984350769314915e-07
1945,1.1763921747842687e-07,2.9191954808993614e-07
1946,1.252899437531596e-07,2.2969821600327123e-07
1947,1.0490366264548356e-07,2.408015973287547e-07
1948,1.1632919694193333e-07,2.3157120665473485e-07
1949,1.3841982138274034e-07,2.493520128155069e-07
1950,1.0741715361639592e-07,2.2653320286281087e-07
1951,1.0341559431026326e-07,3.1557749480271013e-07
1952,1.3919141284013392e-07,2.583476828021958e-07
1953,1.2389901371534506e-07,3.0705407993991685e-07
1954,5.472620046020893e-08,2.970851085137838e-07
1955,6.382213291189487e-08,2.524728586195124e-07
1956,5.930376190121933e-08,1.848882078547831e-07
1957,9.54184073975739e-08,3.0392530447898025e-07
1958,1.0009414436185082e-07,1.8116213595931185e-07
1959,6.743150748889093e-08,2.1004527184231847e-07
1960,6.990041856447249e-08,1.584870830129148e-07
1961,6.878677538679767e-08,1.6953508463757316e-07
1962,5.580921680348183e-08,1.9469806034067005e-07
1963,5.496145405459174e-08,2.1337976363611233e-07
1964,7.239922611423921e-08,2.5491826249890437e-07
1965,5.307882133820385e-08,2.3146743899360445e-07
1966,5.095948907296588e-08,2.1823954909905297e-07
