year,en_ADP huiles_NOUN,en_ADP tuiles_NOUN
1967,5.1768522302264586e-08,2.0707409476017347e-07
1968,3.997359995788763e-08,2.1873195521493471e-07
1969,5.495526878007695e-08,3.120187557215104e-07
1970,5.5184699476740207e-08,2.391336977325409e-07
1971,6.88545256366524e-08,3.7407534136946197e-07
1972,6.617889170001945e-08,2.2726550241713994e-07
1973,4.465695013777804e-08,2.46440208684362e-07
1974,9.450960658519136e-08,2.492128317044262e-07
1975,7.881842378765214e-08,4.632010472960246e-07
1976,7.998937689990271e-08,2.2625566487022297e-07
1977,6.699531240883516e-08,2.2449306413818704e-07
1978,5.999996943728547e-08,4.6990078317321604e-07
1979,5.7934536834558514e-08,2.5514603407827963e-07
1980,6.99273527970945e-08,4.0137163637155027e-07
1981,7.084615560870589e-08,2.3657555914269324e-07
1982,4.221101690404794e-08,2.439548438815109e-07
1983,3.347117549790113e-08,2.2861443937927106e-07
1984,6.610869984768897e-08,1.9600648215600813e-07
1985,7.459292172828924e-08,3.0137945827846124e-07
1986,6.234264848803406e-08,2.643567995619378e-07
1987,6.171924837872211e-08,2.560432221798692e-07
1988,4.557380961500712e-08,2.356645580903205e-07
1989,4.500260042394899e-08,2.5574649953341577e-07
1990,3.7595690116631886e-08,2.1467684518938768e-07
1991,3.985796226402272e-08,2.1746035372416372e-07
1992,5.344645970239981e-08,2.363766071766804e-07
1993,4.5421501226883265e-08,2.6311235501452757e-07
1994,5.011180448377672e-08,1.999197252189333e-07
1995,3.7414911779887206e-08,2.0930660582507699e-07
1996,4.5907594170557786e-08,2.268689200946028e-07
1997,4.6510475470995516e-08,2.028240402296433e-07
1998,3.099284029417504e-08,2.374528378368268e-07
1999,3.0163327835452947e-08,2.9157882863728446e-07
2000,4.63893314872621e-08,2.323884586985514e-07
2001,3.066848108801423e-08,2.440334867515048e-07
2002,4.6002824660718034e-08,1.8664003675894492e-07
2003,3.666892212095263e-08,2.4959868483165337e-07
2004,3.744072429867629e-08,1.783940462019018e-07
2005,3.0175122844866564e-08,2.278897284213599e-07
2006,3.294312023172097e-08,1.8406967683404218e-07
2007,3.83470037945699e-08,1.9533004547156452e-07
2008,4.5554603644859526e-08,1.8562437276159471e-07
2009,4.8635563132393145e-08,1.9358861891305423e-07
2010,4.959982646823846e-08,1.7761462345333712e-07
2011,5.4300401480800176e-08,2.091712616447694e-07
2012,5.038294048631542e-08,1.9948920737533626e-07
2013,4.3789263770577236e-08,1.9914352833438898e-07
2014,3.594638897652658e-08,1.541797018944635e-07
2015,4.1671619044336694e-08,2.2010593170307402e-07
2016,3.956259364557013e-08,2.580889599812508e-07
2017,4.301695233355218e-08,1.70558450918179e-07
2018,3.536609227694498e-08,2.0909880049657659e-07
2019,4.566268047012656e-08,2.1708905251216493e-07
