year,en_ADP air_NOUN,en_ADP terre_NOUN
1924,2.2947091282699006e-07,1.0422878688132187e-05
1925,3.277457034656095e-07,1.0521956653519737e-05
1926,2.920288224572687e-07,1.0209862580268236e-05
1927,2.129501930347999e-07,1.065754389628637e-05
1928,2.31948637186008e-07,1.0543951191266387e-05
1929,2.551153110985638e-07,1.0034164120042988e-05
1930,2.468346705919444e-07,1.0746237194325658e-05
1931,4.573547949249246e-07,1.1344908273258625e-05
1932,3.9563927378694075e-07,1.08324059624465e-05
1933,3.8082598163846626e-07,1.140413201028423e-05
1934,3.774197683270586e-07,9.811715699470369e-06
1935,5.732808050495919e-07,1.0602703071072028e-05
1936,4.692264652383926e-07,1.0713397387007717e-05
1937,4.293571240765459e-07,1.0994563979238592e-05
1938,4.2914859399445504e-07,1.1225282662508107e-05
1939,4.909389987872714e-07,1.2297945715999958e-05
1940,6.187310546135194e-07,1.1844641676361789e-05
1941,4.574829119974311e-07,1.1879797682468052e-05
1942,4.247896423503761e-07,1.2604115624981205e-05
1943,9.929064368474627e-07,1.2446169591839862e-05
1944,4.6269882147953467e-07,1.2219746849950752e-05
1945,9.389352637612092e-07,9.722663548927812e-06
1946,4.134568101221703e-07,9.99535279788688e-06
1947,5.161737379744125e-07,9.640408336508699e-06
1948,4.435730192042797e-07,1.1150207740229234e-05
1949,4.7317980900185574e-07,9.839587391979876e-06
1950,5.221962715573625e-07,9.773897090781247e-06
1951,4.659032604159563e-07,1.1610266369643796e-05
1952,5.388395063476992e-07,1.0618617807267583e-05
1953,5.289949411846351e-07,1.10938096895552e-05
1954,6.74304979852991e-07,1.0011963468059548e-05
1955,5.406109884198429e-07,1.0603859436741914e-05
1956,5.843164938568179e-07,9.3987741820456e-06
1957,5.009466179650701e-07,1.0838824152870075e-05
1958,6.444077458311881e-07,9.910147355185472e-06
1959,4.7512084933032384e-07,9.960486522686551e-06
1960,5.294437523950535e-07,9.709929486234614e-06
1961,4.3703921681625957e-07,9.744793374011351e-06
1962,4.7564672556177356e-07,9.64928665325715e-06
1963,4.4615768057809646e-07,1.0224770335298672e-05
1964,4.7637472228023725e-07,1.0208898629571195e-05
1965,4.5801002546141945e-07,9.874302349999198e-06
1966,5.383980679063427e-07,9.712767223390983e-06
1967,5.166991521310393e-07,9.95977052298258e-06
1968,4.051256959902716e-07,9.32103500872472e-06
1969,4.514507359054676e-07,9.198876341542928e-06
1970,3.7893495408169997e-07,1.1966802617280337e-05
1971,4.3933299265219716e-07,9.533782304060878e-06
1972,3.729616903092037e-07,9.703672617433767e-06
1973,4.1018235097389777e-07,9.367484437916573e-06
1974,4.0672883683257055e-07,9.277130516238685e-06
1975,4.1065541767082436e-07,9.581007759607019e-06
1976,4.079458255645818e-07,8.820543087040278e-06
1977,4.01384201875743e-07,9.069637712855183e-06
1978,3.386137139571588e-07,1.0344945394535898e-05
1979,3.440960313350061e-07,9.47785605376339e-06
1980,3.2234804003827833e-07,9.812001223963307e-06
1981,2.859148393596911e-07,9.583840494542528e-06
1982,3.0478835211233957e-07,9.673771160123579e-06
1983,2.7345319608684804e-07,9.916309636537335e-06
1984,2.52836773739773e-07,9.786986652216001e-06
1985,3.0739501566401373e-07,9.890178603200184e-06
1986,2.673540528963514e-07,1.0580267030491086e-05
1987,3.611492629396196e-07,9.923966899805237e-06
1988,2.5065594289053195e-07,9.826552741287742e-06
1989,1.909866496063728e-07,9.496646271145437e-06
1990,2.2557414969259781e-07,9.914910151564982e-06
1991,2.3035557727979494e-07,9.643868907005526e-06
1992,1.630943504693505e-07,1.151357923845353e-05
1993,2.2046045700108152e-07,1.0706179864428123e-05
1994,1.524453796530878e-07,1.0674868576643348e-05
1995,2.125600774283143e-07,1.0729946097853826e-05
1996,2.0605035411236372e-07,1.1598606306506554e-05
1997,1.0980308384755944e-07,1.085516146304144e-05
1998,1.316003657159115e-07,1.043695772295905e-05
1999,1.6955446535682483e-07,1.0983107131323777e-05
2000,1.9483518709506598e-07,1.0495475862626336e-05
2001,1.296838689768265e-07,1.0724768230829795e-05
2002,1.305603966050839e-07,1.0653378240021993e-05
2003,1.5042591949843143e-07,1.0994009812748118e-05
2004,1.700249482594618e-07,1.1228253129047516e-05
2005,1.5763123639711552e-07,1.081080063158879e-05
2006,2.2442499875152677e-07,1.0854345873667626e-05
2007,1.6417310089167358e-07,1.070200903541263e-05
2008,1.4092124867026712e-07,1.0862005865419633e-05
2009,2.5891284249901503e-07,1.0038475238616229e-05
2010,2.116259318896141e-07,9.257689953301451e-06
2011,2.2255517517777434e-07,9.545780812914018e-06
2012,2.291062098924712e-07,9.524077768219286e-06
2013,1.5284404897286663e-07,8.760641549088177e-06
2014,1.4768336260850834e-07,9.009767609313712e-06
2015,2.0569820136095984e-07,8.73907004006469e-06
2016,1.6715714334925025e-07,9.22201991215843e-06
2017,1.4439609019589739e-07,8.1558634974499e-06
2018,1.3449441449431276e-07,8.249593065556837e-06
2019,1.9004859225235649e-07,8.232292600496294e-06
