year,en_ADP axe_NOUN,en_ADP taxes_NOUN
1862,3.162590473948512e-07,2.6656119089807362e-08
1863,2.23759016648728e-07,5.4441365471280534e-08
1864,3.4905619372693764e-07,6.137251618021367e-08
1865,3.280670455296786e-07,2.3063536858103362e-08
1866,2.914502204021119e-07,4.719644586259619e-08
1867,3.6396085079104523e-07,5.241036582503966e-08
1868,4.4113076569374243e-07,4.198892966655876e-08
1869,2.495478383934824e-07,2.3440891894210836e-08
1870,5.395739890445839e-07,1.77755516972411e-08
1871,3.515609705573297e-07,2.973929724703339e-08
1872,3.217184598724998e-07,6.470652968992852e-08
1873,5.261697992864356e-07,2.2507376229441434e-07
1874,5.693802336281806e-07,6.930546553318706e-08
1875,5.595653647105792e-07,1.0813686213140272e-07
1876,5.096790687275643e-07,7.920279188056156e-08
1877,4.224229428473336e-07,4.08197848855707e-08
1878,5.157381792741944e-07,4.9520526346213956e-08
1879,4.2520903775766783e-07,7.758843167948726e-08
1880,4.794131314156402e-07,6.610381575455904e-08
1881,5.208462994232832e-07,1.331748931132637e-07
1882,3.227861782306718e-07,1.0515508819253228e-07
1883,4.303469722799491e-07,3.791603475633565e-08
1884,3.6507384493233985e-07,2.8387297845711146e-08
1885,5.987995450595918e-07,3.8029249083137984e-08
1886,3.2525457527299295e-07,4.4528899678653033e-08
1887,5.229668431638856e-07,4.570247114088488e-08
1888,4.184805675322423e-07,4.12139939953704e-08
1889,5.557176336878911e-07,3.57112810434046e-08
1890,5.027214342590014e-07,5.046877760150892e-08
1891,5.539197331927426e-07,3.633305567518619e-08
1892,5.38465201316285e-07,2.319349667878612e-08
1893,5.801228439850092e-07,4.495644034818724e-08
1894,6.786758035559615e-07,3.906954404442331e-08
1895,4.4537748067341454e-07,6.319545065025522e-08
1896,4.239963971031102e-07,2.6536630670648265e-08
1897,6.170489541545976e-07,2.7385553380554484e-08
1898,9.449452704757277e-07,3.904265000187479e-08
1899,5.721043407902471e-07,5.417026827103655e-08
1900,5.96971119648515e-07,4.100932027295556e-08
1901,6.237032721401192e-07,3.968004591570207e-08
1902,7.640401804565045e-07,5.05759254476601e-08
1903,7.841119895601878e-07,2.6461078661554893e-08
1904,5.44987017292442e-07,5.374625189347171e-08
1905,6.285804374783766e-07,2.167518753370956e-08
1906,7.659690481887083e-07,5.144184428429455e-08
1907,7.297694537555799e-07,4.8342728931061174e-08
1908,6.203084126354952e-07,4.469363901193901e-08
1909,6.452653451560764e-07,3.025541062129378e-08
1910,4.82042366911628e-07,2.2445432179551972e-08
1911,4.62872549178428e-07,4.415910481725405e-08
1912,3.776830510560103e-07,4.115442919783163e-08
1913,5.122687980474439e-07,3.075734156254839e-08
1914,4.1586778820601467e-07,4.486818383497848e-08
1915,5.678327283931139e-07,7.068457086312208e-08
1916,3.6368498967931373e-07,1.9777431248257926e-08
1917,3.783416389069316e-07,2.8512703309502285e-08
1918,2.3317343789130973e-07,2.756730399511298e-08
1919,3.296409829545155e-07,2.8544329566670967e-08
1920,5.080967753201548e-07,3.407504323149624e-08
1921,4.043847070533957e-07,3.332008802203745e-08
1922,3.6225662825017935e-07,4.131644004701229e-08
1923,2.1338055944397638e-07,1.8047112249064412e-08
1924,2.655674506968353e-07,2.0626599095407983e-08
1925,2.0566592695558938e-07,2.74954441437103e-08
1926,2.5859040420073143e-07,3.009457216762712e-08
1927,2.8987983569095377e-07,3.4562596340492746e-08
1928,2.5251551960536744e-07,3.085031252680892e-08
1929,2.2837832602817798e-07,4.567566591617833e-08
1930,2.1847495190741029e-07,1.995684684175103e-08
1931,3.421606891151896e-07,3.193499864551086e-08
1932,2.586450591479661e-07,3.1782654730250215e-08
1933,1.9614832069692056e-07,3.555905436769535e-08
1934,2.863597785562888e-07,2.156684431042777e-08
1935,1.55587699168791e-07,2.154291145473053e-08
1936,2.1945733408301749e-07,2.66743711563322e-08
1937,2.669316927494947e-07,3.021868266728234e-08
1938,2.294843000072433e-07,4.2785206488815675e-08
1939,2.661164728579024e-07,1.988226472349197e-08
1940,2.7132875857205363e-07,1.2678914806940611e-08
1941,1.682356440824151e-07,5.017554371988808e-08
1942,2.39702728777047e-07,3.6410540360520827e-08
1943,1.3645205854118103e-07,2.322588166236983e-08
1944,1.83151612986876e-07,4.498460803858961e-08
1945,1.241747327185294e-07,3.485606470121638e-08
1946,1.8375857280261698e-07,3.3410650246423756e-08
1947,2.002706338544158e-07,3.9338875268413176e-08
1948,2.0221710883561173e-07,3.370285384107774e-08
1949,1.825963522605889e-07,3.141442661558358e-08
1950,1.6910225042465754e-07,2.5524867552917385e-08
1951,2.0256663901818683e-07,6.823297127311889e-08
1952,1.8769750909086724e-07,3.58523338794825e-08
1953,1.3682760879873967e-07,3.98631598841348e-08
1954,2.1304128949850565e-07,2.9317607896928166e-08
1955,1.7175662492263655e-07,2.3464020060259827e-08
1956,1.4128249858913478e-07,3.5756678729015334e-08
1957,1.7405024266281544e-07,6.449577405476248e-08
1958,1.53863723539871e-07,2.6471179026543723e-08
1959,9.61092752049808e-08,7.828255288444552e-08
1960,1.3841666657299356e-07,5.744291708964511e-08
1961,1.3201503179516294e-07,9.310533144457622e-08
1962,1.2430234619387193e-07,4.312530210714982e-08
1963,8.793832506626131e-08,5.4314847730552174e-08
1964,1.2532974835721689e-07,4.076258885987727e-08
1965,9.0835918342691e-08,4.9795595202795084e-08
1966,1.0856586385443734e-07,5.317511675428932e-08
1967,1.1191861659654023e-07,4.683818755069069e-08
1968,6.826952159144639e-08,5.614269915632519e-08
1969,1.0809383610421719e-07,6.494713744586988e-08
1970,7.08203629073978e-08,6.116304476777579e-08
1971,1.3462602055369643e-07,4.881477710938498e-08
1972,8.156933262171151e-08,4.9762424847443754e-08
1973,1.0419955032148209e-07,5.347807530142745e-08
1974,8.663380413054256e-08,4.725480229339496e-08
1975,4.7976435268992645e-08,4.1693804853082383e-08
1976,7.084773301357927e-08,3.9994688449951354e-08
1977,7.757351738746365e-08,4.172515177813807e-08
1978,7.722768913254185e-08,4.633661321307159e-08
1979,8.426841446862454e-08,6.495690385577291e-08
1980,6.48107203460313e-08,6.026259857794258e-08
1981,6.452060574702045e-08,4.491140043194619e-08
1982,6.083352133146036e-08,3.600351305976801e-08
1983,6.378468953016636e-08,4.0418022706489865e-08
1984,8.640522963787589e-08,2.84151425167245e-08
1985,8.12100324765197e-08,7.579603122920275e-08
1986,8.032610310237942e-08,5.8146508052914214e-08
1987,8.188494859950879e-08,7.027439608009445e-08
1988,6.296381371839743e-08,4.137622156008547e-08
1989,4.225854155492925e-08,1.366542363712142e-07
1990,7.628111120538961e-08,9.42616640298155e-08
1991,5.3339334726842935e-08,6.09592376576984e-08
1992,8.154717079378315e-08,6.667032131923989e-08
1993,5.594599628011565e-08,6.536264446355133e-08
1994,4.641935547056164e-08,9.283871088561213e-08
1995,6.94073705176379e-08,4.446409818115171e-08
1996,5.3380922793166974e-08,6.779377059729086e-08
1997,4.4592518122499314e-08,5.849771156363204e-08
1998,4.291316457738503e-08,3.909865819995417e-08
1999,2.0520202781426633e-07,3.8846710737061585e-08
2000,6.494506266108147e-08,3.534425019324772e-08
2001,4.687896648647438e-08,4.4688359679412315e-08
2002,4.950780407853017e-08,5.739400066318012e-08
2003,3.9169076870848585e-08,4.833630740108674e-08
2004,4.845270495934528e-08,3.523832958762796e-08
2005,4.098412276221097e-08,4.3235996116663955e-08
2006,5.270899094966808e-08,4.035532191748459e-08
2007,4.393927355295091e-08,1.0145977569209208e-07
2008,3.193079933794252e-08,3.746546992089428e-08
2009,6.961560927720711e-08,3.433098672012136e-08
2010,3.7317963830219014e-08,3.164941358990703e-08
2011,4.206369297321544e-08,2.2561435386592166e-08
2012,3.199997422598244e-08,2.7234021260369445e-08
2013,2.2591912340885756e-08,1.7571487376244477e-08
2014,2.5119163638009923e-08,2.6634975919259674e-08
2015,2.9480453633823345e-08,1.9284206412284455e-08
2016,3.541991588917881e-08,2.1334802369210593e-08
2017,1.685459594114036e-08,1.9621769098421282e-08
2018,8.518839855753413e-09,1.9102853188179836e-08
2019,2.015280387013263e-08,2.5509878098795014e-08
