year,en_ADP as_NOUN,en_ADP tasse_NOUN
1857,3.1192843735761144e-07,6.345962033638131e-09
1858,3.8366420923585665e-07,8.31924923394567e-09
1859,3.7071023051282737e-07,5.601390462572908e-09
1860,3.9272237825627165e-07,4.119465518703791e-09
1861,3.485097264110948e-07,3.772770984511453e-09
1862,2.9186190375618537e-07,1.2198563159593334e-08
1863,3.3064388560433144e-07,3.995696717939978e-09
1864,3.2700043783862043e-07,4.315255264231155e-09
1865,3.1959472512888e-07,5.177528628053096e-09
1866,4.5785417668309236e-07,2.9193677475447544e-09
1867,3.9550414143718626e-07,3.396968040192405e-09
1868,2.711990786385954e-07,2.9639244392143382e-09
1869,4.0728548655888375e-07,3.9068152046795035e-09
1870,4.512696407665828e-07,2.8670243956696595e-09
1871,3.8236238508737586e-07,3.18635318130589e-09
1872,3.368367974543318e-07,3.023669647994609e-09
1873,3.5137846432498065e-07,3.591602570907071e-09
1874,3.5130700881680355e-07,1.0754296120296658e-08
1875,4.7317029022719836e-07,4.577221712764867e-09
1876,3.301123994159383e-07,2.418405919968336e-09
1877,3.698519965844582e-07,6.803297813995357e-09
1878,3.448319532139976e-07,3.019544336790858e-09
1879,3.335691514116945e-07,4.887460325342374e-09
1880,3.3244444619384694e-07,2.5671385017744797e-09
1881,3.4653363067960186e-07,7.669758383954672e-09
1882,3.374280168610966e-07,9.983077475794744e-09
1883,3.7536872571353186e-07,6.319338941018771e-10
1884,3.096195948515401e-07,4.621187876807653e-09
1885,4.447488609615746e-07,3.8673814151124475e-09
1886,3.2331852700684394e-07,4.5174246565693466e-09
1887,3.042478760040268e-07,5.876032216356464e-09
1888,2.5869708109027556e-07,6.340614699951175e-09
1889,2.982205120072301e-07,7.518164202302557e-09
1890,2.890484358530898e-07,5.243509182406569e-09
1891,2.3520871894611162e-07,4.461953917456185e-09
1892,3.265894872317432e-07,4.387958441043338e-09
1893,2.43873290228791e-07,4.926733243593162e-09
1894,2.2307449065728235e-07,6.301539290376468e-10
1895,2.3773527124681948e-07,1.1435367985868083e-08
1896,3.036969786762711e-07,1.4152869542982671e-08
1897,2.709421679236712e-07,3.496028022631492e-09
1898,2.5858681684809426e-07,6.790025763869778e-09
1899,2.785899582136153e-07,1.1055156790007459e-09
1900,3.021192990226851e-07,8.824790342920608e-09
1901,2.749659515632885e-07,5.588738860584641e-09
1902,2.828323433234914e-07,1.1784681508419936e-08
1903,2.6299072075630647e-07,8.640352211486402e-09
1904,3.004415365381874e-07,5.374625189347171e-09
1905,2.797131311016443e-07,5.160759042333041e-09
1906,2.9218967750876956e-07,3.0865106026567446e-09
1907,2.900563543795087e-07,7.714264949054694e-09
1908,3.0254155403142136e-07,8.840500331785961e-09
1909,3.2730850829665314e-07,3.85068837926994e-09
1910,3.8210678510175455e-07,5.878565634276356e-09
1911,2.4526925279655387e-07,3.1922244847493175e-09
1912,2.5682447457597846e-07,3.125652625612929e-09
1913,3.1817937240496974e-07,5.302989658506618e-09
1914,2.7858453233164937e-07,2.678697486047099e-09
1915,1.9791680205827333e-07,7.068456930880984e-09
1916,2.593041019682829e-07,2.197492410260793e-09
1917,2.9719009653206285e-07,3.289927441585405e-09
1918,2.9634850040594074e-07,2.2972752589112133e-09
1919,2.541366124209077e-07,2.762354567309444e-09
1920,3.4377930724360795e-07,3.786115865267448e-09
1921,3.218417599648582e-07,4.543648568500203e-09
1922,4.190667302061968e-07,5.1645547283207804e-09
1923,3.980980638473852e-07,2.1231896241147297e-09
1924,4.486285209992502e-07,2.578324886925998e-09
1925,4.2233001984470775e-07,6.598906754362588e-09
1926,3.9791713002390594e-07,4.458455493683289e-09
1927,4.4708391400138936e-07,7.804457524684949e-09
1928,3.8734279761420964e-07,5.713020723163709e-09
1929,4.3670392324557383e-07,7.798284462623428e-09
1930,3.382160305154258e-07,2.100720708497761e-09
1931,3.3189588410920123e-07,3.4216069977333063e-09
1932,3.704323338071802e-07,1.0959536611565568e-08
1933,3.005313560233702e-07,3.4411986593596566e-09
1934,3.2350267531455756e-07,3.5944740517379614e-09
1935,4.057248297328897e-07,7.180970484910176e-09
1936,3.297922339662307e-07,1.091224355320719e-08
1937,3.9536109475157843e-07,1.510934133364117e-08
1938,3.721016561542001e-07,5.186085783037697e-09
1939,3.869394795685821e-07,1.3764645423464117e-08
1940,2.865434600707317e-07,0.0
1941,3.984528449407776e-07,0.0
1942,5.643633826935002e-07,0.0
1943,5.458082172893342e-07,2.9032351633873077e-08
1944,4.7555155546774586e-07,3.2131861615880553e-09
1945,5.969101186664716e-07,2.178504043826024e-09
1946,5.33178296180381e-07,4.1763312808029696e-09
1947,5.364392037243704e-07,3.5762612871081956e-09
1948,5.131530942392715e-07,9.784699273041042e-09
1949,4.476555710564156e-07,9.817008317369869e-10
1950,5.455940654819358e-07,2.1270722960764488e-09
1951,4.2112536879912454e-07,4.264560704569931e-09
1952,3.9964806997083713e-07,5.272402070488624e-09
1953,4.6650671969850066e-07,7.54167928107563e-09
1954,4.944903166936854e-07,1.9545072227344917e-09
1955,3.819942366867224e-07,6.569925492527773e-09
1956,4.6134837927702677e-07,6.976913269340912e-09
1957,5.16849691933885e-07,1.6786572132332367e-08
1958,4.988162860541934e-07,9.099467679352102e-09
1959,4.402424780280967e-07,1.3176271629333769e-08
1960,5.003762590938265e-07,4.8445834566201995e-09
1961,4.967934006394614e-07,4.16889545107324e-09
1962,5.098932955860391e-07,1.0781326054143392e-08
1963,5.347425994228772e-07,1.4225316924409981e-08
1964,4.404793096934867e-07,1.2167936880302932e-08
1965,4.985031392124029e-07,5.47204326295514e-09
1966,4.913159239450238e-07,1.1078149508847446e-09
1967,4.7380523993112433e-07,1.9721342336964653e-09
1968,4.540821489928959e-07,5.38969885388596e-09
1969,4.446380916789394e-07,4.995933444718048e-09
1970,3.8583302530703634e-07,4.138852510715552e-09
1971,4.377914790687498e-07,4.624557625731995e-09
1972,3.457718964483547e-07,3.0780881177250308e-09
1973,4.377483728834619e-07,3.307922213924286e-09
1974,3.5159821631935984e-07,7.875800456247362e-09
1975,3.7410196407350327e-07,6.8537762132336866e-09
1976,3.982328118379286e-07,5.1421741309454205e-09
1977,3.9668278306592697e-07,3.526069214387917e-09
1978,4.877225388000284e-07,6.534650265344055e-09
1979,4.3889798639895616e-07,7.022368020415115e-09
1980,4.178585761849263e-07,9.664756106531058e-09
1981,4.0989559701998246e-07,5.69299452024552e-09
1982,4.475609056697749e-07,6.828252629986764e-09
1983,4.319676154551644e-07,5.683784443100137e-09
1984,4.4884324790217534e-07,5.799008662155103e-09
1985,4.511668638684796e-07,3.609334831011779e-09
1986,4.6577151557869456e-07,4.7955883708539204e-09
1987,4.3203475463826635e-07,5.49973533381376e-09
1988,4.779253419684437e-07,4.797242936227519e-09
1989,4.4289146305942495e-07,6.036934174780129e-09
1990,4.544174814213875e-07,5.448650863826288e-09
1991,3.974073312651427e-07,3.5168792322792797e-09
1992,4.3142863326295355e-07,4.4079553340736766e-09
1993,3.894062734488557e-07,2.2156829704300662e-09
1994,4.293790212273052e-07,9.494867947434926e-09
1995,4.370495325645152e-07,5.964695848348356e-09
1996,4.099654749012416e-07,3.736664311304594e-09
1997,4.809279241513309e-07,1.438468344439059e-09
1998,4.4105196650434664e-07,7.152193726156497e-09
1999,4.935817319307034e-07,1.0054442278750741e-08
2000,3.8348513342612023e-07,5.743440834038438e-09
2001,4.0920518795672933e-07,1.095302959441824e-08
2002,4.937636735036222e-07,1.0076809608960957e-08
2003,4.891967542164366e-07,3.7502307925763034e-09
2004,4.695507432317392e-07,3.523833003171717e-09
2005,4.6793958929924884e-07,6.305249655724765e-09
2006,4.7891058541083e-07,2.0589449589714093e-09
2007,7.661411516313166e-07,5.991719037590215e-09
2008,8.872504198009779e-07,1.0217855006544596e-08
2009,9.007115471248994e-07,6.675469510497578e-09
2010,1.3127420475100848e-06,6.14093115247627e-09
2011,1.4397254788356406e-06,1.3001504761689375e-08
2012,1.8437432953710697e-06,8.170206733382201e-09
2013,1.957129092566845e-06,7.2517249982695375e-09
2014,2.121486572193021e-06,6.496335469563519e-09
2015,2.1358920470060383e-06,8.201329393386914e-09
2016,2.1204307736333305e-06,9.528164035543796e-09
2017,2.478631914076823e-06,8.301517695485927e-09
2018,2.6754321372779444e-06,6.195520096952123e-09
2019,2.4678255622356815e-06,5.867272001580659e-09
