year,en_ADP ans_NOUN,en_ADP temps_NOUN
1890,3.211649518553017e-08,3.0790541927672166e-05
1891,3.4420787553557375e-08,2.9233447548904223e-05
1892,3.447681917734258e-08,2.8758681310137035e-05
1893,1.9706933140906102e-08,2.8107628509133065e-05
1894,2.5836310646454308e-08,2.884655555135396e-05
1895,2.708376523052891e-08,2.8030494036102027e-05
1896,2.594692793955744e-08,2.8930824441886216e-05
1897,2.38895258020122e-08,2.869248544357106e-05
1898,2.150174849280262e-08,3.0413658350880723e-05
1899,2.819064981451902e-08,2.9593549129458552e-05
1900,2.0764212682600203e-08,2.8404923341440735e-05
1901,2.5149324622830704e-08,2.7739146617022925e-05
1902,3.191684577741327e-08,2.7716587851500663e-05
1903,2.4300991663395166e-08,2.767558828509209e-05
1904,4.192207558872951e-08,2.6524849431552866e-05
1905,3.818961596957493e-08,2.817877725647122e-05
1906,4.012464094316215e-08,2.7307390041642066e-05
1907,2.108565710923216e-08,2.8255296570023347e-05
1908,2.6521501217402488e-08,2.7907986577702104e-05
1909,3.685658955809856e-08,2.8449436285882257e-05
1910,2.93928290595602e-08,2.9315872893675987e-05
1911,2.873001958558774e-08,2.7877695856659557e-05
1912,2.2400511667797218e-08,2.9958339268887357e-05
1913,3.2348237311019545e-08,2.9291594728420023e-05
1914,3.147469573860917e-08,3.1108383382161264e-05
1915,2.591767644943843e-08,5.5050323226168985e-05
1916,2.7468654462126096e-08,5.5236169828276616e-05
1917,2.960934575302332e-08,4.958687986800214e-05
1918,2.5270027848023346e-08,4.294526206649607e-05
1919,5.893022841929607e-08,3.760577487810224e-05
1920,3.7861158652674476e-08,3.247124368499499e-05
1921,3.937828690903089e-08,2.9763926704617916e-05
1922,2.9511741217458365e-08,2.9572241601272253e-05
1923,4.671017128643484e-08,2.9348850262067572e-05
1924,1.675911143195208e-08,2.7372786007617833e-05
1925,3.2994533993857544e-08,2.8020057925459696e-05
1926,2.2292277579438746e-08,2.749083580511069e-05
1927,4.236705530846763e-08,2.717066024615633e-05
1928,2.627989537096198e-08,2.964372163205553e-05
1929,1.893869105984436e-08,2.6734747507362044e-05
1930,1.8906487042613662e-08,2.6246405013807816e-05
1931,2.9653928201867075e-08,2.589700295629882e-05
1932,3.0686703178517405e-08,2.73495242026911e-05
1933,2.40883908375622e-08,2.604872634037747e-05
1934,1.7972370258689807e-08,2.4522699504814227e-05
1935,3.351119381989065e-08,2.4622350565550732e-05
1936,2.667437160042141e-08,2.5172120331262704e-05
1937,1.6368453148452033e-08,2.6263814106641803e-05
1938,4.926781471681352e-08,2.8305656087468378e-05
1939,2.2941075705773528e-08,3.810359680755937e-05
1940,2.7893612752905028e-08,4.8993862264978816e-05
1941,6.493305493293633e-08,3.3717966175572656e-05
1942,1.517105907566929e-08,2.927104037553363e-05
1943,2.6129116648121453e-08,2.8692674277408514e-05
1944,2.5705489292704442e-08,2.9917976917204214e-05
1945,2.6142048081823077e-08,3.152513295390236e-05
1946,2.645009899993056e-08,2.88807226525023e-05
1947,2.7418003201162833e-08,2.7512177553035144e-05
1948,1.1959077061973744e-08,2.485313643774134e-05
1949,2.552422173618396e-08,2.4534667545594857e-05
1950,2.339779547888554e-08,2.4432616669400886e-05
1951,2.345508343104541e-08,2.6128962645088905e-05
1952,2.741649052229178e-08,2.2380290943146974e-05
1953,2.5857185836919427e-08,2.4400564257121005e-05
1954,1.3681550781186047e-08,2.2930278305466345e-05
1955,1.5016972554349195e-08,2.0881100113001594e-05
1956,1.3953826982771034e-08,2.1910124928581354e-05
1957,1.855357895097498e-08,2.0522025465652405e-05
1958,2.2335056470978998e-08,2.0895686361654953e-05
1959,1.9376869220266713e-08,2.0220926217007218e-05
1960,1.3841666590685975e-08,1.977489671389776e-05
1961,2.0149661827950638e-08,2.0151746696228656e-05
1962,8.87873902177816e-09,2.0981095076422207e-05
1963,2.069137072790994e-08,2.0071276367161772e-05
1964,2.737785814721505e-08,2.0094739682008367e-05
1965,3.1190647065137966e-08,1.91450381521463e-05
1966,2.3818021666066613e-08,1.9041124119212327e-05
1967,3.3526280418527676e-08,2.0438212402495992e-05
1968,3.1439911063468884e-08,1.9990842986317148e-05
1969,1.9529559247555284e-08,2.1264509769025608e-05
1970,2.7132478319646935e-08,2.176024742084337e-05
1971,2.6205827285963323e-08,1.945140434145287e-05
1972,3.231992518060167e-08,1.936117382683733e-05
1973,3.087394190304238e-08,1.8282885832832108e-05
1974,2.418995898034737e-08,1.9163510501130077e-05
1975,2.1703624231150798e-08,1.7932334856141097e-05
1976,1.199840671262109e-08,1.768679351243918e-05
1977,2.056873571465445e-08,1.730477185901691e-05
1978,2.6732660640682582e-08,1.7591873927358392e-05
1979,1.5215130599877114e-08,1.851330324598166e-05
1980,1.9898026615283726e-08,1.8581346296286938e-05
1981,2.3404533255888538e-08,1.9114545125376026e-05
1982,1.3035755141999061e-08,1.8518221622798592e-05
1983,1.7682884045910896e-08,1.8873322574108897e-05
1984,2.2036232061317662e-08,1.8707601043388422e-05
1985,2.0452897042666507e-08,1.8663268065211014e-05
1986,2.2779044428489215e-08,1.8926389770967944e-05
1987,3.727598285596656e-08,1.7996355609284365e-05
1988,4.2575532321897924e-08,1.9148795558976417e-05
1989,1.7013179198777095e-08,1.8634370007930556e-05
1990,4.685839771756406e-08,1.895912612326356e-05
1991,1.69982495301646e-08,1.855857072996514e-05
1992,3.361065836759991e-08,1.84043160516012e-05
1993,1.606370203521834e-08,1.851424684673475e-05
1994,1.8989735672825248e-08,1.936320018103288e-05
1995,2.60277633890027e-08,1.8908085507973738e-05
1996,2.829188883168854e-08,1.8264282346081018e-05
1997,2.733089898843133e-08,1.8524116399021295e-05
1998,2.9085588382216088e-08,1.919934862826267e-05
1999,2.1479946238356362e-08,1.8971361384956253e-05
2000,1.8555731395863972e-08,1.920960107781866e-05
2001,1.7962967807649832e-08,1.967558426940741e-05
2002,2.0591740479414256e-08,2.0427007257239893e-05
2003,2.2501383034612132e-08,2.009623597132304e-05
2004,3.479785087856513e-08,1.9812750167602644e-05
2005,2.3869873078119497e-08,2.04366642151399e-05
2006,1.7295138099449048e-08,2.12857847259329e-05
2007,5.951774256773845e-08,2.162890734780376e-05
2008,2.2138686828210297e-08,2.2027142165370606e-05
2009,1.4781396995289242e-08,2.328070036128338e-05
2010,8.030448139795254e-09,2.5941181320376927e-05
2011,6.500752353089112e-09,2.7159761202710797e-05
2012,6.468080182564506e-09,2.9406274620669137e-05
2013,6.972812660599459e-09,3.0283482260529127e-05
2014,2.165445156521173e-09,3.079674547734612e-05
2015,4.876465897751814e-09,3.1078160645847674e-05
2016,4.556948124401217e-09,3.0761263246859016e-05
2017,1.4590545660553289e-08,2.9093547482261783e-05
2018,1.032586693927584e-08,3.124813861177245e-05
2019,1.989770437305083e-08,3.076848440741742e-05
