year,en_ADP oies_NOUN,en_ADP toit_NOUN
1800,9.432493897065797e-09,2.986956246786576e-07
1801,0.0,7.524536727032682e-07
1802,6.713520406265161e-09,5.594600338554301e-07
1803,1.950339267864365e-08,9.361628485748952e-07
1804,1.9774807569206132e-08,3.806650568094483e-07
1805,2.842877711017877e-09,5.970043304159844e-08
1806,0.0,1.498467980809437e-07
1807,1.9928686256776018e-08,1.2811298688575334e-07
1808,2.039466551195801e-08,3.08186059783111e-07
1809,2.4849335034105025e-08,2.959330061003129e-07
1810,2.106114038724627e-08,2.69114565298878e-07
1811,2.5070768572277302e-08,1.0529722516139373e-07
1812,5.3344164641089264e-09,8.268345652595599e-08
1813,1.1502966579257645e-08,1.4378708002027452e-08
1814,0.0,8.496028414128887e-08
1815,2.697223555614414e-09,2.6972236000233352e-08
1816,4.6352077731626196e-09,8.505606388098386e-07
1817,0.0,9.092140658140124e-07
1818,2.384235475716423e-09,2.7299495286570163e-07
1819,1.035105001712111e-09,2.2047736081276526e-07
1820,1.3053129244156025e-08,1.0086508694939766e-07
1821,1.1833785507064931e-08,1.2524090209353744e-07
1822,3.0076847679083585e-09,1.9148926355683216e-07
1823,2.668325471688604e-08,1.7393529105902417e-07
1824,0.0,8.42111234078402e-08
1825,3.522177216552791e-09,4.085725606728374e-07
1826,0.0,1.7175570121708006e-07
1827,1.8434546111834038e-09,1.3457218983603525e-07
1828,4.586150570418113e-09,1.6326696083979186e-07
1829,5.143905745796928e-09,3.8407827673836437e-07
1830,8.349468672008697e-09,1.3880992355552735e-07
1831,3.1182412207897414e-09,1.6058942264862708e-07
1832,0.0,9.741577855493233e-08
1833,2.548398292390175e-08,9.382738852536932e-08
1834,2.42697808516823e-08,2.6136686415156873e-07
1835,5.294161553592858e-09,4.038689098706527e-07
1836,6.720750067579218e-10,3.830827495221456e-07
1837,0.0,2.059535688658798e-07
1838,1.8936485712828244e-09,1.7863418122487928e-07
1839,1.2584655095793096e-08,3.341925207678287e-07
1840,1.4650283985950807e-08,8.344292012907317e-08
1841,5.778493683550323e-09,1.7078659197977686e-07
1842,1.341653010911159e-08,1.3081117344881932e-07
1843,4.7255288571079745e-09,1.5948660347930854e-07
1844,9.330554162634286e-09,1.5971713196449855e-07
1845,3.9061593959388574e-09,8.593551115154696e-08
1846,9.367202347121406e-09,9.718472426811786e-08
1847,9.168480197274675e-09,7.065123242000482e-08
1848,1.287235473768078e-08,8.527935335678194e-08
1849,1.1731180693530519e-08,8.882179969305071e-08
1850,6.1100964288129944e-09,1.6565149962843861e-07
1851,6.449438760824933e-10,1.1415506406819986e-07
1852,5.208436348880241e-09,3.938880013265589e-07
1853,2.9859659189668264e-09,3.5532994502318616e-07
1854,5.195664343204953e-09,2.291288012656878e-07
1855,4.776243400783642e-09,2.2342204886172112e-07
1856,3.106313539724681e-09,8.179959110066193e-08
1857,9.763018171682347e-10,1.4156375982565805e-07
1858,1.468102750479261e-09,7.634134391309999e-08
1859,3.5645213447565993e-09,1.5734815406176494e-07
1860,5.95033897154984e-09,3.5839349266097997e-07
1861,8.017138342086838e-09,7.215424346895816e-08
1862,9.035972525772706e-10,1.1249785814015922e-07
1863,4.9946209945694875e-09,1.0988166110337261e-07
1864,9.589455896019672e-10,8.630509995555258e-08
1865,3.2947911621228343e-09,1.25672741546623e-07
1866,6.811858188626729e-09,2.2138539179650252e-07
1867,4.85281148598915e-10,1.6887784681784979e-07
1868,5.433861360870651e-09,9.385760790792119e-08
1869,1.953407657850903e-09,1.5724931756722071e-07
1870,1.1468097582678638e-09,2.31655576499179e-07
1871,1.0621177271019633e-09,1.635661277532563e-07
1872,1.2094678591978436e-09,1.7476810398875386e-07
1873,2.9930022349411445e-09,1.1313548498037562e-07
1874,4.182226565063729e-09,7.34876905994497e-08
1875,5.149374260327022e-09,7.437985516389745e-08
1876,8.464420275799966e-09,1.1003746891447008e-07
1877,2.4739263970730008e-09,9.648312726540098e-08
1878,1.3285995414946683e-08,1.1836613822424624e-07
1879,1.0996785704264767e-08,8.553055153015521e-08
1880,1.1552123035940554e-08,1.0589446475250952e-07
1881,6.972507571312292e-10,1.0040410813871858e-07
1882,6.655385131892899e-10,1.124760089510346e-07
1883,1.2006744043446815e-08,5.245051326596695e-08
1884,3.300848483434038e-09,7.988053596363898e-08
1885,7.090199094506033e-09,9.346171481183774e-08
1886,1.5488312854472497e-08,5.8726520535401505e-08
1887,7.834709769838355e-09,7.377684596576728e-08
1888,1.7119660356001987e-08,7.481925479169149e-08
1889,1.8795409673089125e-09,5.388017498830777e-08
1890,5.243509182406569e-09,1.0552562201837645e-07
1891,3.1871101313640793e-09,6.629188931128738e-08
1892,6.268512375839919e-09,5.641661005029164e-08
1893,6.158416498980301e-09,4.310891554837326e-08
1894,5.041231432301174e-09,7.939939195011902e-08
1895,1.745398137131815e-08,4.634333095054899e-08
1896,2.948514543632541e-09,4.1279204054944785e-08
1897,6.992056045262984e-09,4.1952336715667116e-08
1898,1.923840653450526e-08,5.545187775624072e-08
1899,6.080336234504102e-09,7.517506617205072e-08
1900,4.15284251431558e-09,3.841379481173135e-08
1901,6.147612696683069e-09,3.409130755471779e-08
1902,1.6694965410124496e-08,5.990546014800202e-08
1903,1.0260418292773466e-08,7.020286574288548e-08
1904,2.6873125946735854e-09,6.127072538220091e-08
1905,5.160759042333041e-10,5.212366716023098e-08
1906,9.259531807970234e-09,4.0639058340730116e-08
1907,6.685696440911215e-09,6.068555080673832e-08
1908,4.4202501658929805e-09,3.045061092166179e-08
1909,6.60118004702781e-09,4.400786934866119e-08
1910,2.137660271017694e-09,4.4890864359103944e-08
1911,2.128149656499545e-09,5.213966502992662e-08
1912,5.209421061191932e-09,5.938740343935933e-08
1913,5.302989602995467e-09,4.295421618394357e-08
1914,4.018046340092951e-09,4.7546880210802556e-08
1915,5.890381071793627e-09,2.709575319670421e-08
1916,3.2962386153911893e-09,7.471474106068854e-08
1917,3.289927441585405e-09,8.882803825827068e-08
1918,3.44591288836682e-09,5.283732917860107e-08
1919,2.762354511798293e-09,6.629650783906982e-08
1920,9.086678076641874e-09,6.512119199442168e-08
1921,7.572747429129834e-10,3.559191341651058e-08
1922,2.951174193910333e-09,6.78770035733578e-08
1923,2.1231896241147297e-09,1.0297469543729676e-07
1924,5.156649662829693e-09,1.302054073448744e-07
1925,7.698724768800957e-09,8.13865170812278e-08
1926,1.1146138456652466e-09,8.248142790989732e-08
1927,6.689535148041159e-09,6.912519268098549e-08
1928,2.2852082448565625e-09,7.426926629250374e-08
1929,3.342121912552898e-09,1.515095249260412e-07
1930,2.100720708497761e-09,6.407198327451624e-08
1931,4.5621426636444085e-09,1.0150767337790967e-07
1932,6.575722188983946e-09,5.150982218538047e-08
1933,0.0,4.932384811695556e-08
1934,3.5944740517379614e-09,5.870974462141021e-08
1935,3.590485242455088e-09,9.215578700150218e-08
1936,2.424942913137329e-09,5.577368611398015e-08
1937,0.0,6.925115059175369e-08
1938,9.075650453382877e-09,1.0242519721259669e-07
1939,1.070583532936098e-08,1.6670514924044255e-07
1940,7.607348750937604e-09,8.368083825871508e-08
1941,0.0,5.9030050181263505e-08
1942,3.034211770724937e-09,2.548737825236458e-07
1943,2.9032352077962287e-09,4.645176332473966e-08
1944,0.0,1.5423293575622665e-07
1945,4.357008087652048e-09,1.1546071476686848e-07
1946,0.0,1.0580039599972224e-07
1947,2.3841741914054637e-09,1.1086410012239867e-07
1948,1.0871887834440486e-09,1.239395146512834e-07
1949,9.817008317369869e-10,8.049946842447753e-08
1950,1.0635361480382244e-09,1.1805251176610909e-07
1951,3.198420528427448e-09,1.5459032454145927e-07
1952,9.490323193972472e-09,1.2759213063873176e-07
1953,8.619062019654677e-09,7.649417455013463e-08
1954,9.772536113672459e-10,1.0163437735855041e-07
1955,1.8771215692936494e-09,8.353190850129977e-08
1956,1.744228317335228e-09,1.1250272535789918e-07
1957,0.0,1.1838950797482539e-07
1958,0.0,9.264912392836777e-08
1959,6.975672928177801e-09,9.765942365902447e-08
1960,3.460416619915918e-09,9.550750235121086e-08
1961,3.47407969059077e-09,9.866386108114966e-08
1962,6.341956404476434e-10,8.117704197729836e-08
1963,2.5864212993553792e-09,1.0992290810918348e-07
1964,2.4335873316516654e-09,5.77976990712159e-08
1965,1.6416130677043839e-09,7.715581062939236e-08
1966,7.754704434148607e-09,8.25322103992221e-08
1967,5.916402701089396e-09,1.2572355956308456e-07
1968,4.491415656060482e-09,7.994719908310799e-08
1969,3.1792304344691047e-09,7.5393181475647e-08
1970,9.197450023812337e-10,5.840380623567398e-08
1971,3.596878239697787e-09,6.577148781161668e-08
1972,2.0520587451500205e-09,8.31083823982226e-08
1973,4.410563025913916e-09,5.2375437320506535e-08
1974,2.812785782069227e-09,7.313243344242437e-08
1975,3.4268881066168433e-09,5.8257096924307916e-08
1976,1.7140580066410394e-09,6.913367656125047e-08
1977,2.3507127355770763e-09,4.348818549715361e-08
1978,8.316827893040113e-09,6.118808926203201e-08
1979,7.607565244427406e-09,8.426841446862454e-08
1980,2.8425752862659692e-09,7.049586514540351e-08
1981,8.223214109648325e-09,4.680906684484398e-08
1982,4.345251713999687e-09,4.159026545380584e-08
1983,6.315316158911344e-09,4.4207212113178684e-08
1984,5.219107812592938e-09,4.5812168281145205e-08
1985,1.8046674155058895e-09,7.760069564710648e-08
1986,4.795588426365072e-09,8.572114040816814e-08
1987,3.0554083707556856e-09,5.560843163721074e-08
1988,4.197587610832443e-09,5.5168296597685185e-08
1989,6.585746614717891e-09,4.445378820605583e-08
1990,5.44865097484859e-10,4.631353434092489e-08
1991,1.7584396161396398e-09,4.396098773895574e-08
1992,4.4079553340736766e-09,4.297756461824065e-08
1993,3.323524566667402e-09,3.76666093870881e-08
1994,3.6924485691258724e-09,3.0594573985354145e-08
1995,1.0844901643380922e-09,2.982347879765257e-08
1996,4.270473752399084e-09,3.5231408901381656e-08
1997,7.192341833217597e-09,4.315404922294874e-08
1998,4.7681290027412615e-09,4.005228504411207e-08
1999,2.285100553223174e-09,3.838968964942069e-08
2000,3.97622823555821e-09,3.976228413193894e-08
2001,3.5049694258049158e-09,2.93541191354052e-08
2002,5.6955880012310445e-09,2.4972962364699924e-08
2003,2.9168460979889232e-09,3.000184634061043e-08
2004,1.7619165015858584e-09,4.669078634833568e-08
2005,4.503749373441224e-09,3.963299732845371e-08
2006,3.294311934354255e-09,4.282605559069452e-08
2007,3.1955835755326234e-09,2.8760252845927425e-08
2008,3.405951742863067e-09,4.640609319039868e-08
2009,9.53638501499654e-10,5.72183083136224e-08
2010,1.4171379625338432e-09,5.385124168810762e-08
2011,2.2943831279320648e-09,6.768430438341966e-08
2012,1.0212758416727752e-09,9.736162809304005e-08
2013,1.9523875849358774e-09,8.785743688122238e-08
2014,2.815078836704288e-09,6.994388002112828e-08
2015,4.43315073539452e-09,7.84667690822971e-08
2016,3.935546111222266e-09,6.876848601677921e-08
2017,2.7671724911471074e-09,8.5027664908921e-08
2018,3.872199894061623e-09,8.828616415712531e-08
2019,4.08158040698936e-09,8.367239701101425e-08
