year,son_DET issu_ADJ,son_DET tissu_NOUN
1800,0.0,2.4681691144223805e-06
1801,0.0,2.6407315090182237e-06
1802,0.0,1.866358616098296e-06
1803,0.0,3.1790530101716286e-06
1804,0.0,1.2433410461198946e-06
1805,0.0,2.1037295425685443e-06
1806,0.0,1.2477626967211108e-06
1807,0.0,1.343762853878161e-06
1808,0.0,9.812100500994347e-07
1809,0.0,1.179213938939938e-06
1810,0.0,1.2753691436273584e-06
1811,0.0,6.693894789577826e-07
1812,2.6672082320544632e-09,2.6565393085320466e-06
1813,0.0,2.254581488614349e-06
1814,0.0,1.680325571129515e-06
1815,0.0,2.5488763668590764e-06
1816,0.0,2.6003515927186527e-06
1817,0.0,1.955433049261046e-06
1818,0.0,1.5831323239012818e-06
1819,0.0,2.154053603931061e-06
1820,0.0,1.3753251657533383e-06
1821,0.0,1.3234116806870588e-06
1822,1.0025615893027862e-09,1.3444350770441815e-06
1823,0.0,1.5515818390099412e-06
1824,0.0,1.514958128723265e-06
1825,0.0,1.4934031824509475e-06
1826,0.0,1.5088077560676538e-06
1827,0.0,1.279357473293885e-06
1828,0.0,1.8197846145540097e-06
1829,8.573175946935407e-09,1.675198618045215e-06
1830,0.0,1.461157019377879e-06
1831,0.0,1.3486393157791099e-06
1832,0.0,1.5383574805127864e-06
1833,0.0,1.9089820142426106e-06
1834,0.0,1.4039134583754276e-06
1835,7.563087933704082e-10,1.3681625716799317e-06
1836,0.0,1.4247989668092487e-06
1837,0.0,2.6085132702746705e-06
1838,0.0,1.5193373954502931e-06
1839,0.0,1.7394790390312664e-06
1840,0.0,1.2643831510672499e-06
1841,0.0,1.5884436663782253e-06
1842,0.0,1.5214344699643334e-06
1843,0.0,1.1742939349801418e-06
1844,0.0,1.2091300973793295e-06
1845,0.0,1.2438328127473142e-06
1846,0.0,1.173827499201252e-06
1847,0.0,8.90421247845552e-07
1848,0.0,1.144835088950913e-06
1849,0.0,1.0105574119734229e-06
1850,0.0,8.011015353304174e-07
1851,0.0,9.66770898003233e-07
1852,0.0,1.073588954625393e-06
1853,5.971931837933653e-10,9.740220718867931e-07
1854,1.0391328908454511e-09,7.403821769003116e-07
1855,5.306937111981824e-10,1.337878899221323e-06
1856,0.0,1.064947817042139e-06
1857,0.0,7.976386129371349e-07
1858,0.0,8.637338027028818e-07
1859,2.036869339860914e-09,1.011305627685033e-06
1860,0.0,9.049092426494099e-07
1861,0.0,8.238788709036271e-07
1862,0.0,7.061612699033049e-07
1863,0.0,4.6400026931792127e-07
1864,3.835782358407869e-09,7.33593370938479e-07
1865,0.0,8.67942080873263e-07
1866,0.0,7.697399873052291e-07
1867,0.0,8.943731728550119e-07
1868,0.0,9.005390211314079e-07
1869,0.0,1.0421430047813374e-06
1870,0.0,8.664147514991782e-07
1871,1.0621177271019633e-09,1.0599935080790601e-06
1872,0.0,6.712546856135759e-07
1873,1.1972008939764578e-09,1.1475170467178941e-06
1874,6.572069999322139e-09,1.112472205022641e-06
1875,0.0,8.307657353157083e-07
1876,6.04601479992084e-10,8.712307248970319e-07
1877,6.184815992682502e-10,7.40322466441512e-07
1878,0.0,6.395395004687998e-07
1879,0.0,7.453376582589044e-07
1880,6.417846254436199e-10,5.551436963457945e-07
1881,6.972507571312292e-10,6.198559425740768e-07
1882,6.655385131892899e-10,6.142920554452758e-07
1883,0.0,5.137622522966012e-07
1884,6.601696966868076e-10,6.410247550547865e-07
1885,0.0,5.820408901513474e-07
1886,0.0,4.885272097965299e-07
1887,0.0,4.491900078562594e-07
1888,0.0,4.5208583188127704e-07
1889,0.0,4.6299360434431946e-07
1890,6.554386478008212e-10,4.391438856998775e-07
1891,5.736798147637501e-09,4.232482222477074e-07
1892,0.0,3.585589141152923e-07
1893,0.0,3.744317247367235e-07
1894,0.0,4.2094281660354227e-07
1895,0.0,3.5570011824859193e-07
1896,1.179405795248556e-09,3.650260982368536e-07
1897,1.1653427112179315e-09,3.560122028289925e-07
1898,2.26334195829736e-09,2.8970777776748946e-07
1899,5.527578395003729e-10,3.250215971917214e-07
1900,5.191053142894475e-10,3.4416682126447995e-07
1901,0.0,3.3420659484306725e-07
1902,0.0,2.833233683219305e-07
1903,0.0,2.748712226718908e-07
1904,0.0,3.681618387929575e-07
1905,0.0,2.3275023686153418e-07
1906,0.0,3.0350689428360056e-07
1907,0.0,2.6279930231964954e-07
1908,4.911389073214423e-10,2.912453744841059e-07
1909,1.1001967115120692e-09,3.3390970521907093e-07
1910,3.206490406526541e-09,2.4369327267237395e-07
1911,1.0640748282497725e-09,2.133470031751017e-07
1912,0.0,2.7036895033916153e-07
1913,0.0,1.9196822620415332e-07
1914,0.0,1.7947273800444918e-07
1915,0.0,1.6610874631339811e-07
1916,0.0,1.692069089287429e-07
1917,0.0,1.6997957263953367e-07
1918,0.0,1.8378201716018339e-07
1919,0.0,1.7494911475068875e-07
1920,0.0,1.8854856520533758e-07
1921,7.572747429129834e-10,2.5823067772989816e-07
1922,0.0,1.8739956253455148e-07
1923,0.0,1.5393124996876395e-07
1924,0.0,2.165792940544975e-07
1925,0.0,1.7157157117253519e-07
1926,3.343841648018042e-09,2.240373895290304e-07
1927,1.1149224876660924e-09,2.07375583372027e-07
1928,3.4278122562625413e-09,1.6567759963947992e-07
1929,1.1140406375176326e-09,1.8715883332021122e-07
1930,1.0503603542488804e-09,1.491511647522259e-07
1931,0.0,1.1633463969928926e-07
1932,0.0,1.5124160501756023e-07
1933,1.1470662197865522e-09,9.979476089938544e-08
1934,1.1981580172459871e-09,1.5216606286116985e-07
1935,3.590485242455088e-09,1.4122574842900804e-07
1936,0.0,1.6247117518020104e-07
1937,3.777335333410292e-09,1.4605697540304163e-07
1938,0.0,1.2835561591373335e-07
1939,0.0,9.635251529971356e-08
1940,0.0,8.875239898564757e-08
1941,0.0,1.7118715334163426e-07
1942,0.0,1.2440268903901597e-07
1943,0.0,1.7419411357799675e-07
1944,0.0,1.7351205627846866e-07
1945,0.0,8.06046500656521e-08
1946,1.3921104269343232e-09,1.0301617159313992e-07
1947,0.0,1.132482774224286e-07
1948,0.0,1.2285233452757893e-07
1949,9.817008317369869e-10,1.0307858389069224e-07
1950,0.0,9.890886198959947e-08
1951,0.0,1.3220137717873115e-07
1952,0.0,9.595771377490792e-08
1953,0.0,1.1420257295391423e-07
1954,9.772536113672459e-10,7.622578124255597e-08
1955,0.0,9.573320003397612e-08
1956,8.72114158667614e-10,1.0203735789637847e-07
1957,8.835037701437898e-10,1.1043797121246257e-07
1958,1.6544486891589827e-09,9.016745661227787e-08
1959,1.5501495642666896e-09,1.1936151733671352e-07
1960,2.7683333403416555e-09,7.889750058831524e-08
1961,6.948159270159238e-10,8.407272922283937e-08
1962,0.0,7.293249526529877e-08
1963,1.2932106496776896e-09,7.306640448234702e-08
1964,6.083968329129164e-10,6.874883928809083e-08
1965,5.472043373977442e-10,8.481667146398308e-08
1966,5.539074754423723e-10,9.361036568122927e-08
1967,9.860671168482327e-10,9.860671479344774e-08
1968,8.982831700699023e-10,1.1677680999966356e-07
1969,0.0,8.720175070919822e-08
1970,0.0,8.047768895735885e-08
1971,1.0276794970565106e-09,1.0174026732201469e-07
1972,1.5390440033513642e-09,1.108111717940119e-07
1973,1.102640756478479e-09,8.43520200910497e-08
1974,3.3753431161187564e-09,7.53826632227117e-08
1975,1.1422960355389478e-09,8.22453127824474e-08
1976,2.285410749536254e-09,9.027372427361513e-08
1977,1.1753563677885381e-09,1.040190398260421e-07
1978,5.940591352171509e-10,1.3960389644296356e-07
1979,5.851973350345929e-10,1.3108419860685672e-07
1980,6.822181042309694e-09,1.4553985305809647e-07
1981,0.0,1.4485507859873792e-07
1982,6.207502289967692e-10,1.2352929879000385e-07
1983,0.0,1.5598830849228307e-07
1984,2.8995041922996734e-09,1.6875114727810114e-07
1985,1.8046674155058895e-09,1.4677962001385936e-07
1986,5.994485463567401e-10,1.6904449218202444e-07
1987,6.110816852533674e-10,1.6010340697647507e-07
1988,5.996553809062277e-10,1.5231246619507033e-07
1989,3.841685636274406e-09,1.9318189892203463e-07
1990,5.44865097484859e-10,1.7653629180713892e-07
1991,5.861465202094962e-10,2.1101275127222152e-07
1992,0.0,1.752162228640941e-07
1993,1.661762283333701e-09,2.093820379300837e-07
1994,5.274926606624319e-10,1.8514992872198377e-07
1995,1.0844901643380922e-09,1.7948312569515679e-07
1996,5.338092190498855e-10,1.9430656017505044e-07
1997,3.3564262480467733e-09,2.0330353134312418e-07
1998,9.536258449571733e-10,1.9597011258198904e-07
1999,4.570201161957499e-10,1.818940109643563e-07
2000,2.6508188977203417e-09,1.6788520262878137e-07
2001,1.7524847129024579e-09,1.7568659149702626e-07
2002,1.752488598683044e-09,1.9408811180454677e-07
2003,8.333845835650777e-10,1.9167845621836932e-07
2004,4.845270407116686e-09,1.9733465439486508e-07
2005,1.8014998381943315e-09,1.855544859985514e-07
2006,1.6471559671771274e-09,1.8406967416950692e-07
2007,2.7961355453243186e-09,2.1210685474670754e-07
2008,8.514879357157668e-10,2.047828449036615e-07
2009,9.53638501499654e-10,1.8119131883764794e-07
2010,2.3618964561933353e-09,2.2815920885932428e-07
2011,0.0,1.8469784457408878e-07
2012,2.7234021704458655e-09,1.89616870649445e-07
2013,2.5102124823206395e-09,1.8045638405794762e-07
2014,1.7323561474213989e-09,1.6608964514830404e-07
2015,3.103205470367243e-09,2.170027366688032e-07
2016,1.0356699942093428e-09,1.6839994021466964e-07
2017,1.0062445321423752e-09,1.816271346655185e-07
2018,1.0325866828253538e-09,1.6676274849913852e-07
2019,2.04079020349468e-09,1.6428361071518793e-07
