year,ton_DET an_NOUN,ton_DET temps_NOUN
1800,0.0,4.4018303668735825e-08
1801,0.0,1.8096987242088858e-07
1802,0.0,1.0070280609397742e-07
1803,1.950339223455444e-09,4.875847881002926e-08
1804,7.4155526164076946e-09,5.685257131737842e-08
1805,2.842877711017877e-09,7.960057502032214e-08
1806,0.0,9.509508203109363e-08
1807,5.693910232196231e-09,3.131650672116848e-08
1808,0.0,9.517511045942229e-08
1809,0.0,4.743964154840796e-08
1810,2.3401267590372754e-09,1.0764582958344704e-07
1811,2.5070767684098882e-09,1.7298829391165782e-07
1812,0.0,7.468182872116813e-08
1813,2.8757416448144113e-09,7.764502640839055e-08
1814,0.0,1.2901375612273114e-07
1815,0.0,5.933891955578474e-08
1816,6.952811659743929e-09,4.6352077731626196e-09
1817,0.0,1.292204956371279e-07
1818,1.1921177378582115e-09,1.0609847578280096e-07
1819,1.035105001712111e-09,8.073818946741085e-08
1820,1.1866481131050932e-09,1.6969067750949307e-07
1821,1.97229765852569e-09,9.467028849741155e-08
1822,3.0076847679083585e-09,1.2632276025215106e-07
1823,1.9765373782121287e-09,1.3440454305069238e-07
1824,2.5263338088166165e-09,1.2042190622452154e-07
1825,0.0,1.0302368447234755e-07
1826,8.807984341885344e-10,1.0569581210262413e-07
1827,0.0,4.885154680778214e-08
1828,2.7516903755575584e-09,8.163348041989593e-08
1829,0.0,9.344761764396026e-08
1830,2.0873671680021744e-09,1.0749940604348751e-07
1831,0.0,1.0602020039662818e-07
1832,1.3529969367098715e-09,1.204167290325131e-07
1833,1.1583628500844156e-09,1.3321172898095313e-07
1834,9.334530925997342e-10,1.1668163701905598e-07
1835,2.2689263801112247e-09,1.1117739262545001e-07
1836,1.3441500135158435e-09,1.330708467861541e-07
1837,2.087367279024477e-09,1.9551673169360129e-07
1838,1.8936485712828244e-09,1.4012999516310742e-07
1839,2.7965900706306e-09,1.0487213064624967e-07
1840,6.369688665408546e-10,1.1210651817972206e-07
1841,6.420548537278137e-10,9.823439173217707e-08
1842,2.683306021822318e-09,1.1538215716200284e-07
1843,2.3627644285539873e-09,1.4235656320416012e-07
1844,2.1954245643662773e-09,1.0318495213823553e-07
1845,1.2834524554250493e-08,1.3113535679565302e-07
1846,1.1709002656346001e-09,1.457770779644818e-07
1847,5.393223645455691e-10,1.3051601666091983e-07
1848,1.6090443422100975e-09,1.3435519619076075e-07
1849,1.6758829879393033e-09,1.1814975042767628e-07
1850,1.3577992064028876e-09,1.0522943938440221e-07
1851,1.9348316282474798e-09,8.255281302993467e-08
1852,1.3021090872200602e-09,1.3476829496816833e-07
1853,1.1943863675867306e-09,1.2720214126460405e-07
1854,5.195664454227256e-10,1.5119383345307824e-07
1855,2.653468555990912e-09,2.0007152201628742e-07
1856,1.5531567143511893e-09,1.6101058974982152e-07
1857,9.763018171682347e-10,1.4254006780456407e-07
1858,9.787352039936081e-10,1.673637157750818e-07
1859,1.018434669930457e-09,1.3392416042812272e-07
1860,2.746310290291376e-09,1.995652216812971e-07
1861,1.8863854922557266e-09,1.6977468786372185e-07
1862,0.0,1.8885182884176288e-07
1863,1.9978483867255648e-09,1.8530043632836168e-07
1864,1.9178911792039344e-09,1.9802226614018537e-07
1865,1.882737743486018e-09,1.4261737946164033e-07
1866,0.0,1.6980989503423416e-07
1867,1.94112459439566e-09,1.742159323470105e-07
1868,2.4699371437009177e-09,1.8870319085095844e-07
1869,4.883519144627257e-10,1.7629503545890657e-07
1870,2.8670243956696595e-09,1.238554592219998e-07
1871,4.248470908407853e-09,1.2001930360661106e-07
1872,2.4189357183956872e-09,1.6751129883196825e-07
1873,1.1972008939764578e-09,1.4845290685627788e-07
1874,5.974609140757536e-10,2.073189340201509e-07
1875,1.716458086775674e-09,1.7164581822548541e-07
1876,6.04601479992084e-10,1.299893197526103e-07
1877,0.0,1.4534317749337333e-07
1878,6.039088673581716e-10,1.5339284686888277e-07
1879,1.221865053580018e-09,1.6372991051838426e-07
1880,0.0,1.803414750867205e-07
1881,6.972507571312292e-10,1.4642265910858043e-07
1882,1.9966155395678697e-09,1.6039478101248505e-07
1883,1.2638677882037541e-09,1.6809441660825541e-07
1884,6.601696966868076e-10,1.9276955676161833e-07
1885,1.2891271383708158e-09,1.1022037338381807e-07
1886,1.936039106809062e-09,1.355227396970804e-07
1887,3.917354773896875e-09,1.4428922856524196e-07
1888,0.0,1.5280881981993844e-07
1889,1.8795409673089125e-09,1.7479731795333464e-07
1890,0.0,1.1928983667530701e-07
1891,6.374220040683554e-10,1.05174629339011e-07
1892,6.268512375839919e-10,1.4104152801230896e-07
1893,6.158416554491453e-10,1.262475423091658e-07
1894,0.0,1.4682586879644077e-07
1895,1.2037228991346183e-09,1.4745605092514324e-07
1896,0.0,1.4152870031480802e-07
1897,5.826713556089658e-10,1.4741585874222807e-07
1898,5.6583548957434e-10,1.3183967428886945e-07
1899,1.1055156790007459e-09,1.708021706292584e-07
1900,0.0,1.2614259725651777e-07
1901,5.588738916095792e-10,1.3971846990479264e-07
1902,4.910283846193408e-10,1.0851727605398764e-07
1903,1.6200660812870638e-09,1.269051781438435e-07
1904,1.0749250378694342e-09,1.2469130883374646e-07
1905,5.160759042333041e-10,1.8475516849747464e-07
1906,1.5432553013283723e-09,1.6049855733335505e-07
1907,1.5428529565042481e-09,1.2239967028815357e-07
1908,4.911389073214423e-10,1.4341256271421798e-07
1909,2.2003934230241384e-09,1.3532419601558487e-07
1910,2.137660271017694e-09,1.8704527349200362e-07
1911,1.5961122423746588e-09,1.4950251481238297e-07
1912,1.0418842455450772e-09,1.7347372310849707e-07
1913,5.833288740930698e-09,1.57498794228772e-07
1914,2.678697486047099e-09,1.3728324166351058e-07
1915,3.534228465440492e-09,6.361611670779865e-08
1916,0.0,1.1536835131664702e-07
1917,1.0966424435210342e-09,1.3379038055205683e-07
1918,2.2972752589112133e-09,1.883765676780058e-07
1919,0.0,1.3259301567813964e-07
1920,1.514446346106979e-09,1.5220185689557297e-07
1921,1.5145494858259667e-09,1.4994040276050669e-07
1922,7.377935484775833e-10,2.2207585548272846e-07
1923,0.0,2.250581072615887e-07
1924,0.0,2.488083614693437e-07
1925,0.0,2.0566592695558938e-07
1926,3.3438415369957397e-09,1.9059896771977947e-07
1927,2.2298449753321847e-09,2.6869633118487e-07
1928,0.0,1.9195749700884335e-07
1929,1.1140406375176326e-09,1.905009503477828e-07
1930,0.0,2.0271955492034976e-07
1931,1.1405356659111021e-09,2.121396391885355e-07
1932,0.0,1.60009234417835e-07
1933,1.1470662197865522e-09,2.0876605333342013e-07
1934,1.1981580172459871e-09,1.4737344145032694e-07
1935,0.0,2.0106717979473387e-07
1936,1.2124714565686645e-09,2.1945732653350092e-07
1937,0.0,1.624254257759361e-07
1938,2.5930428915188486e-09,1.737338761742535e-07
1939,0.0,1.92705043033925e-07
1940,0.0,1.4200383957607698e-07
1941,2.9515025978810172e-09,1.6823565163193166e-07
1942,0.0,3.064553957266014e-07
1943,0.0,2.5838792838683844e-07
1944,0.0,2.763340081202159e-07
1945,0.0,3.33311106714973e-07
1946,2.7842208538686464e-09,2.3665876813794284e-07
1947,1.1920870957027319e-09,3.5285776833759996e-07
1948,0.0,2.7614595565772504e-07
1949,9.817008317369869e-10,2.6015073073537565e-07
1950,0.0,2.9672657486656817e-07
1951,0.0,2.2282330292000552e-07
1952,1.0544803918932644e-09,2.836552299712025e-07
1953,0.0,2.736552247029067e-07
1954,9.772536113672459e-10,2.921988384585461e-07
1955,0.0,2.768754363557946e-07
1956,0.0,2.7209960862251137e-07
1957,1.7670075402875796e-09,2.403130245909324e-07
1958,3.3088973783179654e-09,3.052457875907244e-07
1959,5.425523585955716e-09,2.751515522092518e-07
1960,6.920833350854139e-10,3.0866916223004637e-07
1961,1.3896318540318475e-09,2.855693419512306e-07
1962,2.5367825617905737e-09,2.8982740651883887e-07
1963,6.466053248388448e-10,2.870927691134284e-07
1964,6.083968329129164e-10,2.804709278159123e-07
1965,1.0944086747954884e-09,2.7907419886119555e-07
1966,3.3234448526542337e-09,2.658755917650524e-07
1967,1.9721342336964653e-09,2.6426597887763137e-07
1968,1.7965663401398047e-09,3.206870977656706e-07
1969,9.083515606356229e-10,2.5206756504303485e-07
1970,4.5987250119061684e-10,2.2027892754294953e-07
1971,1.0276794970565106e-09,2.892917803087869e-07
1972,1.0260293725750103e-09,2.2572646107832384e-07
1973,1.102640756478479e-09,2.5029945627252914e-07
1974,1.1251143350321513e-09,2.2783564657125055e-07
1975,3.4268881066168433e-09,2.1932083482667508e-07
1976,1.142705374768127e-09,2.1368590941150956e-07
1977,1.7630345516828072e-09,2.4388645147865873e-07
1978,1.1881182704343018e-09,2.7980184302833777e-07
1979,0.0,2.3759012046653538e-07
1980,1.1370301367108482e-09,2.922167512409146e-07
1981,1.897664858585557e-09,2.82119514416479e-07
1982,1.8622506869903077e-09,3.277561138048668e-07
1983,6.315316047889041e-10,2.9429373826772576e-07
1984,1.7397025486864948e-09,2.882107175139481e-07
1985,6.015558051686298e-10,2.7009855863013854e-07
1986,1.1988970927134801e-09,2.727490984177905e-07
1987,2.4443267965246207e-09,2.658205204841835e-07
1988,2.99827696004229e-09,3.148190890200908e-07
1989,1.6464366536794728e-09,3.040419729316568e-07
1990,0.0,2.8441958255243094e-07
1991,1.1722930404189924e-09,3.124160850020985e-07
1992,5.509944167592096e-10,2.6723228474523353e-07
1993,1.6617622278225497e-09,2.6422018173377637e-07
1994,1.0549853213248639e-09,3.3812278754652425e-07
1995,1.0844901643380922e-09,3.11248687268062e-07
1996,0.0,2.9839934034825433e-07
1997,1.438468344439059e-09,2.891321271292213e-07
1998,1.43043876743576e-09,3.704836535334266e-07
1999,2.7421207526856506e-09,2.9934818024379695e-07
