year,ton_DET an_NOUN,ton_DET temps_NOUN
2000,4.4180314962005696e-10,3.220744915211071e-07
2001,3.0668482198237257e-09,3.3954390987744887e-07
2002,4.38122149670761e-10,3.540027062598483e-07
2003,8.333845835650777e-10,4.0627498965051245e-07
2004,4.404791253964646e-10,3.3079981642814005e-07
2005,9.007499190971657e-10,3.801164556449521e-07
2006,0.0,4.01082477452519e-07
2007,0.0,6.890476926812994e-07
2008,8.514879357157668e-10,7.446262224597433e-07
2009,9.53638501499654e-10,8.668574089654157e-07
2010,0.0,1.220628060849549e-06
2011,1.1471915639660324e-09,1.3242414382830248e-06
2012,3.404252713057332e-10,1.530552010464703e-06
2013,0.0,1.6140666421193828e-06
2014,3.248167693148396e-09,1.7819448103750801e-06
2015,2.2165753954528356e-10,1.8007458120194997e-06
2016,6.214020409345267e-10,1.922824907296672e-06
2017,7.54683426862357e-10,2.090976243707132e-06
2018,2.5814667070633845e-10,2.200958434173117e-06
2019,0.0,2.1762475643782864e-06
