year,certain_ADJ acte_NOUN,certain_ADJ tact_NOUN
1887,7.44297439236874e-08,1.7628096316002484e-08
1888,7.22830080235326e-08,1.2047167707862627e-08
1889,6.515742256851809e-08,1.628935564212952e-08
1890,4.719158247512567e-08,6.554386366985909e-09
1891,6.119250883784844e-08,1.9122660788184476e-08
1892,3.8864776286118285e-08,8.775916882086676e-09
1893,5.542574843531156e-08,1.1085149687062312e-08
1894,4.663138897242902e-08,1.3863386882917439e-08
1895,5.11582243234443e-08,1.625025980445116e-08
1896,6.604672453391913e-08,1.1204354777305525e-08
1897,5.710179351581246e-08,2.505486840220783e-08
1898,4.3569333252335696e-08,1.0750873968845553e-08
1899,7.241127342183518e-08,1.2713430308508578e-08
1900,6.384995376862435e-08,8.824790675987515e-09
1901,4.3033289376381845e-08,9.500856101851696e-09
1902,2.553347577816112e-08,1.5712908307818907e-08
1903,9.666394618079721e-08,3.0241231741001684e-08
1904,4.944655085381555e-08,2.0961039126632386e-08
1905,6.9154169057839e-08,1.4450125540577119e-08
1906,4.629766053865225e-08,1.4918134283448126e-08
1907,7.662836587485344e-08,1.7999951751335175e-08
1908,6.728603274552825e-08,2.0136695866312948e-08
1909,8.361495318354173e-08,2.8605114721358404e-08
1910,7.642135768648473e-08,2.939282950364941e-08
1911,6.96969012503601e-08,1.649316061502759e-08
1912,4.8968558097328696e-08,1.7712032729377825e-08
1913,7.212066321926613e-08,1.6969567084856862e-08
1914,5.6922322855257335e-08,1.2723813114234872e-08
1915,7.65749517128711e-08,1.1780762143587253e-08
1916,3.735737053034427e-08,1.8678685265172135e-08
1917,6.031533672512523e-08,2.1932848426331475e-08
1918,2.5270027848023346e-08,2.8715941624568586e-08
1919,4.4197673076951105e-08,1.6574126959767455e-08
1920,3.63467123065675e-08,2.0445025228355007e-08
1921,7.042655170153012e-08,2.8019165654313838e-08
1922,4.869437475463201e-08,3.32007097370024e-08
1923,7.431163595583712e-08,1.8047112249064412e-08
1924,3.9964035636330664e-08,1.5469948877466777e-08
1925,5.609070896639423e-08,1.0998178368026856e-08
1926,9.028372005559504e-08,1.2260752413340015e-08
1927,1.2152654982333644e-07,1.7838759802657478e-08
1928,7.198406137831626e-08,1.5996457491951332e-08
1929,4.67897081080082e-08,2.4508894469477127e-08
1930,4.3064773080914165e-08,7.352522590764465e-09
1931,2.167017854048936e-08,1.1405356659111021e-08
1932,6.137340424761106e-08,9.863582839386709e-09
1933,3.326492148403304e-08,5.735331320977366e-09
1934,4.553000465534751e-08,1.4377896206951846e-08
1935,5.505410882733486e-08,1.196828414151696e-08
1936,3.031178508194898e-08,8.487299751891442e-09
1937,4.280980192561401e-08,6.295559185076627e-09
1938,5.4453899167583586e-08,9.075650453382877e-09
1939,4.129393715857077e-08,1.8352860564618823e-08
1940,4.564409294971483e-08,1.7750480196809804e-08
1941,2.9515025090631752e-08,0.0
1942,3.3376331032286544e-08,1.2136847082899749e-08
1943,6.387117679196308e-08,5.806470415592457e-09
1944,2.8918675454292497e-08,9.639558484764166e-09
1945,5.2284097051824574e-08,2.178504132643866e-08
1946,2.5057987684817817e-08,2.227376683094917e-08
1947,4.2915136333476767e-08,1.1920871401116528e-08
1948,4.892349636520521e-08,9.784699273041042e-09
1949,1.2762110479513922e-08,9.817008539414473e-09
1950,4.0414374069541736e-08,1.4889506516624351e-08
1951,2.9851925376078725e-08,1.5992101864981123e-08
1952,2.8470971358274255e-08,1.4762725264461096e-08
1953,3.232148060305917e-08,1.1851209791302608e-08
1954,8.99073313576082e-08,8.795282724349818e-09
1955,5.443652728587267e-08,1.220129064449793e-08
1956,5.319896345667985e-08,2.3547082506070183e-08
1957,5.03597163969971e-08,1.3252556385623393e-08
1958,4.053399393910695e-08,1.5717262158432277e-08
1959,2.4802393028267034e-08,1.5501495198577686e-08
1960,3.0451666077624395e-08,1.591791587429725e-08
1961,3.335116360858592e-08,4.86371165564492e-09
1962,3.868593267952747e-08,6.976152100435229e-09
1963,3.2330266463986845e-08,1.0345685197421517e-08
1964,3.102823770140262e-08,9.734349326606662e-09
1965,3.885150923199632e-08,1.4774516721161035e-08
1966,2.99110034518435e-08,1.1078149952936656e-08
1967,4.240088746776394e-08,1.429797347185513e-08
1968,3.188905139950293e-08,1.2126823101255013e-08
1969,2.3162965101519717e-08,4.541757636644661e-09
1970,3.9089162129357646e-08,1.1956685419534097e-08
1971,4.419021981671989e-08,4.624557625731995e-09
1972,3.283293992240033e-08,1.487742551375959e-08
1973,2.0398854161385316e-08,9.37244681864513e-09
1974,2.306484425673716e-08,3.937900228123681e-09
1975,2.9699696924012642e-08,1.1422960355389478e-08
1976,2.971033907783749e-08,1.0284348483935446e-08
1977,2.938390863960194e-08,5.876781727920388e-09
1978,2.0792070287711795e-08,7.128709622605811e-09
1979,5.617894416332092e-08,1.1703946256602649e-08
1980,3.354238842234736e-08,7.390696055153967e-09
1981,2.5934753011824796e-08,8.855769451088236e-09
1982,3.972801465579323e-08,6.2075020679230875e-09
1983,3.220811350956865e-08,7.57837881337764e-09
1984,2.435583495996596e-08,9.858314165001048e-09
1985,3.188245756291508e-08,1.0226449020933615e-08
1986,2.577628777089558e-08,3.5966913891627428e-09
1987,3.666490044906823e-08,5.49973533381376e-09
1988,2.5185526442150774e-08,4.797243047249822e-09
1989,2.0854864168917686e-08,8.780995486290522e-09
1990,2.996758002860034e-08,4.90378582185258e-09
1991,4.278869525364826e-08,7.033758464558559e-09
1992,4.187557478552151e-08,9.91789939064347e-09
1993,4.043621554261634e-08,4.985286850001103e-09
1994,3.164955930667901e-08,1.4242301560329906e-08
1995,3.849940100053573e-08,1.1929391696696712e-08
1996,2.829188794351012e-08,3.2028553142993132e-09
1997,2.2056514059620724e-08,2.876936688878118e-09
1998,2.4794271524797296e-08,5.2449422582867555e-09
1999,2.970630674781205e-08,7.312321859131998e-09
2000,2.6508189421292627e-08,9.719669513685858e-09
2001,2.2344179839706158e-08,2.190605918883648e-09
2002,2.584920721915296e-08,7.886198361006791e-09
2003,3.1251921939201566e-08,6.250384210204629e-09
2004,2.81906634980178e-08,7.488145215006625e-09
2005,3.422849559342467e-08,1.3511249008502091e-08
2006,3.1295964930677656e-08,6.58862386870851e-09
2007,2.5165221378964375e-08,9.18730247434496e-09
2008,2.6396126173722223e-08,5.960415716543821e-09
2009,3.1946889578193804e-08,1.0966842545201416e-08
2010,1.1809482280966677e-08,1.6533276081531767e-08
2011,2.5238215073386527e-08,1.3383901986685487e-08
2012,9.19148224198807e-09,1.2595735121578855e-08
2013,1.7850400269026068e-08,1.0040849929282558e-08
2014,1.3858849179371191e-08,9.744502982300673e-09
2015,1.4851055496478693e-08,1.5072712855612735e-08
2016,1.7606391011781852e-08,1.864206033985738e-08
2017,1.33327402451755e-08,8.804639684001359e-09
2018,1.4972506789945328e-08,1.1100306451794495e-08
2019,1.403043281555938e-08,1.3010037491767434e-08
