year,en_ADP actes_NOUN,en_ADP tact_NOUN
1937,4.948309224594993e-07,6.295559185076627e-09
1938,4.7063729158303147e-07,1.2965214457594243e-09
1939,4.955272174811398e-07,1.5294050470515685e-09
1940,5.984447755125188e-07,2.5357829169792012e-09
1941,5.75543035452597e-07,0.0
1942,6.402186634169027e-07,0.0
1943,7.25808803725414e-07,2.9032352077962287e-09
1944,7.96870153862983e-07,0.0
1945,8.409025809008597e-07,0.0
1946,7.962871828581797e-07,6.960552134671616e-09
1947,6.84257988492476e-07,8.344609447874518e-09
1948,6.544876229863661e-07,5.435944139264848e-09
1949,6.322153467408498e-07,9.817008317369869e-10
1950,6.530112230951346e-07,0.0
1951,5.607897270998308e-07,2.1322803522849654e-09
1952,5.325125715938128e-07,4.2179215675730575e-09
1953,6.615129879428139e-07,4.3095309543161875e-09
1954,6.821230282838542e-07,4.886268278880834e-09
1955,5.640750568858266e-07,0.0
1956,5.93037611906766e-07,2.616342476002842e-09
1957,6.052000600664798e-07,2.6505113659425206e-09
1958,5.029523770794242e-07,2.4816730892496253e-09
1959,5.937073055406472e-07,5.425523585955716e-09
1960,5.51590424002768e-07,4.152500121534786e-09
1961,6.357565949244304e-07,1.3896318540318475e-09
1962,6.881022418525617e-07,1.9025869768540815e-09
1963,6.472519098466023e-07,6.466053248388448e-10
1964,6.126556106877956e-07,4.867174663303331e-09
1965,6.331154467353883e-07,4.924839203113152e-09
1966,5.428293290421493e-07,2.215629901769489e-09
1967,6.434088080098377e-07,1.4791006197611978e-09
1968,7.208722703211379e-07,8.982831700699023e-10
1969,6.444754063750224e-07,1.3625273131978588e-09
1970,6.819909073030317e-07,1.3796175313274261e-09
1971,6.124969771370559e-07,1.0276794970565106e-09
1972,6.392162870128004e-07,2.0520587451500205e-09
1973,6.285052394083834e-07,3.3079223804577396e-09
1974,6.486283963269557e-07,2.2502286700643026e-09
1975,6.077014687022597e-07,1.1422960355389478e-09
1976,6.519134103655233e-07,3.9994687561772935e-09
1977,7.96891633569885e-07,2.3507127355770763e-09
1978,7.253462279699363e-07,1.7821774056514528e-09
1979,6.764881455012528e-07,3.5111840102075575e-09
1980,6.725533268081563e-07,3.411090521154847e-09
1981,6.913825600918244e-07,6.325549528618524e-10
1982,7.262777810268517e-07,0.0
1983,8.184649402664945e-07,6.315316047889041e-10
1984,7.985234589114043e-07,1.739702604197646e-09
1985,7.778116639656218e-07,6.015558051686298e-10
1986,7.583024022039808e-07,1.7983456945813714e-09
1987,7.491861708786018e-07,0.0
1988,8.035381977578027e-07,1.798966087207532e-09
1989,7.540680027062763e-07,1.0976244357863152e-09
1990,7.431960113990499e-07,1.6345953479657283e-09
1991,8.376033715506992e-07,2.344586080837985e-09
1992,8.661632016071508e-07,0.0
1993,8.436212990403646e-07,1.1078414852150331e-09
1994,8.782752694003193e-07,2.1099706426497278e-09
1995,9.71160961427131e-07,1.0844901643380922e-09
1996,9.672622915957163e-07,2.135236876199542e-09
1997,1.0246689683413024e-06,2.4453962410575514e-08
1998,1.0685377400676543e-06,4.768129224785866e-10
1999,1.0013310927092789e-06,4.570201161957499e-10
2000,1.1372013055677144e-06,1.3254094488601709e-09
2001,1.0650726238736752e-06,8.762423564512289e-10
2002,1.1706624203355886e-06,4.38122149670761e-10
2003,1.1742388590363362e-06,2.9168460979889232e-09
2004,1.2725441784766645e-06,4.404791253964646e-10
2005,1.2124094403986874e-06,4.5037495954858286e-10
2006,1.3255488120478276e-06,2.0589450144825605e-09
2007,1.21751739534659e-06,7.988958938831558e-10
2008,1.1461027895620646e-06,3.8316958494988285e-09
2009,1.184418994881753e-06,9.53638501499654e-10
2010,1.1526055416766212e-06,9.447586046817946e-10
2011,1.0362963500654132e-06,3.823971805871906e-09
2012,9.89956738806086e-07,1.7021263287730903e-09
2013,9.951598709534437e-07,2.7891249310130206e-09
2014,8.722412996320372e-07,3.4647122948427977e-09
2015,9.198787722652924e-07,2.438232948875907e-09
2016,9.509522378436941e-07,4.142679976837371e-09
2017,9.408386105747013e-07,2.5156112748447867e-09
2018,8.36395194880879e-07,3.614053500911041e-09
2019,7.701432238604866e-07,3.5713827450933877e-09
