year,en_ADP actes_NOUN,en_ADP tact_NOUN
1800,2.3581233676850388e-07,0.0
1801,1.73826322225068e-07,4.7623651688866175e-09
1802,1.4098392853156838e-07,0.0
1803,4.095712213825209e-08,3.900678446910888e-09
1804,1.9527622896475805e-07,2.7190360185613827e-08
1805,7.107194477384837e-08,0.0
1806,8.356840108802999e-08,0.0
1807,1.0533733885154106e-07,5.693910232196231e-09
1808,3.104521510977065e-07,2.2660739951163578e-09
1809,1.9653565375143955e-07,0.0
1810,9.59451975646175e-08,2.3401267590372754e-09
1811,1.3287507272252697e-07,0.0
1812,1.7336854085669984e-07,2.6672082320544632e-09
1813,3.0195287559209305e-07,2.8757416448144113e-09
1814,1.9824065766727017e-07,0.0
1815,2.1038343334112142e-07,0.0
1816,7.416332437060191e-08,0.0
1817,2.086210315610515e-07,1.556873407970727e-09
1818,1.3351719019283337e-07,1.668964877410417e-08
1819,1.5009023057732662e-07,1.035105001712111e-09
1820,2.0529012090264587e-07,0.0
1821,1.8342367980039853e-07,0.0
1822,2.536480820936049e-07,1.0025615893027862e-09
1823,1.4725203811849497e-07,1.9765373782121287e-09
1824,1.810539203006556e-07,1.6842225392110777e-09
1825,1.673034191185252e-07,1.7610886082763955e-09
1826,1.4357014777033328e-07,1.7615968683770689e-09
1827,1.1705936442396592e-07,2.7651818612639545e-09
1828,2.806724239690084e-07,0.0
1829,1.8518060773686784e-07,8.573175946935407e-09
1830,1.6803305413759517e-07,6.262101504006523e-09
1831,1.808579952466971e-07,3.1182412207897414e-09
1832,2.638343998828674e-07,1.3529969367098715e-09
1833,2.59473290853407e-07,2.3167257001688313e-09
1834,2.781690091602229e-07,0.0
1835,2.677333128531245e-07,3.025235173481633e-09
1836,3.1453111004609013e-07,0.0
1837,3.311956136009542e-07,1.3915781860163179e-09
1838,2.392309284005023e-07,1.8936485712828244e-09
1839,2.0485022578231593e-07,2.7965900706306e-09
1840,3.719898145071454e-07,4.458782232319436e-09
1841,3.50561947470851e-07,4.494383976094696e-09
1842,3.11263494534586e-07,5.366612043644636e-09
1843,3.744981711406581e-07,7.088293507706567e-09
1844,3.896878500997403e-07,4.9397050894128824e-09
1845,4.0121838784656916e-07,4.464182357111213e-09
1846,3.1789941745685724e-07,1.7563504428608212e-08
1847,3.5055952807283575e-07,1.0786447290911383e-09
1848,5.358117505238624e-07,4.82713291560799e-09
1849,5.32930812369159e-07,6.703531951757213e-09
1850,3.618534991645106e-07,5.431196825611551e-09
1851,4.217932820793635e-07,6.449438760824933e-10
1852,4.440191978538621e-07,1.0416872697760482e-08
1853,4.0788295718741097e-07,4.180352064508952e-09
1854,3.117398561514051e-07,5.195664343204953e-09
1855,4.7550155102271674e-07,5.306937111981824e-10
1856,3.7275761471944335e-07,0.0
1857,4.037007954593719e-07,4.881509085841174e-10
1858,4.223242342504818e-07,1.9574704079872163e-09
1859,4.0024481440248394e-07,5.092173349652285e-09
1860,4.2201634575800284e-07,3.204028820036342e-09
1861,3.51339309645482e-07,8.017138064531082e-09
1862,3.551137197910226e-07,9.035972525772706e-10
1863,3.9257719208762865e-07,9.989241656072068e-10
1864,4.0946977430955656e-07,1.9178911792039344e-09
1865,3.770182238627129e-07,1.4120533187167439e-08
1866,4.057921133560072e-07,2.919367858567057e-09
1867,4.0084223407177433e-07,1.455843445796745e-09
1868,3.981538596598e-07,4.44588676984381e-09
1869,4.5367891576830743e-07,1.4650557433881772e-09
1870,4.323472890810365e-07,7.454262984651905e-09
1871,2.8995813750043453e-07,3.18635318130589e-09
1872,3.120427152225602e-07,5.442605477412599e-09
1873,3.3701206125780203e-07,1.7958012854535355e-09
1874,3.3816287120513877e-07,3.5847653734322193e-09
1875,3.0381310511806703e-07,2.2886108563824337e-09
1876,2.6542005704399685e-07,4.836811839936672e-09
1877,3.0491142410937755e-07,3.0924081073635534e-09
1878,4.015994079509255e-07,7.2469061862534545e-09
1879,3.3356915363214057e-07,7.331190321480108e-09
1880,3.581158125598449e-07,7.059631101924424e-09
1881,3.5629513661650236e-07,1.3945015142624584e-09
1882,2.7420186810012126e-07,7.986462158271479e-09
1883,3.7726453538944327e-07,1.8958017378167824e-09
1884,2.812323032230779e-07,3.300848483434038e-09
1885,3.6031103833877864e-07,1.2891271383708158e-09
1886,3.2912666980688954e-07,1.2906927748801422e-09
1887,3.8128919754853996e-07,3.264462256069578e-09
1888,3.6395127578359165e-07,5.07249175996094e-09
1889,3.4646205848698486e-07,9.397704836544563e-09
1890,3.794989762440082e-07,3.2771931834929546e-09
1891,3.518569424709739e-07,3.1871101313640793e-09
1892,4.049458919297422e-07,5.014809900671935e-09
1893,3.491822156420632e-07,4.926733243593162e-09
1894,3.6674958892035647e-07,3.150769645188234e-09
1895,4.989431157120805e-07,3.611168697403855e-09
1896,4.623270698500548e-07,3.5382172747233653e-09
1897,4.859478992536026e-07,0.0
1898,5.284903342728242e-07,6.7900258748920805e-09
1899,4.217542333151414e-07,3.3165470370022376e-09
1900,5.284492315960065e-07,2.595526460424935e-09
1901,5.068986057565894e-07,5.029864968975062e-09
1902,4.915194182775195e-07,8.838511256215043e-09
1903,5.378619221119152e-07,3.2401321625741275e-09
1904,5.283256667709679e-07,1.0749250378694342e-09
1905,4.851113724058109e-07,2.0643036169332163e-09
1906,4.794379968586782e-07,5.144184522798412e-10
1907,4.4331308757250554e-07,2.5714217422034835e-09
1908,5.490933074892013e-07,1.4734167219643268e-09
1909,5.209431650499141e-07,3.300590023513905e-09
1910,6.081643311173224e-07,2.67207544979442e-09
1911,5.283131372380012e-07,1.0640748282497725e-09
1912,5.230258756649953e-07,4.167536982180309e-09
1913,5.838591587981057e-07,1.590896969716482e-09
1914,5.377485381430347e-07,4.018046340092951e-09
1915,7.845987360921569e-07,1.1780761921542648e-09
1916,6.757288899539304e-07,1.0987462051303964e-09
1917,7.479101413743194e-07,6.57985488317081e-09
1918,7.500603942389716e-07,3.44591288836682e-09
1919,6.408662329704384e-07,2.762354567309444e-09
1920,6.905875125085004e-07,3.028892692213958e-09
1921,5.952179249479883e-07,3.0290989716519334e-09
1922,5.223578455892941e-07,2.2133805899215986e-09
1923,5.796307558370017e-07,2.1231896241147297e-09
1924,5.49183183817803e-07,6.445812328337297e-09
1925,5.345114231225523e-07,4.399271169575059e-09
1926,5.862868861505888e-07,7.802296586589819e-09
1927,5.28473252270345e-07,8.919379901328739e-09
1928,6.272896775350034e-07,0.0
1929,5.469939603486296e-07,3.342121912552898e-09
1930,5.430363261282878e-07,1.0503603542488804e-09
1931,5.759704979624303e-07,3.4216069977333063e-09
1932,5.161941638576195e-07,4.383814644626227e-09
1933,6.045039082636094e-07,9.176529758292418e-09
1934,5.559453164494244e-07,4.7926320689839486e-09
1935,5.230140134315775e-07,2.393656828303392e-09
1936,5.577368824560835e-07,1.2124714565686645e-09
