year,en_ADP huile_NOUN,en_ADP tuile_NOUN
1912,4.433217384303134e-07,3.334029585744247e-08
1913,4.427996316280769e-07,4.560571298384275e-08
1914,4.821655466002994e-07,5.6252648761301316e-08
1915,4.830112629861105e-07,7.893110165468897e-08
1916,3.757712079277553e-07,2.6369908923129515e-08
1917,1.323647438766784e-06,3.180263163926611e-08
1918,1.0475574754309491e-06,5.6283244731503146e-08
1919,7.762216114315379e-07,5.524708868165362e-08
1920,7.413215143969865e-07,5.4520068459851245e-08
1921,8.133130791065923e-07,4.0892835784234194e-08
1922,1.083080974240147e-06,4.205423209668879e-08
1923,7.707178610871779e-07,4.564857647437748e-08
1924,9.823418167798081e-07,5.414482373566898e-08
1925,7.940684554341715e-07,6.928851803422731e-08
1926,6.219545412022853e-07,6.35329868714507e-08
1927,6.968265324758249e-07,4.6826745148109694e-08
1928,1.0477680234544096e-06,3.7705934374798744e-08
1929,7.285825631697662e-07,3.119313873867213e-08
1930,7.972234925546218e-07,4.516549623190258e-08
1931,7.367860348495014e-07,3.9918749195066994e-08
1932,6.531884082505712e-07,2.9590749406338546e-08
1933,6.630043003497121e-07,5.735331143341682e-08
1934,9.022130029734399e-07,3.9539216345474415e-08
1935,7.551987550868944e-07,2.6330225111337313e-08
1936,8.438801160082221e-07,3.8799086610197264e-08
1937,1.179787773253338e-06,5.0364473480613015e-08
1938,7.999537388059252e-07,4.797129449229942e-08
1939,7.52467258280376e-07,5.6587985852729616e-08
1940,1.4251099855755456e-06,4.3108308034334186e-08
1941,1.582005438649503e-06,4.427253941230447e-08
1942,1.4928322116247728e-06,1.517105907566929e-08
1943,1.5271017446139012e-06,6.096794180621146e-08
1944,1.3463250070344657e-06,4.4984606262232774e-08
1945,6.644437462455244e-07,6.753362669087437e-08
1946,7.976792630870477e-07,2.9234318077442367e-08
1947,8.654552061670984e-07,3.2186353138285995e-08
1948,8.686638466315344e-07,2.2830963786191205e-08
1949,9.767923074832652e-07,4.0249734212238764e-08
1950,7.444753009622218e-07,3.509669355139522e-08
1951,8.774333650762856e-07,2.6653504292539765e-08
1952,1.0281183904226054e-06,2.741649041126948e-08
1953,9.071562772078323e-07,3.232148060305917e-08
1954,6.567144055225071e-07,4.29991580119804e-08
1955,8.005923746168264e-07,1.220129064449793e-08
1956,7.290874464160879e-07,3.750090726839517e-08
1957,1.0752240768852062e-06,4.770920369878695e-08
1958,5.972559620204265e-07,3.557064687242928e-08
1959,5.882817504243576e-07,3.4878365084978213e-08
1960,6.491741828540398e-07,3.252791813679323e-08
1961,5.106896878714906e-07,4.099414141478519e-08
1962,4.6740217385377036e-07,3.170978146727066e-08
1963,5.573737666964007e-07,4.332255798544793e-08
1964,5.682426262865192e-07,2.981144575642247e-08
1965,6.303794179984834e-07,3.283226135408768e-08
1966,5.699707799067255e-07,2.9357096309468034e-08
1967,4.940196163261135e-07,3.451235031093347e-08
1968,5.609778668258514e-07,1.7067380397861598e-08
1969,5.368357847146399e-07,2.634219598007803e-08
1970,4.014686965092551e-07,2.8052221878738237e-08
1971,4.788986416315311e-07,4.162102129612322e-08
1972,5.253270387584053e-07,4.9762423515176124e-08
1973,4.868159066973021e-07,4.190034985640523e-08
1974,4.809863867194508e-07,3.31908722728258e-08
1975,4.889026854471012e-07,3.712462159910501e-08
1976,5.193596166463976e-07,3.199575004941835e-08
1977,4.0726098404775257e-07,4.525121966025836e-08
1978,6.487125574494712e-07,4.871284886576177e-08
1979,4.465055667424167e-07,4.213420723431227e-08
1980,4.877859396401618e-07,4.548120458025551e-08
1981,5.269182565825759e-07,3.795329561739891e-08
1982,4.5563066919385165e-07,4.531476704983106e-08
1983,2.9366219678195193e-07,5.1785590926556324e-08
1984,5.201710564506357e-07,5.4510678637598176e-08
1985,3.8258949075498094e-07,3.128090142467954e-08
1986,6.05443005952111e-07,6.354154891141661e-08
1987,4.931429202770232e-07,2.627651163322753e-08
1988,4.407467031342094e-07,3.47800117594943e-08
1989,6.475984264397994e-07,3.4026356843241956e-08
1990,3.1656662713430705e-07,4.849299273246288e-08
1991,3.182775571985985e-07,6.154538567670897e-08
1992,3.438205169459252e-07,7.107828281505135e-08
1993,2.963475935757742e-07,4.708326173386013e-08
1994,3.5764003314397996e-07,4.6946848186735224e-08
1995,2.700380434816907e-07,3.904164458390369e-08
1996,2.669046068604075e-07,5.17794944698835e-08
1997,3.188604864590161e-07,4.794894437054609e-08
1998,2.436514137116319e-07,3.6237782552461795e-08
1999,2.4313470703418716e-07,4.8901153348879234e-08
2000,2.4431713541162026e-07,3.5520972119229555e-07
2001,2.3220422917802352e-07,4.162151157061089e-08
2002,2.5454897922827513e-07,6.878517666564221e-08
2003,2.300141517252996e-07,3.5835537204320644e-08
2004,2.4798976028250763e-07,4.360743233178255e-08
2005,2.4320246438946924e-07,4.593824698417848e-08
2006,2.800165077587735e-07,4.6943945619659644e-08
2007,2.2289195555913466e-07,4.393927355295091e-08
2008,2.328819448393915e-07,4.257439556454301e-08
2009,2.2696596602145291e-07,3.9575997590191037e-08
2010,2.0926403010435024e-07,3.873510223684207e-08
2011,2.045825056029571e-07,5.238841538357519e-08
2012,2.3727641007553757e-07,4.0510606424959406e-08
2013,2.1002111338930263e-07,3.653753921639691e-08
2014,1.5937676778321475e-07,3.6379478984827074e-08
2015,1.813158689856209e-07,4.144995813248897e-08
2016,2.216333854221375e-07,4.2255337007190974e-08
2017,2.1885819023736985e-07,3.471543763566842e-08
2018,2.096150950592346e-07,3.7947561537521324e-08
2019,1.8060993056678853e-07,4.61728788536675e-08
