year,en_ADP eaux_NOUN,en_ADP taux_NOUN
1800,2.358123420975744e-07,3.144164484325529e-09
1801,2.524053570596152e-07,4.7623651688866175e-09
1802,2.5735161557349784e-07,2.2378401354217203e-09
1803,1.1331471370112922e-06,1.5602713565598947e-08
1804,4.696516728852629e-07,2.4718509461507665e-09
1805,5.34461003454112e-07,2.842877711017877e-09
1806,2.7087691023552907e-07,8.645007376628655e-09
1807,3.074711401040986e-07,2.2775640928784924e-08
1808,2.5153420679657756e-07,6.798221985349073e-09
1809,2.710836657371374e-07,6.7770917766551975e-09
1810,3.1825722945910684e-07,2.3401268034461964e-08
1811,3.4096243783920954e-07,1.0028306629550343e-08
1812,2.667208347517658e-07,2.1337664968257286e-08
1813,2.0992914051554123e-07,8.627224934443234e-09
1814,2.580275122454623e-07,6.293354282149721e-09
1815,2.5623624266835066e-07,5.394447111228828e-09
1816,2.062667476820934e-07,1.8540831092650478e-08
1817,2.2107602470899934e-07,4.670620334934483e-09
1818,1.9908365556098317e-07,3.5763532135746345e-09
1819,3.3226870055358404e-07,9.315945348475907e-09
1820,2.1003671690777992e-07,3.5599443393152796e-09
1821,2.031466594942799e-07,1.97229765852569e-09
1822,1.5439448475262907e-07,1.1028177482330648e-08
1823,1.2649839309375466e-07,2.964806067318193e-09
1824,1.9621192581809055e-07,1.0105335235266466e-08
1825,1.787504968486786e-07,3.522177216552791e-09
1826,2.3164999207736514e-07,9.688782887096181e-09
1827,2.0185828181196186e-07,9.217273055917019e-10
1828,1.751909479708047e-07,5.503380862137419e-09
1829,2.1518671777798204e-07,7.715858285628485e-09
1830,1.8890672803806297e-07,9.39315203396518e-09
1831,2.7908258548592357e-07,4.677361609140007e-09
1832,3.368962495642336e-07,2.705993873419743e-09
1833,2.536814502906992e-07,1.1583628500844156e-08
1834,1.7455573142477476e-07,1.120143755528602e-08
1835,2.2008586597621616e-07,8.31939672707449e-09
1836,1.854926970912274e-07,6.0486752273547495e-09
1837,1.8507989274496595e-07,4.174734669071256e-09
1838,2.057764847407384e-07,1.1361891205652341e-08
1839,2.551888466095775e-07,8.3897702118918e-09
1840,1.0828470919932442e-07,1.2739377552861697e-08
1841,1.8491180320268086e-07,5.1364388298225094e-09
1842,1.677066228111812e-07,1.1404051036834062e-08
1843,2.0615119794564762e-07,1.8311423710670738e-08
1844,1.9374621373913214e-07,4.390849017710252e-09
1845,1.696389348992966e-07,1.3392546627244428e-08
1846,2.1603110056389596e-07,1.0538102390711401e-08
1847,1.526282265018608e-07,2.7505440591824026e-08
1848,3.07327463255902e-07,8.04522137798358e-09
1849,2.1618890544417013e-07,1.5082946669409125e-08
1850,1.5003680609027015e-07,1.6293590476834652e-08
1851,2.347595637886002e-07,4.514607243599755e-08
1852,2.8841716326333255e-07,7.161600201754936e-09
1853,2.3589130093704114e-07,8.95789775690048e-09
1854,2.202961661978975e-07,1.1430461743788811e-08
1855,1.9529528572093113e-07,1.326734277995456e-08
1856,1.7602443536102186e-07,1.1389816201301528e-08
1857,1.7768692828212806e-07,1.6108979983275873e-08
1858,1.1842696068242731e-07,5.872411223961649e-09
1859,2.1896344959415615e-07,9.675129364339341e-09
1860,2.2657060874675672e-07,1.0985241244432231e-08
1861,2.0090005414807877e-07,6.130752905342263e-09
1862,2.177669320979625e-07,1.4005757581481149e-08
1863,2.062778469147375e-07,8.490855407661257e-09
1864,2.1624223289773425e-07,5.2742007428108195e-09
1865,1.8968582082834473e-07,1.0355057256106193e-08
1866,1.965707678852624e-07,5.352174259343201e-09
1867,2.406994568104892e-07,1.4073153309368536e-08
1868,2.7317504580626206e-07,1.383164760504485e-08
1869,1.982708842662717e-07,1.0743742562269176e-08
1870,2.339491849134845e-07,9.747882945276842e-09
1871,1.561313054398994e-07,1.2745412947268164e-08
1872,2.2677521704927983e-07,1.269941218851045e-08
1873,3.63949070603109e-07,4.788803742439285e-09
1874,2.0014940327328645e-07,7.169530913397892e-09
1875,1.8080025182554138e-07,1.2587359599081083e-08
1876,2.0919211096703805e-07,1.632424040387548e-08
1877,2.739873469215226e-07,5.566334504436554e-09
1878,3.7261177632252895e-07,1.328599530392438e-08
1879,2.736977664508089e-07,1.0385852733385548e-08
1880,2.182067788680797e-07,1.7969969734465963e-08
1881,3.221298540134754e-07,1.8128519574389657e-08
1882,2.555667919512672e-07,1.3310770263785798e-08
1883,2.622525638873441e-07,6.319339107552224e-09
1884,3.9082045955041167e-07,7.922036360241691e-09
1885,3.5322082769795315e-07,1.4824961702686323e-08
1886,3.0331280659323667e-07,1.7424352127815013e-08
1887,3.597437401858805e-07,2.285123695822122e-08
1888,3.322482216017164e-07,1.5851536971922542e-08
1889,4.0096875753015127e-07,1.1277246414476139e-08
1890,3.742554722241387e-07,9.83157938394541e-09
1891,3.2189812004812524e-07,2.677172350473711e-08
1892,4.0557275227115497e-07,1.8805536683430546e-08
1893,3.9044360389262067e-07,1.7243566630131824e-08
1894,3.8124313794796194e-07,1.3233232509790582e-08
1895,3.334312401737094e-07,2.2870734417423932e-08
1896,3.6915402534809516e-07,1.1204354666283223e-08
1897,4.07287282677693e-07,2.4472197490688075e-08
1898,3.825047872885179e-07,1.4711722617910539e-08
1899,4.151211463465643e-07,1.1055156790007459e-08
1900,4.324147226952846e-07,2.1802423533223703e-08
1901,4.7057182750442905e-07,2.570819829239568e-08
1902,4.4094348128354e-07,2.1605248479161787e-08
1903,5.346217943902332e-07,1.4580595175672784e-08
1904,5.213386184976798e-07,1.9886112312406112e-08
1905,4.391805981107666e-07,2.4771643958310108e-08
1906,5.267645146744826e-07,1.697580892523476e-08
1907,4.386845383619331e-07,1.542852956504248e-08
1908,3.934022714258134e-07,2.013669453404532e-08
1909,3.850688519158041e-07,1.9253442729016967e-08
1910,3.7141846476185236e-07,2.3514263869373053e-08
1911,3.963678709695273e-07,2.9794095413038235e-08
1912,3.1725375282398716e-07,2.2921453346480547e-08
1913,3.855273434938411e-07,2.545434996115148e-08
1914,6.375300076744139e-07,1.2723813391790628e-08
1915,3.4399825743491874e-07,9.424609426211816e-09
1916,3.8016619030578624e-07,2.197492321442951e-08
1917,5.658675235054034e-07,4.1672411299487067e-08
1918,5.099950879383641e-07,2.5270027848023346e-08
1919,5.672034761872169e-07,2.3019620598585533e-08
1920,5.550446107172036e-07,2.5745588327907853e-08
1921,5.141895541571628e-07,1.5145495302348877e-08
1922,3.5782986773646996e-07,1.8444837990294616e-08
1923,3.184784369558713e-07,1.0615948120573648e-08
1924,3.5709799539596077e-07,9.02413699321869e-09
1925,4.685223924383308e-07,2.1996356291964503e-08
1926,5.04920076971338e-07,1.5604593173179637e-08
1927,4.4819885358649003e-07,1.2264147364327016e-08
1928,4.490434277748534e-07,3.313551877326404e-08
1929,5.926696364788597e-07,1.0026365737658693e-08
1930,4.516549390043423e-07,1.9956846952773333e-08
1931,4.7218176835173153e-07,1.4826963656844327e-08
1932,4.679722247491469e-07,6.246935813081222e-08
1933,4.347380988534155e-07,1.2617728861741284e-08
1934,3.9898663040105475e-07,5.152079474157745e-08
1935,3.8896924436926383e-07,3.111753699158726e-08
1936,3.297922255285357e-07,4.364897199238271e-08
1937,5.099403077579723e-07,1.7627564963262898e-08
1938,5.108294457434326e-07,3.3709559033034964e-08
1939,4.7411555925691573e-07,5.6587987629086456e-08
1940,5.629437884735466e-07,2.7893612752905028e-08
1941,3.423743151209635e-07,8.854508237732261e-09
1942,3.1859223770247524e-07,3.034211770724937e-08
1943,3.367752867688978e-07,2.9032351855917682e-08
1944,3.630900380358071e-07,5.1410978585408884e-08
1945,4.095587566865788e-07,4.7927089408261736e-08
1946,3.3828283996228947e-07,6.12528578969318e-08
1947,3.564340396167154e-07,5.125974555930668e-08
1948,5.196762407067013e-07,5.3272248834446145e-08
1949,5.438622689979411e-07,9.620668484089379e-08
1950,4.7008297099360163e-07,3.2969621477363376e-08
1951,5.458637639677022e-07,4.691016775026924e-08
1952,6.516689001756504e-07,8.11949875112461e-08
1953,7.175369067802251e-07,7.433940707457509e-08
1954,7.163268911369869e-07,5.570345606997762e-08
1955,4.814816754183937e-07,4.786659868472043e-08
1956,8.729862583933823e-07,7.936238866079748e-08
1957,6.458412817877957e-07,6.184526490926601e-08
1958,6.047010234766503e-07,6.700517296565067e-08
1959,5.844063851734305e-07,7.053180495208977e-08
1960,6.637078948656949e-07,6.228750026870955e-08
1961,7.205240937224744e-07,7.434530319150312e-08
1962,6.836629276030237e-07,9.322676036704891e-08
1963,5.72892338901454e-07,8.211887514431027e-08
1964,5.883197442546617e-07,8.091678038724126e-08
1965,5.198441286324851e-07,1.5321721757999285e-07
1966,5.971122352121938e-07,1.7337303770403878e-07
1967,7.913188326824638e-07,1.5777073958389565e-07
1968,6.777546541769652e-07,1.3204762394636305e-07
1969,5.250271744028367e-07,1.7894525772277348e-07
1970,5.509272362758111e-07,1.8854772609877557e-07
1971,6.433273935790851e-07,2.6257212426550325e-07
1972,7.284808272167709e-07,2.2008329558786954e-07
1973,6.505580549820422e-07,2.2107946806571022e-07
1974,5.63682276411015e-07,3.5047311897073996e-07
1975,5.87711319610662e-07,3.1641601250242957e-07
1976,5.667818649968126e-07,3.502391843213104e-07
1977,5.782753529359752e-07,3.913936783561667e-07
1978,5.500987743101149e-07,3.6891071530931185e-07
1979,6.636137994675551e-07,4.5411313287502253e-07
1980,6.861976715732965e-07,5.58850337561978e-07
1981,6.490014068383232e-07,5.281834063453061e-07
1982,6.275784931730755e-07,4.49423168014107e-07
1983,6.384784345669914e-07,4.1744240153462897e-07
1984,7.463324180889686e-07,3.8331446550188275e-07
1985,6.719378427000322e-07,3.831910619922496e-07
1986,5.940534943960074e-07,3.4168566287462454e-07
1987,6.99077462140707e-07,3.917033488676225e-07
1988,6.02053999987362e-07,2.998276884547124e-07
1989,7.617513873015014e-07,3.408123934178775e-07
1990,6.631008142576889e-07,3.9502720028394833e-07
1991,7.725411350634204e-07,3.382065445478588e-07
1992,6.650502832883376e-07,3.7963514909478135e-07
1993,6.586117771156808e-07,3.5617102689400326e-07
