year,en_ADP eaux_NOUN,en_ADP taux_NOUN
1994,4.821282986178232e-07,3.2651794512617016e-07
1995,5.341113797907582e-07,3.2426255813788885e-07
1996,7.377243234074626e-07,3.096093408316847e-07
1997,7.37934247041494e-07,3.471503582375135e-07
1998,5.55010232661246e-07,2.6224711557887304e-07
1999,5.242020931217617e-07,3.094026279626405e-07
2000,6.794932208009641e-07,4.1485315094291764e-07
2001,7.084419569869382e-07,3.87737233431551e-07
2002,5.450239475290886e-07,2.874081328485545e-07
2003,6.746248262246013e-07,3.033519853090638e-07
2004,5.347416616174883e-07,2.4226351236222854e-07
2005,6.38631713734128e-07,1.8735598228403205e-07
2006,5.793871101777981e-07,2.0465913497247357e-07
2007,7.118162305141951e-07,1.6856703721757071e-07
2008,7.625074589512337e-07,2.0265412548070572e-07
2009,5.407130330148391e-07,1.4209213095028872e-07
2010,5.777198657241911e-07,1.7761462434151554e-07
2011,6.412800903077276e-07,1.609892210097108e-07
2012,6.423824953083468e-07,1.201701192998783e-07
2013,5.645189153913321e-07,1.0542892509013413e-07
2014,4.993516751206073e-07,8.358618241999238e-08
2015,5.153537759872151e-07,7.60285363554658e-08
2016,5.056141048065399e-07,7.560390880012591e-08
2017,6.065138782318513e-07,8.200892642751256e-08
2018,6.172287043693103e-07,6.169705479841525e-08
2019,6.140227624129579e-07,6.453999035205271e-08
