year,en_ADP erreur_NOUN,en_ADP terreurs_NOUN
1867,2.6180916847806657e-06,6.79393608038481e-09
1868,2.456105448800372e-06,3.951899252285784e-09
1869,2.948180508610676e-06,1.660396442559886e-08
1870,2.6279144549334887e-06,2.8670243956696595e-09
1871,2.6043126126751304e-06,3.18635318130589e-09
1872,2.4588482574472437e-06,3.0236697590169115e-09
1873,2.7391956791689154e-06,4.190203295451056e-09
1874,2.631815277709393e-06,1.7923826867161097e-09
1875,2.4236389890575083e-06,6.865832347102696e-09
1876,2.503050154700759e-06,4.232210137899983e-09
1877,2.448568693580455e-06,5.566334504436554e-09
1878,2.5786907826841343e-06,3.0195443923020093e-09
1879,2.501768676665961e-06,6.10932526790009e-10
1880,2.473437916705734e-06,1.9253538763308597e-09
1881,2.488488007656997e-06,2.091752326904839e-09
1882,2.2721485493093496e-06,2.6621540527571597e-09
1883,2.4942430627561407e-06,1.8958017378167824e-09
1884,2.181200670747785e-06,0.0
1885,2.2411475129047176e-06,6.445635580831777e-09
1886,2.343898131584865e-06,2.5813855497602844e-09
1887,2.5436690975766396e-06,5.876032105334161e-09
1888,2.35490438171837e-06,6.340614699951175e-09
1889,2.327498350496171e-06,2.5060546970934183e-09
1890,2.5607987481635064e-06,2.6217545912032847e-09
1891,2.515267169655999e-06,0.0
1892,2.30305136028619e-06,9.402768341715273e-09
1893,2.354362550249789e-06,1.2316833108982905e-09
1894,2.341021854590508e-06,3.780923574225881e-09
1895,2.370130459894426e-06,4.213029924926559e-09
1896,2.2597414499614388e-06,5.89702897624278e-10
1897,2.381377726123901e-06,2.330685422435863e-09
1898,2.1829932848049793e-06,4.52668391659472e-09
1899,2.344246013308293e-06,1.6582735185011188e-09
1900,2.0748639144585468e-06,2.07642125715779e-09
1901,2.2248768800636753e-06,8.38310842965484e-09
1902,1.9169747247360647e-06,3.437198747846537e-09
1903,2.626667082950007e-06,4.860198465905796e-09
1904,2.349248688915395e-06,3.2247751136083025e-09
1905,2.371884875174146e-06,5.160759042333041e-10
1906,2.274758344356087e-06,5.144184522798412e-10
1907,2.373422148593818e-06,5.142843373384665e-10
1908,2.2931276362214703e-06,3.437972351250096e-09
1909,2.1822402231919114e-06,1.6502950117569526e-09
1910,1.9890928797394736e-06,1.068830135508847e-09
1911,2.145174903489533e-06,1.0108711201439746e-08
1912,2.2030642412573798e-06,2.0837684910901544e-09
1913,2.121726083714748e-06,6.363587878865928e-09
1914,2.1014382127759745e-06,2.0090231700464756e-09
1915,2.201824372605188e-06,0.0
1916,2.1843075046490412e-06,0.0
1917,2.3873906229709974e-06,1.0966424435210342e-09
1918,1.9274139049230143e-06,2.2972752589112133e-09
1919,1.862747694758582e-06,4.603924352863942e-09
1920,1.7756883607944474e-06,7.572231730534895e-09
1921,1.8704686226556078e-06,2.2718242842501013e-09
1922,1.648968577683263e-06,0.0
1923,1.8259430589750991e-06,0.0
1924,1.811273250496015e-06,2.578324886925998e-09
1925,1.8410950133329607e-06,4.399271169575059e-09
1926,1.759975248205592e-06,2.229227691330493e-09
1927,1.7058314369933214e-06,2.2298449753321847e-09
1928,1.7504695506431744e-06,3.4278122562625413e-09
1929,1.813658172977739e-06,2.2280812750352652e-09
1930,1.8171234614783316e-06,4.201441416995522e-09
1931,1.8202948695034138e-06,0.0
1932,1.818187115532055e-06,0.0
1933,1.814658730836527e-06,3.4411986593596566e-09
1934,1.745716190271196e-06,0.0
1935,1.7449758615839528e-06,1.196828414151696e-09
1936,1.6877602320164442e-06,2.424942913137329e-09
1937,1.6909871192183346e-06,0.0
1938,1.9007004539162153e-06,5.186085783037697e-09
1939,1.870462369879533e-06,1.5294050470515685e-09
1940,1.6558662991883466e-06,2.5357829169792012e-09
1941,1.6557929711780162e-06,0.0
1942,1.5868927221163176e-06,0.0
1943,1.7245216668015928e-06,0.0
1944,1.6580040664848639e-06,0.0
1945,1.43127715546143e-06,4.357008087652048e-09
1946,1.4394421441465965e-06,1.3921104269343232e-09
1947,1.5401765267597511e-06,0.0
1948,1.4492226227957872e-06,5.435944139264848e-09
1949,1.5628677374479594e-06,2.945102384188658e-09
1950,1.5357461506937398e-06,0.0
1951,1.5949457292663283e-06,1.0661401761424827e-09
1952,1.4836539321549935e-06,3.1634410646574906e-09
1953,1.6322348983521806e-06,0.0
1954,1.6349453062503017e-06,2.9317608341017376e-09
1955,1.4857416772429133e-06,9.385607846468247e-10
1956,1.5793987131473841e-06,8.72114158667614e-10
1957,1.5805882185304654e-06,5.301022731885041e-09
1958,1.4823859828538843e-06,1.6544486891589827e-09
1959,1.6850125348355505e-06,0.0
1960,1.6215512914641295e-06,2.076250060767393e-09
1961,1.5188676343314e-06,2.779263708063695e-09
1962,1.5791471241755062e-06,2.5367825617905737e-09
1963,1.529868200123019e-06,3.879631726988464e-09
1964,1.6390210930694593e-06,3.041984220075733e-09
1965,1.830398559832247e-06,3.830430195250756e-09
1966,1.5847292615944752e-06,2.769537488234164e-09
1967,1.6516623873030767e-06,4.437302081328198e-09
1968,1.600291511749674e-06,5.838840522187638e-09
1969,1.7308639144175686e-06,3.1792304344691047e-09
1970,1.7116454955612426e-06,5.518470125309705e-09
1971,1.550768388369761e-06,5.138397485282553e-10
1972,1.4302848967417958e-06,1.0260293725750103e-09
1973,1.5519668750130222e-06,3.859242703185828e-09
1974,1.4812130757491104e-06,2.2502286700643026e-09
1975,1.4358661246660631e-06,5.711480177694739e-10
1976,1.420382773176243e-06,3.9994687561772935e-09
1977,1.5450059436261654e-06,5.876781838942691e-10
1978,1.4299002941697836e-06,5.346532105932056e-09
1979,1.5057127029649564e-06,2.3407893401383717e-09
1980,1.4821188187852385e-06,5.685150683554241e-10
1981,1.5554526271444047e-06,2.5302198114474095e-09
1982,1.5512548543483717e-06,6.207502289967692e-10
1983,1.5459893347724574e-06,1.2630632095778083e-09
1984,1.4764275420020567e-06,2.3196033982486597e-09
1985,1.376961222376849e-06,1.8046674155058895e-09
1986,1.5495744492000085e-06,1.1988970927134801e-09
1987,1.3987660167913418e-06,6.721898593298192e-09
1988,1.4499667031486752e-06,2.99827696004229e-09
1989,1.4642309906776063e-06,3.841685636274406e-09
1990,1.404117369929736e-06,5.44865097484859e-10
1991,1.3440339898806997e-06,3.5168792322792797e-09
1992,1.300346866628388e-06,0.0
1993,1.407512627338292e-06,1.1078414852150331e-09
1994,1.419482714482001e-06,5.802419433820205e-09
1995,1.5979962881829124e-06,5.422450821690461e-10
1996,1.5090786291693803e-06,1.6014276571496566e-09
1997,1.3766142501481227e-06,0.0
1998,1.3407978940449539e-06,1.9072516899143466e-09
1999,1.3792866866424447e-06,1.8280804647829996e-09
2000,1.2949250276506064e-06,3.092622158362701e-09
2001,1.3301358876560698e-06,3.943090742808408e-09
2002,1.363874275739363e-06,4.81934359086722e-09
2003,1.3605002777694608e-06,1.2500769308587678e-09
2004,1.341258894171915e-06,4.404791253964646e-10
2005,1.3051866289970349e-06,2.702249757291497e-09
2006,1.2790166010745452e-06,8.235779835885637e-10
2007,1.197944357045344e-06,1.997239706952314e-09
2008,1.1814395293185953e-06,2.9802078582719105e-09
2009,1.316497900916147e-06,4.76819250749827e-10
2010,1.240940378011146e-06,2.3618964561933353e-09
2011,1.1827545449705212e-06,3.82397197240536e-10
2012,1.1257864116487326e-06,2.7234021704458655e-09
2013,1.2375347751003574e-06,3.3469500504423877e-09
2014,1.1831992878796882e-06,3.2481677347817595e-09
2015,1.248818534804741e-06,6.206410940734486e-09
2016,1.2307903034525225e-06,5.3854840587064245e-09
2017,1.248497937922366e-06,2.264050280587071e-09
2018,1.2034797691740096e-06,3.3559066636712487e-09
2019,1.2311066939219018e-06,3.06118530524202e-09
