year,certain_ADJ an_NOUN,certain_ADJ temps_NOUN
1906,1.0288369045596824e-09,9.329492968390696e-06
1907,2.0571372938427146e-09,9.192318429995794e-06
1908,2.9468334439286537e-09,8.682844963914249e-06
1909,5.500983557560346e-10,8.54907830216689e-06
1910,5.344150677544235e-10,8.560260539525189e-06
1911,0.0,8.243388037953991e-06
1912,5.209421227725386e-10,8.406443157582544e-06
1913,2.121195885607108e-09,8.320921551785432e-06
1914,0.0,8.186099876184016e-06
1915,0.0,8.013274054974318e-06
1916,0.0,8.018650078156497e-06
1917,0.0,8.126120519591495e-06
1918,1.1486376294556067e-09,8.350595635420177e-06
1919,1.8415696745321952e-09,8.0016197898658e-06
1920,7.572231730534895e-10,7.92736955190776e-06
1921,3.0290989716519334e-09,8.490564141538925e-06
1922,2.2133805899215986e-09,8.018339940463193e-06
1923,1.0615948120573648e-09,7.147717951738741e-06
1924,0.0,7.584142622363288e-06
1925,0.0,7.03113528288668e-06
1926,0.0,7.679689588258043e-06
1927,0.0,7.031816039670957e-06
1928,0.0,7.642878699698485e-06
1929,2.2280812750352652e-09,7.166623618104495e-06
1930,2.100720708497761e-09,7.789471965224948e-06
1931,1.1405356659111021e-09,7.786436981405132e-06
1932,1.0959536611565568e-09,7.5018028837803286e-06
1933,0.0,7.88952183938818e-06
1934,0.0,7.659824404981919e-06
1935,0.0,7.555577667517355e-06
1936,1.2124714565686645e-09,7.366976660705404e-06
1937,1.2591118148108649e-09,7.662954885745421e-06
1938,1.2965214457594243e-09,7.894519512774423e-06
1939,0.0,7.260085567395436e-06
1940,0.0,7.374056622211356e-06
1941,0.0,7.154442300816299e-06
1942,0.0,7.021165856713196e-06
1943,0.0,7.800993444107007e-06
1944,0.0,7.814468517608475e-06
1945,0.0,7.221740816021338e-06
1946,1.3921104269343232e-09,7.240366358018946e-06
1947,1.1920870957027319e-09,6.805625162087381e-06
1948,1.0871887834440486e-09,7.191753866209183e-06
1949,1.9634016634739737e-09,7.400060894724447e-06
1950,0.0,7.25650716049131e-06
1951,2.1322803522849654e-09,7.798815204296261e-06
1952,0.0,6.931099505891325e-06
1953,4.3095309543161875e-09,7.1581307565793395e-06
1954,0.0,6.987363121879753e-06
1955,4.6928039232341234e-09,6.945349923626054e-06
1956,2.616342476002842e-09,6.970808499318082e-06
1957,2.6505113659425206e-09,7.298624495888362e-06
1958,8.272243445794913e-10,7.033888778096298e-06
1959,2.3252243464000344e-09,6.883439255034318e-06
1960,2.7683333403416555e-09,6.838475655968068e-06
1961,6.948159270159238e-10,6.588939413632033e-06
1962,0.0,6.773843779228628e-06
1963,1.939815863494232e-09,6.885700258862926e-06
1964,6.083968329129164e-10,6.668029072898207e-06
1965,1.0944086747954884e-09,6.409404250007356e-06
1966,1.1078149508847446e-09,6.635811587329954e-06
1967,9.860671168482327e-10,6.562276666954858e-06
1968,1.7965663401398047e-09,6.573186965397326e-06
1969,4.5417578031781147e-10,6.1540818023786414e-06
1970,1.3796175035718505e-09,6.450171895266976e-06
1971,5.138397485282553e-10,6.064336503186496e-06
1972,1.5390440588625154e-09,5.9227545534668025e-06
1973,1.102640756478479e-09,5.94984931012732e-06
1974,1.1251143350321513e-09,6.265199317567749e-06
1975,1.1422960355389478e-09,5.818284989800304e-06
1976,5.713526873840635e-10,5.7449510677543e-06
1977,5.876781838942691e-10,6.055436188034946e-06
1978,5.940591352171509e-10,5.299007625580998e-06
1979,2.3407893401383717e-09,5.648324531648541e-06
1980,5.685150683554241e-10,5.826142569276271e-06
1981,1.2651099057237047e-09,5.486781446961686e-06
1982,6.207502289967692e-10,5.84188046559575e-06
1983,1.2630632095778083e-09,5.526533186639426e-06
1984,1.1598016991243298e-09,5.729420536226826e-06
1985,1.2031116103372597e-09,5.417010015662527e-06
1986,1.1988970927134801e-09,5.752308425144292e-06
1987,0.0,5.099476766190492e-06
1988,0.0,5.38070753464126e-06
1989,1.0976244357863152e-09,5.703256647393573e-06
1990,0.0,5.61537990506622e-06
1991,0.0,5.565461378864711e-06
1992,5.509944167592096e-10,5.155103735887678e-06
1993,1.6617622278225497e-09,5.262247213977389e-06
1994,0.0,5.37145797352423e-06
1995,0.0,4.855804490944138e-06
1996,2.135236876199542e-09,5.043429609941086e-06
1997,4.79489448146353e-10,5.1382089623075444e-06
1998,0.0,5.174373654881492e-06
1999,9.140402323914998e-10,5.307374522089958e-06
2000,4.4180314962005696e-10,5.022860023018438e-06
2001,1.7524847129024579e-09,5.130837053002324e-06
2002,3.9430991805033955e-09,5.105437594465911e-06
2003,8.333845835650777e-10,5.410749508882873e-06
2004,2.2023956547378987e-09,5.300725661072647e-06
2005,9.007499190971657e-10,5.267585493129445e-06
2006,0.0,5.370963663153816e-06
2007,3.994479469415779e-10,5.501596660906216e-06
2008,4.257439678578834e-10,5.640682047669543e-06
2009,1.907277002999308e-09,5.729937129217433e-06
2010,9.447586046817946e-10,6.658658548985841e-06
2011,0.0,7.161152097978629e-06
2012,1.0212758139171996e-09,7.443738923029741e-06
2013,0.0,7.964625183376484e-06
2014,2.1654451842767486e-10,7.607208772242302e-06
2015,2.2165753954528356e-10,7.439492037519813e-06
2016,1.035670049720494e-09,7.304580776690273e-06
2017,0.0,7.544318577856757e-06
2018,1.807026639433218e-09,7.645013283763546e-06
2019,2.55098775436835e-10,7.231029940157896e-06
