year,en_ADP or_NOUN,en_ADP tort_NOUN
1920,7.841045771783683e-06,1.0373957337606043e-07
1921,7.103237294359133e-06,6.891200143854803e-08
1922,8.12753387435805e-06,6.64014194740048e-08
1923,8.043703928706236e-06,2.441668023323018e-08
1924,8.326700481120497e-06,2.4494086758863887e-08
1925,8.824938049656339e-06,2.5295809891190402e-08
1926,8.1400248745922e-06,1.5604593173179637e-08
1927,8.067579074122477e-06,2.5643217327342427e-08
1928,8.855182386469096e-06,1.5996457491951332e-08
1929,1.1270749382674694e-05,5.124586976990031e-08
1930,7.525831733801169e-06,2.941009036305786e-08
1931,7.273195933521492e-06,2.0529641986399838e-08
1932,7.509474471589783e-06,1.753525857850491e-08
1933,7.3159885687346105e-06,2.6382522833046096e-08
1934,7.547197128587868e-06,2.2765002327673756e-08
1935,7.015808023425052e-06,2.992070946561398e-08
1936,6.872288395243231e-06,3.6374142808881516e-08
1937,7.155532330216374e-06,2.5182236740306507e-08
1938,6.883232344989665e-06,5.963998717106733e-08
1939,7.052086857584072e-06,1.5294050470515685e-08
1940,5.931196028541308e-06,1.5214697057785997e-08
1941,5.746575425291667e-06,1.4757512545315876e-08
1942,5.1793995226034895e-06,6.068423630267716e-08
1943,5.707760465156753e-06,2.6129116648121453e-08
1944,6.905137070134515e-06,4.177142187700156e-08
1945,6.2893413996789604e-06,1.089252066321933e-08
1946,6.498371476482134e-06,2.9234318077442367e-08
1947,6.525484877784038e-06,2.0265479960812627e-08
1948,5.5359651014441624e-06,2.5005341797168512e-08
1949,6.833619409007952e-06,2.5524220959027843e-08
1950,6.2078606788418256e-06,1.2762433776458693e-08
1951,6.310483513516374e-06,2.2388944032059044e-08
1952,6.2530689319828525e-06,1.1493835927467444e-07
1953,6.049504008842632e-06,1.6160740301529586e-08
1954,6.1772202570864465e-06,3.8112890621277984e-08
1955,6.206702437339118e-06,2.1586897602787758e-08
1956,6.0036336435587145e-06,1.831439710997529e-08
1957,6.971728453208925e-06,1.9437083054185678e-08
1958,4.993953552911989e-06,2.4816730004317833e-08
1959,5.545659860217711e-06,2.4802393028267034e-08
1960,5.3352705435827374e-06,3.0451666077624395e-08
1961,6.085892891860567e-06,2.987708569435199e-08
1962,6.563290753547335e-06,5.45408234131628e-08
1963,6.0923152886971366e-06,3.0390449268224984e-08
1964,5.8765049288922455e-06,3.346182708696688e-08
1965,6.6567408794071525e-06,4.4323552828018364e-08
1966,6.204317742231069e-06,3.323444985880997e-08
1967,6.0919228417333215e-06,3.747054933000982e-08
1968,6.53456072541303e-06,4.177016776907294e-08
1969,7.288158940355061e-06,3.633406109315729e-08
1970,6.666771696473006e-06,3.632992928714884e-08
1971,6.522681815113174e-06,3.44272628183262e-08
1972,6.21466006123228e-06,3.642404422521395e-08
1973,5.915667770750588e-06,2.4809416743210022e-08
1974,5.516998044186039e-06,3.1503201824989446e-08
1975,6.028467396390624e-06,3.4268879289811593e-08
1976,6.0900483731529675e-06,4.456551039311307e-08
1977,6.050147021596786e-06,3.996211717094411e-08
1978,5.6108883654815145e-06,3.801978465389766e-08
1979,5.7173779168806504e-06,3.5697038214266286e-08
1980,5.888678970222827e-06,4.036456857647863e-08
1981,5.95044457440963e-06,3.1627749308427155e-08
1982,5.961064289294882e-06,3.1037512115972277e-08
1983,5.759568011853844e-06,3.2839643893112225e-08
1984,6.095917797210859e-06,3.653375202361531e-08
1985,6.118424153100932e-06,3.428868211585723e-08
1986,5.735523700423073e-06,2.997242631863628e-08
1987,5.65678328712238e-06,4.3386798154188e-08
1988,5.375311047828291e-06,4.017691068725071e-08
1989,6.06547246206901e-06,4.719785096085616e-08
1990,5.819704256282421e-06,3.9775152060883556e-08
1991,5.580114702752326e-06,4.9822453718206816e-08
1992,5.430049895949196e-06,4.35285585353995e-08
1993,5.8560499383020215e-06,5.926952084678305e-08
1994,5.764439720223891e-06,3.9034457444131476e-08
1995,5.808529294881737e-06,5.259777324795323e-08
1996,5.747524028265616e-06,4.857663782331656e-08
1997,5.329525265551638e-06,6.329261026394306e-08
1998,5.069474809715757e-06,4.86349165385036e-08
1999,5.412489372247364e-06,5.347135356714716e-08
2000,5.48984598935931e-06,5.3016378842585254e-08
2001,5.306085768097546e-06,5.827011761994072e-08
2002,6.18234162175213e-06,8.981503896166032e-08
2003,6.024537015036913e-06,7.917153510561548e-08
2004,5.382214567362098e-06,6.519091044765446e-08
2005,5.035642516304506e-06,6.080061609736731e-08
2006,5.536914613912813e-06,5.0650047711542356e-08
2007,6.016085535520688e-06,7.070228491556918e-08
2008,6.0127822507638484e-06,9.494090136286104e-08
2009,6.098518042563228e-06,8.392018457925587e-08
2010,6.364838554873131e-06,1.0817485929237591e-07
2011,6.975689757382497e-06,1.1777833464066134e-07
2012,7.917270522739273e-06,1.3548925892337138e-07
2013,8.129462912620511e-06,1.3778277718756726e-07
2014,8.145538231474347e-06,1.4248630009205954e-07
2015,8.120645361486822e-06,1.6003674829789816e-07
2016,8.165222425304819e-06,1.6218592691075173e-07
2017,7.38835069569177e-06,1.9697236552929098e-07
2018,8.043333764362615e-06,1.8509116728182562e-07
2019,7.576943971798755e-06,1.956607604824967e-07
