year,en_ADP art_NOUN,en_ADP tare_NOUN
1800,3.5529058095562505e-07,0.0
1801,2.3335590038087162e-07,2.3811825844433088e-09
1802,2.528759353026544e-07,0.0
1803,2.96451567294298e-07,0.0
1804,3.5347467886026607e-07,2.4718509461507665e-09
1805,4.3780317948716174e-07,0.0
1806,1.2679343619481642e-07,0.0
1807,4.0711458382247656e-07,2.8469551160981155e-09
1808,1.994145080175258e-07,0.0
1809,3.478907117937524e-07,0.0
1810,3.1591712490453006e-07,7.020380277111826e-09
1811,3.133846036007526e-07,5.0141535368197765e-09
1812,2.347143261971496e-07,2.6672082320544632e-09
1813,3.163315744902917e-07,0.0
1814,2.1082736223476672e-07,3.1466771410748606e-09
1815,3.425474046636623e-07,0.0
1816,1.9931394135142e-07,2.3176038865813098e-09
1817,1.7125607354451233e-07,1.556873407970727e-09
1818,2.0027577329884139e-07,1.1921177378582115e-09
1819,2.856889746993829e-07,1.035105001712111e-09
1820,2.9191542783024715e-07,2.3732962262101864e-09
1821,3.4416593208685953e-07,0.0
1822,3.448811725093037e-07,0.0
1823,2.5793813007712885e-07,3.95307486744656e-09
1824,2.080014889216386e-07,1.6842225392110777e-09
1825,2.3246369362794894e-07,5.283266046873791e-09
1826,1.98179641364149e-07,8.807984341885344e-10
1827,2.1199727545662128e-07,1.8434546111834038e-09
1828,1.6601865127086057e-07,2.7516904310687096e-09
1829,1.3974277424111392e-07,1.714635211591542e-09
1830,1.6281463843803579e-07,1.0436835840010872e-09
1831,2.2451337100548585e-07,4.677361609140007e-09
1832,2.0565553371376666e-07,2.705993873419743e-09
1833,2.3283092964732077e-07,4.6334514003376626e-09
1834,2.1936147609480372e-07,0.0
1835,2.102538445569735e-07,1.5126175867408165e-09
1836,2.5337227693711384e-07,2.6882999715205358e-09
1837,2.5048406193661776e-07,2.087367279024477e-09
1838,1.956770185884693e-07,6.312161904276081e-10
1839,1.8527408773838516e-07,2.0974426639952526e-09
1840,2.465069468549075e-07,2.5478754661634184e-09
1841,2.3499206980304166e-07,1.2841097074556274e-09
1842,1.6837745286935046e-07,2.683306021822318e-09
1843,2.72308605886451e-07,2.9534555912036353e-09
1844,1.816713766089606e-07,4.939705200435185e-09
1845,2.310214348710815e-07,2.790114028705659e-09
1846,2.3418005912212436e-07,5.854501328173001e-09
1847,2.448523579445805e-07,3.235934187273415e-09
1848,2.0273959022709676e-07,3.2180886289090438e-09
1849,1.458018203948086e-07,1.6758829879393033e-09
1850,2.0570657888185906e-07,1.3577992064028876e-09
1851,2.2121575149469663e-07,2.579775504329973e-09
1852,2.500049509635005e-07,3.2552727180501506e-09
1853,1.9587936606058065e-07,4.777545248302317e-09
1854,2.51989728639046e-07,1.5586993362681767e-09
1855,3.5874894521725764e-07,1.0613874223963649e-08
1856,2.4746964832900176e-07,5.177189232874468e-10
1857,1.9965372066721443e-07,8.298565445929995e-09
1858,2.1630048152587733e-07,2.446837954472869e-09
1859,2.3373075563881685e-07,2.036869339860914e-09
1860,2.0093836816670319e-07,2.7463103458025273e-09
1861,1.876953561463779e-07,4.7159637306393165e-09
1862,2.218331287551223e-07,1.355395878865906e-09
1863,2.497310411797571e-07,4.994620828036034e-09
1864,3.1213678575170434e-07,1.4384183844029508e-09
1865,2.4051974989447444e-07,3.765475542483188e-09
1866,2.4182096414193666e-07,2.432806400776144e-09
1867,3.2174139263929646e-07,1.455843445796745e-09
1868,3.606107963349814e-07,3.4579119567723637e-09
1869,2.6224497418070314e-07,1.4650557433881772e-09
1870,3.314280263566616e-07,2.2936195165357276e-09
1871,2.570324895145859e-07,0.0
1872,2.9087701491903317e-07,4.233137507192453e-09
1873,2.9690581726526943e-07,2.9930022904522957e-09
1874,2.8976854693496534e-07,4.182226287507973e-09
1875,3.684663383296538e-07,6.86583251363615e-09
1876,4.867041951683859e-07,4.836811839936672e-09
1877,2.9996358463790784e-07,3.710889595609501e-09
1878,3.9314468480711184e-07,4.2273621270183526e-09
1879,4.1726692145971356e-07,2.443730107160036e-09
1880,3.651754560962672e-07,3.2089231272180996e-09
1881,4.288092299020718e-07,2.7890030285249168e-09
1882,5.623800376497456e-07,1.3310770263785798e-09
1883,5.579976374292528e-07,6.319338829996468e-09
1884,7.189247916983277e-07,5.281357573494461e-09
1885,5.343431936921661e-07,6.445635636342928e-09
1886,5.97590766204803e-07,3.872078213618124e-09
1887,5.490825607523675e-07,3.264462256069578e-09
1888,6.73373254045373e-07,2.53624587998047e-09
1889,6.641044763000536e-07,1.2530273485467092e-09
1890,6.757572421633995e-07,1.9663159989136147e-09
1891,7.272985200756921e-07,3.187110020341777e-09
1892,8.07384399337252e-07,3.1342561879199593e-09
1893,8.917387077644889e-07,2.4633666773077323e-09
1894,8.86626551732661e-07,2.520615716150587e-09
1895,8.925605605725195e-07,3.0093072478365457e-09
1896,1.0325697559210312e-06,2.9485144326102386e-09
1897,1.0447297391635857e-06,1.1653427112179315e-09
1898,1.0603756770422024e-06,3.960848315998078e-09
1899,9.557183062725016e-07,4.4220627160029835e-09
1900,1.077143508609879e-06,4.15284251431558e-09
1901,9.802648186507668e-07,4.470991243898936e-09
1902,1.0051350756157262e-06,1.4730852093691738e-09
1903,1.1864283351314953e-06,7.020286352243943e-09
1904,1.1963915405033276e-06,3.2247751136083025e-09
1905,1.253032266390619e-06,1.4450125374043665e-08
1906,1.1188601689582356e-06,2.572092316910357e-09
1907,1.1509683268684512e-06,3.08570607954195e-09
1908,1.2754877047882474e-06,4.4202501658929805e-09
1909,1.3389394126761545e-06,4.400786846048277e-09
1910,1.2344987538881469e-06,3.7409054742809644e-09
1911,1.2891266258918677e-06,1.5961122423746588e-09
1912,1.4065436957366728e-06,1.0418842455450772e-09
1913,1.456200919847106e-06,3.712092910834741e-09
1914,1.4284154019605921e-06,2.678697486047099e-09
1915,8.281875860660648e-07,4.712304768617059e-09
1916,1.1295111193021512e-06,3.2962386153911893e-09
1917,1.1646342876758808e-06,3.289927441585405e-09
1918,1.202623650442547e-06,4.594550517822427e-09
1919,1.480621982352659e-06,3.6831393490643904e-09
1920,1.7787172410521634e-06,1.514446346106979e-09
1921,1.535753170855969e-06,3.786373714564917e-09
1922,1.690285010624848e-06,1.4755870969551665e-09
1923,1.5531132007140513e-06,3.1847844361720945e-09
1924,1.5805131141632955e-06,1.289162443462999e-09
