year,en_PRON iraient_VERB,en_PRON tiraient_VERB
1880,2.2462462112571302e-08,1.8483396502233518e-07
1881,1.9523021421719022e-08,1.5688142696035356e-07
1882,1.3976308999019693e-08,1.3377324137309188e-07
1883,1.3270612164717477e-08,1.1058843085720582e-07
1884,1.5844072720483382e-08,1.808865022212558e-07
1885,2.900535989169839e-08,1.837006209370884e-07
1886,1.5488312854472497e-08,1.581098700853545e-07
1887,2.3504128421336645e-08,1.214379921066211e-07
1888,2.8532765483646472e-08,1.6231973631875007e-07
1889,2.318100555953606e-08,1.3657998465532728e-07
1890,1.9663159989136147e-08,1.278105372648497e-07
1891,1.0198752065093686e-08,1.3640830331951292e-07
1892,1.1283322720601063e-08,1.3163875678401382e-07
1893,1.1700991287000306e-08,1.6935645419380307e-07
1894,1.071261657159539e-08,1.5753848003896564e-07
1895,1.9861428057765806e-08,1.7574353705640533e-07
1896,1.0024948871034667e-08,2.158312639721771e-07
1897,1.3401440845939305e-08,1.4217181387721212e-07
1898,1.5277558773618694e-08,1.7540899932555476e-07
1899,2.1557555740514545e-08,1.260287945115124e-07
1900,9.34389543516545e-09,1.3133364973327843e-07
1901,1.2295225282343836e-08,1.7213315572917054e-07
1902,8.838511256215043e-09,9.624156405152462e-08
1903,1.4040573148577096e-08,1.4094574396494863e-07
1904,1.3974025492302644e-08,1.3920279684498382e-07
1905,1.2385822145688508e-08,1.6307998862430395e-07
1906,1.1317205839134203e-08,2.1451249665460637e-07
1907,7.199980611716228e-09,1.6302813321544818e-07
1908,1.5716445034286153e-08,1.6453152795747883e-07
1909,2.4204327431220918e-08,1.5072694736772974e-07
1910,1.1757131268552712e-08,1.8063229845211026e-07
1911,1.276889793899727e-08,1.5375881901036337e-07
1912,1.0939784189645252e-08,1.7086901493712503e-07
1913,6.893886794756554e-09,1.5219580973280245e-07
1914,8.036092680185902e-09,1.4665869230157114e-07
1915,2.3561523843085297e-09,1.425472220262236e-07
1916,5.493730803607377e-09,1.6700941785074974e-07
1917,1.315970976634162e-08,2.2590833737012872e-07
1918,1.2635013924011673e-08,1.435796974647019e-07
1919,1.2890987832747669e-08,1.7034518862146797e-07
1920,6.815008557481406e-09,1.643174272203396e-07
1921,1.438822039290244e-08,1.794741137928213e-07
1922,1.8444838545406128e-08,1.5198547487216274e-07
1923,1.4862327368803108e-08,1.390689163827119e-07
1924,2.836157442231979e-08,1.5598865843458043e-07
1925,8.798542339150117e-09,1.9246810722961527e-07
1926,1.3375366592072169e-08,1.5716055656866956e-07
1927,1.6723836537835268e-08,1.8284728753314994e-07
1928,6.8556245125250825e-09,1.5310895662423718e-07
1929,1.5596569369336066e-08,1.4259720160225697e-07
1930,6.302162347537887e-09,1.8696414372243453e-07
1931,7.983749661377715e-09,1.3458320324843953e-07
1932,8.767629289252454e-09,1.5891328075667843e-07
1933,1.0323596200123575e-08,1.800894011694254e-07
1934,7.188948103475923e-09,1.6774211530901084e-07
1935,1.0771455727365264e-08,1.591781852994245e-07
1936,3.6374143697059935e-09,1.5398387631648802e-07
1937,8.813782592653752e-09,1.4102052148246003e-07
1938,9.075650453382877e-09,1.1279736611413682e-07
1939,1.2235240376412548e-08,1.3611705185212486e-07
1940,1.0143131667916805e-08,1.2678914629304927e-07
1941,5.9030051957620344e-09,1.1806010036252701e-07
1942,3.034211770724937e-09,1.8205270180260413e-07
1943,1.1612940831184915e-08,1.567747034414424e-07
1944,0.0,1.1567470181716999e-07
1945,0.0,1.9170835230397643e-07
1946,1.2528993842408909e-08,1.531321487391324e-07
1947,1.549713246618012e-08,2.002706338544158e-07
1948,3.2615663503321457e-09,1.6307831174344756e-07
1949,5.890204768377316e-09,1.7081595160561847e-07
1950,3.190608444114673e-09,1.4038677420558088e-07
1951,1.0661401539380222e-08,1.9190522948520083e-07
1952,4.2179215675730575e-09,1.6871686625563598e-07
1953,6.464296653518886e-09,1.6053002127591753e-07
1954,6.840775057526116e-09,1.495198063139469e-07
1955,1.8771215692936494e-09,1.5955532717271126e-07
1956,5.232684952005684e-09,1.5436420142123097e-07
1957,1.0602045463770082e-08,1.6963272742032132e-07
1958,4.9633461784992505e-09,1.5717262158432277e-07
1959,3.8753737996444215e-09,1.5656510754524788e-07
1960,4.152500121534786e-09,1.377245837375085e-07
1961,7.64297514166401e-09,1.4591134345209866e-07
1962,9.512934440181198e-09,1.3191269943035877e-07
1963,6.466053470433053e-09,1.6682417935953708e-07
1964,1.034274621503073e-08,1.6061676433309913e-07
1965,1.0944086747954884e-09,1.5212280857213045e-07
1966,6.092982118843793e-09,1.4900111011684203e-07
1967,6.902469706915326e-09,1.5037522871352849e-07
1968,6.287982134978165e-09,1.9223260494527494e-07
1969,4.087581828571274e-09,1.8575789795249875e-07
1970,5.978342709767048e-09,1.3336303084088286e-07
1971,3.083038491169532e-09,1.4644432155819231e-07
1972,7.69522046084603e-09,1.231235273735365e-07
1973,4.9618833486420044e-09,1.152259585524007e-07
1974,2.812785782069227e-09,1.676420424701064e-07
1975,6.282628195464213e-09,1.433581502396919e-07
1976,3.9994687561772935e-09,1.5940740638598072e-07
1977,2.938390863960194e-09,1.5103329076282535e-07
1978,3.5643548113029055e-09,1.5742567427423637e-07
1979,2.3407893401383717e-09,1.6853682893724908e-07
1980,6.822181042309694e-09,1.0972340902526412e-07
1981,5.69299452024552e-09,1.3220397931945627e-07
1982,1.8622506869903077e-09,1.4091030209328892e-07
1983,1.89459470334441e-09,1.5093606009486393e-07
1984,6.378909400694965e-09,1.4265560821513645e-07
1985,2.4062232206745193e-09,1.2873293542270403e-07
1986,3.5966913891627428e-09,1.342764761602666e-07
1987,1.2221633705067347e-09,1.2710499674994935e-07
1988,1.1993107618124554e-09,1.67303852549594e-07
1989,6.585746614717891e-09,1.322637501743884e-07
1990,3.814055737905164e-09,1.2150491102147498e-07
1991,5.861465202094962e-10,1.1840159430676067e-07
1992,2.7549720282848966e-09,1.2066777799191186e-07
1993,2.7696036575264316e-09,1.373723392816828e-07
1994,3.6924485691258724e-09,1.498079171824429e-07
1995,3.253470381991974e-09,1.355612653242133e-07
1996,5.871901187504136e-09,1.313170656658258e-07
1997,9.58978896292706e-10,1.3713398061554471e-07
1998,1.9072516899143466e-09,1.1491191287404945e-07
1999,1.3710603763428253e-09,1.2522350800736604e-07
2000,3.092622158362701e-09,1.2458848175356252e-07
2001,2.6287270138425356e-09,1.296838689768265e-07
2002,3.066854992184176e-09,1.401990914473572e-07
2003,4.166922806803086e-09,1.412586811966321e-07
2004,5.285749615779878e-09,1.228936810093728e-07
2005,7.656374201303606e-09,1.3060873982340127e-07
2006,3.294311934354255e-09,1.3630216244564508e-07
2007,2.3966877371606188e-09,1.3461395553804323e-07
2008,2.554463751636149e-09,1.1197066385193466e-07
2009,4.76819250749827e-09,1.1109888475857588e-07
2010,2.3618964561933353e-09,1.143157888350288e-07
2011,2.2943831279320648e-09,1.1127758625661954e-07
2012,3.063827413996023e-09,1.266381985942644e-07
2013,4.741512515948898e-09,1.333201709030618e-07
2014,4.547434873103384e-09,1.4681718596420978e-07
2015,8.86630147078904e-09,1.1703517799332985e-07
2016,4.556948152156792e-09,1.3173722379633546e-07
2017,4.2765391228272165e-09,1.0892597401834792e-07
2018,3.0977600484760615e-09,1.0661457849892031e-07
2019,3.5713827450933877e-09,9.92334250327076e-08
