year,ton_DET est_NOUN,ton_DET test_NOUN
1800,3.772997558826319e-08,0.0
1801,6.429193177837078e-08,0.0
1802,4.699464284385613e-08,0.0
1803,1.5602713787643552e-08,0.0
1804,6.673997887673977e-08,0.0
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,1.4234775580490577e-08,0.0
1808,4.305540501903238e-08,0.0
1809,2.25903047379461e-08,0.0
1810,3.2761775514700275e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,1.3336041604361526e-08,0.0
1813,2.5881675469463516e-08,0.0
1814,0.0,0.0
1815,1.6183340889597275e-08,0.0
1816,2.0858434979231788e-08,0.0
1817,4.3592454090912724e-08,0.0
1818,2.026600220972341e-08,0.0
1819,3.933399084221634e-08,0.0
1820,8.306536791735653e-09,0.0
1821,2.6626017390896095e-08,9.86148829262845e-10
1822,3.8097340393505874e-08,0.0
1823,5.138997138942614e-08,0.0
1824,2.0210669582354512e-08,0.0
1825,5.6354833688487815e-08,0.0
1826,2.290075862276808e-08,0.0
1827,2.119972880576526e-08,0.0
1828,1.9261833017480967e-08,5.503380862137419e-09
1829,3.1720752247110795e-08,0.0
1830,1.878630406793036e-08,0.0
1831,2.6505050598757407e-08,0.0
1832,3.3824925083081325e-08,0.0
1833,1.3900354645102198e-08,1.1583628500844156e-09
1834,1.9602515166639023e-08,0.0
1835,2.193295500774184e-08,0.0
1836,1.4785650037651976e-08,0.0
1837,2.7831563720326358e-09,0.0
1838,1.1361890983607736e-08,2.5248647617104325e-09
1839,2.307186797168015e-08,0.0
1840,2.4204817705708592e-08,0.0
1841,4.494383976094696e-09,1.2841097074556274e-09
1842,5.366612043644636e-09,0.0
1843,1.1813821920725331e-08,0.0
1844,4.390849017710252e-09,1.097712254427563e-09
1845,5.580227835366713e-09,0.0
1846,1.5221703675294407e-08,0.0
1847,7.011190739092399e-09,5.393223645455691e-10
1848,1.045878850192139e-08,0.0
1849,1.6758829879393033e-09,0.0
1850,1.3577992064028876e-09,0.0
1851,9.029214709244116e-09,0.0
1852,7.161600201754936e-09,0.0
1853,8.360704129017904e-09,0.0
1854,1.246959496770117e-08,5.195664454227256e-10
1855,8.491099379170919e-09,5.306937111981824e-10
1856,8.28350277259915e-09,0.0
1857,1.3668225662399891e-08,4.881509085841174e-10
1858,8.808616891453624e-09,4.893676019968041e-10
1859,1.3239650931140545e-08,0.0
1860,1.0527522853465143e-08,0.0
1861,1.0375120318428799e-08,0.0
1862,1.49093550838586e-08,0.0
1863,1.6981711370434027e-08,0.0
1864,1.1507347186245909e-08,0.0
1865,1.97687466396701e-08,0.0
1866,1.1677471434268227e-08,0.0
1867,1.261730986357179e-08,0.0
1868,7.409810987013543e-09,0.0
1869,2.930111597798657e-09,0.0
1870,1.4335122422437507e-08,0.0
1871,3.18635318130589e-09,0.0
1872,7.256807155187062e-09,0.0
1873,1.4366410283628284e-08,0.0
1874,1.553398404352535e-08,0.0
1875,1.3159512035620935e-08,0.0
1876,1.269663130187837e-08,0.0
1877,1.669900340228736e-08,1.2369631985365004e-09
1878,3.0799353234467475e-08,0.0
1879,1.95498414123918e-08,3.0546627449723474e-09
1880,1.5402831010646878e-08,1.2835692508872398e-09
1881,9.064259565150223e-09,0.0
1882,1.7969540522244642e-08,0.0
1883,1.76941486462745e-08,0.0
1884,1.1222884843675729e-08,0.0
1885,1.0313017106966527e-08,0.0
1886,7.744156760303156e-09,0.0
1887,2.1545451256432813e-08,0.0
1888,5.706553452000662e-09,6.340614699951175e-10
1889,5.01210956072029e-09,0.0
1890,1.4419650362640368e-08,0.0
1891,1.402328420052612e-08,0.0
1892,1.191017329205124e-08,0.0
1893,0.0,6.158416554491453e-10
1894,3.150769645188234e-09,0.0
1895,1.0833505648122355e-08,6.018614495673091e-10
1896,4.1279202278587945e-09,5.89702897624278e-10
1897,9.905413045352418e-09,1.1653427112179315e-09
1898,6.7900258748920805e-09,5.6583548957434e-10
1899,7.185851913504848e-09,0.0
1900,1.09012117111007e-08,5.191053142894475e-10
1901,8.383108540677142e-09,0.0
1902,8.347482705062248e-09,4.910283846193408e-10
1903,7.020286352243943e-09,1.0800440541913758e-09
1904,1.2361637935498493e-08,0.0
1905,7.2250627702885595e-09,0.0
1906,1.646139019539916e-08,0.0
1907,8.228549397415463e-09,4.114274698707732e-09
1908,1.0805055739027125e-08,9.822778146428846e-10
1909,1.0451868703853506e-08,3.8506885458033935e-09
1910,1.1757131490597317e-08,4.809735720812114e-09
1911,1.702519725199636e-08,5.320374141248863e-10
1912,7.814131730565776e-09,3.125652792146383e-09
1913,7.424185766158331e-09,5.30298971401777e-10
1914,9.375441145653696e-09,0.0
1915,1.4136914638918086e-08,0.0
1916,1.3184954239520152e-08,3.2962386153911893e-09
1917,8.773139548168274e-09,0.0
1918,2.2972752589112133e-08,0.0
1919,7.366278753639932e-09,9.207848372660976e-10
1920,6.815008557481406e-09,0.0
1921,6.815472630705699e-09,1.5145494858259667e-09
1922,2.4347187377316004e-08,2.21338064543275e-09
1923,9.554353308516284e-09,2.1231896241147297e-09
1924,1.933743642990038e-08,2.578324886925998e-09
1925,1.2097995938376016e-08,0.0
1926,3.343841648018042e-09,0.0
1927,8.919380123373344e-09,1.1149224876660924e-09
1928,1.1426041446327417e-08,0.0
1929,3.342121912552898e-09,0.0
1930,2.6259009078266615e-08,0.0
1931,1.0264820993199919e-08,0.0
1932,1.753525868952721e-08,1.0959536611565568e-09
1933,2.638252261100149e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,1.3165112555668657e-08,0.0
1936,9.699771652549316e-09,2.424942913137329e-09
1937,0.0,0.0
1938,1.4261735792331365e-08,3.8895642262559704e-09
1939,6.117620188206274e-09,0.0
1940,2.282204625281281e-08,0.0
1941,8.854508237732261e-09,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,2.9032351633873077e-08,0.0
1944,3.213186161588055e-08,0.0
1945,3.267756110147957e-08,0.0
1946,2.7842209426864883e-08,4.1763312808029696e-09
1947,2.3841741247920822e-08,1.1920870957027319e-09
1948,1.3046265179283978e-08,0.0
1949,2.748762362170254e-08,0.0
1950,1.0635361036293034e-08,2.1270722960764488e-09
1951,1.7058242818279723e-08,0.0
1952,1.5817205989421268e-08,0.0
1953,9.69644453618912e-09,1.0773827385790469e-09
1954,1.5636057781875934e-08,9.772536113672459e-10
1955,1.1262729859851106e-08,1.8771215692936494e-09
1956,2.1802853300556535e-08,3.488456634670456e-09
1957,1.0602045297236629e-08,1.7670075402875796e-09
1958,1.4890038368964298e-08,1.6544486891589827e-09
1959,2.325224424115646e-08,0.0
1960,1.7994166434665004e-08,6.920833350854139e-10
1961,2.7097821486687934e-08,0.0
1962,2.7270412872315575e-08,6.341956404476434e-10
1963,2.3924397241081863e-08,6.466053248388448e-10
1964,1.82519054314767e-08,0.0
1965,2.2982581615593745e-08,0.0
1966,3.32344469722301e-08,2.769537488234164e-09
1967,2.810291277466348e-08,0.0
1968,2.110965433010925e-08,3.1439910119779313e-09
1969,1.5896152782968187e-08,0.0
1970,2.529298837039562e-08,3.219107425067591e-09
1971,2.1067429134546956e-08,1.541519245584766e-09
1972,2.2572646640739435e-08,0.0
1973,2.0398853772807257e-08,5.513203782392395e-10
1974,2.0814615919739765e-08,5.6255716751607565e-09
1975,3.08419934036408e-08,0.0
1976,1.7711933253394818e-08,1.7140580066410394e-09
1977,1.9981057530760182e-08,5.876781838942691e-10
1978,2.316830638449119e-08,0.0
1979,2.6919078188747392e-08,0.0
1980,1.8760997255728995e-08,5.685150683554241e-10
1981,1.7078984171359224e-08,0.0
1982,1.9864007771985825e-08,0.0
1983,2.841892232652299e-08,1.2630632095778083e-09
1984,1.797692661398287e-08,0.0
1985,2.285912081845254e-08,3.6093347199894765e-09
1986,1.9781802029772422e-08,0.0
1987,2.444326768769045e-08,1.8332451112712533e-09
1988,2.1587593934668803e-08,0.0
1989,2.2501301599753276e-08,2.1952488715726304e-09
1990,1.8525413703063265e-08,1.089730194969718e-09
1991,1.9928981409567115e-08,1.1722930404189924e-09
1992,2.5896737698705152e-08,3.3059665005552574e-09
1993,1.7725464318552042e-08,0.0
1994,2.320967767976967e-08,0.0
1995,3.578817486804553e-08,5.422450821690461e-10
1996,2.2419987422139798e-08,1.067618438099771e-09
1997,1.917957748176491e-08,1.917957792585412e-09
1998,1.9072516788121163e-08,1.9072516899143466e-09
1999,2.3765045847889965e-08,4.570201161957499e-10
2000,3.578605367593468e-08,1.3254094488601709e-09
2001,3.110660382055208e-08,1.3143635069212678e-09
2002,2.2344229300141905e-08,1.3143663935011318e-09
2003,2.5001536840818517e-08,1.2500769308587678e-09
2004,2.730970619091444e-08,2.202395626982323e-09
2005,3.152624772351231e-08,9.007499190971657e-10
2006,2.4295550793418386e-08,2.0589449589714093e-09
2007,4.433872083375867e-08,6.39116706779852e-09
2008,3.1505054731706394e-08,8.514879357157668e-09
2009,3.385416524892548e-08,8.582746957586096e-09
2010,4.534841435699377e-08,1.747803501928047e-08
2011,5.850677184393582e-08,1.759027123959811e-08
2012,5.9233997262708726e-08,1.4638286915946708e-08
2013,6.666008861566652e-08,2.4544300036843936e-08
2014,9.636231368403969e-08,1.840628338634076e-08
2015,1.1348865687488274e-07,1.9505863951829738e-08
2016,1.3256576325559877e-07,2.1334803035344407e-08
2017,1.9722392724519366e-07,1.9873329648589788e-08
2018,2.3465532389410626e-07,3.097760026271601e-08
2019,2.5994565050480034e-07,2.9591457728628257e-08
