year,en_ADP aire_NOUN,en_ADP terre_NOUN
1908,2.897719486583128e-08,1.1704330972861499e-05
1909,1.925344239595006e-08,1.1167546404067252e-05
1910,1.9238942772226153e-08,1.1035136537884682e-05
1911,1.9685384544665396e-08,1.246457253500921e-05
1912,2.5005221671037248e-08,1.0589711166630877e-05
1913,2.1742257383383645e-08,1.0589539783723012e-05
1914,1.808120764223986e-08,1.146616421010549e-05
1915,2.3561524287174507e-08,1.226612914706493e-05
1916,2.4172415624690302e-08,1.0444681095123087e-05
1917,5.3735480065597585e-08,1.0136266496374446e-05
1918,1.033773866510046e-08,9.579637548995379e-06
1919,1.6574127070789757e-08,1.0405789112155617e-05
1920,1.8930578438158818e-08,1.0325495452434552e-05
1921,2.4990065738972334e-08,9.559836087191798e-06
1922,2.360939327372691e-08,1.0489211149433686e-05
1923,1.4862327812892318e-08,1.0278361287419102e-05
1924,5.156649773851996e-09,1.0422878688132187e-05
1925,8.798542339150117e-09,1.0521956653519737e-05
1926,6.687683296036084e-09,1.0209862580268236e-05
1927,1.0034302388994831e-08,1.065754389628637e-05
1928,1.4853853258500749e-08,1.0543951191266387e-05
1929,2.116677166874581e-08,1.0034164120042988e-05
1930,1.1553964007759987e-08,1.0746237194325658e-05
1931,2.5091784650044247e-08,1.1344908273258625e-05
1932,4.055028668403793e-08,1.08324059624465e-05
1933,4.1294382802092855e-08,1.140413201028423e-05
1934,2.875579241390369e-08,9.811715699470369e-06
1935,2.0346082152400413e-08,1.0602703071072028e-05
1936,1.9399542861009422e-08,1.0713397387007717e-05
1937,2.1404900962807005e-08,1.0994563979238592e-05
1938,2.333738657878115e-08,1.1225282662508107e-05
1939,1.2235240376412548e-08,1.2297945715999958e-05
1940,1.5214697057785997e-08,1.1844641676361789e-05
1941,1.1806010391524069e-08,1.1879797682468052e-05
1942,1.517105907566929e-08,1.2604115624981205e-05
1943,2.9032351855917682e-08,1.2446169591839862e-05
1944,4.4984606262232774e-08,1.2219746849950752e-05
1945,1.3071024707045353e-08,9.722663548927812e-06
1946,3.062643028073353e-08,9.99535279788688e-06
1947,1.6689218895749036e-08,9.640408336508699e-06
1948,2.5005341575123907e-08,1.1150207740229234e-05
1949,2.2579119796084512e-08,9.839587391979876e-06
1950,2.4461330738745346e-08,9.773897090781247e-06
1951,2.3455083209000804e-08,1.1610266369643796e-05
1952,3.374337254058446e-08,1.0618617807267583e-05
1953,3.124409986288157e-08,1.10938096895552e-05
1954,3.029486128625081e-08,1.0011963468059548e-05
1955,2.2525458831523792e-08,1.0603859436741914e-05
1956,2.703553869665143e-08,9.3987741820456e-06
1957,7.951533903538532e-08,1.0838824152870075e-05
1958,2.8125628048769613e-08,9.910147355185472e-06
1959,1.9376869886400527e-08,9.960486522686551e-06
1960,2.629916601160076e-08,9.709929486234614e-06
1961,3.265634873628187e-08,9.744793374011351e-06
1962,5.45408234131628e-08,9.64928665325715e-06
1963,3.039045082253722e-08,1.0224770335298672e-05
1964,4.0154192526564714e-08,1.0208898629571195e-05
1965,4.0493119801698896e-08,9.874302349999198e-06
1966,5.151339477205141e-08,9.712767223390983e-06
1967,2.5144710702473816e-08,9.95977052298258e-06
1968,3.413475932467769e-08,9.32103500872472e-06
1969,3.451736046988785e-08,9.198876341542928e-06
1970,3.3570694335516293e-08,1.1966802617280337e-05
1971,3.956565930440803e-08,9.533782304060878e-06
1972,3.5398013353837854e-08,9.703672617433767e-06
1973,4.300298939163838e-08,9.367484437916573e-06
1974,4.050411750444738e-08,9.277130516238685e-06
1975,4.16938057412608e-08,9.581007759607019e-06
1976,2.228275491900078e-08,8.820543087040278e-06
1977,4.8189612078530786e-08,9.069637712855183e-06
1978,5.287126469966097e-08,1.0344945394535898e-05
1979,5.442335160310563e-08,9.47785605376339e-06
1980,3.581644952843632e-08,9.812001223963307e-06
1981,6.135783220395652e-08,9.583840494542528e-06
1982,3.165826112372372e-08,9.673771160123579e-06
1983,3.6628833299801045e-08,9.916309636537335e-06
1984,3.537395104613594e-08,9.786986652216001e-06
1985,4.9327574580537714e-08,9.890178603200184e-06
1986,5.874595604415944e-08,1.0580267030491086e-05
1987,4.8275453745638686e-08,9.923966899805237e-06
1988,3.238138990280248e-08,9.826552741287742e-06
1989,7.079677288857056e-08,9.496646271145437e-06
1990,8.554382369130309e-08,9.914910151564982e-06
1991,3.8099522925438833e-08,9.643868907005526e-06
1992,4.573253731265936e-08,1.151357923845353e-05
1993,5.760775678709251e-08,1.0706179864428123e-05
1994,4.378189177867142e-08,1.0674868576643348e-05
1995,6.181593642518024e-08,1.0729946097853826e-05
1996,5.8719012541175175e-08,1.1598606306506554e-05
1997,4.842843426278165e-08,1.085516146304144e-05
1998,5.912480360859007e-08,1.043695772295905e-05
1999,4.295989214364582e-08,1.0983107131323777e-05
2000,5.610899900254651e-08,1.0495475862626336e-05
2001,6.790878490092744e-08,1.0724768230829795e-05
2002,5.651775714099472e-08,1.0653378240021993e-05
2003,6.833753474211335e-08,1.0994009812748118e-05
2004,6.7393305602792e-08,1.1228253129047516e-05
2005,6.71058666412705e-08,1.081080063158879e-05
2006,5.8474035113942335e-08,1.0854345873667626e-05
2007,3.794755376596015e-08,1.070200903541263e-05
2008,4.385162938325138e-08,1.0862005865419633e-05
2009,6.103286476211167e-08,1.0038475238616229e-05
2010,4.91274465552749e-08,9.257689953301451e-06
2011,4.0916501159449226e-08,9.545780812914018e-06
2012,5.106378955788138e-08,9.524077768219286e-06
2013,4.62994750871637e-08,8.760641549088177e-06
2014,3.5729847039367435e-08,9.009767609313712e-06
2015,3.568686279820099e-08,8.73907004006469e-06
2016,3.749125579433077e-08,9.22201991215843e-06
2017,4.150758609045013e-08,8.1558634974499e-06
2018,3.252648211882203e-08,8.249593065556837e-06
2019,3.851991381420561e-08,8.232292600496294e-06
