year,en_ADP an_NOUN,en_ADP temps_NOUN
1800,4.904896533375336e-07,1.711054335373774e-05
1801,5.643402785082685e-07,1.7375488937432237e-05
1802,6.064546766992862e-07,1.7029963203185616e-05
1803,5.265915992147541e-07,2.169167356669277e-05
1804,3.6830580740776497e-07,1.835102142422329e-05
1805,4.918178508894755e-07,2.2063574135700037e-05
1806,4.3801370352980484e-07,1.5630172782721274e-05
1807,4.526658616832435e-07,1.7750765181290262e-05
1808,5.483899125913183e-07,1.937266631557577e-05
1809,5.421673359151669e-07,2.159859079142734e-05
1810,5.943921879136838e-07,2.36727220794819e-05
1811,5.515568854974617e-07,2.2671496083148668e-05
1812,3.6807472891808857e-07,1.8905172225913702e-05
1813,4.658701489024253e-07,2.1220097153218376e-05
1814,5.286417530392384e-07,2.423256034944643e-05
1815,5.529308373386499e-07,2.1202874904702185e-05
1816,5.400016984680178e-07,2.2705565186242893e-05
1817,5.433488123873786e-07,2.2035986603441415e-05
1818,6.115563999653517e-07,2.274202984153817e-05
1819,4.896046665869846e-07,2.0734188694859768e-05
1820,5.517913699293331e-07,2.1595808163965557e-05
1821,5.581602378068595e-07,2.082943595382858e-05
1822,5.323601897089247e-07,2.052945444575016e-05
1823,5.33665093671587e-07,2.2238021756493254e-05
1824,5.793725446068265e-07,2.067972644681504e-05
1825,5.60906715518783e-07,2.2248712696182338e-05
1826,4.6241916806799566e-07,2.399647286210893e-05
1827,6.286180035952604e-07,2.4182437016406766e-05
1828,5.851928263078676e-07,2.250332363473717e-05
1829,5.735454887134672e-07,2.3078132073806046e-05
1830,3.7781346229337487e-07,2.5614082630909252e-05
1831,3.80425425827724e-07,2.3921587285258283e-05
1832,3.368962461225422e-07,2.3677446108649747e-05
1833,6.544750054127135e-07,2.5039170964191726e-05
1834,4.424567656702294e-07,2.2835996105641243e-05
1835,4.4092801942952065e-07,2.4836424358909426e-05
1836,3.8913142974550397e-07,2.3618732654995256e-05
1837,4.167776712638016e-07,2.5830473816768063e-05
1838,3.888291648657116e-07,2.4667296713687392e-05
1839,4.1669192585302994e-07,2.544966929463044e-05
1840,3.471480304884089e-07,2.3892702188277326e-05
1841,3.7239181560622114e-07,2.4744151573941053e-05
1842,5.138531156134718e-07,2.50070698939453e-05
1843,3.378753090643727e-07,2.4105513944050472e-05
1844,3.485236398370617e-07,2.5180969601024117e-05
1845,3.5546052618018464e-07,2.5789580831769854e-05
1846,3.2843752117983627e-07,2.60244294736367e-05
1847,4.0395245015645287e-07,2.5325498711481487e-05
1848,3.1456817606301257e-07,2.8007829996568034e-05
1849,4.725990050413742e-07,2.6753795964395977e-05
1850,3.91725066606341e-07,2.546280842352644e-05
1851,4.456562066046388e-07,2.5212790092155046e-05
1852,3.359441413941511e-07,2.5056484673768864e-05
1853,5.482233342846143e-07,2.642997907287281e-05
1854,3.3044426805961535e-07,2.601573180527339e-05
1855,4.1022623520348134e-07,2.5532204460887442e-05
1856,3.748285001270446e-07,2.56332990034025e-05
1857,3.656250328054611e-07,2.5680643545911153e-05
1858,3.0976968945495287e-07,2.691570790602782e-05
1859,3.5288760402707453e-07,2.595480736999889e-05
1860,3.748713676143822e-07,2.6559567459116806e-05
1861,3.2870266553075567e-07,2.7521421770870802e-05
1862,3.6189069990699707e-07,2.55817412835313e-05
1863,3.995696622460798e-07,2.6955968451147783e-05
1864,3.452204173637341e-07,2.6085717649948492e-05
1865,3.8266645119300335e-07,2.8480645028139406e-05
1866,3.824371657135117e-07,2.7780703703683685e-05
1867,3.663872796266787e-07,2.7903180694011098e-05
1868,4.5249248004086695e-07,2.724735747960949e-05
1869,3.8775141508740063e-07,2.6895982387031836e-05
1870,4.157185449216172e-07,2.748329632140667e-05
1871,3.887350770170883e-07,3.5611746625363594e-05
1872,5.049528292166983e-07,3.030624009170424e-05
1873,5.453249966036466e-07,3.0915318461666175e-05
1874,4.451083851497728e-07,3.0072596928221174e-05
1875,3.804815484897972e-07,3.0167895602062345e-05
1876,4.885179869518197e-07,2.98461513921211e-05
1877,3.525345166899285e-07,2.989863662605785e-05
1878,5.398945350232331e-07,2.6629965645952325e-05
1879,4.1909971393305767e-07,2.7130902822136704e-05
1880,4.3577175246056754e-07,2.7926616439799545e-05
1881,4.2741470163143447e-07,2.9525082936743274e-05
1882,4.199548004901743e-07,2.9507314820875763e-05
1883,4.069654357952146e-07,2.8666417392742005e-05
1884,3.366865382048445e-07,3.0733539460925385e-05
1885,4.202554444443507e-07,3.091842575031478e-05
1886,4.491610913204269e-07,2.969561467125459e-05
1887,3.3166937818407405e-07,3.041303625650471e-05
1888,4.7237579248182726e-07,3.162064626849315e-05
1889,3.2265454574798014e-07,2.8809605169044517e-05
1890,3.454161583427151e-07,3.0790541927672166e-05
1891,3.5823116739663874e-07,2.9233447548904223e-05
1892,3.2658949455921515e-07,2.8758681310137035e-05
1893,2.7528121826492224e-07,2.8107628509133065e-05
1894,3.610781962315457e-07,2.884655555135396e-05
1895,2.8167116128408054e-07,2.8030494036102027e-05
1896,2.954411550959435e-07,2.8930824441886216e-05
1897,3.018237670904256e-07,2.869248544357106e-05
1898,2.8744442459593955e-07,3.0413658350880723e-05
1899,2.802482299557596e-07,2.9593549129458552e-05
1900,2.678583330695261e-07,2.8404923341440735e-05
1901,2.732893396584224e-07,2.7739146617022925e-05
1902,2.7595794294121845e-07,2.7716587851500663e-05
1903,2.9323195738228947e-07,2.767558828509209e-05
1904,2.7410588554488413e-07,2.6524849431552866e-05
1905,2.342984628533884e-07,2.817877725647122e-05
1906,2.453775985733486e-07,2.7307390041642066e-05
1907,2.7617068942831224e-07,2.8255296570023347e-05
1908,2.1462770916080842e-07,2.7907986577702104e-05
1909,2.381925914285432e-07,2.8449436285882257e-05
1910,1.9345826018923873e-07,2.9315872893675987e-05
1911,2.745313101293334e-07,2.7877695856659557e-05
1912,2.3181924374560126e-07,2.9958339268887357e-05
1913,2.2484676126532932e-07,2.9291594728420023e-05
1914,2.276892898667171e-07,3.1108383382161264e-05
1915,2.0969756231448144e-07,5.5050323226168985e-05
1916,2.64797828997132e-07,5.5236169828276616e-05
1917,2.0836206238161736e-07,4.958687986800214e-05
1918,2.2857889092620098e-07,4.294526206649607e-05
1919,2.1822600482224175e-07,3.760577487810224e-05
1920,2.4761197181533134e-07,3.247124368499499e-05
1921,2.1203692424087706e-07,2.9763926704617916e-05
1922,2.0363102271048206e-07,2.9572241601272253e-05
1923,2.2081171513477216e-07,2.9348850262067572e-05
1924,1.8950688063235077e-07,2.7372786007617833e-05
1925,2.2106337516092367e-07,2.8020057925459696e-05
1926,2.5859040508890985e-07,2.749083580511069e-05
1927,1.4493992472885964e-07,2.717066024615633e-05
1928,2.1252436988028478e-07,2.964372163205553e-05
1929,2.5511530887811773e-07,2.6734747507362044e-05
1930,2.951512604321138e-07,2.6246405013807816e-05
1931,1.8704785009759917e-07,2.589700295629882e-05
1932,1.5233756045507363e-07,2.73495242026911e-05
1933,1.5944220788099983e-07,2.604872634037747e-05
1934,2.0009239420915037e-07,2.4522699504814227e-05
1935,1.4242258306040867e-07,2.4622350565550732e-05
1936,1.624711774006471e-07,2.5172120331262704e-05
1937,2.5434058437134865e-07,2.6263814106641803e-05
1938,1.8540257140653438e-07,2.8305656087468378e-05
1939,1.8199920415185034e-07,3.810359680755937e-05
1940,2.3329202702981888e-07,4.8993862264978816e-05
1941,2.6858673107810205e-07,3.3717966175572656e-05
1942,5.006449512734434e-07,2.927104037553363e-05
1943,3.251623377220625e-07,2.8692674277408514e-05
1944,1.670856821789357e-07,2.9917976917204214e-05
1945,1.7645882843808636e-07,3.152513295390236e-05
1946,1.767980171152317e-07,2.88807226525023e-05
1947,1.2874540833429649e-07,2.7512177553035144e-05
1948,1.7829895648802108e-07,2.485313643774134e-05
1949,1.7277934827308883e-07,2.4534667545594857e-05
1950,2.0845308923433947e-07,2.4432616669400886e-05
1951,1.7697927001680824e-07,2.6128962645088905e-05
1952,1.7609822067221614e-07,2.2380290943146974e-05
1953,1.8100030263479283e-07,2.4400564257121005e-05
1954,1.3192924086524727e-07,2.2930278305466345e-05
1955,1.9052783706285936e-07,2.0881100113001594e-05
1956,1.7965551646348388e-07,2.1910124928581354e-05
1957,2.31477991108342e-07,2.0522025465652405e-05
1958,2.556123281927114e-07,2.0895686361654953e-05
1959,2.1082034362684965e-07,2.0220926217007218e-05
1960,1.986279155596904e-07,1.977489671389776e-05
1961,2.0913959231094736e-07,2.0151746696228656e-05
1962,2.416285432849108e-07,2.0981095076422207e-05
1963,2.133797532000159e-07,2.0071276367161772e-05
1964,2.293656092833274e-07,2.0094739682008367e-05
1965,2.1450410364609596e-07,1.91450381521463e-05
1966,2.0549968060556978e-07,1.9041124119212327e-05
1967,1.9770645359740158e-07,2.0438212402495992e-05
1968,1.8280062505371397e-07,1.9990842986317148e-05
1969,1.630491064108508e-07,2.1264509769025608e-05
1970,1.692330778291229e-07,2.176024742084337e-05
1971,1.6905328026339816e-07,1.945140434145287e-05
1972,1.8468528922843674e-07,1.936117382683733e-05
1973,1.3783009528145485e-07,1.8282885832832108e-05
1974,2.3852424302361896e-07,1.9163510501130077e-05
1975,2.2560346923938823e-07,1.7932334856141097e-05
1976,1.5255116581069927e-07,1.768679351243918e-05
1977,1.4280580318271063e-07,1.730477185901691e-05
1978,1.188118274875194e-07,1.7591873927358392e-05
1979,1.281582141521298e-07,1.851330324598166e-05
1980,1.5804718556111652e-07,1.8581346296286938e-05
1981,1.1449244580186146e-07,1.9114545125376026e-05
1982,1.3904804907483026e-07,1.8518221622798592e-05
1983,1.3388469954911386e-07,1.8873322574108897e-05
1984,1.786094572242547e-07,1.8707601043388422e-05
1985,1.0527226579348792e-07,1.8663268065211014e-05
1986,1.0190625043815515e-07,1.8926389770967944e-05
1987,1.1305011188289527e-07,1.7996355609284365e-05
1988,2.4645836249614916e-07,1.9148795558976417e-05
1989,1.053719477228654e-07,1.8634370007930556e-05
1990,1.0897301572221352e-07,1.895912612326356e-05
1991,1.1781545167233176e-07,1.855857072996514e-05
1992,1.4160556649489564e-07,1.84043160516012e-05
1993,1.0801454858322401e-07,1.851424684673475e-05
1994,9.283870938681105e-08,1.936320018103288e-05
1995,1.1441371272624679e-07,1.8908085507973738e-05
1996,1.2117468917161034e-07,1.8264282346081018e-05
1997,7.719779804293836e-08,1.8524116399021295e-05
1998,8.201181977973704e-08,1.919934862826267e-05
1999,8.27206416420534e-08,1.8971361384956253e-05
2000,8.350079627739149e-08,1.920960107781866e-05
2001,1.0339659703428872e-07,1.967558426940741e-05
2002,1.0602556049787992e-07,2.0427007257239893e-05
2003,8.500522735710447e-08,2.009623597132304e-05
2004,1.0263163519041996e-07,1.9812750167602644e-05
2005,9.097574116267992e-08,2.04366642151399e-05
2006,7.782812000423078e-08,2.12857847259329e-05
2007,7.869124660220272e-08,2.162890734780376e-05
2008,7.705965823778804e-08,2.2027142165370606e-05
2009,6.53242375747709e-08,2.328070036128338e-05
2010,8.077686158847186e-08,2.5941181320376927e-05
2011,3.7474924913238894e-08,2.7159761202710797e-05
2012,3.6765930244708755e-08,2.9406274620669137e-05
2013,2.8727987766430374e-08,3.0283482260529127e-05
2014,3.3131311125145224e-08,3.079674547734612e-05
2015,2.1722439139115757e-08,3.1078160645847674e-05
2016,2.7548822750800284e-08,3.0761263246859016e-05
2017,2.440142932158551e-08,2.9093547482261783e-05
2018,2.0135440093049795e-08,3.124813861177245e-05
2019,4.28565950505444e-08,3.076848440741742e-05
