year,en_ADP oie_NOUN,en_ADP toits_NOUN
1998,7.629006759657386e-09,5.2449422582867555e-09
1999,6.8553016596695215e-09,1.0054442611817649e-08
2000,1.060327570190367e-08,5.743440834038438e-09
2001,5.695575122643959e-09,7.448060029835446e-09
2002,1.3581786362237835e-08,5.695587723675288e-09
2003,1.1250691767106247e-08,4.166922806803086e-09
2004,9.690541008522402e-09,2.2023955992267474e-09
2005,8.557123898356167e-09,6.305249655724765e-09
2006,1.1530091548195287e-08,7.823991232669414e-09
2007,1.0385647009059085e-08,3.5950315224742013e-09
2008,1.1920831433087642e-08,7.663391338175174e-09
2009,8.105927484791664e-09,5.245011536203492e-09
2010,4.251413721068076e-09,6.140930874920514e-09
2011,7.647943611743813e-09,9.55992973672437e-09
2012,1.1234033758800166e-08,6.127654827992046e-09
2013,9.483025031897796e-09,6.414987763214697e-09
2014,9.094869662940042e-09,8.878325144512367e-09
2015,1.2634479421014255e-08,8.20132878276425e-09
2016,1.0356700386182638e-08,9.942432210863217e-09
2017,1.1068689659277098e-08,6.037467109587524e-09
2018,1.290733386838383e-08,6.195520096952123e-09
2019,8.163161147045628e-09,9.183555582659153e-09
