year,en_ADP oie_NOUN,en_ADP toits_NOUN
1800,3.144164484325529e-09,9.432493897065797e-09
1801,1.666827853519237e-08,2.8574191901498125e-08
1802,2.0140561218795483e-08,6.713520406265161e-09
1803,9.751696339321825e-09,1.950339223455444e-09
1804,1.2359254952798437e-08,4.943701892301533e-09
1805,3.695740957709859e-08,1.4214388555089386e-08
1806,1.4408345627714425e-08,8.645007376628655e-09
1807,0.0,5.693910232196231e-09
1808,1.0877154998922833e-07,6.798221985349073e-09
1809,0.0,1.8072244145628247e-08
1810,2.3401266702194334e-08,0.0
1811,1.504245972228091e-08,2.5070767684098882e-09
1812,2.6672082320544632e-09,2.6672082320544632e-09
1813,5.751483289628823e-09,2.8757416448144113e-09
1814,1.1642705288750221e-07,2.5173417128598885e-08
1815,0.0,1.0788894222457657e-08
1816,2.3176038865813098e-09,2.3176038865813098e-09
1817,4.670620334934483e-09,3.113746815941454e-09
1818,4.768470951432846e-09,1.3113295338484932e-08
1819,4.140420006848444e-09,1.035105001712111e-09
1820,2.3732962262101864e-09,9.493184904840746e-09
1821,1.577838126820552e-08,1.4792232216898071e-08
1822,1.0025615893027862e-09,6.015369535816717e-09
1823,1.9765373782121287e-09,1.1859224380295075e-08
1824,1.9368560089105813e-08,8.421112696055388e-10
1825,7.924898959288385e-09,5.283265824829186e-09
1826,3.5231937367541377e-09,7.927186018719112e-09
1827,1.8434546111834038e-09,4.608636583469661e-09
1828,7.337841001486822e-09,2.7516904310687096e-09
1829,9.430493719264632e-09,2.571952872898464e-09
1830,2.0873671680021744e-09,2.0873671680021744e-09
1831,1.5591206103948707e-09,2.8064171431196883e-08
1832,2.0294953273491956e-08,4.058990921151917e-09
1833,2.3167257001688313e-09,3.4750886612755494e-09
1834,3.733812370398937e-09,4.1071935186209885e-08
1835,7.563087933704082e-09,9.075705520444899e-09
1836,2.016224964762614e-09,3.2259599436201825e-08
1837,1.3915781860163179e-09,4.87052354003481e-09
1838,4.418513332993257e-09,3.787297142565649e-09
1839,2.0974426639952526e-09,2.7965900706306e-09
1840,5.732719632334238e-09,7.64362617644565e-09
1841,2.3113974734201292e-08,3.0818632978935057e-08
1842,1.341653010911159e-09,1.0733224087289273e-08
1843,1.7720733214154905e-09,1.0041748821354446e-08
1844,3.2931368743049916e-09,7.1351298203126134e-09
1845,3.9061593959388574e-09,1.1160455670733427e-08
1846,2.9272506640865004e-09,2.9272506640865004e-09
1847,7.011190739092399e-09,5.9325460100012606e-09
1848,4.82713291560799e-09,1.6090443422100975e-09
1849,1.9272654583346593e-08,8.379414939696517e-10
1850,6.788996032014438e-09,1.425689166723032e-08
1851,1.0964046337491595e-08,7.739326512989919e-09
1852,5.208436348880241e-09,1.2370036550635177e-08
1853,1.791579506971175e-08,1.0152284346531815e-08
1854,7.79349651480743e-09,1.558699391779328e-09
1855,1.0083180512765466e-08,8.491099379170919e-09
1856,1.3978411317339123e-08,1.0354378687793542e-08
1857,1.4156376515472857e-08,6.345961978126979e-09
1858,1.5659763041853125e-08,2.4468380654951716e-09
1859,2.036869339860914e-09,5.601390462572908e-09
1860,4.57718396518203e-09,6.865775947773045e-09
1861,7.073945706981277e-09,2.8295783494058924e-09
1862,1.490935469528054e-08,9.487771457372673e-09
1863,3.9956967790022446e-08,9.489779628779615e-09
1864,1.4384183844029508e-09,3.835782358407869e-09
1865,1.3179164426446732e-08,3.294791106611683e-09
1866,1.702964580463373e-08,4.379051787850585e-09
1867,1.4073153309368536e-08,4.85281148598915e-09
1868,1.2349685274415378e-08,3.951899252285784e-09
1869,2.24641887314192e-08,4.395167341186834e-09
1870,9.17447806614291e-09,9.747882501187632e-09
1871,2.2304472935275044e-08,5.3105884134652115e-09
1872,7.256807155187062e-09,9.071008832961525e-09
1873,2.5141218329416404e-08,5.387403856360606e-09
1874,1.1949218503559678e-08,7.766991494406739e-09
1875,9.7265964171811e-09,5.721527251978387e-09
1876,2.1161051577678336e-08,6.650616057868319e-09
1877,2.2265337129567797e-08,3.710889595609501e-09
1878,2.1740719446938783e-08,1.2078177347163432e-09
1879,1.5273313280772527e-08,4.276527798552365e-09
1880,1.6044615858135103e-08,3.8507077526617195e-09
1881,2.1614772693911988e-08,1.743126809561346e-08
1882,3.327692410515226e-08,7.320923645082189e-09
1883,8.847074184359371e-09,5.0554711528150165e-09
1884,1.4523733327109767e-08,4.621187876807653e-09
1885,1.546952527187173e-08,7.090199205528336e-09
1886,2.0005737511041843e-08,3.2267319372003556e-09
1887,2.0239665943222462e-08,3.917354773896875e-09
1888,3.1703073499755874e-09,1.9021844099853524e-09
1889,1.3783300722991498e-08,7.51816386923565e-09
1890,7.865263995654459e-09,4.588070645628051e-09
1891,1.0836173736095134e-08,1.0836174402228949e-08
1892,7.522214628963297e-09,4.387958663087943e-09
1893,1.2932674486876294e-08,6.774258043407144e-09
1894,8.192001077489408e-09,1.071261657159539e-08
1895,9.629783193076946e-09,3.0093072478365457e-09
1896,2.94851448812139e-09,4.717623069971921e-09
1897,8.740070001067579e-09,6.992056267307589e-09
1898,3.960848538042683e-09,9.619203211741478e-09
1899,7.738609753005221e-09,3.8693048765026106e-09
1900,8.30568502863116e-09,7.786579381274805e-09
1901,1.620734302321125e-08,9.500856101851696e-09
1902,7.365425880312415e-09,1.0802624406114347e-08
1903,9.1803746826713e-09,1.0260418292773466e-08
1904,4.837162670412454e-09,1.3436562973367927e-08
1905,1.4450125374043665e-08,6.708986699521802e-09
1906,1.0288368990085672e-08,7.2018581098731715e-09
1907,1.2342823652033985e-08,9.257118127603547e-09
1908,1.7680999775393502e-08,3.929111258571538e-09
1909,5.500983557560346e-10,9.35167210336374e-09
1910,1.4963622119168463e-08,2.137660271017694e-09
1911,5.3203743632934675e-09,5.852411777418354e-09
1912,9.376957876838787e-09,6.772247373998397e-09
1913,1.0075680734189518e-08,7.95448479307126e-09
1914,6.696743604095445e-09,1.272381305872372e-08
1915,1.6493066468115103e-08,1.5314990164938536e-08
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,1.315970976634162e-08,2.0836206759966558e-08
1918,4.594550517822427e-09,8.040463406189247e-09
1919,8.287063479883727e-09,1.289098744416961e-08
1920,1.0601124866838063e-08,7.572231730534895e-10
1921,5.300923255902035e-09,3.786373770076068e-09
1922,3.6889677978990676e-09,1.254249004656316e-08
1923,7.431163684401554e-09,1.3800733000834953e-08
1924,9.024137215263295e-09,1.4180787100137593e-08
1925,1.2097995494286806e-08,1.539744931555731e-08
1926,2.229227691330493e-09,1.5604594283402662e-08
1927,1.0034302277972529e-08,6.689535148041159e-09
1928,2.2852082337543322e-08,1.1426041446327417e-08
1929,6.684243603061191e-09,1.5596569369336066e-08
1930,1.3654684494213143e-08,7.352522590764465e-09
1931,1.1405356659111021e-08,9.124285327288817e-09
1932,5.4797681947604815e-09,5.4797681947604815e-09
1933,1.1470662641954732e-08,4.588264879146209e-09
1934,1.3179738189705859e-08,7.188948103475923e-09
1935,2.393656828303392e-09,1.0771455727365264e-08
1936,2.424942913137329e-09,6.0623572828433225e-09
1937,5.0364472592434595e-09,1.0072894518486919e-08
1938,9.075650453382877e-09,1.1668692678767911e-08
1939,1.3764645423464117e-08,3.058810094103137e-09
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,3.2131861615880553e-09,1.927911696952833e-08
1945,8.714016175304096e-09,1.089252066321933e-08
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,2.3841741914054637e-09,3.5762612871081956e-09
1948,3.2615663503321457e-09,6.523132922708896e-09
1949,9.817008539414473e-09,4.908504158684934e-09
1950,8.508289184305795e-09,3.190608444114673e-09
1951,5.330700769690111e-09,7.462981344019681e-09
1952,3.1634410646574906e-09,6.326882351359586e-09
1953,3.232148326759443e-09,1.4005975934594517e-08
1954,4.886268278880834e-09,5.863521668203475e-09
1955,3.754243138587299e-09,1.0324168187025862e-08
1956,9.593255967388359e-09,1.3081712602058815e-08
1957,1.5903067307476704e-08,8.835037590415595e-09
1958,9.099467679352102e-09,7.445019267748876e-09
1959,3.100299128533379e-09,8.525822714489095e-09
1960,8.997083078554624e-09,7.612916519406099e-09
1961,8.33779090214648e-09,1.3896318540318475e-09
1962,8.24454354786397e-09,1.0147130247162295e-08
1963,1.0345685197421517e-08,5.1728425987107585e-09
1964,4.867174663303331e-09,4.258777885901566e-09
1965,2.73602163147757e-09,1.1491291473930687e-08
1966,3.323444985880997e-08,5.539074865446025e-09
1967,1.7256174267288316e-08,6.409436092980059e-09
1968,1.4372530721118437e-08,7.635406973349745e-09
1969,9.083515217778171e-09,3.179230406713529e-09
1970,1.3796175091229657e-08,1.1496812390987543e-08
1971,1.6956711590410123e-08,3.083038491169532e-09
1972,1.1799337673590315e-08,6.669190977248718e-09
1973,1.047508757512361e-08,2.205281512956958e-09
1974,1.4626486743996026e-08,3.3753431161187564e-09
1975,1.4849848462006321e-08,3.4268881066168433e-09
1976,9.141642998145016e-09,2.285410749536254e-09
1977,1.1753563455840776e-08,7.05213826224238e-09
1978,2.1386129422928946e-08,8.910887139279566e-09
1979,1.2289143924704149e-08,1.287434159280565e-08
1980,8.527726080842513e-09,5.6851505725319385e-09
1981,9.48832401537203e-09,1.012087885721158e-08
1982,1.1173504455008754e-08,3.103751144983846e-09
1983,8.209910973278056e-09,5.052252727288931e-09
1984,8.69851302098823e-09,7.538710988796993e-09
1985,4.812446441349039e-09,4.812446441349039e-09
1986,1.1988970816112499e-08,5.395036861699509e-09
1987,9.777306964053878e-09,4.277571907795874e-09
1988,5.99655392008458e-09,3.5979323409485175e-09
1989,6.585746614717891e-09,4.939309850016116e-09
1990,1.0897301727652575e-08,7.628111475810329e-09
1991,4.68917216167597e-09,4.68917216167597e-09
1992,8.264916362410446e-09,2.7549720282848966e-09
1993,4.4313659408601325e-09,3.323524566667402e-09
1994,9.494867947434926e-09,1.5824779708850656e-08
1995,7.591431483433553e-09,1.0302656505700725e-08
1996,8.007138063703678e-09,8.540947504798169e-09
1997,1.054876808126437e-08,6.712852163026639e-09
